C05003D_001E,C05003D_001EA,C05003D_001M,C05003D_001MA,C05003D_002E,C05003D_002EA,C05003D_002M,C05003D_002MA,C05003D_003E,C05003D_003EA,C05003D_003M,C05003D_003MA,C05003D_004E,C05003D_004EA,C05003D_004M,C05003D_004MA,C05003D_005E,C05003D_005EA,C05003D_005M,C05003D_005MA,C05003D_006E,C05003D_006EA,C05003D_006M,C05003D_006MA,C05003D_007E,C05003D_007EA,C05003D_007M,C05003D_007MA,C05003D_008E,C05003D_008EA,C05003D_008M,C05003D_008MA,C05003D_009E,C05003D_009EA,C05003D_009M,C05003D_009MA,C05003D_010E,C05003D_010EA,C05003D_010M,C05003D_010MA,C05003D_011E,C05003D_011EA,C05003D_011M,C05003D_011MA,C05003D_012E,C05003D_012EA,C05003D_012M,C05003D_012MA,C05003D_013E,C05003D_013EA,C05003D_013M,C05003D_013MA,C05003D_014E,C05003D_014EA,C05003D_014M,C05003D_014MA,C05003D_015E,C05003D_015EA,C05003D_015M,C05003D_015MA,GEO_ID,NAME,state
51410,null,2190,null,24410,null,1625,null,6795,null,1144,null,4915,null,1073,null,1880,null,748,null,17615,null,1151,null,3103,null,749,null,14512,null,1132,null,27000,null,1921,null,6451,null,1273,null,4704,null,1075,null,1747,null,683,null,20549,null,1345,null,3868,null,1082,null,16681,null,1352,null,0400000US01,Alabama,01
33636,null,1807,null,15637,null,1079,null,3493,null,586,null,2868,null,619,null,625,null,348,null,12144,null,839,null,1748,null,612,null,10396,null,972,null,17999,null,1117,null,4003,null,760,null,2727,null,749,null,1276,null,501,null,13996,null,700,null,2050,null,721,null,11946,null,924,null,0400000US02,Alaska,02
167881,null,3725,null,80020,null,3082,null,18905,null,1776,null,15609,null,1848,null,3296,null,1075,null,61115,null,2262,null,15620,null,2574,null,45495,null,2078,null,87861,null,2053,null,18481,null,1326,null,14749,null,1540,null,3732,null,937,null,69380,null,1566,null,13569,null,1623,null,55811,null,1963,null,0400000US04,Arizona,04
32202,null,2525,null,15234,null,1372,null,3670,null,806,null,2864,null,787,null,806,null,473,null,11564,null,1109,null,2342,null,984,null,9222,null,1345,null,16968,null,1779,null,4445,null,1025,null,3365,null,975,null,1080,null,536,null,12523,null,1247,null,1833,null,723,null,10690,null,1431,null,0400000US05,Arkansas,05
4618747,null,13431,null,2211243,null,9052,null,488364,null,5299,null,414120,null,6536,null,74244,null,3983,null,1722879,null,6124,null,422498,null,9011,null,1300381,null,10171,null,2407504,null,7595,null,467508,null,5393,null,395928,null,6991,null,71580,null,5087,null,1939996,null,6282,null,400648,null,9919,null,1539348,null,10069,null,0400000US06,California,06
130216,null,3502,null,59484,null,2850,null,14326,null,1513,null,11640,null,1650,null,2686,null,882,null,45158,null,1929,null,12410,null,1509,null,32748,null,2189,null,70732,null,2124,null,15701,null,1367,null,9161,null,1323,null,6540,null,1145,null,55031,null,1840,null,11546,null,1768,null,43485,null,2049,null,0400000US08,Colorado,08
124037,null,2221,null,60174,null,1437,null,14540,null,1159,null,10385,null,1363,null,4155,null,1002,null,45634,null,845,null,6865,null,1128,null,38769,null,1334,null,63863,null,1462,null,16182,null,1071,null,11353,null,1211,null,4829,null,848,null,47681,null,907,null,6531,null,925,null,41150,null,1107,null,0400000US09,Connecticut,09
27132,null,956,null,13850,null,813,null,3921,null,653,null,2169,null,809,null,1752,null,776,null,9929,null,393,null,1338,null,578,null,8591,null,673,null,13282,null,741,null,2852,null,604,null,2315,null,543,null,537,null,312,null,10430,null,396,null,1372,null,608,null,9058,null,666,null,0400000US10,Delaware,10
17268,null,980,null,7397,null,705,null,662,null,591,null,508,null,525,null,154,null,266,null,6735,null,406,null,2145,null,709,null,4590,null,723,null,9871,null,739,null,1156,null,728,null,1032,null,701,null,124,null,213,null,8715,null,364,null,3240,null,587,null,5475,null,665,null,0400000US11,District of Columbia,11
442687,null,6207,null,206541,null,4364,null,51426,null,2998,null,43555,null,3015,null,7871,null,1522,null,155115,null,2712,null,26585,null,2762,null,128530,null,3771,null,236146,null,4125,null,49394,null,2616,null,37257,null,2417,null,12137,null,2016,null,186752,null,2699,null,22813,null,2819,null,163939,null,3226,null,0400000US12,Florida,12
291741,null,4651,null,143445,null,3267,null,37505,null,1803,null,28257,null,2155,null,9248,null,1780,null,105940,null,2689,null,14658,null,2003,null,91282,null,3311,null,148296,null,3129,null,37054,null,1927,null,26681,null,2257,null,10373,null,1636,null,111242,null,2241,null,14083,null,1906,null,97159,null,2404,null,0400000US13,Georgia,13
480137,null,10327,null,223571,null,5951,null,35907,null,2717,null,32093,null,2524,null,3814,null,1148,null,187664,null,4548,null,122801,null,4228,null,64863,null,4606,null,256566,null,5751,null,32874,null,2855,null,29494,null,2702,null,3380,null,667,null,223692,null,4359,null,124387,null,4289,null,99305,null,4427,null,0400000US15,Hawaii,15
17263,null,1442,null,7596,null,926,null,1782,null,559,null,1320,null,580,null,462,null,315,null,5814,null,686,null,2174,null,848,null,3640,null,640,null,9667,null,1075,null,2286,null,724,null,931,null,395,null,1355,null,627,null,7381,null,871,null,1260,null,631,null,6121,null,878,null,0400000US16,Idaho,16
565429,null,4712,null,276935,null,3204,null,67295,null,2234,null,55077,null,2591,null,12218,null,1657,null,209640,null,2374,null,40420,null,2709,null,169220,null,2983,null,288494,null,3182,null,65646,null,1951,null,50177,null,2091,null,15469,null,1893,null,222848,null,2239,null,35565,null,3100,null,187283,null,3485,null,0400000US17,Illinois,17
90593,null,2842,null,42459,null,2259,null,10713,null,1464,null,7711,null,1333,null,3002,null,874,null,31746,null,1472,null,5562,null,947,null,26184,null,1502,null,48134,null,2189,null,12050,null,1261,null,7281,null,1330,null,4769,null,1033,null,36084,null,1712,null,4749,null,874,null,31335,null,1758,null,0400000US18,Indiana,18
45771,null,2202,null,20458,null,1862,null,4957,null,899,null,3535,null,767,null,1422,null,578,null,15501,null,1429,null,1652,null,695,null,13849,null,1322,null,25313,null,1534,null,5783,null,933,null,3325,null,790,null,2458,null,781,null,19530,null,1367,null,2031,null,681,null,17499,null,1556,null,0400000US19,Iowa,19
61630,null,1797,null,29513,null,1430,null,7553,null,831,null,6623,null,997,null,930,null,474,null,21960,null,891,null,3684,null,921,null,18276,null,1175,null,32117,null,1178,null,7248,null,785,null,5723,null,909,null,1525,null,476,null,24869,null,943,null,3754,null,910,null,21115,null,1126,null,0400000US20,Kansas,20
42155,null,1890,null,19068,null,1266,null,5517,null,980,null,2651,null,797,null,2866,null,975,null,13551,null,893,null,2151,null,764,null,11400,null,1164,null,23087,null,1629,null,6108,null,947,null,2490,null,741,null,3618,null,1039,null,16979,null,1250,null,1604,null,681,null,15375,null,1356,null,0400000US21,Kentucky,21
66977,null,2472,null,32404,null,1823,null,9821,null,1252,null,8075,null,1060,null,1746,null,716,null,22583,null,1452,null,4433,null,896,null,18150,null,1352,null,34573,null,1782,null,8032,null,1324,null,7055,null,1238,null,977,null,497,null,26541,null,1243,null,4633,null,1032,null,21908,null,1334,null,0400000US22,Louisiana,22
