C01001I_001E,C01001I_001EA,C01001I_001M,C01001I_001MA,C01001I_002E,C01001I_002EA,C01001I_002M,C01001I_002MA,C01001I_003E,C01001I_003EA,C01001I_003M,C01001I_003MA,C01001I_004E,C01001I_004EA,C01001I_004M,C01001I_004MA,C01001I_005E,C01001I_005EA,C01001I_005M,C01001I_005MA,C01001I_006E,C01001I_006EA,C01001I_006M,C01001I_006MA,C01001I_007E,C01001I_007EA,C01001I_007M,C01001I_007MA,C01001I_008E,C01001I_008EA,C01001I_008M,C01001I_008MA,C01001I_009E,C01001I_009EA,C01001I_009M,C01001I_009MA,GEO_ID,NAME,state
148279,null,1956,null,79182,null,2397,null,30880,null,1660,null,46614,null,2083,null,1688,null,634,null,69097,null,2208,null,30980,null,1963,null,34965,null,1468,null,3152,null,881,null,0400000US01,Alabama,01
43373,null,231,null,23189,null,828,null,8109,null,583,null,14553,null,733,null,527,null,280,null,20184,null,783,null,7373,null,514,null,12063,null,807,null,748,null,277,null,0400000US02,Alaska,02
2031651,null,0,*****,1058398,null,1456,null,387813,null,1464,null,628283,null,569,null,42302,null,426,null,973253,null,1456,null,366556,null,1466,null,552618,null,538,null,54079,null,422,null,0400000US04,Arizona,04
172493,null,1908,null,90707,null,2230,null,37754,null,1584,null,51315,null,1426,null,1638,null,557,null,81786,null,2208,null,34527,null,1863,null,44601,null,1464,null,2658,null,815,null,0400000US05,Arkansas,05
13681370,null,0,*****,7038377,null,1913,null,2423982,null,1421,null,4302020,null,1349,null,312375,null,936,null,6642993,null,1914,null,2312748,null,1419,null,3910205,null,1392,null,420040,null,1228,null,0400000US06,California,06
1018208,null,0,*****,530462,null,1631,null,186406,null,1430,null,320691,null,966,null,23365,null,909,null,487746,null,1632,null,179900,null,1449,null,278870,null,1335,null,28976,null,1125,null,0400000US08,Colorado,08
434471,null,0,*****,219641,null,1068,null,73919,null,849,null,136827,null,520,null,8895,null,435,null,214830,null,1068,null,70584,null,850,null,131590,null,694,null,12656,null,554,null,0400000US09,Connecticut,09
63892,null,0,*****,33743,null,681,null,12905,null,543,null,20279,null,441,null,559,null,343,null,30149,null,681,null,12099,null,544,null,16497,null,691,null,1553,null,631,null,0400000US10,Delaware,10
53025,null,0,*****,27616,null,337,null,7060,null,337,null,19359,null,612,null,1197,null,612,null,25409,null,337,null,6900,null,337,null,16654,null,0,*****,1855,null,0,*****,0400000US11,District of Columbia,11
3988758,null,1790,null,2028532,null,3628,null,549549,null,2942,null,1303112,null,2414,null,175871,null,1210,null,1960226,null,3546,null,519003,null,2668,null,1199212,null,2230,null,242011,null,1378,null,0400000US12,Florida,12
815966,null,2805,null,452784,null,4129,null,165354,null,3165,null,280652,null,2585,null,6778,null,1360,null,363182,null,3914,null,156298,null,3009,null,194894,null,2265,null,11990,null,1428,null,0400000US13,Georgia,13
115966,null,0,*****,60637,null,652,null,21886,null,632,null,36090,null,328,null,2661,null,310,null,55329,null,652,null,21623,null,632,null,30954,null,399,null,2752,null,353,null,0400000US15,Hawaii,15
165284,null,0,*****,87714,null,1695,null,36479,null,1543,null,49049,null,917,null,2186,null,549,null,77570,null,1694,null,32578,null,1428,null,42779,null,1062,null,2213,null,853,null,0400000US16,Idaho,16
1969773,null,1523,null,1037092,null,1958,null,360992,null,1501,null,636681,null,1471,null,39419,null,763,null,932681,null,1977,null,342633,null,1556,null,543280,null,1423,null,46768,null,845,null,0400000US17,Illinois,17
348806,null,1594,null,186566,null,2314,null,68587,null,1471,null,112729,null,1897,null,5250,null,650,null,162240,null,2236,null,66786,null,1416,null,88623,null,1540,null,6831,null,843,null,0400000US18,Indiana,18
130683,null,1482,null,70836,null,2177,null,28083,null,1567,null,40835,null,1713,null,1918,null,601,null,59847,null,1892,null,24530,null,1464,null,32693,null,1360,null,2624,null,882,null,0400000US19,Iowa,19
262097,null,847,null,139664,null,1989,null,52209,null,1633,null,82312,null,1339,null,5143,null,859,null,122433,null,1946,null,49515,null,1611,null,67547,null,1314,null,5371,null,884,null,0400000US20,Kansas,20
113033,null,2728,null,61385,null,2586,null,23159,null,1862,null,36901,null,1985,null,1325,null,520,null,51648,null,2337,null,23477,null,1861,null,26607,null,1352,null,1564,null,451,null,0400000US21,Kentucky,21
161892,null,1757,null,87632,null,2291,null,26615,null,1741,null,55787,null,1615,null,5230,null,815,null,74260,null,2003,null,22767,null,1479,null,44412,null,1561,null,7081,null,1042,null,0400000US22,Louisiana,22
17463,null,336,null,8535,null,767,null,2885,null,679,null,5111,null,745,null,539,null,309,null,8928,null,805,null,3270,null,598,null,5416,null,767,null,242,null,158,null,0400000US23,Maine,23
412453,null,1430,null,219771,null,2327,null,73471,null,1928,null,140650,null,1330,null,5650,null,581,null,192682,null,2411,null,67264,null,1915,null,114664,null,1290,null,10754,null,805,null,0400000US24,Maryland,24
582234,null,699,null,293879,null,1219,null,99511,null,771,null,184166,null,952,null,10202,null,454,null,288355,null,1038,null,94881,null,770,null,178031,null,727,null,15443,null,654,null,0400000US25,Massachusetts,25
422831,null,1184,null,219989,null,2637,null,79195,null,2025,null,131459,null,1655,null,9335,null,926,null,202842,null,2708,null,76753,null,1870,null,115488,null,1821,null,10601,null,837,null,0400000US26,Michigan,26
223923,null,909,null,120094,null,1581,null,47532,null,1417,null,69899,null,1577,null,2663,null,726,null,103829,null,1508,null,43925,null,1251,null,57294,null,1447,null,2610,null,675,null,0400000US27,Minnesota,27
67185,null,3110,null,39088,null,3325,null,13229,null,1593,null,25234,null,2778,null,625,null,443,null,28097,null,2780,null,10104,null,1604,null,16197,null,1749,null,1796,null,718,null,0400000US28,Mississippi,28
201997,null,1312,null,107485,null,2302,null,40269,null,1896,null,62787,null,1510,null,4429,null,781,null,94512,null,2228,null,38271,null,1642,null,50656,null,1313,null,5585,null,795,null,0400000US29,Missouri,29
27864,null,665,null,14330,null,1437,null,6210,null,1081,null,7667,null,1028,null,453,null,270,null,13534,null,1315,null,4026,null,827,null,8602,null,985,null,906,null,370,null,0400000US30,Montana,30
149822,null,298,null,80885,null,1654,null,32179,null,1260,null,45779,null,1375,null,2927,null,1091,null,68937,null,1630,null,29614,null,1237,null,36680,null,1166,null,2643,null,777,null,0400000US31,Nebraska,31
700293,null,0,*****,372764,null,1367,null,138059,null,1594,null,220858,null,953,null,13847,null,553,null,327529,null,1368,null,127070,null,1260,null,185061,null,831,null,15398,null,462,null,0400000US32,Nevada,32
36601,null,485,null,20107,null,718,null,7601,null,448,null,12197,null,636,null,309,null,231,null,16494,null,712,null,5661,null,446,null,9887,null,571,null,946,null,458,null,0400000US33,New Hampshire,33
1452817,null,0,*****,743866,null,1668,null,226547,null,1258,null,477648,null,1165,null,39671,null,908,null,708951,null,1668,null,215541,null,1257,null,438583,null,1241,null,54827,null,756,null,0400000US34,New Jersey,34
915738,null,0,*****,459004,null,1692,null,143298,null,1610,null,279691,null,707,null,36015,null,550,null,456734,null,1693,null,138900,null,1611,null,272053,null,562,null,45781,null,543,null,0400000US35,New Mexico,35
3274177,null,901,null,1629684,null,2023,null,490353,null,1878,null,1040981,null,1708,null,98350,null,892,null,1644493,null,2132,null,470645,null,1688,null,1024886,null,1418,null,148962,null,865,null,0400000US36,New York,36
715703,null,1211,null,388711,null,4226,null,145901,null,3642,null,235169,null,2682,null,7641,null,1053,null,326992,null,4227,null,145811,null,3918,null,172885,null,2386,null,8296,null,1124,null,0400000US37,North Carolina,37
12636,null,582,null,6329,null,750,null,1971,null,480,null,4131,null,565,null,227,null,235,null,6307,null,797,null,1419,null,481,null,4371,null,575,null,517,null,344,null,0400000US38,North Dakota,38
322975,null,1840,null,169196,null,2484,null,64211,null,1822,null,97644,null,1807,null,7341,null,769,null,153779,null,2424,null,58606,null,1968,null,87038,null,1576,null,8135,null,740,null,0400000US39,Ohio,39
300936,null,945,null,159203,null,2397,null,62796,null,1848,null,91987,null,1607,null,4420,null,809,null,141733,null,2330,null,58979,null,1808,null,77108,null,1760,null,5646,null,856,null,0400000US40,Oklahoma,40
428466,null,0,*****,229919,null,2353,null,88854,null,1928,null,134868,null,1029,null,6197,null,713,null,198547,null,2353,null,84113,null,1930,null,108210,null,1758,null,6224,null,1147,null,0400000US41,Oregon,41
646047,null,862,null,333322,null,2070,null,125405,null,1401,null,195649,null,2018,null,12268,null,1018,null,312725,null,1891,null,115639,null,1479,null,182169,null,1627,null,14917,null,987,null,0400000US42,Pennsylvania,42
125805,null,542,null,62944,null,824,null,22427,null,601,null,38086,null,571,null,2431,null,294,null,62861,null,917,null,22088,null,612,null,37215,null,801,null,3558,null,316,null,0400000US44,Rhode Island,44
203827,null,1518,null,109990,null,2774,null,39462,null,2501,null,68462,null,1887,null,2066,null,735,null,93837,null,2815,null,39076,null,2290,null,52132,null,1511,null,2629,null,737,null,0400000US45,South Carolina,45
20107,null,1274,null,10237,null,1050,null,4031,null,729,null,5921,null,750,null,285,null,275,null,9870,null,908,null,3664,null,654,null,5913,null,647,null,293,null,227,null,0400000US46,South Dakota,46
257770,null,1847,null,145028,null,2769,null,58825,null,2322,null,82657,null,1876,null,3546,null,1055,null,112742,null,2541,null,47117,null,2085,null,62806,null,1845,null,2819,null,812,null,0400000US47,Tennessee,47
9149688,null,113,null,4690748,null,4040,null,1658811,null,3330,null,2811016,null,2863,null,220921,null,1600,null,4458940,null,4027,null,1589136,null,3388,null,2573901,null,3004,null,295903,null,2048,null,0400000US48,Texas,48
343167,null,0,*****,181016,null,1189,null,73363,null,929,null,102908,null,988,null,4745,null,714,null,162151,null,1190,null,68609,null,932,null,87080,null,959,null,6462,null,841,null,0400000US49,Utah,49
9017,null,570,null,5164,null,708,null,1674,null,465,null,3157,null,675,null,333,null,289,null,3853,null,577,null,1493,null,367,null,2014,null,406,null,346,null,243,null,0400000US50,Vermont,50
564239,null,4047,null,299488,null,4076,null,102568,null,2649,null,189801,null,2964,null,7119,null,901,null,264751,null,3799,null,91745,null,2945,null,160263,null,2199,null,12743,null,1382,null,0400000US51,Virginia,51
687364,null,0,*****,362679,null,2234,null,141711,null,1817,null,211260,null,1279,null,9708,null,1054,null,324685,null,2233,null,135227,null,1786,null,178483,null,1450,null,10975,null,959,null,0400000US53,Washington,53
21581,null,2046,null,11029,null,1500,null,3868,null,1168,null,6629,null,1325,null,532,null,423,null,10552,null,1621,null,3989,null,1160,null,5302,null,1101,null,1261,null,532,null,0400000US54,West Virginia,54
