B20017I_001E,B20017I_001EA,B20017I_001M,B20017I_001MA,B20017I_002E,B20017I_002EA,B20017I_002M,B20017I_002MA,B20017I_003E,B20017I_003EA,B20017I_003M,B20017I_003MA,B20017I_004E,B20017I_004EA,B20017I_004M,B20017I_004MA,B20017I_005E,B20017I_005EA,B20017I_005M,B20017I_005MA,B20017I_006E,B20017I_006EA,B20017I_006M,B20017I_006MA,B20017I_007E,B20017I_007EA,B20017I_007M,B20017I_007MA,GEO_ID,NAME,state
17708,null,619,null,18557,null,685,null,22817,null,1127,null,10775,null,523,null,15165,null,927,null,22740,null,1240,null,6976,null,448,null,0400000US13,Georgia,13
28289,null,1621,null,32162,null,2315,null,40190,null,6300,null,15680,null,6766,null,22239,null,3167,null,30743,null,2900,null,8486,null,2121,null,0400000US15,Hawaii,15
16914,null,1347,null,20405,null,2101,null,29287,null,840,null,9820,null,1692,null,11915,null,1047,null,22539,null,2189,null,6811,null,1532,null,0400000US16,Idaho,16
21493,null,433,null,24081,null,553,null,30426,null,736,null,13208,null,651,null,18031,null,461,null,26154,null,1010,null,8954,null,327,null,0400000US17,Illinois,17
18710,null,772,null,20922,null,1347,null,27431,null,1314,null,11874,null,1016,null,15374,null,1282,null,22374,null,1348,null,7744,null,974,null,0400000US18,Indiana,18
20641,null,1762,null,21931,null,2545,null,29613,null,2296,null,6933,null,1795,null,19350,null,1423,null,23780,null,714,null,6258,null,1380,null,0400000US19,Iowa,19
19974,null,1345,null,24050,null,1427,null,30023,null,1444,null,10805,null,1491,null,14496,null,1691,null,24944,null,1615,null,7392,null,976,null,0400000US20,Kansas,20
17597,null,1131,null,18014,null,1252,null,22221,null,1980,null,8638,null,762,null,15809,null,2852,null,24982,null,3605,null,7821,null,2973,null,0400000US21,Kentucky,21
21048,null,1577,null,24424,null,1655,null,32914,null,2080,null,11716,null,1212,null,15406,null,2167,null,26900,null,4682,null,6671,null,1297,null,0400000US22,Louisiana,22
16629,null,8543,null,23261,null,5181,null,37156,null,20472,null,3267,null,1147,null,12113,null,2809,null,36106,null,25391,null,7384,null,3845,null,0400000US23,Maine,23
23297,null,777,null,24944,null,1596,null,33165,null,1956,null,12190,null,1231,null,19471,null,1035,null,30261,null,1736,null,9464,null,881,null,0400000US24,Maryland,24
21336,null,1119,null,23603,null,1194,null,33966,null,2444,null,10544,null,670,null,19163,null,747,null,29925,null,991,null,9146,null,626,null,0400000US25,Massachusetts,25
18444,null,726,null,20970,null,1211,null,32577,null,2654,null,10700,null,1461,null,15078,null,1092,null,26862,null,1407,null,7593,null,761,null,0400000US26,Michigan,26
19877,null,812,null,20845,null,1017,null,26456,null,2202,null,10643,null,1000,null,17598,null,1559,null,27163,null,1625,null,9845,null,1380,null,0400000US27,Minnesota,27
16618,null,1890,null,18058,null,1734,null,24699,null,4397,null,12134,null,1868,null,11302,null,2446,null,28461,null,7736,null,6954,null,1378,null,0400000US28,Mississippi,28
19713,null,1085,null,21980,null,1330,null,28622,null,1831,null,9509,null,1790,null,16178,null,1271,null,25912,null,3291,null,8036,null,1072,null,0400000US29,Missouri,29
18226,null,2453,null,17764,null,4394,null,30227,null,9557,null,10592,null,4264,null,18684,null,3263,null,28983,null,2022,null,5900,null,2419,null,0400000US30,Montana,30
20656,null,1112,null,23664,null,980,null,28836,null,1327,null,11233,null,1876,null,16572,null,1543,null,20639,null,1970,null,8738,null,1807,null,0400000US31,Nebraska,31
23805,null,789,null,25996,null,1191,null,29872,null,941,null,14711,null,1414,null,20918,null,967,null,26828,null,966,null,10228,null,980,null,0400000US32,Nevada,32
19757,null,4948,null,25358,null,6369,null,33754,null,9151,null,6371,null,1122,null,16973,null,2599,null,34576,null,4133,null,9323,null,3626,null,0400000US33,New Hampshire,33
24193,null,539,null,27050,null,903,null,32991,null,1351,null,12750,null,735,null,21016,null,554,null,29511,null,827,null,10472,null,460,null,0400000US34,New Jersey,34
21101,null,589,null,23569,null,715,null,31892,null,1280,null,9235,null,686,null,18321,null,901,null,26621,null,1009,null,8504,null,518,null,0400000US35,New Mexico,35
23219,null,397,null,25746,null,503,null,32323,null,704,null,11726,null,440,null,19543,null,412,null,30606,null,612,null,9648,null,316,null,0400000US36,New York,36
16707,null,557,null,18137,null,560,null,23446,null,762,null,10869,null,839,null,13955,null,658,null,20201,null,1412,null,8507,null,700,null,0400000US37,North Carolina,37
19661,null,4105,null,23137,null,3811,null,26329,null,9266,null,9139,null,2000,null,17484,null,3747,null,28209,null,1823,null,11769,null,4809,null,0400000US38,North Dakota,38
18993,null,1013,null,20681,null,1166,null,29017,null,1851,null,9932,null,1258,null,16425,null,1418,null,27753,null,2565,null,7398,null,1029,null,0400000US39,Ohio,39
18602,null,715,null,20684,null,1290,null,25770,null,1955,null,13260,null,1650,null,14455,null,1396,null,20750,null,1485,null,7075,null,904,null,0400000US40,Oklahoma,40
18263,null,770,null,20789,null,1262,null,27486,null,1655,null,12069,null,1182,null,14300,null,981,null,21950,null,1071,null,7196,null,745,null,0400000US41,Oregon,41
20517,null,857,null,23071,null,1288,null,30981,null,1018,null,10312,null,1085,null,17740,null,1034,null,26609,null,1293,null,7112,null,561,null,0400000US42,Pennsylvania,42
19245,null,1905,null,24155,null,3404,null,31513,null,4473,null,8349,null,3313,null,15727,null,1724,null,24368,null,1947,null,7248,null,1594,null,0400000US44,Rhode Island,44
16874,null,881,null,18380,null,1057,null,22214,null,1762,null,11401,null,1325,null,13827,null,1178,null,19728,null,1731,null,8203,null,1114,null,0400000US45,South Carolina,45
21654,null,1679,null,23839,null,1984,null,27890,null,3931,null,11285,null,11060,null,18446,null,5789,null,26002,null,1622,null,4566,null,2570,null,0400000US46,South Dakota,46
17123,null,942,null,18438,null,947,null,27804,null,1647,null,11069,null,690,null,14290,null,1109,null,23483,null,1811,null,8282,null,924,null,0400000US47,Tennessee,47
19811,null,176,null,22792,null,237,null,28335,null,309,null,10680,null,280,null,15812,null,248,null,23507,null,300,null,7573,null,174,null,0400000US48,Texas,48
19619,null,893,null,22265,null,1559,null,29088,null,1286,null,10518,null,1218,null,16553,null,1089,null,25389,null,1260,null,8564,null,1020,null,0400000US49,Utah,49
20951,null,2111,null,21638,null,8933,null,44250,null,12114,null,15370,null,6200,null,16692,null,8098,null,44209,null,9431,null,7095,null,2105,null,0400000US50,Vermont,50
23821,null,1029,null,26910,null,1324,null,34182,null,1506,null,12400,null,1222,null,19466,null,899,null,30101,null,2060,null,9315,null,721,null,0400000US51,Virginia,51
20098,null,815,null,23682,null,742,null,32640,null,1530,null,12610,null,843,null,16304,null,884,null,25859,null,2031,null,8462,null,675,null,0400000US53,Washington,53
19631,null,6443,null,28117,null,7192,null,34613,null,11326,null,8049,null,7475,null,11152,null,2231,null,23583,null,5165,null,5619,null,1687,null,0400000US54,West Virginia,54
18691,null,563,null,20260,null,992,null,24941,null,1349,null,10445,null,757,null,16489,null,1310,null,24161,null,1597,null,8600,null,926,null,0400000US55,Wisconsin,55
21878,null,3368,null,28815,null,6243,null,37253,null,6862,null,15414,null,3172,null,15148,null,3547,null,26584,null,4896,null,6027,null,2071,null,0400000US56,Wyoming,56
14493,null,166,null,14174,null,208,null,19858,null,443,null,6365,null,238,null,14875,null,277,null,20535,null,415,null,6419,null,216,null,0400000US72,Puerto Rico,72
