B20017I_001E,B20017I_001EA,B20017I_001M,B20017I_001MA,B20017I_002E,B20017I_002EA,B20017I_002M,B20017I_002MA,B20017I_003E,B20017I_003EA,B20017I_003M,B20017I_003MA,B20017I_004E,B20017I_004EA,B20017I_004M,B20017I_004MA,B20017I_005E,B20017I_005EA,B20017I_005M,B20017I_005MA,B20017I_006E,B20017I_006EA,B20017I_006M,B20017I_006MA,B20017I_007E,B20017I_007EA,B20017I_007M,B20017I_007MA,GEO_ID,NAME,state
17325,null,883,null,18619,null,1001,null,19949,null,1186,null,11609,null,1253,null,12907,null,2219,null,19081,null,1675,null,6762,null,816,null,0400000US01,Alabama,01
25948,null,3787,null,27193,null,4764,null,33444,null,6194,null,13017,null,5715,null,24088,null,8593,null,29760,null,3893,null,10084,null,3789,null,0400000US02,Alaska,02
21574,null,588,null,23535,null,588,null,30003,null,765,null,11759,null,764,null,18853,null,643,null,27608,null,859,null,8831,null,475,null,0400000US04,Arizona,04
18506,null,987,null,20162,null,1215,null,24294,null,1440,null,10545,null,1243,null,15770,null,1075,null,22158,null,1524,null,8804,null,1952,null,0400000US05,Arkansas,05
20875,null,202,null,23471,null,247,null,31311,null,332,null,12150,null,177,null,17737,null,187,null,27493,null,366,null,9332,null,149,null,0400000US06,California,06
21222,null,747,null,24203,null,787,null,32510,null,1293,null,10440,null,815,null,16985,null,658,null,28317,null,803,null,8500,null,458,null,0400000US08,Colorado,08
22091,null,911,null,24525,null,1212,null,34739,null,2057,null,11145,null,1074,null,18854,null,1525,null,29998,null,1554,null,9022,null,689,null,0400000US09,Connecticut,09
19072,null,1856,null,19837,null,2839,null,24827,null,2931,null,11600,null,2217,null,16640,null,2773,null,25874,null,3208,null,6089,null,1740,null,0400000US10,Delaware,10
27769,null,6279,null,32747,null,3334,null,36661,null,3874,null,14752,null,5850,null,21357,null,3402,null,33335,null,5986,null,10250,null,1348,null,0400000US11,District of Columbia,11
21644,null,304,null,23336,null,371,null,29236,null,483,null,11427,null,392,null,19541,null,306,null,26350,null,516,null,10016,null,332,null,0400000US12,Florida,12
