B19113C_001E,B19113C_001EA,B19113C_001M,B19113C_001MA,GEO_ID,NAME,state
45801,null,5198,null,0400000US01,Alabama,01
49747,null,5202,null,0400000US02,Alaska,02
34914,null,2627,null,0400000US04,Arizona,04
31161,null,16952,null,0400000US05,Arkansas,05
49947,null,3412,null,0400000US06,California,06
45227,null,7515,null,0400000US08,Colorado,08
77083,null,25351,null,0400000US09,Connecticut,09
59569,null,17271,null,0400000US10,Delaware,10
138402,null,91054,null,0400000US11,District of Columbia,11
39167,null,7066,null,0400000US12,Florida,12
43630,null,13055,null,0400000US13,Georgia,13
90708,null,42611,null,0400000US15,Hawaii,15
44839,null,10836,null,0400000US16,Idaho,16
56815,null,14966,null,0400000US17,Illinois,17
32381,null,8804,null,0400000US18,Indiana,18
29349,null,12986,null,0400000US19,Iowa,19
43605,null,6402,null,0400000US20,Kansas,20
25452,null,12317,null,0400000US21,Kentucky,21
56340,null,19851,null,0400000US22,Louisiana,22
31412,null,15931,null,0400000US23,Maine,23
51615,null,9516,null,0400000US24,Maryland,24
45208,null,7304,null,0400000US25,Massachusetts,25
31665,null,6299,null,0400000US26,Michigan,26
34690,null,6824,null,0400000US27,Minnesota,27
36770,null,12248,null,0400000US28,Mississippi,28
52008,null,19023,null,0400000US29,Missouri,29
28471,null,4037,null,0400000US30,Montana,30
33366,null,8182,null,0400000US31,Nebraska,31
43958,null,11238,null,0400000US32,Nevada,32
71250,null,44374,null,0400000US33,New Hampshire,33
50332,null,20126,null,0400000US34,New Jersey,34
38554,null,2528,null,0400000US35,New Mexico,35
40346,null,5973,null,0400000US36,New York,36
33371,null,2697,null,0400000US37,North Carolina,37
27273,null,7240,null,0400000US38,North Dakota,38
47641,null,7350,null,0400000US39,Ohio,39
40775,null,2210,null,0400000US40,Oklahoma,40
33983,null,7954,null,0400000US41,Oregon,41
47358,null,10905,null,0400000US42,Pennsylvania,42
31318,null,13735,null,0400000US44,Rhode Island,44
29646,null,8731,null,0400000US45,South Carolina,45
22550,null,3486,null,0400000US46,South Dakota,46
36573,null,12071,null,0400000US47,Tennessee,47
44023,null,5752,null,0400000US48,Texas,48
42800,null,7150,null,0400000US49,Utah,49
45746,null,43230,null,0400000US50,Vermont,50
48352,null,6767,null,0400000US51,Virginia,51
47656,null,7143,null,0400000US53,Washington,53
35710,null,7954,null,0400000US54,West Virginia,54
36965,null,5859,null,0400000US55,Wisconsin,55
40652,null,22913,null,0400000US56,Wyoming,56
16840,null,12427,null,0400000US72,Puerto Rico,72
