C08128_001E,C08128_001EA,C08128_001M,C08128_001MA,C08128_002E,C08128_002EA,C08128_002M,C08128_002MA,C08128_003E,C08128_003EA,C08128_003M,C08128_003MA,C08128_004E,C08128_004EA,C08128_004M,C08128_004MA,C08128_005E,C08128_005EA,C08128_005M,C08128_005MA,C08128_006E,C08128_006EA,C08128_006M,C08128_006MA,C08128_007E,C08128_007EA,C08128_007M,C08128_007MA,C08128_008E,C08128_008EA,C08128_008M,C08128_008MA,C08128_009E,C08128_009EA,C08128_009M,C08128_009MA,C08128_010E,C08128_010EA,C08128_010M,C08128_010MA,C08128_011E,C08128_011EA,C08128_011M,C08128_011MA,C08128_012E,C08128_012EA,C08128_012M,C08128_012MA,C08128_013E,C08128_013EA,C08128_013M,C08128_013MA,C08128_014E,C08128_014EA,C08128_014M,C08128_014MA,C08128_015E,C08128_015EA,C08128_015M,C08128_015MA,C08128_016E,C08128_016EA,C08128_016M,C08128_016MA,C08128_017E,C08128_017EA,C08128_017M,C08128_017MA,C08128_018E,C08128_018EA,C08128_018M,C08128_018MA,C08128_019E,C08128_019EA,C08128_019M,C08128_019MA,C08128_020E,C08128_020EA,C08128_020M,C08128_020MA,C08128_021E,C08128_021EA,C08128_021M,C08128_021MA,C08128_022E,C08128_022EA,C08128_022M,C08128_022MA,C08128_023E,C08128_023EA,C08128_023M,C08128_023MA,C08128_024E,C08128_024EA,C08128_024M,C08128_024MA,C08128_025E,C08128_025EA,C08128_025M,C08128_025MA,C08128_026E,C08128_026EA,C08128_026M,C08128_026MA,C08128_027E,C08128_027EA,C08128_027M,C08128_027MA,C08128_028E,C08128_028EA,C08128_028M,C08128_028MA,C08128_029E,C08128_029EA,C08128_029M,C08128_029MA,C08128_030E,C08128_030EA,C08128_030M,C08128_030MA,GEO_ID,NAME,state
1959883,null,14222,null,1500006,null,16695,null,345593,null,8986,null,111926,null,5207,null,2358,null,734,null,1654802,null,15761,null,1282053,null,17026,null,300525,null,8525,null,70462,null,3363,null,1762,null,596,null,202114,null,7282,null,151979,null,6049,null,31781,null,2862,null,18118,null,2396,null,236,null,281,null,8323,null,1730,null,6365,null,1463,null,1515,null,572,null,443,null,299,null,0,null,273,null,46218,null,3812,null,31816,null,2982,null,8943,null,1633,null,5459,null,1139,null,0,null,273,null,48426,null,3670,null,27793,null,2953,null,2829,null,835,null,17444,null,2148,null,360,null,312,null,0400000US01,Alabama,01
334556,null,6259,null,219361,null,6053,null,92348,null,4234,null,21823,null,2205,null,1024,null,700,null,228145,null,6510,null,152888,null,5903,null,64289,null,3786,null,10726,null,1368,null,242,null,213,null,44499,null,3490,null,30365,null,2896,null,11827,null,1684,null,1770,null,794,null,537,null,526,null,4610,null,1311,null,3493,null,1136,null,953,null,495,null,164,null,261,null,0,null,244,null,41904,null,2650,null,26733,null,2621,null,13841,null,1763,null,1316,null,474,null,14,null,23,null,15398,null,2206,null,5882,null,1287,null,1438,null,642,null,7847,null,1492,null,231,null,214,null,0400000US02,Alaska,02
2752205,null,20509,null,2147170,null,21632,null,428005,null,12017,null,174147,null,9446,null,2883,null,848,null,2087564,null,22624,null,1659943,null,22571,null,331511,null,11201,null,94395,null,6929,null,1715,null,653,null,325472,null,13615,null,250211,null,11162,null,55781,null,4550,null,19024,null,2642,null,456,null,338,null,56959,null,4947,null,45351,null,4861,null,9502,null,1484,null,2106,null,785,null,0,null,305,null,140148,null,10585,null,107307,null,8797,null,24588,null,2833,null,8119,null,2771,null,134,null,244,null,142062,null,7340,null,84358,null,5507,null,6623,null,1318,null,50503,null,4516,null,578,null,325,null,0400000US04,Arizona,04
1222789,null,14751,null,941140,null,15023,null,197507,null,7595,null,82199,null,4508,null,1943,null,787,null,991390,null,14838,null,777755,null,14834,null,160505,null,6170,null,52256,null,3770,null,874,null,523,null,141904,null,7327,null,107957,null,6938,null,25854,null,3122,null,7942,null,1496,null,151,null,180,null,5129,null,1495,null,3352,null,1265,null,1498,null,812,null,279,null,264,null,0,null,273,null,41958,null,3976,null,29535,null,3272,null,7697,null,2183,null,4293,null,1303,null,433,null,321,null,42408,null,3585,null,22541,null,2648,null,1953,null,619,null,17429,null,2110,null,485,null,447,null,0400000US05,Arkansas,05
16145601,null,40942,null,12276436,null,40242,null,2456903,null,25700,null,1386670,null,20287,null,25592,null,3280,null,11782282,null,46356,null,9120467,null,42263,null,1855151,null,21782,null,795735,null,14194,null,10929,null,1892,null,1873082,null,25235,null,1444291,null,21720,null,269840,null,9055,null,151369,null,8275,null,7582,null,1748,null,839255,null,18403,null,679350,null,17250,null,112477,null,6511,null,46744,null,4511,null,684,null,392,null,818836,null,16559,null,618609,null,15279,null,132188,null,6404,null,67188,null,4857,null,851,null,353,null,832146,null,16574,null,413719,null,11471,null,87247,null,5642,null,325634,null,10050,null,5546,null,1685,null,0400000US06,California,06
2465357,null,14253,null,1920587,null,16948,null,374471,null,10028,null,166587,null,5945,null,3712,null,958,null,1832678,null,15729,null,1452940,null,16450,null,289170,null,8899,null,88786,null,4357,null,1782,null,599,null,248258,null,9635,null,198304,null,9259,null,34765,null,2827,null,14393,null,2045,null,796,null,576,null,81529,null,4907,null,65307,null,4517,null,14346,null,1700,null,1876,null,671,null,0,null,279,null,136799,null,7824,null,98197,null,6800,null,29709,null,3135,null,8655,null,1720,null,238,null,194,null,166093,null,6611,null,105839,null,5252,null,6481,null,1416,null,52877,null,3538,null,896,null,409,null,0400000US08,Colorado,08
1708011,null,11768,null,1364806,null,13807,null,231430,null,7726,null,110016,null,4956,null,1759,null,711,null,1346808,null,14047,null,1077363,null,14118,null,195709,null,7193,null,72586,null,3938,null,1150,null,586,null,143891,null,6954,null,118283,null,6284,null,17276,null,2002,null,8104,null,1689,null,228,null,221,null,77276,null,5107,null,67421,null,4542,null,6730,null,1482,null,3125,null,1102,null,0,null,277,null,70142,null,5472,null,58457,null,4998,null,8502,null,1696,null,3183,null,873,null,0,null,277,null,69894,null,4619,null,43282,null,3360,null,3213,null,859,null,23018,null,2180,null,381,null,328,null,0400000US09,Connecticut,09
412892,null,5760,null,333671,null,5508,null,62200,null,3722,null,16809,null,2019,null,212,null,176,null,332469,null,5713,null,269287,null,5467,null,52294,null,3365,null,10814,null,1675,null,74,null,87,null,36947,null,4048,null,30425,null,3670,null,5095,null,1078,null,1427,null,493,null,0,null,263,null,15491,null,2455,null,13336,null,2251,null,2031,null,613,null,124,null,154,null,0,null,263,null,14551,null,2019,null,11939,null,1806,null,2191,null,655,null,385,null,301,null,36,null,61,null,13434,null,1820,null,8684,null,1315,null,589,null,408,null,4059,null,992,null,102,null,124,null,0400000US10,Delaware,10
291083,null,5263,null,194455,null,5341,null,81286,null,4287,null,15031,null,2103,null,311,null,272,null,106115,null,4989,null,68685,null,4298,null,32004,null,2944,null,5426,null,1298,null,0,null,296,null,19375,null,2573,null,12341,null,1955,null,6643,null,1500,null,391,null,235,null,0,null,296,null,108046,null,5037,null,74959,null,4802,null,31103,null,2709,null,1935,null,662,null,49,null,81,null,42506,null,3582,null,30674,null,3295,null,9527,null,1605,null,2305,null,793,null,0,null,296,null,15041,null,1984,null,7796,null,1374,null,2009,null,877,null,4974,null,1048,null,262,null,256,null,0400000US11,District of Columbia,11
7892572,null,35030,null,6302740,null,35752,null,1098878,null,17511,null,479711,null,12460,null,11243,null,2137,null,6255178,null,32078,null,5029880,null,33658,null,930741,null,16199,null,289106,null,9197,null,5451,null,1442,null,819220,null,20095,null,661663,null,17801,null,101705,null,5374,null,54034,null,5433,null,1818,null,748,null,148707,null,9082,null,122075,null,8817,null,15313,null,2200,null,11261,null,2488,null,58,null,97,null,294316,null,11999,null,243880,null,10737,null,28633,null,4556,null,21509,null,2453,null,294,null,223,null,375151,null,11634,null,245242,null,9552,null,22486,null,3778,null,103801,null,5560,null,3622,null,1178,null,0400000US12,Florida,12
