B27020_001E,B27020_001EA,B27020_001M,B27020_001MA,B27020_002E,B27020_002EA,B27020_002M,B27020_002MA,B27020_003E,B27020_003EA,B27020_003M,B27020_003MA,B27020_004E,B27020_004EA,B27020_004M,B27020_004MA,B27020_005E,B27020_005EA,B27020_005M,B27020_005MA,B27020_006E,B27020_006EA,B27020_006M,B27020_006MA,B27020_007E,B27020_007EA,B27020_007M,B27020_007MA,B27020_008E,B27020_008EA,B27020_008M,B27020_008MA,B27020_009E,B27020_009EA,B27020_009M,B27020_009MA,B27020_010E,B27020_010EA,B27020_010M,B27020_010MA,B27020_011E,B27020_011EA,B27020_011M,B27020_011MA,B27020_012E,B27020_012EA,B27020_012M,B27020_012MA,B27020_013E,B27020_013EA,B27020_013M,B27020_013MA,B27020_014E,B27020_014EA,B27020_014M,B27020_014MA,B27020_015E,B27020_015EA,B27020_015M,B27020_015MA,B27020_016E,B27020_016EA,B27020_016M,B27020_016MA,B27020_017E,B27020_017EA,B27020_017M,B27020_017MA,GEO_ID,NAME,state
4616028,null,1808,null,4470721,null,4922,null,3895186,null,16738,null,3021404,null,25164,null,1450052,null,16091,null,575535,null,16192,null,145307,null,4415,null,43674,null,3860,null,36579,null,3556,null,32829,null,3304,null,10047,null,1669,null,7095,null,1482,null,101633,null,5119,null,47626,null,4550,null,43013,null,4584,null,6221,null,1775,null,54007,null,4720,null,0400000US01,Alabama,01
678081,null,2615,null,629595,null,4487,null,499940,null,7672,null,408080,null,8309,null,145206,null,6774,null,129655,null,6625,null,48486,null,3377,null,25553,null,2638,null,21758,null,2408,null,18534,null,2230,null,5926,null,1299,null,3795,null,1079,null,22933,null,3388,null,13380,null,2528,null,10977,null,2480,null,3285,null,1253,null,9553,null,2734,null,0400000US02,Alaska,02
6501531,null,2050,null,5589833,null,20343,null,4833717,null,24516,null,3592519,null,27437,null,1913642,null,25544,null,756116,null,22295,null,911698,null,19917,null,297110,null,11003,null,244723,null,9593,null,183647,null,8450,null,96930,null,5624,null,52387,null,6044,null,614588,null,18443,null,296586,null,12930,null,198926,null,10958,null,110672,null,9680,null,318002,null,14556,null,0400000US04,Arizona,04
2833391,null,1646,null,2714226,null,5058,null,2288154,null,13186,null,1641587,null,20117,null,993543,null,16774,null,426072,null,12872,null,119165,null,4722,null,36907,null,3612,null,27941,null,2983,null,24440,null,2851,null,8431,null,1453,null,8966,null,2098,null,82258,null,4617,null,34723,null,3895,null,31435,null,3775,null,4311,null,959,null,47535,null,4148,null,0400000US05,Arkansas,05
36376938,null,5731,null,26518058,null,46025,null,23113120,null,53903,null,17908746,null,71490,null,7756973,null,49508,null,3404938,null,41100,null,9858880,null,46993,null,4505554,null,37148,null,3782203,null,31564,null,2910940,null,26336,null,1269721,null,19944,null,723351,null,18322,null,5353326,null,51655,null,2922267,null,36986,null,1954442,null,29603,null,1056538,null,26040,null,2431059,null,36707,null,0400000US06,California,06
4930142,null,2876,null,4449857,null,15099,null,3882882,null,22236,null,3293099,null,23169,null,1036448,null,16392,null,566975,null,18008,null,480285,null,14738,null,158346,null,7444,null,131134,null,5951,null,110900,null,5580,null,37307,null,2829,null,27212,null,3377,null,321939,null,14249,null,138332,null,9221,null,111758,null,7677,null,31249,null,4404,null,183607,null,12980,null,0400000US08,Colorado,08
3456856,null,1297,null,3002458,null,11950,null,2804674,null,14094,null,2344154,null,18477,null,817229,null,14352,null,197784,null,9333,null,454398,null,11593,null,207712,null,7899,null,191482,null,7172,null,162868,null,6623,null,59685,null,3818,null,16230,null,2683,null,246686,null,11915,null,155490,null,8879,null,126313,null,7371,null,36414,null,4657,null,91196,null,7483,null,0400000US09,Connecticut,09
869483,null,1017,null,796058,null,5031,null,729092,null,7003,null,584870,null,10379,null,257220,null,8664,null,66966,null,5503,null,73425,null,4899,null,30725,null,3156,null,26613,null,2676,null,22621,null,2603,null,8962,null,1633,null,4112,null,1617,null,42700,null,4409,null,24679,null,3605,null,22060,null,3378,null,3082,null,984,null,18021,null,2713,null,0400000US10,Delaware,10
589408,null,861,null,517579,null,4951,null,486208,null,5835,null,353411,null,9403,null,189199,null,7588,null,31371,null,3413,null,71829,null,4761,null,27595,null,2447,null,24795,null,2316,null,21216,null,2275,null,7873,null,1426,null,2800,null,913,null,44234,null,4494,null,37013,null,4020,null,25580,null,3294,null,13278,null,3450,null,7221,null,1687,null,0400000US11,District of Columbia,11
18192784,null,3804,null,14741488,null,35713,null,12259880,null,42998,null,9476696,null,44726,null,4861961,null,41896,null,2481608,null,39353,null,3451296,null,36750,null,1673866,null,22343,null,1331685,null,23051,null,962501,null,18178,null,561369,null,13050,null,342181,null,11501,null,1777430,null,31139,null,805890,null,18080,null,625539,null,15087,null,222602,null,10559,null,971540,null,24883,null,0400000US12,Florida,12
9594277,null,7331,null,8683680,null,18677,null,7296963,null,27710,null,5728120,null,39017,null,2396243,null,22061,null,1386717,null,26007,null,910597,null,17396,null,313966,null,11412,null,242180,null,10082,null,210142,null,8524,null,56811,null,4503,null,71786,null,5826,null,596631,null,15163,null,218788,null,10148,null,197887,null,9425,null,28382,null,3874,null,377843,null,13334,null,0400000US13,Georgia,13
1231549,null,4784,null,1011465,null,10208,null,946740,null,10412,null,803672,null,11884,null,291062,null,10822,null,64725,null,5256,null,220084,null,9457,null,126661,null,6471,null,118499,null,5747,null,102310,null,5341,null,39584,null,2753,null,8162,null,1680,null,93423,null,6876,null,80419,null,6595,null,65044,null,5944,null,20921,null,2885,null,13004,null,2415,null,0400000US15,Hawaii,15
1520563,null,1085,null,1423895,null,6047,null,1201709,null,9038,null,990040,null,11911,null,382103,null,10227,null,222186,null,8716,null,96668,null,5953,null,31622,null,2935,null,26802,null,2721,null,22093,null,2539,null,9442,null,1597,null,4820,null,1164,null,65046,null,5367,null,27768,null,3847,null,20788,null,3344,null,7992,null,2069,null,37278,null,3876,null,0400000US16,Idaho,16
12719575,null,2242,null,10991290,null,23384,null,9860555,null,29163,null,7822801,null,40647,null,3263084,null,29846,null,1130735,null,21209,null,1728285,null,23603,null,777577,null,15335,null,665137,null,14545,null,542212,null,13162,null,210178,null,7998,null,112440,null,6839,null,950708,null,23523,null,499491,null,16560,null,388555,null,12949,null,129589,null,7680,null,451217,null,15558,null,0400000US17,Illinois,17
6316260,null,1620,null,6036809,null,8688,null,5230012,null,23643,null,4285372,null,29680,null,1658157,null,21757,null,806797,null,21494,null,279451,null,8502,null,98412,null,6112,null,77737,null,5454,null,68494,null,4926,null,23336,null,2668,null,20675,null,3269,null,181039,null,8448,null,107349,null,6328,null,87082,null,5935,null,25114,null,3421,null,73690,null,6215,null,0400000US18,Indiana,18
2956722,null,916,null,2841711,null,4506,null,2618159,null,10409,null,2228314,null,17292,null,811998,null,13558,null,223552,null,9474,null,115011,null,4479,null,41065,null,3009,null,36894,null,2934,null,32783,null,2751,null,8828,null,1576,null,4171,null,1258,null,73946,null,4635,null,46768,null,4205,null,41236,null,3859,null,7122,null,1680,null,27178,null,3293,null,0400000US19,Iowa,19
2756827,null,2965,null,2586995,null,7055,null,2291244,null,12487,null,1943564,null,17694,null,667799,null,11145,null,295751,null,12020,null,169832,null,6254,null,53337,null,3297,null,44189,null,2827,null,40594,null,2692,null,9125,null,1681,null,9148,null,1891,null,116495,null,5718,null,58843,null,4302,null,54418,null,4001,null,5837,null,1475,null,57652,null,5000,null,0400000US20,Kansas,20
4225355,null,2146,null,4099244,null,6423,null,3535076,null,16096,null,2703203,null,23238,null,1330065,null,17933,null,564168,null,15399,null,126111,null,6097,null,39752,null,3825,null,32138,null,3598,null,28271,null,3070,null,7631,null,1465,null,7614,null,1991,null,86359,null,6464,null,44860,null,4651,null,40111,null,4176,null,5645,null,1606,null,41499,null,5052,null,0400000US21,Kentucky,21
4391561,null,2119,null,4241848,null,7753,null,3539522,null,21700,null,2593150,null,26886,null,1379169,null,18475,null,702326,null,19767,null,149713,null,7176,null,63991,null,4647,null,50375,null,4334,null,39478,null,3637,null,19241,null,2631,null,13616,null,2254,null,85722,null,7019,null,39423,null,4064,null,33441,null,3530,null,7752,null,2398,null,46299,null,5794,null,0400000US22,Louisiana,22
1300904,null,1044,null,1257600,null,3950,null,1124159,null,7038,null,855216,null,12351,null,448698,null,10939,null,133441,null,6763,null,43304,null,3821,null,23881,null,2463,null,22101,null,2407,null,16765,null,1970,null,10803,null,1567,null,1780,null,671,null,19423,null,3251,null,17640,null,3111,null,10817,null,1635,null,8343,null,2868,null,1783,null,569,null,0400000US23,Maine,23
5589768,null,3519,null,4864683,null,14431,null,4459136,null,17918,null,3796724,null,22237,null,1245999,null,20212,null,405547,null,13480,null,725085,null,13722,null,328216,null,8954,null,282674,null,7814,null,250023,null,7748,null,70881,null,3974,null,45542,null,4231,null,396869,null,12080,null,227168,null,9840,null,200433,null,9641,null,32165,null,3712,null,169701,null,8412,null,0400000US24,Maryland,24
