B14004_001E,B14004_001EA,B14004_001M,B14004_001MA,B14004_002E,B14004_002EA,B14004_002M,B14004_002MA,B14004_003E,B14004_003EA,B14004_003M,B14004_003MA,B14004_004E,B14004_004EA,B14004_004M,B14004_004MA,B14004_005E,B14004_005EA,B14004_005M,B14004_005MA,B14004_006E,B14004_006EA,B14004_006M,B14004_006MA,B14004_007E,B14004_007EA,B14004_007M,B14004_007MA,B14004_008E,B14004_008EA,B14004_008M,B14004_008MA,B14004_009E,B14004_009EA,B14004_009M,B14004_009MA,B14004_010E,B14004_010EA,B14004_010M,B14004_010MA,B14004_011E,B14004_011EA,B14004_011M,B14004_011MA,B14004_012E,B14004_012EA,B14004_012M,B14004_012MA,B14004_013E,B14004_013EA,B14004_013M,B14004_013MA,B14004_014E,B14004_014EA,B14004_014M,B14004_014MA,B14004_015E,B14004_015EA,B14004_015M,B14004_015MA,B14004_016E,B14004_016EA,B14004_016M,B14004_016MA,B14004_017E,B14004_017EA,B14004_017M,B14004_017MA,B14004_018E,B14004_018EA,B14004_018M,B14004_018MA,B14004_019E,B14004_019EA,B14004_019M,B14004_019MA,B14004_020E,B14004_020EA,B14004_020M,B14004_020MA,B14004_021E,B14004_021EA,B14004_021M,B14004_021MA,B14004_022E,B14004_022EA,B14004_022M,B14004_022MA,B14004_023E,B14004_023EA,B14004_023M,B14004_023MA,B14004_024E,B14004_024EA,B14004_024M,B14004_024MA,B14004_025E,B14004_025EA,B14004_025M,B14004_025MA,B14004_026E,B14004_026EA,B14004_026M,B14004_026MA,B14004_027E,B14004_027EA,B14004_027M,B14004_027MA,B14004_028E,B14004_028EA,B14004_028M,B14004_028MA,B14004_029E,B14004_029EA,B14004_029M,B14004_029MA,B14004_030E,B14004_030EA,B14004_030M,B14004_030MA,B14004_031E,B14004_031EA,B14004_031M,B14004_031MA,B14004_032E,B14004_032EA,B14004_032M,B14004_032MA,B14004_033E,B14004_033EA,B14004_033M,B14004_033MA,GEO_ID,NAME,state
7669333,null,4355,null,3716159,null,7810,null,221496,null,9785,null,1709,null,804,null,140921,null,8699,null,48450,null,3880,null,30416,null,2887,null,66486,null,5619,null,69,null,114,null,33212,null,4236,null,16880,null,2611,null,16325,null,2058,null,3428177,null,11541,null,210711,null,3608,null,356544,null,9045,null,616425,null,7959,null,2244497,null,8313,null,3953174,null,7825,null,315808,null,8957,null,1608,null,664,null,169945,null,7212,null,76735,null,4533,null,67520,null,4154,null,110785,null,11817,null,327,null,279,null,48688,null,10709,null,27932,null,3431,null,33838,null,2848,null,3526581,null,11429,null,208355,null,3643,null,266918,null,8314,null,576474,null,7704,null,2474834,null,6454,null,0400000US13,Georgia,13
1052661,null,1074,null,528982,null,1167,null,29325,null,2989,null,486,null,405,null,14828,null,1823,null,7846,null,1437,null,6165,null,1504,null,10061,null,1979,null,205,null,234,null,4755,null,1554,null,2877,null,853,null,2224,null,750,null,489596,null,3510,null,24200,null,1118,null,47215,null,2697,null,91969,null,2466,null,326212,null,2162,null,523679,null,1221,null,36193,null,2865,null,546,null,323,null,16286,null,1903,null,11537,null,1749,null,7824,null,1381,null,15310,null,1777,null,0,null,275,null,6933,null,1440,null,4258,null,1095,null,4119,null,964,null,472176,null,3112,null,22402,null,1069,null,31922,null,2212,null,71063,null,2261,null,346789,null,2146,null,0400000US15,Hawaii,15
1195448,null,1640,null,596609,null,2069,null,38659,null,3028,null,74,null,12,null,19979,null,2055,null,11595,null,1839,null,7011,null,1382,null,10956,null,1675,null,0,null,263,null,6667,null,1200,null,2060,null,625,null,2229,null,742,null,546994,null,3971,null,36245,null,1667,null,57141,null,2659,null,91500,null,2349,null,362108,null,2076,null,598839,null,1943,null,40610,null,3283,null,159,null,127,null,20736,null,2346,null,9404,null,1508,null,10311,null,1618,null,15024,null,1725,null,0,null,263,null,9465,null,1334,null,3059,null,881,null,2500,null,745,null,543205,null,4065,null,32076,null,1377,null,49176,null,2418,null,88782,null,2398,null,373171,null,2223,null,0400000US16,Idaho,16
10275170,null,2961,null,5012803,null,4080,null,299917,null,9553,null,1405,null,602,null,195288,null,7180,null,60385,null,3918,null,42839,null,3087,null,141318,null,7111,null,476,null,374,null,79770,null,5379,null,36541,null,3588,null,24531,null,2611,null,4571568,null,11266,null,274779,null,1730,null,389001,null,7462,null,806195,null,5723,null,3101593,null,5580,null,5262367,null,3753,null,361181,null,10380,null,1758,null,698,null,202665,null,7344,null,84666,null,5176,null,72092,null,4230,null,190165,null,7665,null,890,null,517,null,96292,null,5313,null,55374,null,3955,null,37609,null,2824,null,4711021,null,13229,null,259520,null,2066,null,335653,null,7254,null,735544,null,6823,null,3380304,null,6270,null,0400000US17,Illinois,17
5106260,null,3077,null,2486799,null,3396,null,150450,null,6385,null,602,null,373,null,96234,null,4585,null,31077,null,2709,null,22537,null,2723,null,46576,null,4315,null,55,null,92,null,27595,null,3663,null,10057,null,1822,null,8869,null,1379,null,2289773,null,7877,null,137167,null,1903,null,203951,null,5557,null,384751,null,4937,null,1563904,null,4749,null,2619461,null,3350,null,195088,null,6073,null,324,null,224,null,109436,null,4775,null,45760,null,3620,null,39568,null,3112,null,58208,null,4528,null,116,null,135,null,31948,null,3841,null,12382,null,1892,null,13762,null,1650,null,2366165,null,6662,null,131040,null,2163,null,174582,null,4727,null,358566,null,4475,null,1701977,null,4366,null,0400000US18,Indiana,18
2422186,null,2332,null,1182345,null,2621,null,77306,null,4148,null,65,null,88,null,53572,null,3660,null,14083,null,1646,null,9586,null,1292,null,27276,null,2542,null,0,null,228,null,18788,null,2280,null,4103,null,919,null,4385,null,957,null,1077763,null,4173,null,61333,null,1548,null,91614,null,3303,null,171523,null,3058,null,753293,null,2529,null,1239841,null,2823,null,91687,null,4066,null,145,null,131,null,53108,null,3318,null,23107,null,2324,null,15327,null,1627,null,36954,null,3655,null,56,null,88,null,23566,null,3097,null,5440,null,1138,null,7892,null,1193,null,1111200,null,5716,null,60849,null,1514,null,78193,null,3604,null,155952,null,3299,null,816206,null,3213,null,0400000US19,Iowa,19
2231280,null,2083,null,1098479,null,2573,null,86879,null,4532,null,303,null,197,null,59049,null,3519,null,16391,null,2087,null,11136,null,1547,null,13941,null,2086,null,0,null,244,null,6165,null,1262,null,4344,null,1493,null,3432,null,770,null,997659,null,4634,null,57601,null,1573,null,94120,null,3749,null,169086,null,3191,null,676852,null,2737,null,1132801,null,2306,null,101132,null,4364,null,430,null,305,null,60780,null,3202,null,22351,null,2702,null,17571,null,1588,null,23609,null,3538,null,89,null,151,null,10932,null,2653,null,6037,null,1258,null,6551,null,1340,null,1008060,null,5169,null,56318,null,1453,null,76439,null,3045,null,150652,null,3625,null,724651,null,3007,null,0400000US20,Kansas,20
3469657,null,2848,null,1682739,null,3838,null,89844,null,4323,null,412,null,330,null,58496,null,3391,null,20240,null,2492,null,10696,null,1590,null,20993,null,2996,null,39,null,48,null,9916,null,2318,null,5785,null,1453,null,5253,null,1104,null,1571902,null,5772,null,89111,null,2296,null,149096,null,4629,null,260621,null,3664,null,1073074,null,3326,null,1786918,null,4082,null,122859,null,6287,null,445,null,328,null,68334,null,4366,null,30706,null,2716,null,23374,null,2569,null,35244,null,3781,null,304,null,273,null,20238,null,3183,null,6195,null,1165,null,8507,null,1701,null,1628815,null,6855,null,82444,null,2416,null,113489,null,3773,null,248214,null,3727,null,1184668,null,3978,null,0400000US21,Kentucky,21
3558124,null,2346,null,1706724,null,3023,null,95683,null,5787,null,330,null,259,null,66815,null,4659,null,18880,null,2639,null,9658,null,1540,null,19819,null,2974,null,161,null,191,null,10276,null,2175,null,5207,null,1159,null,4175,null,944,null,1591222,null,7013,null,96722,null,2168,null,163677,null,5721,null,282708,null,4412,null,1048115,null,3605,null,1851400,null,3058,null,134717,null,6750,null,927,null,628,null,81520,null,4758,null,32467,null,2824,null,19803,null,2624,null,29065,null,3103,null,102,null,118,null,15342,null,2793,null,7723,null,1471,null,5898,null,1131,null,1687618,null,8441,null,90201,null,2325,null,135119,null,5106,null,273732,null,5505,null,1188566,null,3877,null,0400000US22,Louisiana,22
1099536,null,1221,null,530964,null,1347,null,25077,null,2597,null,259,null,224,null,16761,null,2103,null,3730,null,1054,null,4327,null,1048,null,8593,null,1462,null,30,null,51,null,5780,null,1124,null,1637,null,662,null,1146,null,456,null,497294,null,2946,null,26879,null,723,null,40720,null,2264,null,66524,null,1376,null,363171,null,1468,null,568572,null,1255,null,33215,null,2539,null,26,null,43,null,17876,null,1937,null,7972,null,1314,null,7341,null,1034,null,17524,null,2205,null,139,null,162,null,10648,null,1756,null,1754,null,541,null,4983,null,1089,null,517833,null,3434,null,25461,null,820,null,29984,null,2147,null,65751,null,1771,null,396637,null,1784,null,0400000US23,Maine,23
4586667,null,2089,null,2195663,null,3113,null,140394,null,7092,null,1862,null,797,null,81463,null,4471,null,34007,null,3607,null,23062,null,2477,null,57422,null,3772,null,469,null,384,null,28091,null,3581,null,16001,null,2037,null,12861,null,1826,null,1997847,null,6971,null,119121,null,1784,null,171484,null,5452,null,324741,null,4941,null,1382501,null,3537,null,2391004,null,2471,null,191737,null,7724,null,2126,null,788,null,98350,null,5456,null,43598,null,3670,null,47663,null,3392,null,73469,null,4858,null,850,null,777,null,29455,null,3697,null,21431,null,2534,null,21733,null,2197,null,2125798,null,8276,null,113183,null,1455,null,142474,null,5264,null,311284,null,4327,null,1558857,null,4173,null,0400000US24,Maryland,24
5416680,null,1231,null,2602521,null,2154,null,111020,null,5767,null,779,null,419,null,73382,null,4246,null,22173,null,2477,null,14686,null,2033,null,128428,null,5836,null,257,null,217,null,84078,null,4639,null,29424,null,3300,null,14669,null,1785,null,2363073,null,7314,null,129876,null,1553,null,176690,null,5741,null,375782,null,4831,null,1680725,null,3324,null,2814159,null,2061,null,148453,null,6530,null,628,null,367,null,84403,null,4557,null,31900,null,3054,null,31522,null,2681,null,166835,null,6357,null,2372,null,1079,null,102940,null,4548,null,36488,null,3208,null,25035,null,2258,null,2498871,null,8040,null,122061,null,1950,null,148769,null,5553,null,353889,null,3797,null,1874152,null,4045,null,0400000US25,Massachusetts,25
8051582,null,2942,null,3921732,null,3534,null,292976,null,8419,null,1369,null,395,null,184015,null,6133,null,62417,null,3766,null,45175,null,3424,null,59872,null,4732,null,224,null,195,null,29444,null,3422,null,14294,null,2027,null,15910,null,2023,null,3568884,null,8742,null,218682,null,1890,null,294882,null,5481,null,529162,null,5206,null,2526158,null,5099,null,4129850,null,3157,null,376213,null,9851,null,2479,null,890,null,215905,null,6332,null,79191,null,4659,null,78638,null,4442,null,80750,null,5114,null,112,null,132,null,34257,null,3733,null,23316,null,2605,null,23065,null,2182,null,3672887,null,9730,null,206561,null,2126,null,238777,null,6243,null,491331,null,5648,null,2736218,null,4842,null,0400000US26,Michigan,26
4222367,null,2332,null,2083034,null,2564,null,120696,null,4631,null,335,null,199,null,75252,null,4274,null,27055,null,2825,null,18054,null,1944,null,42539,null,4036,null,58,null,72,null,25428,null,3631,null,9250,null,1448,null,7803,null,1317,null,1919799,null,6216,null,110229,null,1260,null,162502,null,4296,null,322623,null,3854,null,1324445,null,3254,null,2139333,null,2461,null,155754,null,5368,null,671,null,325,null,91977,null,4327,null,36055,null,2595,null,27051,null,2296,null,60456,null,4526,null,14,null,23,null,34163,null,3726,null,13596,null,1825,null,12683,null,1394,null,1923123,null,5334,null,102778,null,1257,null,132807,null,3639,null,292319,null,3396,null,1395219,null,3862,null,0400000US27,Minnesota,27
2313150,null,2871,null,1104182,null,3372,null,64529,null,5580,null,800,null,461,null,48577,null,5408,null,9573,null,1763,null,5579,null,1074,null,13030,null,2955,null,65,null,103,null,7053,null,2725,null,3754,null,1031,null,2158,null,818,null,1026623,null,6207,null,63005,null,2178,null,111371,null,5313,null,174830,null,4819,null,677417,null,4212,null,1208968,null,3200,null,101965,null,6291,null,623,null,390,null,59604,null,4870,null,23199,null,3151,null,18539,null,2333,null,19934,null,3551,null,301,null,288,null,9719,null,2545,null,5174,null,1371,null,4740,null,1367,null,1087069,null,7147,null,61222,null,2282,null,84948,null,4761,null,169528,null,4978,null,771371,null,3810,null,0400000US28,Mississippi,28
4805979,null,2846,null,2323815,null,3877,null,119324,null,6197,null,490,null,318,null,72990,null,4506,null,28353,null,2824,null,17491,null,1988,null,59107,null,5525,null,44,null,72,null,33652,null,4380,null,16053,null,3121,null,9358,null,1369,null,2145384,null,7496,null,125284,null,1842,null,198743,null,4835,null,345868,null,4773,null,1475489,null,4413,null,2482164,null,3523,null,164174,null,5816,null,510,null,310,null,90073,null,4136,null,41831,null,3251,null,31760,null,2533,null,70546,null,4765,null,542,null,371,null,35709,null,3917,null,19949,null,2582,null,14346,null,1708,null,2247444,null,7903,null,122078,null,1980,null,164302,null,5148,null,330802,null,4048,null,1630262,null,3546,null,0400000US29,Missouri,29
792836,null,1463,null,392165,null,2074,null,30406,null,2540,null,42,null,77,null,21110,null,2107,null,6450,null,1368,null,2804,null,961,null,4252,null,1360,null,25,null,43,null,2076,null,999,null,1059,null,503,null,1092,null,569,null,357507,null,3057,null,19659,null,1161,null,31632,null,2438,null,52480,null,2033,null,253736,null,2052,null,400671,null,1808,null,30856,null,2914,null,92,null,127,null,18517,null,2302,null,7182,null,1438,null,5065,null,897,null,4332,null,1199,null,0,null,240,null,1963,null,904,null,1234,null,604,null,1135,null,602,null,365483,null,3200,null,19585,null,827,null,29307,null,2107,null,49480,null,2136,null,267111,null,1626,null,0400000US30,Montana,30
1422687,null,1943,null,699581,null,2188,null,50354,null,3287,null,33,null,53,null,32520,null,2793,null,11821,null,1463,null,5980,null,1027,null,12547,null,2305,null,53,null,89,null,7626,null,2036,null,2521,null,687,null,2347,null,699,null,636680,null,3685,null,36930,null,1127,null,60116,null,2745,null,108939,null,2316,null,430695,null,2659,null,723106,null,2057,null,56664,null,3451,null,531,null,418,null,31594,null,2403,null,12765,null,1745,null,11774,null,1613,null,19619,null,3806,null,107,null,177,null,11913,null,3385,null,4971,null,1053,null,2628,null,840,null,646823,null,4566,null,35713,null,956,null,52321,null,3183,null,98230,null,2679,null,460559,null,2706,null,0400000US31,Nebraska,31
2069037,null,2062,null,1051337,null,2694,null,48535,null,3522,null,339,null,288,null,25129,null,2995,null,13041,null,1753,null,10026,null,1427,null,13862,null,2171,null,47,null,77,null,3567,null,1058,null,4746,null,1158,null,5502,null,1215,null,988940,null,4832,null,58095,null,2938,null,89996,null,3334,null,185889,null,2854,null,654960,null,2889,null,1017700,null,1891,null,66096,null,4754,null,494,null,359,null,31583,null,3190,null,17695,null,2434,null,16324,null,1808,null,19362,null,2341,null,0,null,302,null,6362,null,1487,null,5384,null,1112,null,7616,null,1574,null,932242,null,6187,null,52015,null,1499,null,73171,null,3412,null,161926,null,3141,null,645130,null,2905,null,0400000US32,Nevada,32
1090306,null,1061,null,533199,null,1306,null,22414,null,2291,null,136,null,169,null,13879,null,1743,null,4468,null,1163,null,3931,null,951,null,14655,null,1977,null,16,null,26,null,9726,null,1600,null,2698,null,898,null,2215,null,717,null,496130,null,3108,null,28403,null,516,null,42204,null,2358,null,67402,null,1773,null,358121,null,1600,null,557107,null,1083,null,32620,null,3033,null,284,null,244,null,18978,null,2029,null,6526,null,1361,null,6832,null,1309,null,20888,null,2276,null,52,null,82,null,13186,null,1980,null,3089,null,872,null,4561,null,915,null,503599,null,3236,null,26223,null,561,null,34472,null,2080,null,62856,null,2061,null,380048,null,1645,null,0400000US33,New Hampshire,33
7017243,null,1437,null,3402334,null,2416,null,167526,null,6869,null,740,null,385,null,113982,null,4759,null,30373,null,3414,null,22431,null,2202,null,77505,null,4403,null,799,null,428,null,41429,null,3575,null,19576,null,2150,null,15701,null,1945,null,3157303,null,7399,null,182068,null,1455,null,231931,null,5697,null,519135,null,4569,null,2224169,null,3687,null,3614909,null,2325,null,210658,null,6687,null,1160,null,527,null,126131,null,4724,null,42977,null,3747,null,40390,null,3031,null,99556,null,4535,null,618,null,530,null,52390,null,3957,null,22132,null,2196,null,24416,null,2511,null,3304695,null,8014,null,170259,null,1661,null,190434,null,5510,null,474543,null,4547,null,2469459,null,3992,null,0400000US34,New Jersey,34
1581780,null,3296,null,774576,null,2755,null,56891,null,4150,null,963,null,1025,null,27707,null,2672,null,15267,null,2125,null,12954,null,2332,null,10239,null,2094,null,496,null,376,null,4302,null,1521,null,2991,null,903,null,2450,null,743,null,707446,null,5475,null,42770,null,2330,null,72267,null,3024,null,123494,null,3845,null,468915,null,3917,null,807204,null,3038,null,68332,null,3967,null,861,null,567,null,33497,null,3372,null,17477,null,2125,null,16497,null,2129,null,10364,null,1641,null,0,null,283,null,3741,null,1093,null,3354,null,1024,null,3269,null,802,null,728508,null,4630,null,41593,null,2300,null,62663,null,3446,null,111423,null,3186,null,512829,null,3481,null,0400000US35,New Mexico,35
15910961,null,3555,null,7641737,null,5092,null,383413,null,10504,null,6065,null,4991,null,264285,null,8258,null,69082,null,4919,null,43981,null,3113,null,269498,null,8268,null,2528,null,1159,null,167212,null,6599,null,61711,null,4437,null,38047,null,2816,null,6988826,null,12350,null,397977,null,2511,null,540530,null,8851,null,1197663,null,7021,null,4852656,null,6094,null,8269224,null,3534,null,467797,null,11232,null,4615,null,1028,null,288369,null,8739,null,96807,null,5182,null,78006,null,4271,null,363626,null,10109,null,2503,null,886,null,205694,null,8574,null,86969,null,4638,null,68460,null,3994,null,7437801,null,11889,null,378276,null,2211,null,455515,null,8162,null,1133935,null,6872,null,5470075,null,6785,null,0400000US36,New York,36
7478068,null,4547,null,3605882,null,4708,null,220445,null,6805,null,1129,null,614,null,132509,null,5200,null,50108,null,3551,null,36699,null,2785,null,62375,null,4726,null,561,null,393,null,35964,null,4545,null,12630,null,2149,null,13220,null,1662,null,3323062,null,8962,null,186777,null,3295,null,332292,null,8292,null,554645,null,7703,null,2249348,null,6612,null,3872186,null,5781,null,321450,null,8829,null,2436,null,794,null,167467,null,6628,null,74153,null,4345,null,77394,null,5016,null,84487,null,9016,null,1070,null,867,null,43485,null,7440,null,18913,null,2510,null,21019,null,2439,null,3466249,null,9621,null,178819,null,4576,null,245312,null,6289,null,522614,null,6797,null,2519504,null,6278,null,0400000US37,North Carolina,37
529954,null,1112,null,263757,null,1638,null,24707,null,2342,null,86,null,102,null,18086,null,1896,null,4592,null,1016,null,1943,null,579,null,3642,null,1025,null,0,null,208,null,2043,null,742,null,1088,null,636,null,511,null,233,null,235408,null,2676,null,12816,null,649,null,24824,null,1824,null,38513,null,1650,null,159255,null,1388,null,266197,null,1628,null,24674,null,2040,null,70,null,83,null,17538,null,1718,null,4581,null,1033,null,2485,null,676,null,4601,null,1296,null,0,null,208,null,2958,null,1073,null,552,null,310,null,1091,null,567,null,236922,null,2854,null,11867,null,775,null,20231,null,2215,null,34626,null,1764,null,170198,null,1595,null,0400000US38,North Dakota,38
