C19101G_001E,C19101G_001EA,C19101G_001M,C19101G_001MA,C19101G_002E,C19101G_002EA,C19101G_002M,C19101G_002MA,C19101G_003E,C19101G_003EA,C19101G_003M,C19101G_003MA,C19101G_004E,C19101G_004EA,C19101G_004M,C19101G_004MA,C19101G_005E,C19101G_005EA,C19101G_005M,C19101G_005MA,C19101G_006E,C19101G_006EA,C19101G_006M,C19101G_006MA,C19101G_007E,C19101G_007EA,C19101G_007M,C19101G_007MA,C19101G_008E,C19101G_008EA,C19101G_008M,C19101G_008MA,C19101G_009E,C19101G_009EA,C19101G_009M,C19101G_009MA,C19101G_010E,C19101G_010EA,C19101G_010M,C19101G_010MA,C19101G_011E,C19101G_011EA,C19101G_011M,C19101G_011MA,GEO_ID,NAME,state
11826,null,1672,null,1403,null,563,null,600,null,341,null,1447,null,570,null,1283,null,553,null,2111,null,632,null,2035,null,655,null,1289,null,434,null,1029,null,423,null,272,null,166,null,357,null,255,null,0400000US01,Alabama,01
6871,null,1161,null,445,null,326,null,179,null,177,null,638,null,455,null,633,null,359,null,1194,null,528,null,1311,null,557,null,796,null,355,null,986,null,636,null,213,null,222,null,476,null,413,null,0400000US02,Alaska,02
21563,null,2316,null,2050,null,766,null,536,null,308,null,2108,null,696,null,2456,null,800,null,3215,null,849,null,5603,null,1320,null,2414,null,773,null,1971,null,675,null,583,null,397,null,627,null,379,null,0400000US04,Arizona,04
10599,null,1646,null,1140,null,445,null,343,null,207,null,2537,null,833,null,1134,null,465,null,1161,null,421,null,2543,null,893,null,1226,null,741,null,472,null,310,null,0,null,273,null,43,null,71,null,0400000US05,Arkansas,05
196512,null,6151,null,9422,null,1488,null,6749,null,1197,null,16822,null,2156,null,14067,null,1685,null,27117,null,2172,null,37597,null,3028,null,30356,null,2537,null,32076,null,2952,null,12064,null,1448,null,10242,null,1736,null,0400000US06,California,06
23603,null,2281,null,1748,null,567,null,746,null,353,null,2505,null,812,null,2518,null,802,null,2985,null,909,null,5259,null,1199,null,3341,null,761,null,2344,null,631,null,1244,null,509,null,913,null,525,null,0400000US08,Colorado,08
10310,null,1608,null,805,null,463,null,451,null,334,null,824,null,494,null,1129,null,688,null,1955,null,661,null,1570,null,591,null,990,null,528,null,1550,null,512,null,652,null,399,null,384,null,272,null,0400000US09,Connecticut,09
2323,null,657,null,0,null,263,null,362,null,346,null,292,null,218,null,287,null,272,null,167,null,172,null,411,null,285,null,246,null,161,null,256,null,202,null,173,null,248,null,129,null,157,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
57065,null,3556,null,3879,null,1011,null,2335,null,643,null,7064,null,1510,null,7737,null,1511,null,10250,null,1692,null,10668,null,1776,null,6206,null,1185,null,6068,null,1250,null,1901,null,629,null,957,null,449,null,0400000US12,Florida,12
21909,null,2595,null,1372,null,576,null,1304,null,619,null,2289,null,624,null,2824,null,1028,null,2234,null,636,null,4912,null,1333,null,2971,null,1033,null,2259,null,805,null,814,null,453,null,930,null,477,null,0400000US13,Georgia,13
55081,null,3543,null,2405,null,806,null,1151,null,464,null,4998,null,1306,null,4605,null,1111,null,6996,null,1278,null,11128,null,1825,null,10181,null,1528,null,7922,null,1257,null,4086,null,888,null,1609,null,690,null,0400000US15,Hawaii,15
5345,null,1136,null,290,null,285,null,663,null,473,null,241,null,190,null,633,null,428,null,962,null,498,null,960,null,388,null,599,null,333,null,724,null,494,null,169,null,200,null,104,null,171,null,0400000US16,Idaho,16
28400,null,2732,null,2319,null,974,null,1045,null,385,null,2740,null,901,null,3253,null,991,null,3882,null,965,null,5025,null,992,null,4503,null,903,null,3755,null,1009,null,969,null,410,null,909,null,362,null,0400000US17,Illinois,17
17173,null,1986,null,2176,null,786,null,422,null,268,null,2900,null,741,null,1864,null,864,null,2599,null,732,null,4003,null,755,null,1343,null,502,null,881,null,395,null,596,null,384,null,389,null,311,null,0400000US18,Indiana,18
7898,null,1625,null,1035,null,709,null,462,null,360,null,1152,null,717,null,1032,null,592,null,1023,null,454,null,1426,null,509,null,924,null,440,null,622,null,369,null,222,null,214,null,0,null,228,null,0400000US19,Iowa,19
13508,null,1579,null,1414,null,548,null,542,null,381,null,2135,null,628,null,1451,null,667,null,1741,null,591,null,3315,null,891,null,1577,null,585,null,593,null,339,null,526,null,331,null,214,null,159,null,0400000US20,Kansas,20
11011,null,1716,null,2023,null,832,null,805,null,446,null,2312,null,746,null,1161,null,607,null,1522,null,629,null,1482,null,553,null,558,null,404,null,635,null,339,null,162,null,151,null,351,null,276,null,0400000US21,Kentucky,21
