C27008_001E,C27008_001EA,C27008_001M,C27008_001MA,C27008_002E,C27008_002EA,C27008_002M,C27008_002MA,C27008_003E,C27008_003EA,C27008_003M,C27008_003MA,C27008_004E,C27008_004EA,C27008_004M,C27008_004MA,C27008_005E,C27008_005EA,C27008_005M,C27008_005MA,C27008_006E,C27008_006EA,C27008_006M,C27008_006MA,C27008_007E,C27008_007EA,C27008_007M,C27008_007MA,C27008_008E,C27008_008EA,C27008_008M,C27008_008MA,C27008_009E,C27008_009EA,C27008_009M,C27008_009MA,C27008_010E,C27008_010EA,C27008_010M,C27008_010MA,C27008_011E,C27008_011EA,C27008_011M,C27008_011MA,C27008_012E,C27008_012EA,C27008_012M,C27008_012MA,C27008_013E,C27008_013EA,C27008_013M,C27008_013MA,C27008_014E,C27008_014EA,C27008_014M,C27008_014MA,C27008_015E,C27008_015EA,C27008_015M,C27008_015MA,C27008_016E,C27008_016EA,C27008_016M,C27008_016MA,C27008_017E,C27008_017EA,C27008_017M,C27008_017MA,C27008_018E,C27008_018EA,C27008_018M,C27008_018MA,C27008_019E,C27008_019EA,C27008_019M,C27008_019MA,C27008_020E,C27008_020EA,C27008_020M,C27008_020MA,C27008_021E,C27008_021EA,C27008_021M,C27008_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,17653,null,2044,null,556163,null,4054,null,1378994,null,3722,null,40703,null,3006,null,1338291,null,4631,null,263604,null,2165,null,31387,null,2472,null,232217,null,3577,null,2399614,null,5277,null,550411,null,3893,null,16764,null,2317,null,533647,null,4446,null,1488722,null,3325,null,46794,null,3301,null,1441928,null,4406,null,360481,null,2152,null,30549,null,2307,null,329932,null,3177,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,12360,null,1921,null,81517,null,2567,null,226171,null,2648,null,13653,null,1791,null,212518,null,3369,null,24287,null,861,null,2634,null,869,null,21653,null,999,null,333746,null,1899,null,89384,null,1416,null,13012,null,2260,null,76372,null,2495,null,217556,null,1601,null,17955,null,1691,null,199601,null,2297,null,26806,null,946,null,3166,null,910,null,23640,null,1048,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,16040,null,2350,null,869117,null,3527,null,1960942,null,2813,null,36409,null,3367,null,1924533,null,4610,null,386633,null,1604,null,38921,null,2965,null,347712,null,3017,null,3268799,null,3527,null,844657,null,2773,null,21277,null,3118,null,823380,null,3532,null,1956699,null,2375,null,46653,null,3785,null,1910046,null,4335,null,467443,null,1886,null,35451,null,2846,null,431992,null,3018,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,9651,null,2292,null,352022,null,4068,null,844601,null,2887,null,18777,null,2326,null,825824,null,3682,null,169992,null,1484,null,19066,null,1867,null,150926,null,2368,null,1457125,null,4146,null,345011,null,3309,null,9103,null,1719,null,335908,null,3560,null,890281,null,2626,null,19975,null,2239,null,870306,null,3559,null,221833,null,2063,null,18006,null,1941,null,203827,null,2851,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,75390,null,5307,null,4758112,null,6664,null,11498591,null,7798,null,115390,null,5934,null,11383201,null,9534,null,1739938,null,3731,null,103810,null,3927,null,1636128,null,5556,null,18304907,null,7752,null,4589184,null,4115,null,72272,null,5208,null,4516912,null,6849,null,11431245,null,5797,null,153308,null,6708,null,11277937,null,8507,null,2284478,null,4506,null,105665,null,4693,null,2178813,null,5786,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,25888,null,3133,null,600351,null,4337,null,1602871,null,3911,null,37212,null,3390,null,1565659,null,5094,null,228268,null,1588,null,25982,null,1957,null,202286,null,2446,null,2472764,null,3736,null,598972,null,2437,null,21886,null,2918,null,577086,null,3857,null,1585418,null,3309,null,52132,null,3817,null,1533286,null,4779,null,288374,null,2165,null,27577,null,2353,null,260797,null,3102,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,2917,null,793,null,409807,null,1576,null,1071986,null,2152,null,7337,null,1383,null,1064649,null,2295,null,194514,null,1526,null,7334,null,1023,null,187180,null,1655,null,1777632,null,2298,null,394075,null,1373,null,3937,null,1034,null,390138,null,1707,null,1118080,null,1965,null,9460,null,1233,null,1108620,null,2736,null,265477,null,1588,null,7361,null,1216,null,258116,null,2019,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,2704,null,788,null,102862,null,1248,null,259529,null,1344,null,6362,null,1153,null,253167,null,1749,null,53082,null,626,null,5324,null,906,null,47758,null,1106,null,451306,null,1383,null,101198,null,1027,null,3063,null,949,null,98135,null,1391,null,281863,null,1108,null,7346,null,1206,null,274517,null,1541,null,68245,null,939,null,4539,null,954,null,63706,null,1289,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,1144,null,529,null,56061,null,827,null,192046,null,1242,null,2141,null,818,null,189905,null,1385,null,26584,null,883,null,985,null,434,null,25599,null,977,null,313573,null,1063,null,56505,null,825,null,384,null,366,null,56121,null,978,null,217888,null,586,null,1935,null,695,null,215953,null,900,null,39180,null,1205,null,995,null,468,null,38185,null,1238,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,56217,null,4947,null,2016729,null,6702,null,5404791,null,7884,null,123371,null,6051,null,5281420,null,9940,null,1379052,null,3521,null,124933,null,4181,null,1254119,null,5282,null,9335995,null,7600,null,1977715,null,4515,null,53862,null,4642,null,1923853,null,6650,null,5618927,null,7114,null,146631,null,6914,null,5472296,null,9007,null,1739353,null,6174,null,121729,null,4416,null,1617624,null,7445,null,0400000US12,Florida,12
