C06008_001E,C06008_001EA,C06008_001M,C06008_001MA,C06008_002E,C06008_002EA,C06008_002M,C06008_002MA,C06008_003E,C06008_003EA,C06008_003M,C06008_003MA,C06008_004E,C06008_004EA,C06008_004M,C06008_004MA,C06008_005E,C06008_005EA,C06008_005M,C06008_005MA,C06008_006E,C06008_006EA,C06008_006M,C06008_006MA,C06008_007E,C06008_007EA,C06008_007M,C06008_007MA,C06008_008E,C06008_008EA,C06008_008M,C06008_008MA,C06008_009E,C06008_009EA,C06008_009M,C06008_009MA,C06008_010E,C06008_010EA,C06008_010M,C06008_010MA,C06008_011E,C06008_011EA,C06008_011M,C06008_011MA,C06008_012E,C06008_012EA,C06008_012M,C06008_012MA,C06008_013E,C06008_013EA,C06008_013M,C06008_013MA,C06008_014E,C06008_014EA,C06008_014M,C06008_014MA,C06008_015E,C06008_015EA,C06008_015M,C06008_015MA,C06008_016E,C06008_016EA,C06008_016M,C06008_016MA,C06008_017E,C06008_017EA,C06008_017M,C06008_017MA,C06008_018E,C06008_018EA,C06008_018M,C06008_018MA,C06008_019E,C06008_019EA,C06008_019M,C06008_019MA,C06008_020E,C06008_020EA,C06008_020M,C06008_020MA,C06008_021E,C06008_021EA,C06008_021M,C06008_021MA,C06008_022E,C06008_022EA,C06008_022M,C06008_022MA,C06008_023E,C06008_023EA,C06008_023M,C06008_023MA,C06008_024E,C06008_024EA,C06008_024M,C06008_024MA,C06008_025E,C06008_025EA,C06008_025M,C06008_025MA,GEO_ID,NAME,state
3772855,null,3273,null,1064937,null,14216,null,1874670,null,22423,null,556282,null,14691,null,276966,null,7224,null,2537380,null,15412,null,759294,null,12435,null,1187200,null,16937,null,384318,null,12956,null,206568,null,6030,null,1069221,null,15769,null,256445,null,9507,null,589737,null,12815,null,157399,null,7811,null,65640,null,3821,null,32176,null,2836,null,10022,null,1850,null,17471,null,2168,null,4392,null,1152,null,291,null,195,null,134078,null,3854,null,39176,null,3780,null,80262,null,3399,null,10173,null,1604,null,4467,null,1115,null,0400000US01,Alabama,01
546524,null,1350,null,186179,null,5441,null,264781,null,6689,null,75732,null,5402,null,19832,null,1827,null,170060,null,5593,null,96409,null,4707,null,51061,null,3806,null,17572,null,1961,null,5018,null,867,null,317280,null,5298,null,75025,null,4302,null,178542,null,5740,null,51816,null,4517,null,11897,null,1618,null,12972,null,1881,null,4877,null,1096,null,6501,null,1315,null,1456,null,726,null,138,null,181,null,46212,null,3114,null,9868,null,2138,null,28677,null,2391,null,4888,null,941,null,2779,null,772,null,0400000US02,Alaska,02
5135919,null,1656,null,1642390,null,22361,null,2486891,null,28766,null,721732,null,16956,null,284906,null,8054,null,1355292,null,19437,null,702539,null,15906,null,456222,null,13551,null,158765,null,7820,null,37766,null,3116,null,2839316,null,20836,null,683460,null,14599,null,1486767,null,19992,null,462963,null,13299,null,206126,null,6609,null,64371,null,4418,null,23955,null,2686,null,30440,null,2918,null,7689,null,1819,null,2287,null,741,null,876940,null,18688,null,232436,null,12815,null,513462,null,15291,null,92315,null,6463,null,38727,null,3396,null,0400000US04,Arizona,04
2297928,null,2637,null,587718,null,10254,null,1194886,null,15910,null,348875,null,10331,null,166449,null,5489,null,1304706,null,12289,null,362793,null,9393,null,635971,null,12024,null,203335,null,7823,null,102607,null,4333,null,865126,null,12445,null,191892,null,7748,null,481084,null,10687,null,133342,null,6092,null,58808,null,3523,null,15729,null,1968,null,5469,null,1544,null,7084,null,1328,null,2808,null,956,null,368,null,302,null,112367,null,4272,null,27564,null,3136,null,70747,null,3911,null,9390,null,1779,null,4666,null,1115,null,0400000US05,Arkansas,05
29134110,null,3342,null,10330973,null,45360,null,13824174,null,54598,null,3450377,null,33506,null,1528586,null,17160,null,12867417,null,45442,null,6341023,null,40437,null,4684174,null,34995,null,1454869,null,21907,null,387351,null,8903,null,6350429,null,35759,null,1499899,null,24919,null,3214699,null,23108,null,1025350,null,15110,null,610481,null,10850,null,367812,null,11416,null,128811,null,7292,null,172443,null,7079,null,50211,null,3727,null,16347,null,2046,null,9548452,null,41686,null,2361240,null,28329,null,5752858,null,38899,null,919947,null,19626,null,514407,null,10534,null,0400000US06,California,06
3991744,null,2059,null,1222398,null,14486,null,2072460,null,18681,null,519895,null,11213,null,176991,null,6314,null,1330221,null,15752,null,548350,null,11422,null,565211,null,12243,null,162302,null,6773,null,54358,null,3539,null,2147420,null,16768,null,534516,null,13553,null,1205527,null,13964,null,304593,null,9127,null,102784,null,4543,null,58248,null,4014,null,19055,null,2858,null,29928,null,2746,null,7643,null,1578,null,1622,null,753,null,455855,null,12837,null,120477,null,7641,null,271794,null,10295,null,45357,null,4034,null,18227,null,2483,null,0400000US08,Colorado,08
2857602,null,1159,null,922175,null,11151,null,1420022,null,16580,null,340592,null,9125,null,174813,null,4911,null,1453150,null,14462,null,577748,null,10981,null,627256,null,13111,null,163919,null,5580,null,84227,null,4168,null,863128,null,11802,null,207671,null,7870,null,487301,null,10048,null,106658,null,5695,null,61498,null,3906,null,109486,null,5468,null,38399,null,3641,null,43686,null,3833,null,23068,null,2759,null,4333,null,1025,null,431838,null,9846,null,98357,null,6233,null,261779,null,8509,null,46947,null,3644,null,24755,null,2408,null,0400000US09,Connecticut,09
713071,null,782,null,225987,null,5910,null,345234,null,8432,null,93845,null,5090,null,48005,null,2964,null,277603,null,7288,null,110462,null,5322,null,113507,null,5848,null,38369,null,3113,null,15265,null,1870,null,355059,null,7299,null,94049,null,5040,null,184718,null,6087,null,47365,null,3304,null,28927,null,2201,null,11572,null,1877,null,3760,null,1310,null,5149,null,1309,null,1449,null,633,null,1214,null,695,null,68837,null,4602,null,17716,null,3076,null,41860,null,3550,null,6662,null,1729,null,2599,null,743,null,0400000US10,Delaware,10
504809,null,352,null,281355,null,6557,null,131544,null,6681,null,64101,null,4260,null,27809,null,2339,null,170856,null,5537,null,109823,null,4797,null,27409,null,3684,null,25464,null,2737,null,8160,null,1691,null,258022,null,6200,null,139112,null,5219,null,72908,null,4627,null,28876,null,3050,null,17126,null,1760,null,7851,null,1547,null,4294,null,1086,null,2077,null,684,null,1396,null,797,null,84,null,124,null,68080,null,4092,null,28126,null,3451,null,29150,null,3230,null,8365,null,1530,null,2439,null,855,null,0400000US11,District of Columbia,11
15173805,null,3705,null,4500857,null,30263,null,7298448,null,43978,null,2267720,null,28334,null,1106780,null,14971,null,3919375,null,34708,null,2010462,null,22984,null,1283851,null,18865,null,488114,null,12996,null,136948,null,5990,null,7418283,null,35913,null,1553780,null,23087,null,3943571,null,30522,null,1199492,null,20265,null,721440,null,11218,null,508068,null,15934,null,149913,null,9467,null,246291,null,10324,null,82874,null,5078,null,28990,null,3326,null,3328079,null,33932,null,786702,null,20199,null,1824735,null,28165,null,497240,null,13240,null,219402,null,7514,null,0400000US12,Florida,12
