B27019_001E,B27019_001EA,B27019_001M,B27019_001MA,B27019_002E,B27019_002EA,B27019_002M,B27019_002MA,B27019_003E,B27019_003EA,B27019_003M,B27019_003MA,B27019_004E,B27019_004EA,B27019_004M,B27019_004MA,B27019_005E,B27019_005EA,B27019_005M,B27019_005MA,B27019_006E,B27019_006EA,B27019_006M,B27019_006MA,B27019_007E,B27019_007EA,B27019_007M,B27019_007MA,B27019_008E,B27019_008EA,B27019_008M,B27019_008MA,B27019_009E,B27019_009EA,B27019_009M,B27019_009MA,B27019_010E,B27019_010EA,B27019_010M,B27019_010MA,B27019_011E,B27019_011EA,B27019_011M,B27019_011MA,B27019_012E,B27019_012EA,B27019_012M,B27019_012MA,B27019_013E,B27019_013EA,B27019_013M,B27019_013MA,B27019_014E,B27019_014EA,B27019_014M,B27019_014MA,B27019_015E,B27019_015EA,B27019_015M,B27019_015MA,B27019_016E,B27019_016EA,B27019_016M,B27019_016MA,B27019_017E,B27019_017EA,B27019_017M,B27019_017MA,B27019_018E,B27019_018EA,B27019_018M,B27019_018MA,B27019_019E,B27019_019EA,B27019_019M,B27019_019MA,B27019_020E,B27019_020EA,B27019_020M,B27019_020MA,B27019_021E,B27019_021EA,B27019_021M,B27019_021MA,B27019_022E,B27019_022EA,B27019_022M,B27019_022MA,B27019_023E,B27019_023EA,B27019_023M,B27019_023MA,B27019_024E,B27019_024EA,B27019_024M,B27019_024MA,B27019_025E,B27019_025EA,B27019_025M,B27019_025MA,B27019_026E,B27019_026EA,B27019_026M,B27019_026MA,B27019_027E,B27019_027EA,B27019_027M,B27019_027MA,B27019_028E,B27019_028EA,B27019_028M,B27019_028MA,B27019_029E,B27019_029EA,B27019_029M,B27019_029MA,B27019_030E,B27019_030EA,B27019_030M,B27019_030MA,B27019_031E,B27019_031EA,B27019_031M,B27019_031MA,B27019_032E,B27019_032EA,B27019_032M,B27019_032MA,B27019_033E,B27019_033EA,B27019_033M,B27019_033MA,B27019_034E,B27019_034EA,B27019_034M,B27019_034MA,B27019_035E,B27019_035EA,B27019_035M,B27019_035MA,B27019_036E,B27019_036EA,B27019_036M,B27019_036MA,B27019_037E,B27019_037EA,B27019_037M,B27019_037MA,B27019_038E,B27019_038EA,B27019_038M,B27019_038MA,B27019_039E,B27019_039EA,B27019_039M,B27019_039MA,B27019_040E,B27019_040EA,B27019_040M,B27019_040MA,B27019_041E,B27019_041EA,B27019_041M,B27019_041MA,B27019_042E,B27019_042EA,B27019_042M,B27019_042MA,B27019_043E,B27019_043EA,B27019_043M,B27019_043MA,GEO_ID,NAME,state
6053318,null,12679,null,5078241,null,12844,null,681192,null,15728,null,338817,null,11602,null,212080,null,8979,null,147648,null,6352,null,342375,null,11914,null,1422114,null,20502,null,999463,null,17298,null,857280,null,16795,null,192762,null,7979,null,422651,null,12522,null,1468764,null,17718,null,1179718,null,13914,null,1086311,null,15611,null,156733,null,8199,null,289046,null,10415,null,1506171,null,21079,null,1372124,null,20058,null,1347610,null,19768,null,58353,null,3364,null,134047,null,7624,null,975077,null,4009,null,261821,null,7074,null,256527,null,7214,null,119028,null,4815,null,254164,null,7072,null,5294,null,1690,null,321859,null,8122,null,317386,null,8114,null,209767,null,6599,null,313007,null,7886,null,4473,null,1261,null,200377,null,6057,null,199819,null,6072,null,149792,null,5084,null,196016,null,5999,null,558,null,321,null,191020,null,5638,null,189637,null,5481,null,151189,null,4420,null,182862,null,5733,null,1383,null,688,null,0400000US13,Georgia,13
838018,null,4574,null,657403,null,4428,null,43474,null,3349,null,36292,null,3104,null,27127,null,2844,null,11596,null,2060,null,7182,null,1360,null,178145,null,6195,null,156199,null,6029,null,131605,null,5564,null,32765,null,3412,null,21946,null,2841,null,226134,null,6719,null,205003,null,6340,null,189785,null,6343,null,25184,null,2811,null,21131,null,2613,null,209650,null,6018,null,199178,null,6037,null,195435,null,6120,null,10481,null,1808,null,10472,null,1683,null,180615,null,2101,null,37450,null,2949,null,36659,null,2884,null,23357,null,2335,null,34704,null,2754,null,791,null,430,null,65807,null,2975,null,65546,null,2966,null,49174,null,2703,null,63952,null,2946,null,261,null,180,null,37198,null,2645,null,37146,null,2648,null,31427,null,2378,null,35845,null,2581,null,52,null,71,null,40160,null,2501,null,39782,null,2503,null,33887,null,2501,null,37752,null,2399,null,378,null,290,null,0400000US15,Hawaii,15
943714,null,3040,null,765307,null,3460,null,77245,null,4106,null,37804,null,3322,null,27429,null,2705,null,12954,null,1853,null,39441,null,2962,null,210108,null,6757,null,150487,null,5298,null,128352,null,4848,null,30814,null,3182,null,59621,null,5232,null,284715,null,6424,null,233543,null,6489,null,214612,null,6560,null,31581,null,2617,null,51172,null,3915,null,193239,null,5227,null,177080,null,5400,null,173097,null,5286,null,10071,null,1450,null,16159,null,2142,null,178407,null,2008,null,29812,null,2615,null,28951,null,2564,null,18292,null,1844,null,28735,null,2541,null,861,null,796,null,61089,null,3648,null,60845,null,3590,null,44213,null,2804,null,60305,null,3554,null,244,null,259,null,52077,null,3218,null,52018,null,3231,null,38297,null,2777,null,51409,null,3223,null,59,null,66,null,35429,null,2707,null,35429,null,2707,null,29537,null,2584,null,34202,null,2719,null,0,null,263,null,0400000US16,Idaho,16
8273911,null,5293,null,6756565,null,6238,null,744170,null,15538,null,433458,null,13546,null,267352,null,10436,null,183356,null,8454,null,310712,null,12038,null,1700879,null,21269,null,1302913,null,16949,null,1082668,null,15791,null,275700,null,8177,null,397966,null,13467,null,2044752,null,17715,null,1726286,null,17131,null,1531147,null,16512,null,266886,null,7542,null,318466,null,10830,null,2266764,null,16583,null,2107041,null,15855,null,2062676,null,16609,null,82497,null,4613,null,159723,null,6886,null,1517346,null,4915,null,345182,null,7632,null,335567,null,7450,null,182015,null,6022,null,330169,null,7484,null,9615,null,2310,null,543647,null,7631,null,539547,null,7471,null,393232,null,8498,null,530988,null,7584,null,4100,null,1349,null,330053,null,7220,null,328187,null,7268,null,251772,null,6690,null,319989,null,7057,null,1866,null,716,null,298464,null,7501,null,294851,null,7606,null,238195,null,7101,null,280036,null,8160,null,3613,null,1275,null,0400000US17,Illinois,17
4100468,null,5282,null,3316257,null,6378,null,359715,null,9920,null,225850,null,7805,null,144019,null,6393,null,96775,null,5882,null,133865,null,6708,null,1108714,null,14459,null,868501,null,11709,null,764653,null,10970,null,143977,null,6437,null,240213,null,8340,null,1029838,null,12949,null,872742,null,12758,null,797704,null,12539,null,113821,null,6040,null,157096,null,7251,null,817990,null,13502,null,766567,null,13058,null,752539,null,13349,null,31162,null,2758,null,51423,null,4093,null,784211,null,3269,null,170338,null,5669,null,168377,null,5721,null,103846,null,4905,null,166979,null,5734,null,1961,null,688,null,340784,null,5623,null,340011,null,5600,null,254477,null,5275,null,335330,null,5602,null,773,null,395,null,152800,null,4681,null,152526,null,4754,null,117343,null,4052,null,149847,null,4826,null,274,null,288,null,120289,null,4472,null,120007,null,4421,null,97029,null,4394,null,116431,null,4341,null,282,null,282,null,0400000US18,Indiana,18
1934073,null,3603,null,1519470,null,4237,null,104616,null,5073,null,71920,null,4160,null,49292,null,3591,null,27135,null,2543,null,32696,null,2960,null,443057,null,8239,null,380494,null,7628,null,338522,null,6865,null,64908,null,3930,null,62563,null,4687,null,542969,null,8242,null,487655,null,7609,null,446368,null,7640,null,64834,null,3977,null,55314,null,4155,null,428828,null,8925,null,415369,null,9319,null,406612,null,9302,null,19285,null,1894,null,13459,null,1943,null,414603,null,2313,null,71058,null,3266,null,70834,null,3264,null,47897,null,2475,null,70579,null,3287,null,224,null,211,null,193126,null,4651,null,193064,null,4662,null,152504,null,4128,null,191787,null,4594,null,62,null,94,null,87126,null,3895,null,86961,null,3911,null,70243,null,3682,null,86068,null,3942,null,165,null,143,null,63293,null,3108,null,63293,null,3108,null,52313,null,2743,null,62121,null,3112,null,0,null,228,null,0400000US19,Iowa,19
1756316,null,4245,null,1414276,null,4350,null,124671,null,5516,null,75382,null,4872,null,53967,null,4024,null,25768,null,3065,null,49289,null,4343,null,366086,null,9707,null,280746,null,8828,null,249529,null,8406,null,46731,null,3406,null,85340,null,5369,null,470106,null,9368,null,400443,null,8565,null,371049,null,8243,null,46779,null,3109,null,69663,null,4655,null,453413,null,8223,null,430079,null,7926,null,423292,null,7681,null,18915,null,2217,null,23334,null,2540,null,342040,null,1941,null,50384,null,2926,null,49390,null,2808,null,31427,null,2591,null,49040,null,2792,null,994,null,683,null,131800,null,4325,null,131310,null,4352,null,98816,null,3709,null,130074,null,4374,null,490,null,489,null,88307,null,3114,null,88167,null,3104,null,70309,null,3172,null,86785,null,3137,null,140,null,127,null,71549,null,3807,null,71375,null,3750,null,57168,null,3310,null,69750,null,3665,null,174,null,186,null,0400000US20,Kansas,20
2808587,null,5117,null,2264451,null,4902,null,318853,null,9356,null,208086,null,7739,null,102717,null,5851,null,120156,null,6195,null,110767,null,5265,null,768457,null,13203,null,599472,null,11506,null,497209,null,11500,null,138959,null,6908,null,168985,null,8604,null,651366,null,10529,null,544296,null,9438,null,484637,null,9166,null,90858,null,4668,null,107070,null,5869,null,525775,null,11478,null,494941,null,10945,null,483519,null,10958,null,24301,null,2600,null,30834,null,3063,null,544136,null,2417,null,185118,null,5980,null,183249,null,5962,null,102417,null,5003,null,182438,null,5975,null,1869,null,829,null,189241,null,6110,null,188672,null,6003,null,140527,null,4829,null,185957,null,5850,null,569,null,447,null,97259,null,4305,null,96990,null,4325,null,78595,null,3688,null,95351,null,4236,null,269,null,198,null,72518,null,3327,null,72346,null,3327,null,60239,null,2854,null,70084,null,3354,null,172,null,161,null,0400000US21,Kentucky,21
2811936,null,5392,null,2285325,null,5880,null,334762,null,11573,null,196346,null,7389,null,110313,null,6042,null,99319,null,5475,null,138416,null,8679,null,771597,null,12879,null,553019,null,11315,null,470170,null,10776,null,111993,null,5572,null,218578,null,8747,null,652392,null,13231,null,516058,null,11898,null,466938,null,11244,null,79142,null,3895,null,136334,null,6892,null,526574,null,11894,null,484367,null,11207,null,473301,null,11166,null,23072,null,2115,null,42207,null,4246,null,526611,null,2935,null,147946,null,4616,null,146370,null,4533,null,67024,null,3350,null,145089,null,4502,null,1576,null,606,null,193157,null,5390,null,191849,null,5157,null,120713,null,4298,null,188927,null,5103,null,1308,null,669,null,99709,null,3130,null,99200,null,3088,null,68922,null,2926,null,97472,null,3117,null,509,null,432,null,85799,null,3893,null,85104,null,3857,null,70355,null,3755,null,80017,null,3761,null,695,null,481,null,0400000US22,Louisiana,22
910835,null,1968,null,714190,null,1978,null,47521,null,3653,null,36869,null,3096,null,16100,null,1879,null,23537,null,2819,null,10652,null,1678,null,234746,null,6998,null,192451,null,5772,null,141634,null,5551,null,63797,null,3725,null,42295,null,3322,null,226866,null,5970,null,197946,null,5733,null,165337,null,5137,null,46152,null,2962,null,28920,null,2449,null,205057,null,7027,null,192020,null,6938,null,184149,null,6773,null,13702,null,1815,null,13037,null,2024,null,196645,null,727,null,39076,null,2294,null,39032,null,2284,null,19691,null,1811,null,38878,null,2263,null,44,null,70,null,77690,null,2773,null,77613,null,2780,null,55106,null,2720,null,76537,null,2667,null,77,null,100,null,37068,null,2436,null,36804,null,2465,null,28217,null,2135,null,36051,null,2490,null,264,null,241,null,42811,null,2430,null,42811,null,2430,null,33771,null,2247,null,40538,null,2239,null,0,null,230,null,0400000US23,Maine,23
3709169,null,4919,null,3041779,null,6623,null,286178,null,10523,null,171961,null,8372,null,117384,null,6959,null,66003,null,4016,null,114217,null,6110,null,768881,null,13843,null,609983,null,12463,null,532348,null,11583,null,104808,null,6717,null,158898,null,8743,null,829276,null,14190,null,730534,null,14025,null,681414,null,13938,null,81631,null,5326,null,98742,null,6029,null,1157444,null,15409,null,1099364,null,14849,null,1086005,null,15243,null,39571,null,3535,null,58080,null,4621,null,667390,null,3681,null,139915,null,4906,null,137045,null,4708,null,83453,null,3567,null,134873,null,4699,null,2870,null,1263,null,216561,null,5495,null,215396,null,5373,null,166862,null,5177,null,207784,null,5307,null,1165,null,607,null,130983,null,4752,null,130622,null,4735,null,107718,null,4067,null,125848,null,4559,null,361,null,293,null,179931,null,5841,null,178707,null,5868,null,154683,null,5692,null,167326,null,5619,null,1224,null,664,null,0400000US24,Maryland,24
4402312,null,2520,null,3560704,null,3496,null,307380,null,9814,null,265940,null,8735,null,133910,null,5837,null,151876,null,7190,null,41440,null,5370,null,842926,null,16421,null,774596,null,15122,null,592217,null,13101,null,228427,null,9541,null,68330,null,5094,null,912555,null,15086,null,864569,null,15175,null,736784,null,13188,null,172378,null,6549,null,47986,null,4103,null,1497843,null,16962,null,1460080,null,15576,null,1407628,null,15818,null,82428,null,5677,null,37763,null,3632,null,841608,null,2976,null,161972,null,5598,null,161308,null,5676,null,87508,null,4416,null,158874,null,5728,null,664,null,416,null,300745,null,6720,null,299798,null,6720,null,217421,null,6324,null,293199,null,6653,null,947,null,599,null,170285,null,5654,null,170118,null,5672,null,135362,null,4878,null,164423,null,5763,null,167,null,186,null,208606,null,5342,null,208472,null,5369,null,171447,null,4802,null,194870,null,5267,null,134,null,160,null,0400000US25,Massachusetts,25
6509997,null,5324,null,5221135,null,5593,null,485517,null,11972,null,337551,null,10501,null,171568,null,6618,null,190850,null,8219,null,147966,null,7014,null,1513351,null,16769,null,1195416,null,14500,null,969004,null,13770,null,302634,null,8861,null,317935,null,9229,null,1822609,null,19283,null,1546962,null,17732,null,1361018,null,17478,null,267923,null,8485,null,275647,null,8289,null,1399658,null,18846,null,1309074,null,17600,null,1274862,null,17604,null,66584,null,4736,null,90584,null,5306,null,1288862,null,2647,null,282361,null,7197,null,279047,null,7067,null,190170,null,5227,null,278094,null,7071,null,3314,null,1347,null,494555,null,9149,null,493403,null,8992,null,397325,null,8494,null,488952,null,9034,null,1152,null,662,null,290111,null,7616,null,289390,null,7617,null,238714,null,7193,null,285908,null,7400,null,721,null,499,null,221835,null,5904,null,220946,null,5911,null,188225,null,5915,null,215845,null,5790,null,889,null,444,null,0400000US26,Michigan,26
3424027,null,3449,null,2794834,null,3418,null,174224,null,6284,null,123221,null,5089,null,67855,null,3948,null,61553,null,3358,null,51003,null,3827,null,701916,null,10311,null,599798,null,9977,null,503250,null,8977,null,124735,null,4801,null,102118,null,5163,null,962504,null,12614,null,870932,null,11316,null,786265,null,11225,null,121015,null,4548,null,91572,null,4897,null,956190,null,11440,null,914255,null,11587,null,893063,null,11341,null,40184,null,3096,null,41935,null,3607,null,629193,null,2197,null,104618,null,3981,null,103611,null,3923,null,68818,null,3518,null,102788,null,3924,null,1007,null,602,null,247830,null,3949,null,247143,null,3913,null,194507,null,4205,null,244756,null,4009,null,687,null,373,null,142031,null,4359,null,141742,null,4384,null,118045,null,4120,null,139402,null,4273,null,289,null,274,null,134714,null,5073,null,134507,null,5038,null,115326,null,4771,null,130762,null,4954,null,207,null,206,null,0400000US27,Minnesota,27
1804438,null,6083,null,1447864,null,5701,null,233576,null,8112,null,144705,null,6400,null,77528,null,5002,null,78204,null,4646,null,88871,null,5692,null,435528,null,10955,null,313793,null,9439,null,248743,null,8362,null,86492,null,5005,null,121735,null,7008,null,472618,null,9715,null,379108,null,8460,null,335898,null,8058,null,66630,null,4640,null,93510,null,5783,null,306142,null,8807,null,281740,null,8534,null,273063,null,8215,null,18936,null,2293,null,24402,null,2668,null,356574,null,2355,null,110773,null,4567,null,110539,null,4587,null,42542,null,3601,null,109822,null,4600,null,234,null,229,null,117228,null,4581,null,117107,null,4569,null,71483,null,3460,null,116132,null,4485,null,121,null,181,null,73816,null,3549,null,73557,null,3515,null,51448,null,3266,null,72744,null,3408,null,259,null,285,null,54757,null,3609,null,54693,null,3611,null,42917,null,2850,null,53224,null,3599,null,64,null,119,null,0400000US28,Mississippi,28
