C08406_001E,C08406_001EA,C08406_001M,C08406_001MA,C08406_002E,C08406_002EA,C08406_002M,C08406_002MA,C08406_003E,C08406_003EA,C08406_003M,C08406_003MA,C08406_004E,C08406_004EA,C08406_004M,C08406_004MA,C08406_005E,C08406_005EA,C08406_005M,C08406_005MA,C08406_006E,C08406_006EA,C08406_006M,C08406_006MA,C08406_007E,C08406_007EA,C08406_007M,C08406_007MA,C08406_008E,C08406_008EA,C08406_008M,C08406_008MA,C08406_009E,C08406_009EA,C08406_009M,C08406_009MA,C08406_010E,C08406_010EA,C08406_010M,C08406_010MA,C08406_011E,C08406_011EA,C08406_011M,C08406_011MA,C08406_012E,C08406_012EA,C08406_012M,C08406_012MA,C08406_013E,C08406_013EA,C08406_013M,C08406_013MA,C08406_014E,C08406_014EA,C08406_014M,C08406_014MA,C08406_015E,C08406_015EA,C08406_015M,C08406_015MA,C08406_016E,C08406_016EA,C08406_016M,C08406_016MA,C08406_017E,C08406_017EA,C08406_017M,C08406_017MA,C08406_018E,C08406_018EA,C08406_018M,C08406_018MA,C08406_019E,C08406_019EA,C08406_019M,C08406_019MA,C08406_020E,C08406_020EA,C08406_020M,C08406_020MA,C08406_021E,C08406_021EA,C08406_021M,C08406_021MA,C08406_022E,C08406_022EA,C08406_022M,C08406_022MA,C08406_023E,C08406_023EA,C08406_023M,C08406_023MA,C08406_024E,C08406_024EA,C08406_024M,C08406_024MA,C08406_025E,C08406_025EA,C08406_025M,C08406_025MA,C08406_026E,C08406_026EA,C08406_026M,C08406_026MA,C08406_027E,C08406_027EA,C08406_027M,C08406_027MA,C08406_028E,C08406_028EA,C08406_028M,C08406_028MA,C08406_029E,C08406_029EA,C08406_029M,C08406_029MA,C08406_030E,C08406_030EA,C08406_030M,C08406_030MA,C08406_031E,C08406_031EA,C08406_031M,C08406_031MA,C08406_032E,C08406_032EA,C08406_032M,C08406_032MA,C08406_033E,C08406_033EA,C08406_033M,C08406_033MA,GEO_ID,NAME,state
1919778,null,14797,null,1818878,null,14740,null,1621511,null,16572,null,197367,null,6981,null,149425,null,6651,null,30017,null,3112,null,17925,null,2278,null,8172,null,1778,null,25155,null,2368,null,19147,null,2640,null,48426,null,3670,null,1012763,null,11229,null,957483,null,11609,null,849211,null,12129,null,108272,null,4896,null,80343,null,4376,null,16334,null,2205,null,11595,null,1880,null,3490,null,1073,null,13765,null,1864,null,13358,null,2342,null,24667,null,2830,null,907015,null,11554,null,861395,null,11137,null,772300,null,11115,null,89095,null,4846,null,69082,null,4469,null,13683,null,1958,null,6330,null,1221,null,4682,null,1264,null,11390,null,1856,null,5789,null,1379,null,23759,null,2051,null,0400000US01,Alabama,01
342551,null,6394,null,275208,null,6304,null,230130,null,6492,null,45078,null,3523,null,35960,null,3399,null,5656,null,1243,null,3462,null,976,null,4707,null,1325,null,28020,null,2370,null,19218,null,2048,null,15398,null,2206,null,187314,null,4309,null,145252,null,4051,null,121383,null,3909,null,23869,null,2355,null,18414,null,2065,null,3262,null,977,null,2193,null,682,null,2736,null,952,null,16847,null,1767,null,13958,null,1871,null,8521,null,1678,null,155237,null,4029,null,129956,null,4045,null,108747,null,3915,null,21209,null,2278,null,17546,null,2237,null,2394,null,658,null,1269,null,569,null,1971,null,691,null,11173,null,1349,null,5260,null,1104,null,6877,null,1244,null,0400000US02,Alaska,02
2729757,null,21363,null,2394309,null,19879,null,2070957,null,22259,null,323352,null,13342,null,253494,null,11805,null,40417,null,4646,null,29441,null,4221,null,55861,null,4907,null,65173,null,7222,null,72352,null,6325,null,142062,null,7340,null,1479629,null,15301,null,1289019,null,14353,null,1108266,null,14258,null,180753,null,8687,null,140834,null,7808,null,23375,null,3098,null,16544,null,2745,null,29902,null,4059,null,38835,null,5613,null,50576,null,4590,null,71297,null,4527,null,1250128,null,13443,null,1105290,null,12928,null,962691,null,14150,null,142599,null,6722,null,112660,null,5982,null,17042,null,2587,null,12897,null,2564,null,25959,null,3039,null,26338,null,3568,null,21776,null,3448,null,70765,null,4402,null,0400000US04,Arizona,04
1224374,null,14588,null,1136146,null,14640,null,991971,null,14852,null,144175,null,7103,null,111930,null,5795,null,20726,null,3067,null,11519,null,2036,null,5105,null,1496,null,22228,null,3276,null,18487,null,2572,null,42408,null,3585,null,651487,null,9764,null,601568,null,9895,null,521793,null,10543,null,79775,null,4974,null,62290,null,4417,null,10605,null,1848,null,6880,null,1469,null,2542,null,965,null,13870,null,2308,null,12414,null,2072,null,21093,null,2911,null,572887,null,8993,null,534578,null,9063,null,470178,null,9287,null,64400,null,4280,null,49640,null,3660,null,10121,null,1859,null,4639,null,1271,null,2563,null,1092,null,8358,null,1585,null,6073,null,1590,null,21315,null,2140,null,0400000US05,Arkansas,05
16139699,null,40928,null,13653514,null,44960,null,11783251,null,46402,null,1870263,null,25078,null,1411575,null,25060,null,264910,null,10993,null,193778,null,9898,null,838055,null,18386,null,446576,null,11846,null,369408,null,11995,null,832146,null,16574,null,8858092,null,32711,null,7511463,null,35982,null,6474852,null,37412,null,1036611,null,16922,null,765285,null,14738,null,152093,null,8977,null,119233,null,7436,null,432219,null,11511,null,236790,null,9413,null,260543,null,10557,null,417077,null,12983,null,7281607,null,27320,null,6142051,null,26981,null,5308399,null,30108,null,833652,null,15316,null,646290,null,16208,null,112817,null,5531,null,74545,null,5098,null,405836,null,12218,null,209786,null,7207,null,108865,null,5160,null,415069,null,10266,null,0400000US06,California,06
2453377,null,15718,null,2073254,null,16132,null,1826923,null,16239,null,246331,null,9296,null,193821,null,8656,null,31968,null,3520,null,20542,null,2784,null,81687,null,4896,null,72303,null,4895,null,60040,null,5083,null,166093,null,6611,null,1326511,null,11605,null,1116796,null,12321,null,979865,null,12242,null,136931,null,6909,null,105026,null,6674,null,18976,null,3258,null,12929,null,1958,null,41960,null,3560,null,39490,null,3132,null,41526,null,4119,null,86739,null,4421,null,1126866,null,10187,null,956458,null,10140,null,847058,null,10431,null,109400,null,5235,null,88795,null,4326,null,12992,null,1505,null,7613,null,1660,null,39727,null,3183,null,32813,null,3028,null,18514,null,2407,null,79354,null,4272,null,0400000US08,Colorado,08
1694719,null,12924,null,1501909,null,12995,null,1356814,null,14404,null,145095,null,7150,null,115322,null,6487,null,15421,null,2161,null,14352,null,2312,null,54408,null,4545,null,49594,null,4461,null,18914,null,2839,null,69894,null,4619,null,872045,null,9353,null,773813,null,9983,null,697873,null,10823,null,75940,null,5238,null,57326,null,4602,null,8947,null,1696,null,9667,null,1999,null,25353,null,2940,null,25824,null,2621,null,11039,null,1875,null,36016,null,3365,null,822674,null,9061,null,728096,null,9045,null,658941,null,9673,null,69155,null,3913,null,57996,null,3677,null,6474,null,1208,null,4685,null,953,null,29055,null,3311,null,23770,null,2920,null,7875,null,1769,null,33878,null,2564,null,0400000US09,Connecticut,09
416661,null,8712,null,374798,null,8269,null,337594,null,8077,null,37204,null,4139,null,27665,null,3542,null,4975,null,1295,null,4564,null,2080,null,13826,null,2495,null,9395,null,1662,null,5208,null,1200,null,13434,null,1820,null,209835,null,5474,null,188689,null,4949,null,169363,null,4929,null,19326,null,2685,null,14033,null,2383,null,2354,null,867,null,2939,null,1823,null,6793,null,1784,null,5046,null,1165,null,3040,null,789,null,6267,null,1188,null,206826,null,5285,null,186109,null,5442,null,168231,null,5126,null,17878,null,2509,null,13632,null,2135,null,2621,null,954,null,1625,null,766,null,7033,null,1475,null,4349,null,1022,null,2168,null,842,null,7167,null,1163,null,0400000US10,Delaware,10
758689,null,11963,null,410610,null,8826,null,324665,null,8094,null,85945,null,4905,null,58971,null,4448,null,16936,null,2167,null,10038,null,1722,null,282845,null,10150,null,33220,null,2951,null,16973,null,2320,null,15041,null,1984,null,392945,null,9122,null,226729,null,7311,null,181317,null,6352,null,45412,null,3508,null,31167,null,3129,null,8473,null,1418,null,5772,null,1358,null,130123,null,6728,null,17600,null,2009,null,10678,null,1557,null,7815,null,1501,null,365744,null,8369,null,183881,null,6064,null,143348,null,5325,null,40533,null,3141,null,27804,null,2823,null,8463,null,1338,null,4266,null,950,null,152722,null,5874,null,15620,null,2192,null,6295,null,1498,null,7226,null,1344,null,0400000US11,District of Columbia,11
7851983,null,36622,null,7045645,null,36452,null,6229212,null,33057,null,816433,null,19773,null,636595,null,16126,null,104620,null,7481,null,75218,null,7149,null,146595,null,9206,null,116256,null,8564,null,168336,null,9515,null,375151,null,11634,null,4126036,null,21896,null,3661247,null,24817,null,3214486,null,24724,null,446761,null,13053,null,336519,null,11799,null,58555,null,5589,null,51687,null,6589,null,69633,null,6417,null,64760,null,5840,null,119299,null,8340,null,211097,null,9237,null,3725947,null,24031,null,3384398,null,23014,null,3014726,null,20938,null,369672,null,11117,null,300076,null,9697,null,46065,null,4056,null,23531,null,2610,null,76962,null,6600,null,51496,null,4953,null,49037,null,4623,null,164054,null,6288,null,0400000US12,Florida,12
