B23004_001E,B23004_001EA,B23004_001M,B23004_001MA,B23004_002E,B23004_002EA,B23004_002M,B23004_002MA,B23004_003E,B23004_003EA,B23004_003M,B23004_003MA,B23004_004E,B23004_004EA,B23004_004M,B23004_004MA,B23004_005E,B23004_005EA,B23004_005M,B23004_005MA,B23004_006E,B23004_006EA,B23004_006M,B23004_006MA,B23004_007E,B23004_007EA,B23004_007M,B23004_007MA,B23004_008E,B23004_008EA,B23004_008M,B23004_008MA,B23004_009E,B23004_009EA,B23004_009M,B23004_009MA,B23004_010E,B23004_010EA,B23004_010M,B23004_010MA,B23004_011E,B23004_011EA,B23004_011M,B23004_011MA,B23004_012E,B23004_012EA,B23004_012M,B23004_012MA,B23004_013E,B23004_013EA,B23004_013M,B23004_013MA,B23004_014E,B23004_014EA,B23004_014M,B23004_014MA,B23004_015E,B23004_015EA,B23004_015M,B23004_015MA,B23004_016E,B23004_016EA,B23004_016M,B23004_016MA,B23004_017E,B23004_017EA,B23004_017M,B23004_017MA,B23004_018E,B23004_018EA,B23004_018M,B23004_018MA,B23004_019E,B23004_019EA,B23004_019M,B23004_019MA,GEO_ID,NAME,state
649046,null,2514,null,108083,null,4011,null,89170,null,3706,null,74534,null,3711,null,71845,null,3732,null,2689,null,655,null,14636,null,1667,null,18913,null,1694,null,14998,null,1457,null,14731,null,1441,null,267,null,220,null,3915,null,671,null,540963,null,4751,null,265152,null,4149,null,1637,null,506,null,263515,null,4156,null,275811,null,2545,null,646,null,363,null,275165,null,2573,null,0400000US01,Alabama,01
51943,null,1368,null,14907,null,1446,null,12372,null,1252,null,10314,null,1211,null,9982,null,1169,null,332,null,225,null,2058,null,544,null,2535,null,745,null,1963,null,730,null,1963,null,730,null,0,null,244,null,572,null,295,null,37036,null,1740,null,19762,null,1632,null,117,null,109,null,19645,null,1641,null,17274,null,1168,null,56,null,87,null,17218,null,1142,null,0400000US02,Alaska,02
867079,null,1534,null,143574,null,6418,null,116316,null,5099,null,94358,null,4896,null,89267,null,4997,null,5091,null,973,null,21958,null,2050,null,27258,null,2714,null,19071,null,2569,null,17609,null,2531,null,1462,null,672,null,8187,null,1251,null,723505,null,6352,null,338138,null,5180,null,2008,null,520,null,336130,null,5200,null,385367,null,3046,null,827,null,395,null,384540,null,3056,null,0400000US04,Arizona,04
412582,null,2017,null,65637,null,3101,null,52546,null,2464,null,44933,null,2411,null,43713,null,2420,null,1220,null,518,null,7613,null,1059,null,13091,null,1699,null,10115,null,1523,null,10056,null,1512,null,59,null,94,null,2976,null,752,null,346945,null,3985,null,169384,null,3288,null,1041,null,563,null,168343,null,3153,null,177561,null,2601,null,64,null,88,null,177497,null,2586,null,0400000US05,Arkansas,05
4143231,null,3033,null,748876,null,10770,null,621220,null,9436,null,529959,null,9944,null,506444,null,10002,null,23515,null,2156,null,91261,null,4428,null,127656,null,5215,null,97318,null,4658,null,94114,null,4560,null,3204,null,792,null,30338,null,2165,null,3394355,null,10734,null,1558172,null,9625,null,18590,null,2375,null,1539582,null,10268,null,1836183,null,5473,null,4016,null,934,null,1832167,null,5686,null,0400000US06,California,06
533941,null,2003,null,111750,null,3657,null,92847,null,3098,null,76325,null,2808,null,73406,null,2763,null,2919,null,735,null,16522,null,1688,null,18903,null,1776,null,14066,null,1650,null,13846,null,1590,null,220,null,181,null,4837,null,808,null,422191,null,3665,null,204658,null,3408,null,2583,null,868,null,202075,null,3444,null,217533,null,2568,null,344,null,252,null,217189,null,2591,null,0400000US08,Colorado,08
487037,null,1379,null,110579,null,3495,null,90918,null,3286,null,76985,null,3303,null,72971,null,3320,null,4014,null,923,null,13933,null,1635,null,19661,null,1810,null,15312,null,1729,null,15007,null,1696,null,305,null,210,null,4349,null,742,null,376458,null,3579,null,157269,null,3380,null,3438,null,677,null,153831,null,3381,null,219189,null,1767,null,512,null,256,null,218677,null,1782,null,0400000US09,Connecticut,09
125822,null,930,null,25464,null,2199,null,20225,null,1687,null,17019,null,1654,null,16259,null,1641,null,760,null,459,null,3206,null,681,null,5239,null,1090,null,3677,null,862,null,3533,null,816,null,144,null,168,null,1562,null,651,null,100358,null,2442,null,47428,null,1976,null,469,null,307,null,46959,null,1957,null,52930,null,1483,null,323,null,288,null,52607,null,1462,null,0400000US10,Delaware,10
70022,null,710,null,17719,null,1641,null,14538,null,1486,null,12772,null,1477,null,11912,null,1476,null,860,null,570,null,1766,null,593,null,3181,null,861,null,2764,null,827,null,2764,null,827,null,0,null,296,null,417,null,319,null,52303,null,1833,null,23398,null,1748,null,259,null,268,null,23139,null,1802,null,28905,null,1038,null,0,null,296,null,28905,null,1038,null,0400000US11,District of Columbia,11
3198965,null,4311,null,513590,null,9349,null,406212,null,8115,null,338709,null,7168,null,321709,null,6903,null,17000,null,1933,null,67503,null,4089,null,107378,null,4567,null,82699,null,4202,null,79301,null,4029,null,3398,null,822,null,24679,null,2396,null,2685375,null,10086,null,1159245,null,9383,null,18839,null,2088,null,1140406,null,9501,null,1526130,null,5863,null,4026,null,922,null,1522104,null,5896,null,0400000US12,Florida,12
1010918,null,3851,null,182238,null,6288,null,155439,null,5458,null,128795,null,5335,null,123581,null,5359,null,5214,null,1214,null,26644,null,2260,null,26799,null,2565,null,20587,null,2209,null,19780,null,2194,null,807,null,429,null,6212,null,1152,null,828680,null,7271,null,425702,null,6737,null,4311,null,936,null,421391,null,6537,null,402978,null,4592,null,801,null,466,null,402177,null,4567,null,0400000US13,Georgia,13
188638,null,859,null,38581,null,2275,null,31152,null,1972,null,28411,null,1929,null,27786,null,1945,null,625,null,312,null,2741,null,659,null,7429,null,1321,null,5833,null,1173,null,5788,null,1163,null,45,null,78,null,1596,null,506,null,150057,null,2332,null,59627,null,2041,null,286,null,177,null,59341,null,2030,null,90430,null,1502,null,191,null,189,null,90239,null,1492,null,0400000US15,Hawaii,15
185250,null,1735,null,33176,null,1977,null,27987,null,1672,null,22051,null,1564,null,21156,null,1598,null,895,null,359,null,5936,null,906,null,5189,null,1060,null,3811,null,1003,null,3606,null,991,null,205,null,192,null,1378,null,475,null,152074,null,2202,null,74105,null,1755,null,586,null,264,null,73519,null,1744,null,77969,null,1295,null,170,null,167,null,77799,null,1315,null,0400000US16,Idaho,16
1595934,null,2634,null,307858,null,6038,null,250096,null,5518,null,210019,null,5460,null,205210,null,5221,null,4809,null,1081,null,40077,null,2780,null,57762,null,3424,null,44061,null,2960,null,43190,null,2888,null,871,null,374,null,13701,null,1382,null,1288076,null,5900,null,588656,null,5844,null,5150,null,987,null,583506,null,5903,null,699420,null,4165,null,1327,null,630,null,698093,null,4245,null,0400000US17,Illinois,17
827591,null,2078,null,160057,null,4767,null,130092,null,4374,null,105966,null,3807,null,101736,null,3867,null,4230,null,758,null,24126,null,2498,null,29965,null,2236,null,23135,null,1984,null,22784,null,1999,null,351,null,195,null,6830,null,1043,null,667534,null,4820,null,307087,null,4562,null,2386,null,692,null,304701,null,4724,null,360447,null,2730,null,762,null,518,null,359685,null,2806,null,0400000US18,Indiana,18
444457,null,1865,null,94272,null,3405,null,74144,null,3176,null,58549,null,3037,null,56953,null,3009,null,1596,null,524,null,15595,null,1480,null,20128,null,1549,null,14472,null,1494,null,14308,null,1477,null,164,null,173,null,5656,null,799,null,350185,null,4006,null,142879,null,3708,null,772,null,379,null,142107,null,3733,null,207306,null,1782,null,149,null,158,null,207157,null,1807,null,0400000US19,Iowa,19
367412,null,1885,null,77872,null,3134,null,62593,null,2782,null,51117,null,2526,null,50030,null,2497,null,1087,null,357,null,11476,null,1285,null,15279,null,1178,null,10458,null,994,null,10458,null,994,null,0,null,244,null,4821,null,862,null,289540,null,2917,null,120304,null,3036,null,599,null,245,null,119705,null,3043,null,169236,null,1927,null,202,null,186,null,169034,null,1922,null,0400000US20,Kansas,20
570334,null,2379,null,96974,null,4038,null,78137,null,3234,null,67021,null,3147,null,65170,null,3001,null,1851,null,631,null,11116,null,1386,null,18837,null,2046,null,14491,null,1913,null,14081,null,1832,null,410,null,259,null,4346,null,959,null,473360,null,4277,null,236139,null,3653,null,1623,null,676,null,234516,null,3715,null,237221,null,2536,null,391,null,275,null,236830,null,2536,null,0400000US21,Kentucky,21
553861,null,2379,null,100362,null,4791,null,84767,null,4687,null,70823,null,4267,null,69047,null,4134,null,1776,null,667,null,13944,null,1563,null,15595,null,1588,null,11889,null,1490,null,11852,null,1483,null,37,null,67,null,3706,null,814,null,453499,null,5057,null,217813,null,4750,null,1039,null,380,null,216774,null,4795,null,235686,null,2583,null,193,null,181,null,235493,null,2588,null,0400000US22,Louisiana,22
204821,null,676,null,39608,null,2258,null,32906,null,2143,null,27180,null,1900,null,26149,null,1898,null,1031,null,499,null,5726,null,935,null,6702,null,980,null,4569,null,757,null,4385,null,736,null,184,null,155,null,2133,null,514,null,165213,null,2340,null,75096,null,2190,null,355,null,219,null,74741,null,2149,null,90117,null,1107,null,68,null,114,null,90049,null,1108,null,0400000US23,Maine,23
691336,null,1803,null,159963,null,4814,null,135210,null,4549,null,115052,null,4646,null,111408,null,4610,null,3644,null,801,null,20158,null,1758,null,24753,null,2068,null,19994,null,1766,null,19871,null,1773,null,123,null,145,null,4759,null,1001,null,531373,null,4924,null,245698,null,4765,null,2449,null,737,null,243249,null,4800,null,285675,null,2517,null,240,null,185,null,285435,null,2507,null,0400000US24,Maryland,24
