B99187_001E,B99187_001EA,B99187_002E,B99187_002EA,B99187_003E,B99187_003EA,B99187_004E,B99187_004EA,B99187_005E,B99187_005EA,B99187_006E,B99187_006EA,B99187_007E,B99187_007EA,GEO_ID,NAME,state
3680616,null,188815,null,6772,null,182043,null,3491801,null,91777,null,3400024,null,0400000US01,Alabama,01
526264,null,31444,null,899,null,30545,null,494820,null,10081,null,484739,null,0400000US02,Alaska,02
5042173,null,270456,null,13193,null,257263,null,4771717,null,183020,null,4588697,null,0400000US04,Arizona,04
2242181,null,115474,null,2070,null,113404,null,2126707,null,39809,null,2086898,null,0400000US05,Arkansas,05
28552413,null,1598161,null,53800,null,1544361,null,26954252,null,737312,null,26216940,null,0400000US06,California,06
3897874,null,192943,null,5904,null,187039,null,3704931,null,86035,null,3618896,null,0400000US08,Colorado,08
2796252,null,146195,null,4614,null,141581,null,2650057,null,70881,null,2579176,null,0400000US09,Connecticut,09
697432,null,34713,null,1091,null,33622,null,662719,null,18066,null,644653,null,0400000US10,Delaware,10
494560,null,18862,null,560,null,18302,null,475698,null,18024,null,457674,null,0400000US11,District of Columbia,11
14829806,null,687683,null,30341,null,657342,null,14142123,null,450728,null,13691395,null,0400000US12,Florida,12
7436547,null,417959,null,18051,null,399908,null,7018588,null,211434,null,6807154,null,0400000US13,Georgia,13
989144,null,45539,null,2041,null,43498,null,943605,null,27894,null,915711,null,0400000US15,Hawaii,15
1170544,null,68153,null,1409,null,66744,null,1102391,null,21181,null,1081210,null,0400000US16,Idaho,16
10086076,null,534759,null,15923,null,518836,null,9551317,null,220733,null,9330584,null,0400000US17,Illinois,17
5000308,null,266818,null,8740,null,258078,null,4733490,null,105998,null,4627492,null,0400000US18,Indiana,18
2371280,null,121431,null,2913,null,118518,null,2249849,null,41428,null,2208421,null,0400000US19,Iowa,19
2169821,null,113788,null,2356,null,111432,null,2056033,null,37709,null,2018324,null,0400000US20,Kansas,20
3381441,null,171083,null,3335,null,167748,null,3210358,null,60330,null,3150028,null,0400000US21,Kentucky,21
3458056,null,186930,null,7031,null,179899,null,3271126,null,84232,null,3186894,null,0400000US22,Louisiana,22
1082507,null,52043,null,395,null,51648,null,1030464,null,21852,null,1008612,null,0400000US23,Maine,23
4477438,null,235709,null,7759,null,227950,null,4241729,null,109036,null,4132693,null,0400000US24,Maryland,24
5319855,null,254645,null,9923,null,244722,null,5065210,null,164841,null,4900369,null,0400000US25,Massachusetts,25
7917513,null,425441,null,11812,null,413629,null,7492072,null,177560,null,7314512,null,0400000US26,Michigan,26
4153583,null,212459,null,6372,null,206087,null,3941124,null,77410,null,3863714,null,0400000US27,Minnesota,27
2241074,null,125451,null,3498,null,121953,null,2115623,null,52030,null,2063593,null,0400000US28,Mississippi,28
4691026,null,246451,null,6672,null,239779,null,4444575,null,90457,null,4354118,null,0400000US29,Missouri,29
775921,null,38746,null,1415,null,37331,null,737175,null,24829,null,712346,null,0400000US30,Montana,30
1389893,null,71889,null,2053,null,69836,null,1318004,null,25761,null,1292243,null,0400000US31,Nebraska,31
2035993,null,107863,null,3298,null,104565,null,1928130,null,41334,null,1886796,null,0400000US32,Nevada,32
1074682,null,54733,null,1374,null,53359,null,1019949,null,27024,null,992925,null,0400000US33,New Hampshire,33
6892369,null,354118,null,11654,null,342464,null,6538251,null,167898,null,6370353,null,0400000US34,New Jersey,34
1547979,null,86247,null,2730,null,83517,null,1461732,null,34318,null,1427414,null,0400000US35,New Mexico,35
15636327,null,785841,null,28634,null,757207,null,14850486,null,476071,null,14374415,null,0400000US36,New York,36
7246915,null,368801,null,11479,null,357322,null,6878114,null,157925,null,6720189,null,0400000US37,North Carolina,37
513283,null,24432,null,378,null,24054,null,488851,null,6644,null,482207,null,0400000US38,North Dakota,38
9120933,null,479392,null,13101,null,466291,null,8641541,null,177499,null,8464042,null,0400000US39,Ohio,39
2821173,null,149459,null,4497,null,144962,null,2671714,null,63264,null,2608450,null,0400000US40,Oklahoma,40
3055938,null,147440,null,4458,null,142982,null,2908498,null,59220,null,2849278,null,0400000US41,Oregon,41
10103797,null,503719,null,18251,null,485468,null,9600078,null,279733,null,9320345,null,0400000US42,Pennsylvania,42
850461,null,41776,null,1260,null,40516,null,808685,null,24455,null,784230,null,0400000US44,Rhode Island,44
3557308,null,181163,null,8142,null,173021,null,3376145,null,104187,null,3271958,null,0400000US45,South Carolina,45
630748,null,32604,null,712,null,31892,null,598144,null,10423,null,587721,null,0400000US46,South Dakota,46
4951509,null,251368,null,9742,null,241626,null,4700141,null,103167,null,4596974,null,0400000US47,Tennessee,47
18473649,null,1059818,null,33954,null,1025864,null,17413831,null,399664,null,17014167,null,0400000US48,Texas,48
2011129,null,124718,null,4398,null,120320,null,1886411,null,38154,null,1848257,null,0400000US49,Utah,49
513807,null,24913,null,503,null,24410,null,488894,null,8294,null,480600,null,0400000US50,Vermont,50
6108661,null,307437,null,10140,null,297297,null,5801224,null,137238,null,5663986,null,0400000US51,Virginia,51
5244655,null,268046,null,7269,null,260777,null,4976609,null,106861,null,4869748,null,0400000US53,Washington,53
1475817,null,65595,null,1807,null,63788,null,1410222,null,27415,null,1382807,null,0400000US54,West Virginia,54
4492812,null,229594,null,6425,null,223169,null,4263218,null,85381,null,4177837,null,0400000US55,Wisconsin,55
427286,null,21991,null,727,null,21264,null,405295,null,6178,null,399117,null,0400000US56,Wyoming,56
3153945,null,178629,null,2857,null,175772,null,2975316,null,61537,null,2913779,null,0400000US72,Puerto Rico,72
