C16010_001E,C16010_001EA,C16010_001M,C16010_001MA,C16010_002E,C16010_002EA,C16010_002M,C16010_002MA,C16010_003E,C16010_003EA,C16010_003M,C16010_003MA,C16010_004E,C16010_004EA,C16010_004M,C16010_004MA,C16010_005E,C16010_005EA,C16010_005M,C16010_005MA,C16010_006E,C16010_006EA,C16010_006M,C16010_006MA,C16010_007E,C16010_007EA,C16010_007M,C16010_007MA,C16010_008E,C16010_008EA,C16010_008M,C16010_008MA,C16010_009E,C16010_009EA,C16010_009M,C16010_009MA,C16010_010E,C16010_010EA,C16010_010M,C16010_010MA,C16010_011E,C16010_011EA,C16010_011M,C16010_011MA,C16010_012E,C16010_012EA,C16010_012M,C16010_012MA,C16010_013E,C16010_013EA,C16010_013M,C16010_013MA,C16010_014E,C16010_014EA,C16010_014M,C16010_014MA,C16010_015E,C16010_015EA,C16010_015M,C16010_015MA,C16010_016E,C16010_016EA,C16010_016M,C16010_016MA,C16010_017E,C16010_017EA,C16010_017M,C16010_017MA,C16010_018E,C16010_018EA,C16010_018M,C16010_018MA,C16010_019E,C16010_019EA,C16010_019M,C16010_019MA,C16010_020E,C16010_020EA,C16010_020M,C16010_020MA,C16010_021E,C16010_021EA,C16010_021M,C16010_021MA,C16010_022E,C16010_022EA,C16010_022M,C16010_022MA,C16010_023E,C16010_023EA,C16010_023M,C16010_023MA,C16010_024E,C16010_024EA,C16010_024M,C16010_024MA,C16010_025E,C16010_025EA,C16010_025M,C16010_025MA,C16010_026E,C16010_026EA,C16010_026M,C16010_026MA,C16010_027E,C16010_027EA,C16010_027M,C16010_027MA,C16010_028E,C16010_028EA,C16010_028M,C16010_028MA,C16010_029E,C16010_029EA,C16010_029M,C16010_029MA,C16010_030E,C16010_030EA,C16010_030M,C16010_030MA,C16010_031E,C16010_031EA,C16010_031M,C16010_031MA,C16010_032E,C16010_032EA,C16010_032M,C16010_032MA,C16010_033E,C16010_033EA,C16010_033M,C16010_033MA,C16010_034E,C16010_034EA,C16010_034M,C16010_034MA,C16010_035E,C16010_035EA,C16010_035M,C16010_035MA,C16010_036E,C16010_036EA,C16010_036M,C16010_036MA,C16010_037E,C16010_037EA,C16010_037M,C16010_037MA,GEO_ID,NAME,state
963730,null,2763,null,112027,null,4591,null,56099,null,3359,null,30978,null,2648,null,23430,null,2452,null,1691,null,663,null,55928,null,3865,null,46566,null,3615,null,7231,null,1050,null,2131,null,687,null,278026,null,8087,null,166968,null,5846,null,152603,null,5701,null,10178,null,1821,null,4187,null,1317,null,111058,null,4815,null,105159,null,4936,null,3116,null,1030,null,2783,null,888,null,343425,null,7177,null,239025,null,6577,null,224580,null,6569,null,9545,null,1714,null,4900,null,1021,null,104400,null,3984,null,99942,null,3848,null,1504,null,604,null,2954,null,1001,null,230252,null,6022,null,167742,null,4833,null,156733,null,4898,null,5060,null,951,null,5949,null,1119,null,62510,null,4047,null,58772,null,4012,null,1457,null,490,null,2281,null,730,null,0400000US16,Idaho,16
8437673,null,4744,null,1146840,null,16710,null,522222,null,12161,null,210421,null,6911,null,271475,null,8168,null,40326,null,3506,null,624618,null,11830,null,426299,null,10244,null,130525,null,6545,null,67794,null,5071,null,2302533,null,21477,null,1400286,null,18243,null,1089071,null,14785,null,204098,null,9180,null,107117,null,8268,null,902247,null,12353,null,782427,null,11593,null,56335,null,4426,null,63485,null,4099,null,2406837,null,18379,null,1784111,null,15426,null,1506569,null,15034,null,141348,null,6077,null,136194,null,6960,null,622726,null,11735,null,549493,null,11821,null,29281,null,3361,null,43952,null,3782,null,2581463,null,17778,null,2055963,null,17968,null,1658467,null,16680,null,101627,null,4994,null,295869,null,7808,null,525500,null,9833,null,424233,null,9062,null,18138,null,2227,null,83129,null,4433,null,0400000US17,Illinois,17
4193210,null,4843,null,560938,null,11144,null,240655,null,6819,null,181588,null,6394,null,44348,null,3328,null,14719,null,2278,null,320283,null,9101,null,285944,null,8810,null,18319,null,1917,null,16020,null,2306,null,1487584,null,15127,null,914665,null,13443,null,869568,null,12963,null,31476,null,2789,null,13621,null,2055,null,572919,null,8969,null,551241,null,8751,null,10374,null,1536,null,11304,null,1510,null,1200368,null,14978,null,890608,null,13171,null,849934,null,13498,null,22857,null,2628,null,17817,null,2538,null,309760,null,8809,null,296094,null,8563,null,6447,null,1518,null,7219,null,1370,null,944320,null,14704,null,757774,null,12941,null,697066,null,12152,null,18657,null,2156,null,42051,null,3040,null,186546,null,5858,null,168712,null,5722,null,2400,null,667,null,15434,null,2088,null,0400000US18,Indiana,18
1980897,null,3561,null,188266,null,5837,null,81282,null,4151,null,54749,null,3471,null,20289,null,2155,null,6244,null,1192,null,106984,null,4280,null,95463,null,3843,null,5776,null,1304,null,5745,null,1213,null,653961,null,9685,null,399140,null,8488,null,381730,null,8387,null,9562,null,1669,null,7848,null,1428,null,254821,null,6131,null,248238,null,5956,null,2750,null,683,null,3833,null,793,null,641752,null,9542,null,493456,null,9238,null,475774,null,9021,null,9685,null,1789,null,7997,null,1276,null,148296,null,4578,null,142089,null,4405,null,2538,null,745,null,3669,null,1021,null,496918,null,9576,null,399233,null,8353,null,376030,null,8278,null,7498,null,1154,null,15705,null,1579,null,97685,null,4619,null,90839,null,4239,null,1655,null,562,null,5191,null,1238,null,0400000US19,Iowa,19
1809054,null,3681,null,185640,null,6456,null,91994,null,4421,null,49252,null,3373,null,37444,null,2802,null,5298,null,1016,null,93646,null,5317,null,75266,null,4432,null,13567,null,2209,null,4813,null,1236,null,517000,null,10231,null,314705,null,9105,null,287251,null,8686,null,19632,null,2605,null,7822,null,1398,null,202295,null,6025,null,191452,null,6149,null,6874,null,1225,null,3969,null,917,null,573410,null,9822,null,418925,null,8750,null,393488,null,8243,null,14718,null,2240,null,10719,null,1732,null,154485,null,5273,null,146760,null,4988,null,4155,null,1136,null,3570,null,888,null,533004,null,9566,null,423284,null,7910,null,394848,null,7619,null,8751,null,1493,null,19685,null,1968,null,109720,null,4559,null,100832,null,4168,null,1945,null,730,null,6943,null,1345,null,0400000US20,Kansas,20
2877333,null,5012,null,526902,null,11719,null,168465,null,7620,null,148346,null,7428,null,15439,null,2071,null,4680,null,1252,null,358437,null,8723,null,348413,null,8587,null,5457,null,1292,null,4567,null,1072,null,981970,null,13422,null,579642,null,11592,null,558693,null,11049,null,11335,null,2025,null,9614,null,1810,null,402328,null,7869,null,395639,null,7718,null,3137,null,966,null,3552,null,1032,null,764894,null,11240,null,538210,null,10282,null,521469,null,10594,null,8233,null,1567,null,8508,null,1474,null,226684,null,8094,null,219975,null,7842,null,2502,null,666,null,4207,null,897,null,603567,null,12395,null,472220,null,10302,null,443695,null,10866,null,9079,null,1523,null,19446,null,2152,null,131347,null,5408,null,123610,null,5011,null,2063,null,616,null,5674,null,1066,null,0400000US21,Kentucky,21
2896932,null,5398,null,516420,null,12748,null,211224,null,9364,null,179810,null,8229,null,15495,null,2309,null,15919,null,2774,null,305196,null,8420,null,259650,null,8175,null,8967,null,1865,null,36579,null,2690,null,994399,null,14289,null,600033,null,12681,null,559243,null,11936,null,15327,null,2499,null,25463,null,2352,null,394366,null,9180,null,354813,null,8799,null,6176,null,1152,null,33377,null,3184,null,765982,null,13702,null,549610,null,10766,null,515086,null,10297,null,13003,null,2086,null,21521,null,2542,null,216372,null,6999,null,196361,null,6815,null,6500,null,1412,null,13511,null,1700,null,620131,null,11881,null,479831,null,11538,null,438861,null,10236,null,12726,null,1975,null,28244,null,3483,null,140300,null,5155,null,126519,null,4804,null,3809,null,964,null,9972,null,1325,null,0400000US22,Louisiana,22
924973,null,1243,null,90677,null,4315,null,28758,null,2631,null,24837,null,2381,null,629,null,397,null,3292,null,992,null,61919,null,3595,null,51463,null,3409,null,224,null,221,null,10232,null,1350,null,317244,null,7484,null,187293,null,6150,null,176167,null,6029,null,546,null,287,null,10580,null,1565,null,129951,null,4545,null,119218,null,4482,null,368,null,243,null,10365,null,1483,null,267777,null,6431,null,196106,null,5465,null,184792,null,5719,null,1826,null,616,null,9488,null,1401,null,71671,null,3939,null,67223,null,3783,null,399,null,280,null,4049,null,956,null,249275,null,7829,null,188915,null,6950,null,176839,null,6814,null,2122,null,814,null,9954,null,1385,null,60360,null,3592,null,55200,null,3387,null,729,null,317,null,4431,null,1176,null,0400000US23,Maine,23
3797739,null,4154,null,447385,null,12295,null,211759,null,9508,null,130879,null,7209,null,59000,null,4134,null,21880,null,3300,null,235626,null,7030,null,199003,null,6651,null,16369,null,2080,null,20254,null,2352,null,1013865,null,14441,null,652920,null,12959,null,575245,null,13079,null,35132,null,3243,null,42543,null,4152,null,360945,null,9900,null,330718,null,9594,null,8705,null,1627,null,21522,null,2519,null,981221,null,15315,null,752627,null,13481,null,660554,null,13067,null,33721,null,3149,null,58352,null,4143,null,228594,null,7316,null,203988,null,6871,null,5698,null,1120,null,18908,null,2267,null,1355268,null,16700,null,1099072,null,14710,null,894747,null,12756,null,41004,null,3598,null,163321,null,6136,null,256196,null,7638,null,210821,null,6573,null,6014,null,1013,null,39361,null,3425,null,0400000US24,Maryland,24
4490445,null,2452,null,495310,null,12403,null,210692,null,8812,null,89901,null,5242,null,54827,null,4890,null,65964,null,5367,null,284618,null,8173,null,164079,null,6921,null,49555,null,3201,null,70984,null,4563,null,1181095,null,18355,null,716194,null,15316,null,556896,null,12279,null,59378,null,4641,null,99920,null,7484,null,464901,null,9226,null,393625,null,8644,null,20912,null,2361,null,50364,null,3924,null,1097462,null,15733,null,813957,null,13665,null,681994,null,12923,null,47318,null,3505,null,84645,null,5028,null,283505,null,7337,null,244113,null,6748,null,12441,null,1923,null,26951,null,2853,null,1716578,null,18229,null,1388392,null,17321,null,1155087,null,15898,null,43173,null,3941,null,190132,null,7374,null,328186,null,8629,null,271711,null,7176,null,6866,null,1331,null,49609,null,4194,null,0400000US25,Massachusetts,25
6624875,null,4676,null,801232,null,14581,null,291317,null,9060,null,216986,null,7718,null,46021,null,4313,null,28310,null,3475,null,509915,null,11702,null,436306,null,10749,null,19338,null,2169,null,54271,null,4262,null,2057412,null,18055,null,1148677,null,14115,null,1073861,null,13710,null,28611,null,2710,null,46205,null,3952,null,908735,null,12751,null,855915,null,11928,null,14007,null,2012,null,38813,null,3040,null,2137405,null,20385,null,1504718,null,18781,null,1422674,null,18542,null,29322,null,3049,null,52722,null,4308,null,632687,null,11969,null,594420,null,11422,null,9988,null,1511,null,28279,null,2562,null,1628826,null,21418,null,1247282,null,17265,null,1095803,null,16540,null,25240,null,2317,null,126239,null,4578,null,381544,null,8918,null,335272,null,7926,null,6062,null,1247,null,40210,null,3243,null,0400000US26,Michigan,26
3486153,null,3055,null,297096,null,8198,null,130242,null,5573,null,79120,null,4624,null,34687,null,2991,null,16435,null,2314,null,166854,null,5826,null,135057,null,4825,null,8531,null,1250,null,23266,null,2189,null,972163,null,10936,null,611331,null,10505,null,566554,null,9836,null,17690,null,2012,null,27087,null,2813,null,360832,null,5740,null,343153,null,5864,null,3859,null,879,null,13820,null,1758,null,1118853,null,13439,null,865590,null,13051,null,814467,null,12400,null,15246,null,2092,null,35877,null,2844,null,253263,null,6384,null,238303,null,6323,null,3657,null,784,null,11303,null,1681,null,1098041,null,13828,null,883700,null,11340,null,805149,null,9851,null,15767,null,1931,null,62784,null,3549,null,214341,null,6575,null,194434,null,6283,null,3822,null,917,null,16085,null,1871,null,0400000US27,Minnesota,27
1865862,null,5619,null,366000,null,9201,null,140473,null,5660,null,128434,null,5945,null,9520,null,2305,null,2519,null,824,null,225527,null,7114,null,218413,null,6803,null,4333,null,1042,null,2781,null,927,null,572627,null,11694,null,327323,null,11083,null,318146,null,11415,null,6056,null,1494,null,3121,null,1192,null,245304,null,7274,null,240224,null,7141,null,2330,null,733,null,2750,null,935,null,561575,null,10112,null,395353,null,9046,null,381665,null,8677,null,7769,null,1789,null,5919,null,1316,null,166222,null,6039,null,162219,null,5716,null,2215,null,846,null,1788,null,676,null,365660,null,9502,null,274515,null,8224,null,260450,null,7837,null,5848,null,1586,null,8217,null,1886,null,91145,null,4888,null,87576,null,4882,null,1325,null,515,null,2244,null,720,null,0400000US28,Mississippi,28
3961562,null,4345,null,524505,null,11689,null,205521,null,9194,null,177209,null,8756,null,19897,null,2565,null,8415,null,1814,null,318984,null,8876,null,301546,null,8227,null,8157,null,1779,null,9281,null,1653,null,1267009,null,11888,null,768085,null,11944,null,736756,null,11505,null,14753,null,1940,null,16576,null,2550,null,498924,null,8505,null,485599,null,8367,null,4973,null,860,null,8352,null,1494,null,1170953,null,14171,null,832072,null,11661,null,798669,null,11455,null,14654,null,2278,null,18749,null,2594,null,338881,null,9130,null,326607,null,9028,null,5503,null,1138,null,6771,null,1217,null,999095,null,14352,null,787073,null,13950,null,727575,null,13198,null,15732,null,2136,null,43766,null,3981,null,212022,null,7727,null,195363,null,7400,null,4616,null,1180,null,12043,null,1878,null,0400000US29,Missouri,29
648828,null,2188,null,59423,null,3392,null,25518,null,2467,null,22259,null,2236,null,660,null,357,null,2599,null,757,null,33905,null,2197,null,29224,null,2105,null,1438,null,571,null,3243,null,706,null,204204,null,6069,null,121810,null,5536,null,119442,null,5424,null,766,null,433,null,1602,null,707,null,82394,null,3394,null,78937,null,3509,null,738,null,372,null,2719,null,852,null,207569,null,6441,null,143367,null,5927,null,138344,null,5934,null,2130,null,837,null,2893,null,783,null,64202,null,3482,null,61968,null,3445,null,497,null,286,null,1737,null,537,null,177632,null,6493,null,133664,null,5594,null,126679,null,5231,null,1682,null,700,null,5303,null,1363,null,43968,null,3325,null,42191,null,3264,null,559,null,287,null,1218,null,436,null,0400000US30,Montana,30
1153230,null,2678,null,117664,null,4472,null,59668,null,3798,null,29541,null,2776,null,27272,null,2320,null,2855,null,804,null,57996,null,3003,null,46963,null,2897,null,8103,null,1390,null,2930,null,843,null,329580,null,6551,null,204922,null,5878,null,192632,null,5773,null,8881,null,1738,null,3409,null,1015,null,124658,null,4701,null,117959,null,4428,null,3506,null,892,null,3193,null,651,null,390521,null,7245,null,298548,null,6892,null,285579,null,6776,null,7545,null,1346,null,5424,null,1163,null,91973,null,4464,null,88677,null,4331,null,1496,null,511,null,1800,null,463,null,315465,null,7589,null,257371,null,7420,null,240874,null,6795,null,4804,null,990,null,11693,null,1687,null,58094,null,2747,null,53841,null,2698,null,504,null,262,null,3749,null,874,null,0400000US31,Nebraska,31
1728239,null,2903,null,277932,null,9677,null,168843,null,7975,null,54740,null,4254,null,102450,null,5460,null,11653,null,1668,null,109089,null,6037,null,57803,null,4683,null,40169,null,3611,null,11117,null,1906,null,496477,null,9903,null,330143,null,8882,null,239317,null,7274,null,62899,null,5765,null,27927,null,2946,null,166334,null,5725,null,140136,null,5291,null,15186,null,2345,null,11012,null,1530,null,577407,null,11278,null,417425,null,10769,null,335908,null,9791,null,45049,null,4152,null,36468,null,3409,null,159982,null,6517,null,139047,null,5413,null,9438,null,1682,null,11497,null,2033,null,376423,null,8862,null,288576,null,7887,null,227551,null,6343,null,17048,null,2413,null,43977,null,3957,null,87847,null,4244,null,69031,null,3700,null,3387,null,952,null,15429,null,1983,null,0400000US32,Nevada,32
902747,null,1753,null,78694,null,4831,null,34979,null,3112,null,29722,null,2777,null,1959,null,823,null,3298,null,956,null,43715,null,3583,null,36357,null,2963,null,1988,null,1090,null,5370,null,1135,null,270372,null,7714,null,177324,null,6886,null,164412,null,6637,null,3573,null,1160,null,9339,null,1405,null,93048,null,3912,null,85517,null,3836,null,846,null,466,null,6685,null,1257,null,264808,null,7531,null,201859,null,6539,null,190261,null,6551,null,3021,null,855,null,8577,null,1543,null,62949,null,3790,null,58438,null,3612,null,766,null,476,null,3745,null,855,null,288873,null,6998,null,227290,null,6806,null,208286,null,6746,null,3296,null,1044,null,15708,null,2129,null,61583,null,3658,null,56903,null,3550,null,434,null,347,null,4246,null,1173,null,0400000US33,New Hampshire,33
