C25121_001E,C25121_001EA,C25121_001M,C25121_001MA,C25121_002E,C25121_002EA,C25121_002M,C25121_002MA,C25121_003E,C25121_003EA,C25121_003M,C25121_003MA,C25121_004E,C25121_004EA,C25121_004M,C25121_004MA,C25121_005E,C25121_005EA,C25121_005M,C25121_005MA,C25121_006E,C25121_006EA,C25121_006M,C25121_006MA,C25121_007E,C25121_007EA,C25121_007M,C25121_007MA,C25121_008E,C25121_008EA,C25121_008M,C25121_008MA,C25121_009E,C25121_009EA,C25121_009M,C25121_009MA,C25121_010E,C25121_010EA,C25121_010M,C25121_010MA,C25121_011E,C25121_011EA,C25121_011M,C25121_011MA,C25121_012E,C25121_012EA,C25121_012M,C25121_012MA,C25121_013E,C25121_013EA,C25121_013M,C25121_013MA,C25121_014E,C25121_014EA,C25121_014M,C25121_014MA,C25121_015E,C25121_015EA,C25121_015M,C25121_015MA,C25121_016E,C25121_016EA,C25121_016M,C25121_016MA,C25121_017E,C25121_017EA,C25121_017M,C25121_017MA,C25121_018E,C25121_018EA,C25121_018M,C25121_018MA,C25121_019E,C25121_019EA,C25121_019M,C25121_019MA,C25121_020E,C25121_020EA,C25121_020M,C25121_020MA,C25121_021E,C25121_021EA,C25121_021M,C25121_021MA,C25121_022E,C25121_022EA,C25121_022M,C25121_022MA,C25121_023E,C25121_023EA,C25121_023M,C25121_023MA,C25121_024E,C25121_024EA,C25121_024M,C25121_024MA,C25121_025E,C25121_025EA,C25121_025M,C25121_025MA,C25121_026E,C25121_026EA,C25121_026M,C25121_026MA,C25121_027E,C25121_027EA,C25121_027M,C25121_027MA,C25121_028E,C25121_028EA,C25121_028M,C25121_028MA,C25121_029E,C25121_029EA,C25121_029M,C25121_029MA,C25121_030E,C25121_030EA,C25121_030M,C25121_030MA,C25121_031E,C25121_031EA,C25121_031M,C25121_031MA,GEO_ID,NAME,state
1285879,null,10656,null,77733,null,4566,null,38825,null,3241,null,17268,null,1899,null,12555,null,1500,null,9085,null,1951,null,143293,null,5662,null,64835,null,3701,null,37301,null,3421,null,29859,null,2429,null,11298,null,1472,null,208531,null,7307,null,66882,null,3966,null,56824,null,3348,null,62967,null,3812,null,21858,null,2001,null,200809,null,6494,null,45755,null,3238,null,53388,null,3612,null,72215,null,4406,null,29451,null,2621,null,257139,null,8058,null,38749,null,3011,null,56257,null,3750,null,111396,null,5789,null,50737,null,3739,null,398374,null,6486,null,22058,null,2052,null,40543,null,2587,null,144695,null,4901,null,191078,null,5303,null,0400000US01,Alabama,01
154337,null,3768,null,4816,null,1133,null,1488,null,577,null,332,null,261,null,765,null,290,null,2231,null,771,null,6130,null,938,null,1556,null,525,null,634,null,302,null,1723,null,476,null,2217,null,594,null,14000,null,1714,null,3123,null,827,null,1423,null,466,null,4529,null,952,null,4925,null,917,null,16184,null,1990,null,1790,null,637,null,1940,null,596,null,6383,null,1049,null,6071,null,1284,null,28289,null,2168,null,2637,null,721,null,1518,null,435,null,8766,null,1381,null,15368,null,1598,null,84918,null,3287,null,2319,null,600,null,1420,null,519,null,14530,null,1840,null,66649,null,2985,null,0400000US02,Alaska,02
1526790,null,12373,null,70927,null,3315,null,17821,null,2123,null,10447,null,1568,null,22720,null,2546,null,19939,null,1850,null,124530,null,5478,null,28047,null,2856,null,19683,null,2056,null,45316,null,3893,null,31484,null,2647,null,220052,null,7426,null,37838,null,3549,null,31299,null,2895,null,91754,null,5202,null,59161,null,4018,null,224348,null,6643,null,25653,null,2440,null,25963,null,2361,null,95501,null,5188,null,77231,null,4286,null,312831,null,7790,null,21141,null,2223,null,28184,null,2755,null,136871,null,5362,null,126635,null,5734,null,574102,null,9518,null,13886,null,1811,null,19351,null,2345,null,153235,null,6327,null,387630,null,7941,null,0400000US04,Arizona,04
742860,null,10442,null,41542,null,2696,null,21732,null,2109,null,8956,null,1498,null,6515,null,1153,null,4339,null,1077,null,85753,null,4305,null,43254,null,3181,null,21079,null,1842,null,16147,null,1955,null,5273,null,1059,null,136239,null,6079,null,46841,null,3218,null,38462,null,3192,null,39057,null,3217,null,11879,null,1570,null,120848,null,4442,null,31243,null,2310,null,37179,null,2669,null,41207,null,3071,null,11219,null,1633,null,155779,null,5922,null,28893,null,2592,null,40991,null,2879,null,62992,null,3969,null,22903,null,2192,null,202699,null,6334,null,14770,null,1978,null,28539,null,2590,null,84073,null,4533,null,75317,null,3739,null,0400000US05,Arkansas,05
6910054,null,26866,null,195502,null,5568,null,24485,null,2467,null,11722,null,1591,null,32646,null,2735,null,126649,null,4594,null,383511,null,9273,null,60996,null,3072,null,27800,null,2524,null,71613,null,3890,null,223102,null,8204,null,712429,null,12806,null,73689,null,4028,null,47302,null,3422,null,146035,null,5518,null,445403,null,10333,null,759717,null,12936,null,45070,null,2845,null,39937,null,2862,null,150304,null,5419,null,524406,null,11001,null,1227662,null,18987,null,43434,null,3376,null,38398,null,3103,null,212411,null,7763,null,933419,null,15005,null,3631233,null,20461,null,43742,null,2981,null,37832,null,3224,null,253298,null,6945,null,3296361,null,19697,null,0400000US06,California,06
1279955,null,10174,null,38913,null,2985,null,7211,null,1276,null,3378,null,811,null,12599,null,1667,null,15725,null,1787,null,73726,null,3865,null,13476,null,1696,null,10756,null,1625,null,24798,null,2145,null,24696,null,2492,null,136202,null,5792,null,19301,null,2188,null,13235,null,1476,null,51036,null,3355,null,52630,null,3248,null,162526,null,6588,null,12921,null,1596,null,12130,null,1508,null,66505,null,3803,null,70970,null,4066,null,264028,null,8266,null,13008,null,1902,null,9077,null,1358,null,96644,null,4959,null,145299,null,6008,null,604560,null,9030,null,8351,null,1434,null,7374,null,1337,null,93870,null,4665,null,494965,null,7652,null,0400000US08,Colorado,08
913166,null,7185,null,16523,null,1969,null,1506,null,604,null,815,null,441,null,3990,null,910,null,10212,null,1541,null,40527,null,2352,null,2716,null,690,null,1182,null,540,null,12174,null,1592,null,24455,null,1976,null,80316,null,4265,null,4292,null,941,null,2709,null,785,null,24064,null,2158,null,49251,null,3124,null,93638,null,4016,null,3385,null,890,null,4584,null,966,null,28475,null,2446,null,57194,null,3450,null,159617,null,5416,null,3212,null,935,null,2812,null,803,null,44776,null,3272,null,108817,null,4093,null,522545,null,8024,null,4268,null,881,null,3091,null,873,null,62851,null,3607,null,452335,null,7277,null,0400000US09,Connecticut,09
240908,null,4399,null,7260,null,1260,null,1356,null,515,null,419,null,239,null,2108,null,688,null,3377,null,818,null,15753,null,1398,null,2340,null,680,null,1277,null,416,null,5915,null,1163,null,6221,null,992,null,30314,null,2531,null,5642,null,1067,null,1857,null,531,null,9604,null,1583,null,13211,null,1561,null,31494,null,2783,null,2376,null,598,null,1373,null,538,null,11243,null,1563,null,16502,null,1994,null,50270,null,3112,null,2951,null,1121,null,993,null,394,null,15540,null,1750,null,30786,null,2192,null,105817,null,3994,null,2071,null,627,null,705,null,308,null,14976,null,1667,null,88065,null,3617,null,0400000US10,Delaware,10
111618,null,3411,null,4196,null,1010,null,179,null,151,null,85,null,139,null,417,null,335,null,3515,null,878,null,4360,null,939,null,182,null,153,null,448,null,259,null,197,null,160,null,3533,null,912,null,7534,null,1197,null,287,null,208,null,154,null,176,null,865,null,342,null,6228,null,1119,null,9567,null,1636,null,97,null,113,null,135,null,153,null,1052,null,503,null,8283,null,1472,null,16992,null,1653,null,94,null,116,null,318,null,248,null,1435,null,592,null,15145,null,1623,null,68969,null,2902,null,105,null,126,null,382,null,295,null,1664,null,606,null,66818,null,2919,null,0400000US11,District of Columbia,11
4785064,null,27252,null,246900,null,8155,null,57462,null,3998,null,42795,null,3108,null,74233,null,3957,null,72410,null,4156,null,449341,null,10168,null,95420,null,4653,null,85904,null,4195,null,150036,null,7628,null,117981,null,5468,null,782321,null,16095,null,127470,null,4898,null,137354,null,6411,null,299399,null,9600,null,218098,null,7433,null,751986,null,15272,null,81873,null,5236,null,109551,null,5372,null,312715,null,7956,null,247847,null,8486,null,957140,null,12902,null,61192,null,3035,null,101677,null,5889,null,402821,null,9095,null,391450,null,8825,null,1597376,null,14469,null,40357,null,2886,null,61433,null,3363,null,408631,null,9491,null,1086955,null,14068,null,0400000US12,Florida,12
