C27014_001E,C27014_001EA,C27014_001M,C27014_001MA,C27014_002E,C27014_002EA,C27014_002M,C27014_002MA,C27014_003E,C27014_003EA,C27014_003M,C27014_003MA,C27014_004E,C27014_004EA,C27014_004M,C27014_004MA,C27014_005E,C27014_005EA,C27014_005M,C27014_005MA,C27014_006E,C27014_006EA,C27014_006M,C27014_006MA,C27014_007E,C27014_007EA,C27014_007M,C27014_007MA,C27014_008E,C27014_008EA,C27014_008M,C27014_008MA,C27014_009E,C27014_009EA,C27014_009M,C27014_009MA,C27014_010E,C27014_010EA,C27014_010M,C27014_010MA,C27014_011E,C27014_011EA,C27014_011M,C27014_011MA,C27014_012E,C27014_012EA,C27014_012M,C27014_012MA,C27014_013E,C27014_013EA,C27014_013M,C27014_013MA,C27014_014E,C27014_014EA,C27014_014M,C27014_014MA,C27014_015E,C27014_015EA,C27014_015M,C27014_015MA,C27014_016E,C27014_016EA,C27014_016M,C27014_016MA,C27014_017E,C27014_017EA,C27014_017M,C27014_017MA,C27014_018E,C27014_018EA,C27014_018M,C27014_018MA,C27014_019E,C27014_019EA,C27014_019M,C27014_019MA,C27014_020E,C27014_020EA,C27014_020M,C27014_020MA,C27014_021E,C27014_021EA,C27014_021M,C27014_021MA,C27014_022E,C27014_022EA,C27014_022M,C27014_022MA,GEO_ID,NAME,state
3491801,null,2890,null,1421526,null,13634,null,1377976,null,14255,null,56845,null,4027,null,1321131,null,13995,null,43550,null,2990,null,39600,null,2848,null,3950,null,1054,null,835732,null,13707,null,771276,null,13632,null,79146,null,4845,null,692130,null,13849,null,64456,null,2898,null,63471,null,2874,null,985,null,393,null,1234543,null,12567,null,718464,null,13131,null,286144,null,7660,null,432320,null,10141,null,516079,null,4887,null,510594,null,4961,null,5485,null,1184,null,0400000US01,Alabama,01
494820,null,2691,null,204489,null,5787,null,199142,null,5739,null,12397,null,1770,null,186745,null,5552,null,5347,null,1055,null,4568,null,832,null,779,null,495,null,182201,null,5650,null,172641,null,5557,null,16776,null,2559,null,155865,null,5610,null,9560,null,1154,null,8958,null,1145,null,602,null,375,null,108130,null,4217,null,71944,null,4022,null,22047,null,2557,null,49897,null,3264,null,36186,null,1753,null,35796,null,1760,null,390,null,223,null,0400000US02,Alaska,02
4771717,null,2419,null,1953715,null,17592,null,1902256,null,17104,null,126814,null,6575,null,1775442,null,17210,null,51459,null,3953,null,44283,null,3576,null,7176,null,1519,null,1204708,null,18519,null,1112624,null,18197,null,202701,null,7727,null,909923,null,17888,null,92084,null,4651,null,88382,null,4481,null,3702,null,851,null,1613294,null,18893,null,902761,null,17829,null,340687,null,12554,null,562074,null,13973,null,710533,null,6425,null,692763,null,6565,null,17770,null,2744,null,0400000US04,Arizona,04
2126707,null,2256,null,882790,null,14566,null,858193,null,14319,null,46870,null,2999,null,811323,null,14598,null,24597,null,2044,null,22286,null,1842,null,2311,null,768,null,513793,null,10924,null,472753,null,10635,null,58784,null,4797,null,413969,null,10124,null,41040,null,2496,null,40372,null,2457,null,668,null,367,null,730124,null,11422,null,403936,null,11008,null,177258,null,8363,null,226678,null,8083,null,326188,null,4179,null,323401,null,4060,null,2787,null,878,null,0400000US05,Arkansas,05
26954252,null,6400,null,11062151,null,44495,null,10753998,null,43517,null,483302,null,11397,null,10270696,null,41259,null,308153,null,7933,null,238021,null,6755,null,70132,null,4415,null,7468639,null,37374,null,7029165,null,38283,null,849329,null,18315,null,6179836,null,38606,null,439474,null,8633,null,411403,null,8254,null,28071,null,2655,null,8423462,null,34394,null,5146673,null,32278,null,1565819,null,23637,null,3580854,null,32575,null,3276789,null,11716,null,3164714,null,12805,null,112075,null,5982,null,0400000US06,California,06
3704931,null,3378,null,1695384,null,15317,null,1656061,null,15232,null,60076,null,4138,null,1595985,null,15468,null,39323,null,2370,null,33651,null,2355,null,5672,null,1239,null,1080383,null,14419,null,1008053,null,14169,null,92883,null,6156,null,915170,null,15243,null,72330,null,3240,null,70157,null,3167,null,2173,null,706,null,929164,null,12141,null,524175,null,11335,null,140324,null,5593,null,383851,null,9852,null,404989,null,4102,null,395431,null,3996,null,9558,null,1720,null,0400000US08,Colorado,08
2650057,null,1440,null,1177624,null,12077,null,1137813,null,11636,null,48515,null,3338,null,1089298,null,12439,null,39811,null,2858,null,33077,null,2625,null,6734,null,1378,null,761894,null,11447,null,691181,null,11314,null,91621,null,5055,null,599560,null,10968,null,70713,null,3159,null,67945,null,3220,null,2768,null,730,null,710539,null,9252,null,361072,null,8508,null,122691,null,5757,null,238381,null,7422,null,349467,null,3736,null,342610,null,4073,null,6857,null,1289,null,0400000US09,Connecticut,09
662719,null,1087,null,292493,null,6661,null,283968,null,6762,null,15940,null,2325,null,268028,null,6807,null,8525,null,1265,null,7146,null,1094,null,1379,null,525,null,170410,null,5415,null,153486,null,5122,null,27848,null,3075,null,125638,null,4360,null,16924,null,1913,null,16811,null,1903,null,113,null,132,null,199816,null,5815,null,103938,null,5392,null,41373,null,3405,null,62565,null,4499,null,95878,null,2572,null,94720,null,2681,null,1158,null,578,null,0400000US10,Delaware,10
475698,null,861,null,221239,null,5539,null,212477,null,5472,null,16942,null,2199,null,195535,null,5544,null,8762,null,1286,null,6846,null,1222,null,1916,null,704,null,109765,null,5675,null,100821,null,5381,null,27004,null,3060,null,73817,null,4277,null,8944,null,1243,null,8382,null,1299,null,562,null,349,null,144694,null,5045,null,96636,null,4774,null,47695,null,3790,null,48941,null,3892,null,48058,null,1953,null,45280,null,2013,null,2778,null,785,null,0400000US11,District of Columbia,11
14142123,null,4762,null,5625050,null,36098,null,5434384,null,34584,null,218666,null,8525,null,5215718,null,34646,null,190666,null,5634,null,161253,null,5069,null,29413,null,2881,null,3404884,null,30499,null,3082653,null,29583,null,315425,null,9717,null,2767228,null,28910,null,322231,null,7584,null,310926,null,7653,null,11305,null,1872,null,5112189,null,30167,null,2506681,null,27061,null,755035,null,17008,null,1751646,null,24166,null,2605508,null,12504,null,2546824,null,13479,null,58684,null,5129,null,0400000US12,Florida,12
7018588,null,7707,null,3098904,null,23619,null,3026236,null,23552,null,110354,null,5297,null,2915882,null,23211,null,72668,null,3916,null,62032,null,3639,null,10636,null,1700,null,1733384,null,23083,null,1623962,null,22900,null,139814,null,7069,null,1484148,null,22137,null,109422,null,5196,null,105273,null,4813,null,4149,null,1319,null,2186300,null,23932,null,1393313,null,23394,null,401061,null,11735,null,992252,null,19536,null,792987,null,7512,null,778744,null,7878,null,14243,null,2009,null,0400000US13,Georgia,13
943605,null,4924,null,426296,null,7678,null,408131,null,7504,null,23054,null,2975,null,385077,null,8441,null,18165,null,1943,null,14100,null,1564,null,4065,null,1251,null,237241,null,7023,null,216897,null,6595,null,29416,null,2692,null,187481,null,6930,null,20344,null,1811,null,19282,null,1677,null,1062,null,418,null,280068,null,6172,null,137962,null,5473,null,44967,null,3978,null,92995,null,4881,null,142106,null,2973,null,138871,null,3026,null,3235,null,907,null,0400000US15,Hawaii,15
1102391,null,1883,null,439281,null,8188,null,429387,null,8209,null,17752,null,2210,null,411635,null,8260,null,9894,null,1353,null,8635,null,1295,null,1259,null,500,null,346166,null,7804,null,323050,null,7857,null,28049,null,3043,null,295001,null,7711,null,23116,null,1787,null,22525,null,1728,null,591,null,362,null,316944,null,6257,null,171547,null,6177,null,52414,null,4346,null,119133,null,5459,null,145397,null,2614,null,143491,null,2598,null,1906,null,848,null,0400000US16,Idaho,16
9551317,null,3602,null,4146553,null,24567,null,4035526,null,23347,null,189640,null,6957,null,3845886,null,23603,null,111027,null,4427,null,91180,null,3855,null,19847,null,2493,null,2619997,null,21618,null,2423551,null,21281,null,296436,null,9024,null,2127115,null,18770,null,196446,null,4841,null,187728,null,4697,null,8718,null,1521,null,2784767,null,18866,null,1574894,null,17845,null,485692,null,11616,null,1089202,null,17366,null,1209873,null,7073,null,1182274,null,7411,null,27599,null,3344,null,0400000US17,Illinois,17
4733490,null,2889,null,1977094,null,15700,null,1924511,null,15161,null,69432,null,3991,null,1855079,null,15068,null,52583,null,3241,null,45754,null,2890,null,6829,null,1147,null,1374640,null,14140,null,1267354,null,12825,null,131489,null,6964,null,1135865,null,12405,null,107286,null,4377,null,104286,null,4259,null,3000,null,743,null,1381756,null,16035,null,757414,null,14803,null,255342,null,9179,null,502072,null,12901,null,624342,null,5696,null,618547,null,5838,null,5795,null,1267,null,0400000US18,Indiana,18
