B25015_001E,B25015_001EA,B25015_001M,B25015_001MA,B25015_002E,B25015_002EA,B25015_002M,B25015_002MA,B25015_003E,B25015_003EA,B25015_003M,B25015_003MA,B25015_004E,B25015_004EA,B25015_004M,B25015_004MA,B25015_005E,B25015_005EA,B25015_005M,B25015_005MA,B25015_006E,B25015_006EA,B25015_006M,B25015_006MA,B25015_007E,B25015_007EA,B25015_007M,B25015_007MA,B25015_008E,B25015_008EA,B25015_008M,B25015_008MA,B25015_009E,B25015_009EA,B25015_009M,B25015_009MA,B25015_010E,B25015_010EA,B25015_010M,B25015_010MA,B25015_011E,B25015_011EA,B25015_011M,B25015_011MA,B25015_012E,B25015_012EA,B25015_012M,B25015_012MA,B25015_013E,B25015_013EA,B25015_013M,B25015_013MA,B25015_014E,B25015_014EA,B25015_014M,B25015_014MA,B25015_015E,B25015_015EA,B25015_015M,B25015_015MA,B25015_016E,B25015_016EA,B25015_016M,B25015_016MA,B25015_017E,B25015_017EA,B25015_017M,B25015_017MA,B25015_018E,B25015_018EA,B25015_018M,B25015_018MA,B25015_019E,B25015_019EA,B25015_019M,B25015_019MA,B25015_020E,B25015_020EA,B25015_020M,B25015_020MA,B25015_021E,B25015_021EA,B25015_021M,B25015_021MA,B25015_022E,B25015_022EA,B25015_022M,B25015_022MA,B25015_023E,B25015_023EA,B25015_023M,B25015_023MA,B25015_024E,B25015_024EA,B25015_024M,B25015_024MA,B25015_025E,B25015_025EA,B25015_025M,B25015_025MA,B25015_026E,B25015_026EA,B25015_026M,B25015_026MA,B25015_027E,B25015_027EA,B25015_027M,B25015_027MA,GEO_ID,NAME,state
1848051,null,10312,null,1285879,null,10656,null,160699,null,5220,null,156524,null,5000,null,3214,null,1076,null,961,null,530,null,774796,null,8522,null,764416,null,8512,null,8280,null,1481,null,2100,null,746,null,350384,null,5156,null,349396,null,5094,null,846,null,370,null,142,null,148,null,562172,null,10797,null,228139,null,6863,null,217644,null,6622,null,7718,null,1700,null,2777,null,920,null,263627,null,7872,null,254641,null,7960,null,6873,null,1430,null,2113,null,910,null,70406,null,3873,null,70197,null,3850,null,80,null,109,null,129,null,153,null,0400000US01,Alabama,01
236597,null,2353,null,154337,null,3768,null,21473,null,1975,null,19596,null,2114,null,1439,null,672,null,438,null,262,null,106859,null,3450,null,101810,null,3434,null,3186,null,796,null,1863,null,594,null,26005,null,1404,null,25452,null,1372,null,294,null,139,null,259,null,119,null,82260,null,3476,null,35921,null,2662,null,33108,null,2727,null,1591,null,569,null,1222,null,496,null,41126,null,2728,null,37782,null,2691,null,1817,null,561,null,1527,null,494,null,5213,null,1058,null,5178,null,1050,null,25,null,38,null,10,null,18,null,0400000US02,Alaska,02
2276865,null,11778,null,1526790,null,12373,null,184354,null,6566,null,175895,null,6395,null,5524,null,1425,null,2935,null,1009,null,910557,null,9974,null,886312,null,9805,null,17544,null,1779,null,6701,null,1501,null,431879,null,6914,null,427893,null,6915,null,2064,null,729,null,1922,null,573,null,750075,null,11978,null,309174,null,8153,null,281209,null,8526,null,18541,null,2294,null,9424,null,1721,null,362690,null,11051,null,334826,null,10439,null,21043,null,2657,null,6821,null,1517,null,78211,null,4218,null,77236,null,4112,null,661,null,433,null,314,null,388,null,0400000US04,Arizona,04
1124947,null,8066,null,742860,null,10442,null,89720,null,5047,null,87024,null,4886,null,2330,null,825,null,366,null,327,null,440500,null,7797,null,430648,null,7659,null,7885,null,1481,null,1967,null,793,null,212640,null,3736,null,212119,null,3705,null,439,null,264,null,82,null,123,null,382087,null,9861,null,162183,null,7206,null,152834,null,7110,null,6151,null,1584,null,3198,null,1240,null,173021,null,6242,null,167050,null,6538,null,4179,null,1002,null,1792,null,778,null,46883,null,2884,null,46283,null,2890,null,283,null,261,null,317,null,323,null,0400000US05,Arkansas,05
12214891,null,20992,null,6910054,null,26866,null,611163,null,12403,null,569998,null,11603,null,30208,null,3060,null,10957,null,1795,null,4533313,null,20453,null,4313721,null,20447,null,169827,null,7050,null,49765,null,3653,null,1765578,null,15031,null,1747892,null,14992,null,13718,null,1838,null,3968,null,867,null,5304837,null,27827,null,1858558,null,18124,null,1567719,null,18580,null,162003,null,6418,null,128836,null,5866,null,2847554,null,19177,null,2430786,null,18774,null,246222,null,9317,null,170546,null,7911,null,598725,null,9486,null,579222,null,8949,null,8726,null,1505,null,10777,null,1980,null,0400000US06,California,06
1910146,null,9468,null,1279955,null,10174,null,168952,null,6045,null,164911,null,6050,null,3343,null,1022,null,698,null,460,null,848384,null,7924,null,838669,null,7813,null,7704,null,1523,null,2011,null,681,null,262619,null,3751,null,262037,null,3774,null,326,null,278,null,256,null,202,null,630191,null,8889,null,280203,null,7577,null,264409,null,7306,null,10942,null,1947,null,4852,null,1294,null,284846,null,7169,null,273154,null,7360,null,9326,null,1580,null,2366,null,886,null,65142,null,2860,null,64821,null,2838,null,58,null,100,null,263,null,236,null,0400000US08,Colorado,08
1326329,null,5869,null,913166,null,7185,null,81012,null,4283,null,79899,null,4321,null,838,null,459,null,275,null,355,null,607925,null,6341,null,602151,null,6277,null,4805,null,1107,null,969,null,482,null,224229,null,4034,null,223503,null,3988,null,429,null,307,null,297,null,287,null,413163,null,7387,null,133532,null,5507,null,125169,null,5139,null,5743,null,1256,null,2620,null,973,null,211733,null,6406,null,200912,null,6201,null,7665,null,1463,null,3156,null,970,null,67898,null,3386,null,67681,null,3388,null,0,null,277,null,217,null,174,null,0400000US09,Connecticut,09
327252,null,4316,null,240908,null,4399,null,26905,null,2088,null,26329,null,1989,null,576,null,444,null,0,null,263,null,149330,null,4005,null,148079,null,3978,null,1127,null,568,null,124,null,124,null,64673,null,2106,null,64546,null,2117,null,127,null,116,null,0,null,263,null,86344,null,3763,null,31993,null,2562,null,30659,null,2380,null,782,null,534,null,552,null,445,null,42982,null,3441,null,40575,null,3467,null,1416,null,829,null,991,null,630,null,11369,null,1555,null,11192,null,1538,null,0,null,263,null,177,null,165,null,0400000US10,Delaware,10
249280,null,3172,null,111618,null,3411,null,15309,null,1519,null,15027,null,1485,null,65,null,129,null,217,null,311,null,67282,null,2948,null,66101,null,2846,null,905,null,565,null,276,null,231,null,29027,null,1892,null,29027,null,1892,null,0,null,296,null,0,null,296,null,137662,null,3905,null,49209,null,2680,null,46799,null,2736,null,1711,null,715,null,699,null,416,null,71499,null,2860,null,68259,null,3014,null,2053,null,764,null,1187,null,535,null,16954,null,1553,null,16704,null,1558,null,137,null,168,null,113,null,134,null,0400000US11,District of Columbia,11
6987647,null,25717,null,4785064,null,27252,null,425481,null,10557,null,415138,null,10502,null,7993,null,1642,null,2350,null,781,null,2755989,null,21242,null,2709495,null,21101,null,38374,null,3076,null,8120,null,1344,null,1603594,null,13340,null,1597569,null,12986,null,4492,null,1263,null,1533,null,519,null,2202583,null,21786,null,820213,null,15771,null,770340,null,15591,null,36914,null,3996,null,12959,null,2185,null,1087667,null,16710,null,1033739,null,16407,null,35828,null,3398,null,18100,null,2416,null,294703,null,7749,null,291781,null,7768,null,1376,null,631,null,1546,null,716,null,0400000US12,Florida,12
3469250,null,16258,null,2325917,null,19632,null,299673,null,8810,null,292960,null,8884,null,5789,null,1249,null,924,null,526,null,1522376,null,13971,null,1505756,null,13693,null,14114,null,2092,null,2506,null,828,null,503868,null,5472,null,501352,null,5354,null,2217,null,667,null,299,null,209,null,1143333,null,15579,null,459095,null,11544,null,429306,null,11356,null,19967,null,2593,null,9822,null,2010,null,568979,null,11930,null,542118,null,11785,null,19739,null,2433,null,7122,null,1838,null,115259,null,5237,null,114008,null,5259,null,640,null,425,null,611,null,410,null,0400000US13,Georgia,13
