B12503_001E,B12503_001EA,B12503_001M,B12503_001MA,B12503_002E,B12503_002EA,B12503_002M,B12503_002MA,B12503_003E,B12503_003EA,B12503_003M,B12503_003MA,B12503_004E,B12503_004EA,B12503_004M,B12503_004MA,B12503_005E,B12503_005EA,B12503_005M,B12503_005MA,B12503_006E,B12503_006EA,B12503_006M,B12503_006MA,B12503_007E,B12503_007EA,B12503_007M,B12503_007MA,B12503_008E,B12503_008EA,B12503_008M,B12503_008MA,B12503_009E,B12503_009EA,B12503_009M,B12503_009MA,B12503_010E,B12503_010EA,B12503_010M,B12503_010MA,B12503_011E,B12503_011EA,B12503_011M,B12503_011MA,GEO_ID,NAME,state
3772855,null,3273,null,1804158,null,4012,null,567485,null,9230,null,1236673,null,9321,null,22908,null,2344,null,1213765,null,9743,null,1968697,null,3728,null,497452,null,8660,null,1471245,null,8825,null,27399,null,2869,null,1443846,null,9558,null,0400000US01,Alabama,01
546524,null,1350,null,282361,null,1415,null,109419,null,4073,null,172942,null,3819,null,3518,null,953,null,169424,null,3939,null,264163,null,1242,null,76760,null,3188,null,187403,null,3077,null,4292,null,1565,null,183111,null,3102,null,0400000US02,Alaska,02
5135919,null,1656,null,2559713,null,2119,null,921109,null,14167,null,1638604,null,14001,null,27742,null,3095,null,1610862,null,14499,null,2576206,null,1790,null,721281,null,11598,null,1854925,null,11668,null,30632,null,3655,null,1824293,null,11670,null,0400000US04,Arizona,04
2297928,null,2637,null,1111422,null,2883,null,317670,null,6561,null,793752,null,6169,null,15038,null,2238,null,778714,null,6526,null,1186506,null,2752,null,270048,null,7320,null,916458,null,6873,null,15140,null,1985,null,901318,null,6901,null,0400000US05,Arkansas,05
29134110,null,3342,null,14498917,null,3921,null,5679880,null,27880,null,8819037,null,28338,null,115806,null,5604,null,8703231,null,27937,null,14635193,null,4093,null,4651093,null,25812,null,9984100,null,26075,null,130259,null,5601,null,9853841,null,26253,null,0400000US06,California,06
3991744,null,2059,null,2000508,null,2943,null,687319,null,10283,null,1313189,null,10608,null,23251,null,3079,null,1289938,null,10141,null,1991236,null,3117,null,535079,null,8389,null,1456157,null,8015,null,18695,null,2262,null,1437462,null,8072,null,0400000US08,Colorado,08
2857602,null,1159,null,1377893,null,1603,null,485094,null,6517,null,892799,null,6533,null,9203,null,1737,null,883596,null,6909,null,1479709,null,1538,null,437081,null,7481,null,1042628,null,7341,null,15896,null,1902,null,1026732,null,7810,null,0400000US09,Connecticut,09
713071,null,782,null,340864,null,1185,null,117566,null,3697,null,223298,null,3712,null,3019,null,780,null,220279,null,3727,null,372207,null,1079,null,108421,null,3739,null,263786,null,3690,null,3238,null,992,null,260548,null,3465,null,0400000US10,Delaware,10
504809,null,352,null,233036,null,576,null,133082,null,3536,null,99954,null,3478,null,1460,null,724,null,98494,null,3488,null,271773,null,687,null,148273,null,4181,null,123500,null,4081,null,2243,null,863,null,121257,null,4159,null,0400000US11,District of Columbia,11
15173805,null,3705,null,7388421,null,4898,null,2489882,null,19615,null,4898539,null,19671,null,62886,null,3895,null,4835653,null,19832,null,7785384,null,4193,null,2010975,null,18970,null,5774409,null,18711,null,77250,null,5082,null,5697159,null,19301,null,0400000US12,Florida,12
