B10054_001E,B10054_001EA,B10054_001M,B10054_001MA,B10054_002E,B10054_002EA,B10054_002M,B10054_002MA,B10054_003E,B10054_003EA,B10054_003M,B10054_003MA,B10054_004E,B10054_004EA,B10054_004M,B10054_004MA,B10054_005E,B10054_005EA,B10054_005M,B10054_005MA,B10054_006E,B10054_006EA,B10054_006M,B10054_006MA,B10054_007E,B10054_007EA,B10054_007M,B10054_007MA,B10054_008E,B10054_008EA,B10054_008M,B10054_008MA,B10054_009E,B10054_009EA,B10054_009M,B10054_009MA,B10054_010E,B10054_010EA,B10054_010M,B10054_010MA,B10054_011E,B10054_011EA,B10054_011M,B10054_011MA,B10054_012E,B10054_012EA,B10054_012M,B10054_012MA,B10054_013E,B10054_013EA,B10054_013M,B10054_013MA,B10054_014E,B10054_014EA,B10054_014M,B10054_014MA,B10054_015E,B10054_015EA,B10054_015M,B10054_015MA,B10054_016E,B10054_016EA,B10054_016M,B10054_016MA,B10054_017E,B10054_017EA,B10054_017M,B10054_017MA,GEO_ID,NAME,state
116708,null,7329,null,111966,null,6976,null,63288,null,4499,null,43859,null,3856,null,19429,null,2095,null,48678,null,4614,null,4742,null,1294,null,1345,null,524,null,606,null,333,null,447,null,248,null,159,null,146,null,739,null,431,null,3397,null,1196,null,980,null,653,null,859,null,622,null,121,null,165,null,2417,null,928,null,0400000US01,Alabama,01
16036,null,2164,null,11075,null,1883,null,5237,null,1682,null,3513,null,1083,null,1724,null,1268,null,5838,null,1131,null,4961,null,1029,null,2589,null,731,null,1399,null,389,null,1018,null,345,null,381,null,174,null,1190,null,567,null,2372,null,773,null,899,null,283,null,233,null,134,null,666,null,251,null,1473,null,710,null,0400000US02,Alaska,02
168101,null,7973,null,83290,null,6197,null,37317,null,4324,null,25959,null,3598,null,11358,null,1807,null,45973,null,4719,null,84811,null,6081,null,34477,null,3344,null,14945,null,2576,null,9480,null,2056,null,5465,null,1236,null,19532,null,2937,null,50334,null,4903,null,12463,null,2064,null,7940,null,1861,null,4523,null,1046,null,37871,null,4848,null,0400000US04,Arizona,04
64123,null,4447,null,60078,null,4250,null,36458,null,3489,null,23725,null,2870,null,12733,null,1943,null,23620,null,3204,null,4045,null,1237,null,1084,null,648,null,362,null,274,null,285,null,257,null,77,null,88,null,722,null,574,null,2961,null,1032,null,1046,null,679,null,952,null,677,null,94,null,147,null,1915,null,714,null,0400000US05,Arkansas,05
1041855,null,18566,null,342591,null,10477,null,132720,null,6699,null,78992,null,5420,null,53728,null,4062,null,209871,null,8025,null,699264,null,15552,null,163929,null,7596,null,49728,null,4808,null,33752,null,3910,null,15976,null,2190,null,114201,null,6701,null,535335,null,13889,null,116109,null,7577,null,78805,null,5659,null,37304,null,4311,null,419226,null,12385,null,0400000US06,California,06
81255,null,4785,null,52903,null,4226,null,24046,null,2952,null,17339,null,2606,null,6707,null,1197,null,28857,null,3478,null,28352,null,3224,null,9632,null,1756,null,4317,null,1200,null,2522,null,896,null,1795,null,629,null,5315,null,1356,null,18720,null,2755,null,4749,null,1238,null,3634,null,1079,null,1115,null,555,null,13971,null,2473,null,0400000US08,Colorado,08
71536,null,5694,null,46732,null,4339,null,16020,null,2271,null,10261,null,2148,null,5759,null,1192,null,30712,null,3280,null,24804,null,2930,null,6966,null,1664,null,2163,null,850,null,1750,null,735,null,413,null,321,null,4803,null,1363,null,17838,null,2127,null,5791,null,1642,null,3899,null,1386,null,1892,null,934,null,12047,null,1613,null,0400000US09,Connecticut,09
17741,null,2101,null,14695,null,1978,null,6908,null,1392,null,4462,null,1120,null,2446,null,724,null,7787,null,1362,null,3046,null,1111,null,1322,null,733,null,887,null,645,null,723,null,621,null,164,null,202,null,435,null,337,null,1724,null,788,null,307,null,360,null,307,null,360,null,0,null,263,null,1417,null,724,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
425421,null,11945,null,258774,null,9866,null,120230,null,6745,null,76289,null,5460,null,43941,null,3620,null,138544,null,8170,null,166647,null,8015,null,43218,null,4816,null,13702,null,2478,null,8949,null,2054,null,4753,null,1170,null,29516,null,3927,null,123429,null,6853,null,26889,null,3098,null,13983,null,2236,null,12906,null,2367,null,96540,null,5928,null,0400000US12,Florida,12
