C27010_001E,C27010_001EA,C27010_001M,C27010_001MA,C27010_002E,C27010_002EA,C27010_002M,C27010_002MA,C27010_003E,C27010_003EA,C27010_003M,C27010_003MA,C27010_004E,C27010_004EA,C27010_004M,C27010_004MA,C27010_005E,C27010_005EA,C27010_005M,C27010_005MA,C27010_006E,C27010_006EA,C27010_006M,C27010_006MA,C27010_007E,C27010_007EA,C27010_007M,C27010_007MA,C27010_008E,C27010_008EA,C27010_008M,C27010_008MA,C27010_009E,C27010_009EA,C27010_009M,C27010_009MA,C27010_010E,C27010_010EA,C27010_010M,C27010_010MA,C27010_011E,C27010_011EA,C27010_011M,C27010_011MA,C27010_012E,C27010_012EA,C27010_012M,C27010_012MA,C27010_013E,C27010_013EA,C27010_013M,C27010_013MA,C27010_014E,C27010_014EA,C27010_014M,C27010_014MA,C27010_015E,C27010_015EA,C27010_015M,C27010_015MA,C27010_016E,C27010_016EA,C27010_016M,C27010_016MA,C27010_017E,C27010_017EA,C27010_017M,C27010_017MA,C27010_018E,C27010_018EA,C27010_018M,C27010_018MA,C27010_019E,C27010_019EA,C27010_019M,C27010_019MA,C27010_020E,C27010_020EA,C27010_020M,C27010_020MA,C27010_021E,C27010_021EA,C27010_021M,C27010_021MA,GEO_ID,NAME,state
4616028,null,1808,null,1124227,null,2259,null,626977,null,11189,null,395463,null,11894,null,35057,null,3650,null,66730,null,5970,null,1053679,null,5993,null,634330,null,11106,null,99044,null,5463,null,23688,null,2711,null,296617,null,11165,null,1814037,null,6362,null,1244241,null,12802,null,187675,null,6639,null,111728,null,5085,null,270393,null,8839,null,624085,null,2739,null,7523,null,1156,null,199963,null,6124,null,413702,null,6155,null,2897,null,1080,null,0400000US01,Alabama,01
678081,null,2615,null,183261,null,972,null,104393,null,4310,null,45225,null,4134,null,8650,null,1652,null,24993,null,3041,null,172796,null,3363,null,93765,null,4215,null,13974,null,1941,null,4196,null,1272,null,60861,null,4249,null,270931,null,3054,null,181082,null,4483,null,19520,null,2623,null,13530,null,2033,null,56799,null,3969,null,51093,null,1407,null,1421,null,613,null,18768,null,1935,null,30554,null,1923,null,350,null,183,null,0400000US02,Alaska,02
6501531,null,2050,null,1729814,null,1120,null,896347,null,16158,null,570649,null,16117,null,54965,null,5878,null,207853,null,9629,null,1526954,null,3800,null,799632,null,13314,null,232733,null,9750,null,27479,null,3253,null,467110,null,13028,null,2390687,null,3952,null,1539992,null,14110,null,308762,null,10473,null,101228,null,5255,null,440705,null,11493,null,854076,null,2282,null,17811,null,2594,null,287790,null,8894,null,537638,null,8768,null,10837,null,2078,null,0400000US04,Arizona,04
2833391,null,1646,null,706684,null,1774,null,325309,null,8582,null,310861,null,9869,null,26453,null,3198,null,44061,null,4638,null,642221,null,4114,null,336322,null,9305,null,70128,null,6214,null,13190,null,2037,null,222581,null,9341,null,1092661,null,4732,null,679246,null,11066,null,136553,null,7040,null,63041,null,3870,null,213821,null,8121,null,391825,null,2339,null,3656,null,895,null,135814,null,4539,null,250245,null,4761,null,2110,null,753,null,0400000US05,Arkansas,05
36376938,null,5731,null,9422686,null,2420,null,5161044,null,41945,null,3095506,null,34756,null,275138,null,11264,null,890998,null,22960,null,8851433,null,7264,null,4965623,null,29529,null,957917,null,15848,null,124828,null,6216,null,2803065,null,29675,null,14078403,null,7272,null,9470013,null,33831,null,1408218,null,22457,null,407487,null,11983,null,2792685,null,29770,null,4024416,null,5114,null,137678,null,5917,null,1581821,null,17563,null,2232317,null,18409,null,72600,null,5615,null,0400000US06,California,06
4930142,null,2876,null,1225211,null,1516,null,788363,null,11547,null,283358,null,10005,null,29124,null,3221,null,124366,null,9193,null,1187799,null,4499,null,746293,null,11983,null,85510,null,6037,null,18236,null,2956,null,337760,null,11138,null,2000490,null,4825,null,1500663,null,10436,null,123002,null,6163,null,66535,null,4169,null,310290,null,10539,null,516642,null,2502,null,12025,null,1820,null,144721,null,5623,null,354518,null,5710,null,5378,null,1436,null,0400000US08,Colorado,08
3456856,null,1297,null,806799,null,712,null,569497,null,8039,null,185928,null,8833,null,20941,null,2862,null,30433,null,4276,null,735012,null,2632,null,495517,null,7667,null,87816,null,5713,null,13325,null,1876,null,138354,null,7230,null,1455054,null,2966,null,1160191,null,8841,null,122226,null,5831,null,39460,null,3135,null,133177,null,7246,null,459991,null,1990,null,13113,null,1932,null,122341,null,5501,null,321291,null,5313,null,3246,null,1067,null,0400000US09,Connecticut,09
869483,null,1017,null,206764,null,293,null,130028,null,5057,null,57659,null,4759,null,7767,null,2355,null,11310,null,2626,null,193219,null,1259,null,120538,null,4311,null,31061,null,3696,null,4376,null,1151,null,37244,null,3404,null,348173,null,1656,null,258637,null,5234,null,34168,null,3197,null,15556,null,2266,null,39812,null,3398,null,121327,null,1136,null,1917,null,665,null,27945,null,2556,null,90732,null,2883,null,733,null,498,null,0400000US10,Delaware,10
589408,null,861,null,113710,null,3,null,52311,null,4170,null,52126,null,4061,null,6075,null,1638,null,3198,null,1415,null,181604,null,999,null,128607,null,3715,null,29721,null,2705,null,4653,null,1394,null,18623,null,2354,null,228330,null,1114,null,151982,null,3618,null,45048,null,3222,null,12219,null,2044,null,19081,null,2505,null,65764,null,1189,null,4766,null,1081,null,20914,null,1990,null,39594,null,2024,null,490,null,420,null,0400000US11,District of Columbia,11
18192784,null,3804,null,4050661,null,2816,null,2112321,null,25671,null,1244446,null,24030,null,93357,null,7695,null,600537,null,18275,null,3890948,null,8540,null,2032973,null,23555,null,346501,null,11862,null,54569,null,4147,null,1456905,null,20506,null,7132770,null,10236,null,4546770,null,25783,null,608539,null,14632,null,279517,null,9563,null,1697944,null,25678,null,3118405,null,8168,null,59459,null,4612,null,1133233,null,17121,null,1885770,null,17332,null,39943,null,4172,null,0400000US12,Florida,12
