B12002H_001E,B12002H_001EA,B12002H_001M,B12002H_001MA,B12002H_002E,B12002H_002EA,B12002H_002M,B12002H_002MA,B12002H_003E,B12002H_003EA,B12002H_003M,B12002H_003MA,B12002H_004E,B12002H_004EA,B12002H_004M,B12002H_004MA,B12002H_005E,B12002H_005EA,B12002H_005M,B12002H_005MA,B12002H_006E,B12002H_006EA,B12002H_006M,B12002H_006MA,B12002H_007E,B12002H_007EA,B12002H_007M,B12002H_007MA,B12002H_008E,B12002H_008EA,B12002H_008M,B12002H_008MA,B12002H_009E,B12002H_009EA,B12002H_009M,B12002H_009MA,B12002H_010E,B12002H_010EA,B12002H_010M,B12002H_010MA,B12002H_011E,B12002H_011EA,B12002H_011M,B12002H_011MA,B12002H_012E,B12002H_012EA,B12002H_012M,B12002H_012MA,B12002H_013E,B12002H_013EA,B12002H_013M,B12002H_013MA,GEO_ID,NAME,state
276841,null,776,null,152721,null,625,null,52048,null,2888,null,80069,null,3243,null,2125,null,871,null,2970,null,749,null,15509,null,1919,null,124120,null,694,null,30316,null,1981,null,66453,null,2788,null,1536,null,578,null,10083,null,1014,null,15732,null,1585,null,0400000US15,Hawaii,15
1037663,null,636,null,514014,null,591,null,139766,null,4915,null,301357,null,6169,null,6859,null,1520,null,11238,null,1459,null,54794,null,3346,null,523649,null,618,null,105526,null,3414,null,297043,null,6017,null,9689,null,1921,null,45505,null,2692,null,65886,null,3881,null,0400000US16,Idaho,16
6910209,null,4652,null,3353754,null,2726,null,1079036,null,12077,null,1836649,null,14689,null,33279,null,3091,null,92595,null,4082,null,312195,null,8962,null,3556455,null,2654,null,910953,null,9207,null,1817381,null,12531,null,41737,null,3370,null,377486,null,6677,null,408898,null,8431,null,0400000US17,Illinois,17
4313470,null,2543,null,2098382,null,1683,null,610129,null,7888,null,1174019,null,10487,null,22664,null,2373,null,54920,null,3227,null,236650,null,7428,null,2215088,null,1895,null,511730,null,6236,null,1160151,null,11732,null,29981,null,2916,null,227939,null,5425,null,285287,null,8891,null,0400000US18,Indiana,18
2217031,null,1258,null,1078198,null,1006,null,318035,null,5744,null,617571,null,7508,null,10330,null,1682,null,29279,null,2195,null,102983,null,4554,null,1138833,null,987,null,266404,null,5759,null,610775,null,7864,null,11932,null,1703,null,122922,null,3149,null,126800,null,4890,null,0400000US19,Iowa,19
1834431,null,1920,null,893223,null,1699,null,262411,null,5406,null,502888,null,6684,null,7595,null,1471,null,24276,null,2189,null,96053,null,4369,null,941208,null,1413,null,212741,null,5300,null,497868,null,6503,null,12394,null,1667,null,100566,null,3678,null,117639,null,4882,null,0400000US20,Kansas,20
3074921,null,2802,null,1487240,null,2393,null,420716,null,9010,null,834514,null,10728,null,24986,null,3072,null,40500,null,2333,null,166524,null,5977,null,1587681,null,1949,null,333185,null,8051,null,826432,null,12553,null,36396,null,3247,null,185521,null,5064,null,206147,null,7703,null,0400000US21,Kentucky,21
2255009,null,1446,null,1095217,null,1383,null,310127,null,6126,null,619131,null,9574,null,18607,null,2307,null,32141,null,2199,null,115211,null,5834,null,1159792,null,1340,null,253410,null,6224,null,612927,null,10364,null,25105,null,2571,null,128439,null,3917,null,139911,null,6002,null,0400000US22,Louisiana,22
1046054,null,2362,null,503849,null,1585,null,152940,null,3733,null,272130,null,4891,null,4570,null,1020,null,15694,null,1638,null,58515,null,3296,null,542205,null,1328,null,131549,null,3722,null,272334,null,5365,null,6566,null,1209,null,57208,null,2338,null,74548,null,3717,null,0400000US23,Maine,23
2685019,null,2079,null,1298185,null,1340,null,399430,null,6430,null,736952,null,8051,null,21062,null,2358,null,35833,null,2724,null,104908,null,5070,null,1386834,null,1255,null,345263,null,5193,null,726042,null,8359,null,26080,null,2534,null,142081,null,4387,null,147368,null,5438,null,0400000US24,Maryland,24
4342362,null,4447,null,2076290,null,2872,null,748170,null,10307,null,1062739,null,13496,null,28155,null,3039,null,61648,null,3404,null,175578,null,6484,null,2266072,null,2163,null,689791,null,9011,null,1042528,null,11413,null,35359,null,3023,null,240414,null,6027,null,257980,null,6909,null,0400000US25,Massachusetts,25
6362038,null,1677,null,3111640,null,1279,null,972197,null,11094,null,1705752,null,13673,null,26464,null,2289,null,87283,null,3298,null,319944,null,7903,null,3250398,null,1056,null,792061,null,8957,null,1690854,null,13283,null,42530,null,3341,null,328304,null,6022,null,396649,null,9551,null,0400000US26,Michigan,26
3675370,null,2185,null,1804019,null,1098,null,577853,null,7252,null,1015771,null,9221,null,12026,null,1643,null,40701,null,2675,null,157668,null,5241,null,1871351,null,1369,null,484209,null,5744,null,1006332,null,9616,null,17386,null,1844,null,162488,null,3953,null,200936,null,5674,null,0400000US27,Minnesota,27
1399485,null,1334,null,677785,null,1698,null,170486,null,4865,null,402938,null,7637,null,11608,null,1880,null,17536,null,2344,null,75217,null,5551,null,721700,null,1389,null,132913,null,4665,null,400790,null,7926,null,14768,null,2372,null,87249,null,4014,null,85980,null,4463,null,0400000US28,Mississippi,28
4007610,null,1561,null,1941748,null,1500,null,574164,null,8037,null,1076006,null,10853,null,28066,null,3050,null,51255,null,2802,null,212257,null,7460,null,2065862,null,1525,null,471168,null,7300,null,1084121,null,11117,null,36747,null,3104,null,215372,null,5956,null,258454,null,7232,null,0400000US29,Missouri,29
711368,null,601,null,353757,null,519,null,110631,null,3395,null,184571,null,5325,null,5485,null,1119,null,10968,null,1572,null,42102,null,3492,null,357611,null,608,null,85122,null,3078,null,182538,null,5244,null,4404,null,1210,null,38821,null,2655,null,46726,null,3431,null,0400000US30,Montana,30
1219939,null,1358,null,593866,null,1518,null,185071,null,4201,null,335345,null,5311,null,5420,null,1151,null,15126,null,1598,null,52904,null,2848,null,626073,null,1161,null,148943,null,4577,null,337357,null,6999,null,7501,null,1479,null,63871,null,2676,null,68401,null,3972,null,0400000US31,Nebraska,31
1233495,null,1807,null,625092,null,1321,null,185728,null,6185,null,319431,null,6291,null,9999,null,1746,null,18752,null,1997,null,91182,null,5338,null,608403,null,1181,null,133930,null,4163,null,301240,null,6218,null,11294,null,2106,null,58767,null,2848,null,103172,null,4465,null,0400000US32,Nevada,32
1022361,null,593,null,497969,null,467,null,153454,null,3929,null,272708,null,5012,null,4528,null,1099,null,12857,null,1837,null,54422,null,3427,null,524392,null,260,null,133119,null,4029,null,264866,null,5659,null,6512,null,1365,null,50505,null,2540,null,69390,null,3685,null,0400000US33,New Hampshire,33
4424327,null,3514,null,2132629,null,1478,null,682877,null,8042,null,1205359,null,10688,null,23200,null,2426,null,67612,null,3819,null,153581,null,6469,null,2291698,null,2496,null,571273,null,7685,null,1177492,null,10936,null,31968,null,2716,null,277060,null,5727,null,233905,null,7425,null,0400000US34,New Jersey,34
701448,null,2625,null,339030,null,2138,null,89590,null,3745,null,192072,null,4674,null,4681,null,1147,null,11806,null,1356,null,40881,null,3584,null,362418,null,2188,null,76640,null,3773,null,183594,null,4484,null,5837,null,1326,null,38639,null,2592,null,57708,null,3396,null,0400000US35,New Mexico,35
9818839,null,4260,null,4737738,null,2281,null,1663556,null,15087,null,2494125,null,16516,null,77897,null,4817,null,139580,null,4529,null,362580,null,8781,null,5081101,null,2682,null,1457494,null,13378,null,2439562,null,17022,null,105595,null,5505,null,574556,null,8491,null,503894,null,10214,null,0400000US36,New York,36
5168477,null,2977,null,2493726,null,3014,null,695968,null,12107,null,1448945,null,13043,null,52262,null,3957,null,62530,null,3637,null,234021,null,7400,null,2674751,null,3525,null,544273,null,9432,null,1460478,null,13104,null,75745,null,4937,null,281539,null,6463,null,312716,null,8304,null,0400000US37,North Carolina,37
480091,null,285,null,240079,null,480,null,78646,null,2500,null,134781,null,2955,null,1620,null,522,null,5620,null,764,null,19412,null,1703,null,240012,null,385,null,56774,null,2347,null,134863,null,3055,null,2130,null,704,null,26920,null,1334,null,19325,null,1879,null,0400000US38,North Dakota,38
7786177,null,1865,null,3766436,null,1178,null,1172916,null,10117,null,2027345,null,15709,null,51918,null,3466,null,108031,null,4499,null,406226,null,10771,null,4019741,null,1510,null,964029,null,10405,null,2033274,null,15983,null,73511,null,4675,null,431994,null,6875,null,516933,null,9571,null,0400000US39,Ohio,39
2145572,null,1678,null,1041098,null,1286,null,280491,null,6033,null,586438,null,8531,null,16783,null,2194,null,32427,null,2636,null,124959,null,5775,null,1104474,null,1357,null,209650,null,4812,null,592263,null,8432,null,21090,null,2376,null,124170,null,3862,null,157301,null,5116,null,0400000US40,Oklahoma,40
2556183,null,1666,null,1245284,null,861,null,382418,null,7481,null,666141,null,10759,null,15791,null,2003,null,33716,null,2103,null,147218,null,5626,null,1310899,null,1165,null,317101,null,6395,null,659641,null,9976,null,21863,null,2524,null,123029,null,5275,null,189265,null,6330,null,0400000US41,Oregon,41
8548282,null,3187,null,4114806,null,1771,null,1316500,null,11507,null,2256451,null,14391,null,66180,null,3906,null,130693,null,4223,null,344982,null,8139,null,4433476,null,1792,null,1131129,null,9474,null,2238613,null,14320,null,88009,null,4918,null,533151,null,7565,null,442574,null,9380,null,0400000US42,Pennsylvania,42
698696,null,2130,null,332446,null,1322,null,116499,null,3344,null,169986,null,4492,null,4403,null,1159,null,10068,null,1495,null,31490,null,2846,null,366250,null,1064,null,102663,null,3705,null,172637,null,4908,null,4733,null,1090,null,42084,null,2943,null,44133,null,3195,null,0400000US44,Rhode Island,44
2448431,null,2201,null,1186800,null,1858,null,336701,null,6633,null,685169,null,8102,null,23071,null,2451,null,32584,null,2647,null,109275,null,5435,null,1261631,null,1460,null,263324,null,7024,null,683309,null,9727,null,30562,null,2805,null,140225,null,4190,null,144211,null,5948,null,0400000US45,South Carolina,45
568459,null,1128,null,281604,null,1110,null,84552,null,3105,null,156194,null,3862,null,4065,null,1277,null,8321,null,1226,null,28472,null,2260,null,286855,null,737,null,65256,null,2940,null,157334,null,4525,null,3764,null,1137,null,31322,null,1780,null,29179,null,2459,null,0400000US46,South Dakota,46
3967997,null,1024,null,1917397,null,1227,null,506826,null,8340,null,1096902,null,10286,null,31762,null,3431,null,51937,null,2976,null,229970,null,7136,null,2050600,null,1284,null,401629,null,8763,null,1095573,null,13473,null,45159,null,3802,null,227795,null,5752,null,280444,null,8213,null,0400000US47,Tennessee,47
9500837,null,4113,null,4644989,null,5257,null,1334898,null,12607,null,2625437,null,19291,null,65281,null,4899,null,113909,null,4787,null,505464,null,13644,null,4855848,null,5386,null,1043781,null,13300,null,2562234,null,20451,null,93402,null,5396,null,494743,null,9902,null,661688,null,12759,null,0400000US48,Texas,48
1700571,null,1260,null,840403,null,1052,null,253720,null,6081,null,493585,null,6218,null,7698,null,1422,null,14261,null,1395,null,71139,null,3978,null,860168,null,541,null,218734,null,5433,null,481567,null,7369,null,13480,null,2131,null,55903,null,2662,null,90484,null,4698,null,0400000US49,Utah,49
496591,null,515,null,242203,null,262,null,82193,null,2577,null,127013,null,3144,null,1708,null,534,null,5720,null,806,null,25569,null,2225,null,254388,null,265,null,67646,null,2800,null,126498,null,3288,null,3996,null,802,null,23307,null,1623,null,32941,null,2437,null,0400000US50,Vermont,50
4319924,null,3251,null,2108275,null,2361,null,634021,null,9706,null,1195496,null,12248,null,41966,null,3207,null,51742,null,3019,null,185050,null,7694,null,2211649,null,2152,null,525535,null,8257,null,1179708,null,12414,null,50395,null,4029,null,208163,null,6281,null,247848,null,7537,null,0400000US51,Virginia,51
4144383,null,2492,null,2044101,null,1483,null,638793,null,10102,null,1097795,null,10755,null,27919,null,2851,null,45276,null,2967,null,234318,null,7129,null,2100282,null,1567,null,506070,null,7657,null,1070399,null,11949,null,37082,null,3453,null,179578,null,5698,null,307153,null,7130,null,0400000US53,Washington,53
1411578,null,1338,null,684114,null,1272,null,191640,null,5741,null,382603,null,7635,null,7928,null,1510,null,23315,null,1960,null,78628,null,4323,null,727464,null,1471,null,149249,null,5125,null,378732,null,8251,null,14664,null,2218,null,94004,null,3594,null,90815,null,4803,null,0400000US54,West Virginia,54
3973230,null,1076,null,1954200,null,770,null,608143,null,8500,null,1096696,null,10394,null,15627,null,1873,null,47971,null,2587,null,185763,null,6146,null,2019030,null,673,null,510126,null,6432,null,1075754,null,9823,null,18835,null,2107,null,195720,null,4269,null,218595,null,6337,null,0400000US55,Wisconsin,55
383215,null,506,null,194815,null,638,null,55394,null,2356,null,110412,null,3488,null,1487,null,483,null,5358,null,1011,null,22164,null,2081,null,188400,null,572,null,36949,null,2323,null,110122,null,4190,null,2089,null,821,null,16905,null,1450,null,22335,null,2395,null,0400000US56,Wyoming,56
30077,null,3009,null,15639,null,2018,null,6400,null,1530,null,5788,null,1097,null,455,null,378,null,478,null,367,null,2518,null,828,null,14438,null,1864,null,5427,null,1336,null,5507,null,1072,null,699,null,425,null,660,null,274,null,2145,null,755,null,0400000US72,Puerto Rico,72
