B14001_001E,B14001_001EA,B14001_001M,B14001_001MA,B14001_002E,B14001_002EA,B14001_002M,B14001_002MA,B14001_003E,B14001_003EA,B14001_003M,B14001_003MA,B14001_004E,B14001_004EA,B14001_004M,B14001_004MA,B14001_005E,B14001_005EA,B14001_005M,B14001_005MA,B14001_006E,B14001_006EA,B14001_006M,B14001_006MA,B14001_007E,B14001_007EA,B14001_007M,B14001_007MA,B14001_008E,B14001_008EA,B14001_008M,B14001_008MA,B14001_009E,B14001_009EA,B14001_009M,B14001_009MA,B14001_010E,B14001_010EA,B14001_010M,B14001_010MA,GEO_ID,NAME,state
4528190,null,4790,null,1210355,null,9917,null,72953,null,4383,null,66282,null,4749,null,253298,null,6988,null,252042,null,7617,null,249674,null,4856,null,266241,null,7901,null,49865,null,3847,null,3317835,null,10121,null,0400000US01,Alabama,01
664695,null,2031,null,193502,null,4723,null,8797,null,1378,null,8475,null,1507,null,37376,null,2311,null,41784,null,2460,null,46146,null,2566,null,42169,null,3606,null,8755,null,1396,null,471193,null,4875,null,0400000US02,Alaska,02
6286553,null,6535,null,1751398,null,12542,null,87238,null,4875,null,99862,null,5491,null,368022,null,9049,null,378045,null,10324,null,370361,null,6240,null,365141,null,10229,null,82729,null,5723,null,4535155,null,12889,null,0400000US04,Arizona,04
2768846,null,3812,null,733029,null,9134,null,53705,null,4383,null,38458,null,3035,null,159669,null,5330,null,149403,null,5730,null,153759,null,4842,null,154497,null,5586,null,23538,null,3077,null,2035817,null,8996,null,0400000US05,Arkansas,05
35331340,null,13095,null,10430379,null,28076,null,611359,null,12027,null,519276,null,11031,null,1993147,null,16953,null,2074165,null,19455,null,2247236,null,16110,null,2494656,null,22668,null,490540,null,13086,null,24900961,null,27933,null,0400000US06,California,06
4809801,null,5144,null,1326513,null,13598,null,94594,null,4981,null,68325,null,3809,null,272412,null,6062,null,255624,null,5766,null,265093,null,5417,null,299805,null,10143,null,70660,null,4418,null,3483288,null,12466,null,0400000US08,Colorado,08
3399333,null,3313,null,940736,null,9059,null,64692,null,3253,null,40954,null,2778,null,174425,null,5441,null,189660,null,5151,null,202716,null,4756,null,214467,null,7066,null,53822,null,4498,null,2458597,null,9365,null,0400000US09,Connecticut,09
849424,null,2065,null,229640,null,5126,null,14929,null,2071,null,10410,null,1702,null,48177,null,2481,null,43613,null,2668,null,45888,null,1947,null,54252,null,3177,null,12371,null,1586,null,619784,null,4503,null,0400000US10,Delaware,10
576946,null,1693,null,151647,null,3572,null,9255,null,1584,null,5275,null,1208,null,23222,null,2001,null,23190,null,1948,null,27701,null,2292,null,43455,null,3032,null,19549,null,2531,null,425299,null,3744,null,0400000US11,District of Columbia,11
17835864,null,9637,null,4423764,null,18712,null,279512,null,8971,null,215366,null,7603,null,887731,null,13138,null,910188,null,16174,null,914424,null,11300,null,1025938,null,18192,null,190605,null,8429,null,13412100,null,20965,null,0400000US12,Florida,12
9379410,null,7260,null,2765555,null,19784,null,192670,null,6660,null,153630,null,6029,null,568253,null,11171,null,567858,null,10663,null,568569,null,9224,null,588703,null,14483,null,125872,null,6428,null,6613855,null,20064,null,0400000US13,Georgia,13
1242813,null,2614,null,315773,null,5899,null,20567,null,2092,null,16118,null,1893,null,59766,null,2687,null,59849,null,2787,null,68584,null,3161,null,73915,null,4103,null,16974,null,2641,null,927040,null,5598,null,0400000US15,Hawaii,15
1470944,null,2931,null,419556,null,6322,null,22691,null,2371,null,22527,null,1927,null,86559,null,3477,null,91251,null,3740,null,91279,null,2715,null,91356,null,4615,null,13893,null,1991,null,1051388,null,6466,null,0400000US16,Idaho,16
12378901,null,7310,null,3541594,null,18678,null,251552,null,7531,null,172396,null,6435,null,689029,null,11970,null,707079,null,11512,null,728957,null,7176,null,781653,null,12923,null,210928,null,8773,null,8837307,null,19027,null,0400000US17,Illinois,17
6159592,null,4880,null,1700399,null,11095,null,102300,null,4915,null,84439,null,4499,null,352835,null,7052,null,359715,null,8300,null,350788,null,5894,null,379895,null,8624,null,70427,null,4616,null,4459193,null,11280,null,0400000US18,Indiana,18
2888178,null,3508,null,794086,null,8247,null,54616,null,3016,null,36496,null,2550,null,148945,null,4073,null,156175,null,4192,null,164631,null,3859,null,195844,null,5904,null,37379,null,2560,null,2094092,null,8237,null,0400000US19,Iowa,19
2694037,null,2955,null,772985,null,7710,null,52583,null,3215,null,36625,null,2731,null,151710,null,4018,null,151383,null,5013,null,155123,null,4100,null,186016,null,6251,null,39545,null,4120,null,1921052,null,8187,null,0400000US20,Kansas,20
4138594,null,4416,null,1060210,null,9595,null,65213,null,3493,null,55395,null,3829,null,221458,null,5629,null,224151,null,6189,null,225053,null,3746,null,225514,null,6650,null,43426,null,3027,null,3078384,null,9730,null,0400000US21,Kentucky,21
4300130,null,5010,null,1184998,null,11361,null,90534,null,5667,null,66547,null,3904,null,259216,null,6969,null,246967,null,6891,null,242450,null,5729,null,236044,null,9066,null,43240,null,3382,null,3115132,null,11457,null,0400000US22,Louisiana,22
1276993,null,2132,null,302669,null,4557,null,16371,null,1745,null,12836,null,1466,null,57148,null,2798,null,61216,null,2594,null,70689,null,2082,null,71431,null,4123,null,12978,null,1541,null,974324,null,4833,null,0400000US23,Maine,23
5465758,null,4744,null,1525619,null,11482,null,94677,null,5153,null,74827,null,3835,null,268060,null,6609,null,297903,null,7148,null,327130,null,6493,null,348230,null,10371,null,114792,null,6238,null,3940139,null,11491,null,0400000US24,Maryland,24
6362726,null,5121,null,1729862,null,12626,null,119889,null,5475,null,83928,null,3924,null,314251,null,6317,null,318204,null,6607,null,338854,null,6691,null,426463,null,10130,null,128273,null,5565,null,4632864,null,12376,null,0400000US25,Massachusetts,25
9608269,null,5705,null,2714290,null,15464,null,156036,null,5524,null,125876,null,5366,null,503213,null,7923,null,534324,null,8981,null,585030,null,6760,null,680200,null,13339,null,129611,null,6450,null,6893979,null,14241,null,0400000US26,Michigan,26
5052803,null,4244,null,1373953,null,9840,null,96859,null,4126,null,67158,null,3374,null,266461,null,5976,null,272803,null,5355,null,291227,null,4464,null,311475,null,6661,null,67970,null,4374,null,3678850,null,10206,null,0400000US27,Minnesota,27
2813754,null,4892,null,802241,null,9130,null,50554,null,3814,null,46392,null,3398,null,170065,null,5074,null,166501,null,5538,null,169271,null,5205,null,172862,null,6988,null,26596,null,2982,null,2011513,null,9009,null,0400000US28,Mississippi,28
5751055,null,5478,null,1543258,null,14100,null,101012,null,4578,null,81654,null,4053,null,303187,null,6420,null,318231,null,5202,null,326023,null,5607,null,335003,null,10940,null,78148,null,4532,null,4207797,null,13386,null,0400000US29,Missouri,29
937374,null,1846,null,245580,null,4661,null,14735,null,1909,null,11877,null,1698,null,47521,null,2383,null,48924,null,2706,null,52677,null,2393,null,59688,null,3334,null,10158,null,1783,null,691794,null,4328,null,0400000US30,Montana,30
1715308,null,2995,null,486397,null,5869,null,34757,null,2884,null,26601,null,2272,null,96490,null,3380,null,91177,null,3806,null,98188,null,2678,null,115645,null,4707,null,23539,null,2052,null,1228911,null,5634,null,0400000US31,Nebraska,31
2523952,null,4107,null,660101,null,9402,null,29468,null,2802,null,34847,null,2928,null,154265,null,5021,null,147769,null,4989,null,145897,null,5036,null,119039,null,6553,null,28816,null,3321,null,1863851,null,9007,null,0400000US32,Nevada,32
1284528,null,2040,null,333252,null,5372,null,21660,null,2292,null,14487,null,1686,null,63444,null,3158,null,65920,null,3140,null,77164,null,2277,null,72526,null,3429,null,18051,null,2550,null,951276,null,5341,null,0400000US33,New Hampshire,33
8381877,null,7025,null,2245888,null,13813,null,181669,null,5921,null,118005,null,5228,null,442813,null,8551,null,456154,null,7138,null,492002,null,7040,null,444171,null,9894,null,111074,null,5347,null,6135989,null,12810,null,0400000US34,New Jersey,34
1919855,null,3106,null,547834,null,8227,null,30385,null,2964,null,26425,null,2556,null,116983,null,4626,null,110838,null,5459,null,117377,null,4961,null,120965,null,6164,null,24861,null,2714,null,1372021,null,7903,null,0400000US35,New Mexico,35
18802603,null,8444,null,5040594,null,20158,null,306255,null,8072,null,241644,null,7390,null,936647,null,10994,null,990110,null,11994,null,1081604,null,9765,null,1168007,null,14852,null,316327,null,9304,null,13762009,null,19127,null,0400000US36,New York,36
8991090,null,6460,null,2480531,null,16945,null,151104,null,5726,null,126156,null,4728,null,513102,null,9810,null,492350,null,9442,null,509062,null,9874,null,584495,null,11669,null,104262,null,5934,null,6510559,null,16629,null,0400000US37,North Carolina,37
619888,null,1596,null,161531,null,3438,null,7094,null,975,null,7457,null,1203,null,28028,null,1807,null,29652,null,1641,null,31676,null,1475,null,49836,null,2671,null,7788,null,1613,null,458357,null,3630,null,0400000US38,North Dakota,38
11103982,null,7171,null,3010651,null,17120,null,191211,null,6910,null,145623,null,5961,null,584877,null,8056,null,605461,null,8831,null,659911,null,8189,null,680500,null,10875,null,143068,null,5861,null,8093331,null,17145,null,0400000US39,Ohio,39
3522232,null,3761,null,967673,null,9111,null,62026,null,3685,null,57581,null,3563,null,203054,null,5481,null,194218,null,5599,null,198732,null,4542,null,217882,null,7336,null,34180,null,3845,null,2554559,null,9712,null,0400000US40,Oklahoma,40
3679172,null,4235,null,952008,null,10712,null,54368,null,3057,null,44860,null,3629,null,189065,null,5173,null,194487,null,5462,null,199238,null,5024,null,225208,null,8754,null,44782,null,3325,null,2727164,null,9912,null,0400000US41,Oregon,41
12159552,null,5952,null,3112656,null,16268,null,199687,null,6522,null,144101,null,5300,null,594243,null,9405,null,616798,null,9548,null,671185,null,7281,null,708946,null,12224,null,177696,null,7103,null,9046896,null,16380,null,0400000US42,Pennsylvania,42
1019915,null,2148,null,275220,null,5314,null,16477,null,2136,null,12652,null,1941,null,43846,null,2736,null,55950,null,3121,null,55093,null,2605,null,77603,null,4058,null,13599,null,1897,null,744695,null,4878,null,0400000US44,Rhode Island,44
4373749,null,4657,null,1167469,null,11240,null,70410,null,3812,null,70820,null,4393,null,238314,null,6199,null,234972,null,6792,null,246859,null,6037,null,258145,null,7818,null,47949,null,4456,null,3206280,null,10672,null,0400000US45,South Carolina,45
776250,null,1948,null,209414,null,4981,null,14262,null,1510,null,8918,null,1288,null,41914,null,2143,null,41730,null,2123,null,46876,null,3081,null,48126,null,3376,null,7588,null,1491,null,566836,null,5161,null,0400000US46,South Dakota,46
6040868,null,5483,null,1545457,null,13549,null,87006,null,4192,null,85189,null,4623,null,319445,null,6447,null,328829,null,6549,null,342800,null,5914,null,314357,null,9176,null,67831,null,4488,null,4495411,null,13144,null,0400000US47,Tennessee,47
23553343,null,12845,null,6934432,null,24229,null,469953,null,11004,null,414985,null,10622,null,1527657,null,17491,null,1477451,null,17097,null,1429271,null,12460,null,1353185,null,18165,null,261930,null,9169,null,16618911,null,27370,null,0400000US48,Texas,48
2618749,null,3820,null,915426,null,8810,null,57627,null,3164,null,47712,null,3285,null,193035,null,4305,null,180305,null,4749,null,173486,null,4047,null,231597,null,7385,null,31664,null,2302,null,1703323,null,8890,null,0400000US49,Utah,49
603942,null,1135,null,151196,null,3307,null,8564,null,1060,null,6833,null,1008,null,28298,null,1506,null,27336,null,1707,null,32699,null,1486,null,39977,null,2539,null,7489,null,1327,null,452746,null,3243,null,0400000US50,Vermont,50
7567605,null,6541,null,2094831,null,17468,null,132992,null,6207,null,106692,null,5309,null,401266,null,7870,null,397410,null,8359,null,421586,null,8247,null,505227,null,12575,null,129658,null,5813,null,5472774,null,16209,null,0400000US51,Virginia,51
6396166,null,5079,null,1674498,null,12111,null,101238,null,4444,null,84960,null,4315,null,338805,null,7312,null,340933,null,8337,null,365304,null,5537,null,369102,null,9789,null,74156,null,4353,null,4721668,null,12908,null,0400000US53,Washington,53
1754785,null,3007,null,406265,null,6713,null,24077,null,2146,null,20372,null,2044,null,81518,null,3306,null,83032,null,3252,null,87332,null,3157,null,91550,null,4501,null,18384,null,2068,null,1348520,null,7189,null,0400000US54,West Virginia,54
5441281,null,3550,null,1476430,null,11475,null,80548,null,3142,null,86196,null,3885,null,284728,null,5415,null,284442,null,6091,null,315557,null,4189,null,358114,null,9083,null,66845,null,4449,null,3964851,null,11610,null,0400000US55,Wisconsin,55
518988,null,1661,null,139708,null,4421,null,10192,null,1583,null,7151,null,1212,null,27712,null,2188,null,24291,null,1859,null,28155,null,2066,null,36108,null,2893,null,6099,null,1379,null,379280,null,4124,null,0400000US56,Wyoming,56
3829119,null,4041,null,1096131,null,10046,null,57136,null,4001,null,46834,null,3406,null,212586,null,6028,null,241810,null,6434,null,239894,null,5577,null,251654,null,8367,null,46217,null,4292,null,2732988,null,9659,null,0400000US72,Puerto Rico,72
