B25096_001E,B25096_001EA,B25096_001M,B25096_001MA,B25096_002E,B25096_002EA,B25096_002M,B25096_002MA,B25096_003E,B25096_003EA,B25096_003M,B25096_003MA,B25096_004E,B25096_004EA,B25096_004M,B25096_004MA,B25096_005E,B25096_005EA,B25096_005M,B25096_005MA,B25096_006E,B25096_006EA,B25096_006M,B25096_006MA,B25096_007E,B25096_007EA,B25096_007M,B25096_007MA,B25096_008E,B25096_008EA,B25096_008M,B25096_008MA,B25096_009E,B25096_009EA,B25096_009M,B25096_009MA,B25096_010E,B25096_010EA,B25096_010M,B25096_010MA,B25096_011E,B25096_011EA,B25096_011M,B25096_011MA,B25096_012E,B25096_012EA,B25096_012M,B25096_012MA,B25096_013E,B25096_013EA,B25096_013M,B25096_013MA,B25096_014E,B25096_014EA,B25096_014M,B25096_014MA,B25096_015E,B25096_015EA,B25096_015M,B25096_015MA,B25096_016E,B25096_016EA,B25096_016M,B25096_016MA,B25096_017E,B25096_017EA,B25096_017M,B25096_017MA,GEO_ID,NAME,state
1285879,null,10656,null,779325,null,11540,null,81461,null,4193,null,183974,null,7025,null,166362,null,6191,null,129591,null,5234,null,122157,null,4702,null,68111,null,3113,null,27669,null,2412,null,506554,null,9492,null,138342,null,5696,null,134908,null,5592,null,75357,null,3734,null,62377,null,3525,null,51336,null,3341,null,27784,null,2370,null,16450,null,2113,null,0400000US01,Alabama,01
154337,null,3768,null,104790,null,4016,null,1999,null,574,null,2969,null,626,null,9978,null,1388,null,15118,null,1801,null,42947,null,3055,null,25424,null,2188,null,6355,null,1081,null,49547,null,2899,null,8864,null,1439,null,6348,null,1002,null,5747,null,966,null,5853,null,967,null,10974,null,1468,null,8754,null,1283,null,3007,null,680,null,0400000US02,Alaska,02
1526790,null,12373,null,1076371,null,12607,null,37505,null,3197,null,94426,null,4367,null,182354,null,7510,null,235146,null,7987,null,251235,null,7413,null,181334,null,5675,null,94371,null,4020,null,450419,null,8066,null,84304,null,4565,null,63078,null,3605,null,60647,null,3635,null,67250,null,3481,null,84554,null,4202,null,54822,null,3471,null,35764,null,2478,null,0400000US04,Arizona,04
742860,null,10442,null,435512,null,8884,null,56811,null,2895,null,123185,null,4450,null,101843,null,5955,null,67670,null,4136,null,53150,null,3380,null,23107,null,2023,null,9746,null,1460,null,307348,null,6395,null,94314,null,4092,null,87629,null,3902,null,45022,null,3165,null,35456,null,2452,null,26431,null,2415,null,10443,null,1493,null,8053,null,1252,null,0400000US05,Arkansas,05
6910054,null,26866,null,5226588,null,27593,null,75244,null,4065,null,134726,null,5195,null,262369,null,8429,null,395216,null,8815,null,916936,null,12851,null,1565270,null,19548,null,1876827,null,17258,null,1683466,null,16569,null,170735,null,5704,null,113702,null,4642,null,102439,null,4811,null,106283,null,4762,null,228361,null,6298,null,402489,null,9267,null,559457,null,10715,null,0400000US06,California,06
1279955,null,10174,null,971804,null,9735,null,28212,null,2218,null,39080,null,2832,null,92963,null,4069,null,176705,null,5216,null,293697,null,7462,null,224618,null,5659,null,116529,null,3968,null,308151,null,6700,null,38166,null,2783,null,24760,null,2168,null,29411,null,2787,null,46373,null,2819,null,76176,null,3955,null,56710,null,3300,null,36555,null,2987,null,0400000US08,Colorado,08
913166,null,7185,null,659299,null,8016,null,6676,null,1064,null,10633,null,1547,null,38128,null,3501,null,88068,null,4033,null,193461,null,5545,null,194785,null,4955,null,127548,null,3968,null,253867,null,5724,null,10074,null,1575,null,7189,null,1094,null,14484,null,1781,null,35650,null,2438,null,75487,null,3855,null,66218,null,3220,null,44765,null,2769,null,0400000US09,Connecticut,09
240908,null,4399,null,168711,null,4461,null,4130,null,949,null,3781,null,746,null,14458,null,1707,null,27885,null,2234,null,58145,null,3405,null,46544,null,3138,null,13768,null,1713,null,72197,null,2671,null,10615,null,1438,null,4834,null,892,null,7175,null,1288,null,9868,null,1272,null,19007,null,1433,null,14306,null,1709,null,6392,null,925,null,0400000US10,Delaware,10
111618,null,3411,null,87382,null,3517,null,436,null,219,null,598,null,352,null,1660,null,523,null,3135,null,773,null,14197,null,1387,null,30028,null,2397,null,37328,null,2446,null,24236,null,2203,null,465,null,263,null,967,null,461,null,652,null,399,null,183,null,131,null,4235,null,1077,null,7945,null,1195,null,9789,null,1162,null,0400000US11,District of Columbia,11
4785064,null,27252,null,3093098,null,23983,null,99845,null,4477,null,355203,null,8986,null,523651,null,13150,null,631598,null,13575,null,742600,null,13366,null,492743,null,10307,null,247458,null,6385,null,1691966,null,17640,null,262318,null,7058,null,285122,null,7296,null,248663,null,8169,null,243923,null,7562,null,299989,null,7614,null,210571,null,7428,null,141380,null,5123,null,0400000US12,Florida,12
2325917,null,19632,null,1655875,null,18168,null,80160,null,4887,null,206021,null,7356,null,357415,null,8931,null,351232,null,7920,null,327494,null,7948,null,225490,null,7205,null,108063,null,3786,null,670042,null,12260,null,130950,null,5045,null,134069,null,5071,null,113119,null,5851,null,98885,null,4418,null,92238,null,5453,null,65272,null,3703,null,35509,null,2199,null,0400000US13,Georgia,13
252881,null,6432,null,177529,null,5722,null,1340,null,485,null,1965,null,604,null,1893,null,574,null,3661,null,902,null,20858,null,2288,null,54617,null,3683,null,93195,null,4227,null,75352,null,3378,null,1926,null,639,null,3191,null,965,null,1648,null,475,null,3061,null,800,null,7011,null,997,null,19809,null,1829,null,38706,null,2627,null,0400000US15,Hawaii,15
