C01001B_001E,C01001B_001EA,C01001B_001M,C01001B_001MA,C01001B_002E,C01001B_002EA,C01001B_002M,C01001B_002MA,C01001B_003E,C01001B_003EA,C01001B_003M,C01001B_003MA,C01001B_004E,C01001B_004EA,C01001B_004M,C01001B_004MA,C01001B_005E,C01001B_005EA,C01001B_005M,C01001B_005MA,C01001B_006E,C01001B_006EA,C01001B_006M,C01001B_006MA,C01001B_007E,C01001B_007EA,C01001B_007M,C01001B_007MA,C01001B_008E,C01001B_008EA,C01001B_008M,C01001B_008MA,C01001B_009E,C01001B_009EA,C01001B_009M,C01001B_009MA,GEO_ID,NAME,state
17563,null,3232,null,9356,null,1618,null,3896,null,1182,null,5033,null,912,null,427,null,346,null,8207,null,2236,null,4111,null,1642,null,3889,null,1011,null,207,null,198,null,0400000US23,Maine,23
1652857,null,8588,null,772192,null,5444,null,216859,null,3036,null,498657,null,3593,null,56676,null,1057,null,880665,null,5510,null,207896,null,2987,null,582308,null,3584,null,90461,null,1115,null,0400000US24,Maryland,24
416571,null,7537,null,202001,null,4968,null,58793,null,2905,null,131144,null,3310,null,12064,null,756,null,214570,null,4999,null,56615,null,2807,null,138017,null,3148,null,19938,null,940,null,0400000US25,Massachusetts,25
1388500,null,9079,null,657001,null,6087,null,198059,null,3560,null,409199,null,3913,null,49743,null,744,null,731499,null,4973,null,189503,null,3754,null,463128,null,2469,null,78868,null,647,null,0400000US26,Michigan,26
233086,null,4575,null,122894,null,2632,null,39782,null,1925,null,78990,null,1671,null,4122,null,366,null,110192,null,3067,null,36980,null,2302,null,67996,null,1575,null,5216,null,337,null,0400000US27,Minnesota,27
1096054,null,6284,null,516373,null,4246,null,168844,null,3432,null,313137,null,3113,null,34392,null,1649,null,579681,null,5023,null,165066,null,3780,null,358943,null,2404,null,55672,null,999,null,0400000US28,Mississippi,28
669157,null,6213,null,315715,null,3723,null,97607,null,2860,null,196067,null,2584,null,22041,null,883,null,353442,null,4007,null,95371,null,2718,null,222830,null,2235,null,35241,null,850,null,0400000US29,Missouri,29
2944,null,1048,null,1873,null,815,null,463,null,354,null,1320,null,632,null,90,null,98,null,1071,null,506,null,474,null,368,null,597,null,362,null,0,null,240,null,0400000US30,Montana,30
76793,null,2808,null,39139,null,1904,null,12913,null,1164,null,23992,null,1359,null,2234,null,441,null,37654,null,1939,null,11738,null,1415,null,22896,null,1011,null,3020,null,294,null,0400000US31,Nebraska,31
202700,null,4022,null,101452,null,2619,null,30758,null,1844,null,63178,null,1575,null,7516,null,346,null,101248,null,2294,null,28618,null,1494,null,63109,null,1521,null,9521,null,372,null,0400000US32,Nevada,32
16641,null,1369,null,8552,null,747,null,2928,null,534,null,5534,null,664,null,90,null,88,null,8089,null,1175,null,3028,null,644,null,4719,null,786,null,342,null,211,null,0400000US33,New Hampshire,33
1188841,null,9583,null,560721,null,5201,null,159286,null,3687,null,357852,null,3480,null,43583,null,984,null,628120,null,6228,null,155366,null,3660,null,400960,null,3686,null,71794,null,1285,null,0400000US34,New Jersey,34
43413,null,3115,null,21793,null,2161,null,5542,null,1318,null,13830,null,1613,null,2421,null,682,null,21620,null,1978,null,7615,null,1458,null,10993,null,1229,null,3012,null,961,null,0400000US35,New Mexico,35
3068887,null,16566,null,1424634,null,9787,null,407232,null,5948,null,902620,null,6964,null,114782,null,1688,null,1644253,null,10415,null,397955,null,5663,null,1049977,null,6418,null,196321,null,2840,null,0400000US36,New York,36
1972003,null,11599,null,930499,null,8547,null,268988,null,5482,null,591949,null,5306,null,69562,null,1737,null,1041504,null,6909,null,256127,null,5023,null,670851,null,3889,null,114526,null,1828,null,0400000US37,North Carolina,37
6962,null,817,null,4284,null,862,null,1370,null,662,null,2914,null,549,null,0,null,208,null,2678,null,719,null,892,null,521,null,1723,null,513,null,63,null,107,null,0400000US38,North Dakota,38
1363461,null,8833,null,647384,null,5535,null,191825,null,4336,null,403930,null,3120,null,51629,null,1353,null,716077,null,6005,null,188672,null,3592,null,443835,null,3497,null,83570,null,1499,null,0400000US39,Ohio,39
268412,null,5648,null,133059,null,3406,null,38954,null,2303,null,84172,null,2125,null,9933,null,911,null,135353,null,3637,null,38756,null,2293,null,83528,null,2122,null,13069,null,1075,null,0400000US40,Oklahoma,40
68196,null,4095,null,34884,null,2507,null,9075,null,1769,null,23936,null,1391,null,1873,null,341,null,33312,null,2776,null,10519,null,2090,null,20363,null,1404,null,2430,null,220,null,0400000US41,Oregon,41
1325314,null,9617,null,628596,null,6420,null,188462,null,4109,null,392694,null,3720,null,47440,null,1183,null,696718,null,5300,null,183341,null,4098,null,432259,null,3018,null,81118,null,1156,null,0400000US42,Pennsylvania,42
63171,null,3411,null,31199,null,2362,null,9259,null,1420,null,20949,null,1709,null,991,null,569,null,31972,null,2051,null,9834,null,1143,null,19691,null,1373,null,2447,null,546,null,0400000US44,Rhode Island,44
1273826,null,5710,null,600068,null,4928,null,175126,null,3363,null,378789,null,3736,null,46153,null,1083,null,673758,null,4538,null,166080,null,3524,null,430238,null,2539,null,77440,null,1142,null,0400000US45,South Carolina,45
8530,null,1093,null,4210,null,829,null,1357,null,582,null,2782,null,643,null,71,null,120,null,4320,null,888,null,1852,null,589,null,2399,null,745,null,69,null,101,null,0400000US46,South Dakota,46
1039226,null,7122,null,488389,null,4640,null,149554,null,2525,null,307896,null,3132,null,30939,null,1221,null,550837,null,4507,null,145948,null,3158,null,353035,null,3131,null,51854,null,1419,null,0400000US47,Tennessee,47
2856747,null,12761,null,1377715,null,9447,null,411632,null,6235,null,883225,null,6732,null,82858,null,2093,null,1479032,null,8413,null,398701,null,4762,null,950570,null,5955,null,129761,null,1998,null,0400000US48,Texas,48
32388,null,3194,null,18484,null,1828,null,8549,null,1470,null,9336,null,1284,null,599,null,355,null,13904,null,2260,null,7318,null,1770,null,5649,null,976,null,937,null,631,null,0400000US49,Utah,49
5145,null,855,null,2779,null,850,null,822,null,362,null,1876,null,659,null,81,null,89,null,2366,null,646,null,906,null,399,null,1460,null,549,null,0,null,211,null,0400000US50,Vermont,50
1542737,null,9786,null,734780,null,7049,null,201352,null,4153,null,477455,null,4906,null,55973,null,2069,null,807957,null,6628,null,198848,null,4117,null,522036,null,4918,null,87073,null,1856,null,0400000US51,Virginia,51
229534,null,6084,null,124077,null,4090,null,33244,null,2937,null,83993,null,2430,null,6840,null,536,null,105457,null,3923,null,31362,null,2524,null,67183,null,2536,null,6912,null,389,null,0400000US53,Washington,53
56331,null,3718,null,30315,null,2591,null,7501,null,1757,null,20958,null,1626,null,1856,null,574,null,26016,null,2143,null,6260,null,1366,null,15658,null,1382,null,4098,null,895,null,0400000US54,West Virginia,54
339527,null,5242,null,165166,null,3754,null,57113,null,2663,null,100495,null,2323,null,7558,null,496,null,174361,null,2475,null,54194,null,1984,null,107217,null,1320,null,12950,null,616,null,0400000US55,Wisconsin,55
5152,null,985,null,3792,null,913,null,1081,null,502,null,2711,null,748,null,0,null,265,null,1360,null,503,null,518,null,288,null,729,null,282,null,113,null,168,null,0400000US56,Wyoming,56
281393,null,13713,null,135726,null,7646,null,29980,null,3444,null,89576,null,5521,null,16170,null,1864,null,145667,null,7776,null,30317,null,2949,null,94212,null,5274,null,21138,null,2024,null,0400000US72,Puerto Rico,72
