B19101_001E,B19101_001EA,B19101_001M,B19101_001MA,B19101_002E,B19101_002EA,B19101_002M,B19101_002MA,B19101_003E,B19101_003EA,B19101_003M,B19101_003MA,B19101_004E,B19101_004EA,B19101_004M,B19101_004MA,B19101_005E,B19101_005EA,B19101_005M,B19101_005MA,B19101_006E,B19101_006EA,B19101_006M,B19101_006MA,B19101_007E,B19101_007EA,B19101_007M,B19101_007MA,B19101_008E,B19101_008EA,B19101_008M,B19101_008MA,B19101_009E,B19101_009EA,B19101_009M,B19101_009MA,B19101_010E,B19101_010EA,B19101_010M,B19101_010MA,B19101_011E,B19101_011EA,B19101_011M,B19101_011MA,B19101_012E,B19101_012EA,B19101_012M,B19101_012MA,B19101_013E,B19101_013EA,B19101_013M,B19101_013MA,B19101_014E,B19101_014EA,B19101_014M,B19101_014MA,B19101_015E,B19101_015EA,B19101_015M,B19101_015MA,B19101_016E,B19101_016EA,B19101_016M,B19101_016MA,B19101_017E,B19101_017EA,B19101_017M,B19101_017MA,GEO_ID,NAME,state
1246056,null,11767,null,84220,null,3968,null,55017,null,3691,null,71089,null,4235,null,67374,null,4157,null,68200,null,4589,null,69731,null,4480,null,72401,null,4421,null,65189,null,3173,null,60538,null,3673,null,108088,null,5462,null,136067,null,6230,null,165307,null,4781,null,95180,null,4039,null,49247,null,3143,null,42550,null,2846,null,35858,null,2509,null,0400000US01,Alabama,01
159940,null,3646,null,4568,null,1097,null,2744,null,756,null,3053,null,985,null,4913,null,1093,null,5599,null,1142,null,5811,null,1311,null,5815,null,1146,null,6733,null,1123,null,6417,null,1315,null,10810,null,1234,null,18632,null,1855,null,30363,null,2471,null,20369,null,2057,null,12444,null,1573,null,12356,null,1761,null,9313,null,1322,null,0400000US02,Alaska,02
1514235,null,13945,null,81463,null,4984,null,50064,null,3876,null,63349,null,4764,null,77450,null,4336,null,78954,null,4759,null,73917,null,4498,null,74904,null,4713,null,75788,null,4225,null,74220,null,4253,null,134634,null,6202,null,181420,null,6695,null,216870,null,7170,null,132090,null,5104,null,76156,null,4610,null,63798,null,3601,null,59158,null,3761,null,0400000US04,Arizona,04
768492,null,8905,null,52495,null,3695,null,38441,null,3493,null,49050,null,3240,null,50683,null,3448,null,47544,null,3314,null,44219,null,3300,null,45541,null,3393,null,41375,null,2790,null,40903,null,3263,null,74711,null,4047,null,83882,null,4364,null,88254,null,4282,null,50227,null,3304,null,23835,null,1995,null,19503,null,1821,null,17829,null,1709,null,0400000US05,Arkansas,05
8366253,null,25708,null,353472,null,9246,null,281383,null,9148,null,348158,null,9994,null,364638,null,9573,null,364606,null,10039,null,360370,null,10058,null,359664,null,9443,null,344120,null,9209,null,347283,null,10243,null,645775,null,13553,null,848463,null,14311,null,1136580,null,16640,null,843278,null,13136,null,556038,null,11458,null,611270,null,11399,null,601155,null,11589,null,0400000US06,California,06
1233139,null,11054,null,52261,null,3902,null,36035,null,3755,null,41115,null,2998,null,47274,null,4038,null,47642,null,3245,null,46076,null,3525,null,50327,null,3537,null,55011,null,4184,null,46635,null,3296,null,105958,null,5228,null,141918,null,6400,null,195088,null,6549,null,136661,null,5324,null,79822,null,3786,null,81419,null,3683,null,69897,null,3542,null,0400000US08,Colorado,08
890530,null,9200,null,28927,null,3335,null,21898,null,2380,null,19612,null,2511,null,26256,null,2460,null,29660,null,3061,null,28879,null,2543,null,30542,null,2950,null,28143,null,2625,null,31658,null,2830,null,61557,null,3533,null,90734,null,4481,null,135316,null,5073,null,113826,null,4533,null,71853,null,3680,null,79371,null,4131,null,92298,null,4652,null,0400000US09,Connecticut,09
220655,null,4595,null,6961,null,1400,null,4293,null,1202,null,7709,null,1423,null,10254,null,2108,null,9121,null,1440,null,11393,null,1626,null,9294,null,1310,null,9101,null,1353,null,8931,null,1406,null,19182,null,1826,null,25716,null,2318,null,35286,null,2728,null,23553,null,1948,null,14849,null,1541,null,14153,null,1734,null,10859,null,1381,null,0400000US10,Delaware,10
109030,null,4490,null,9307,null,1838,null,4573,null,1025,null,4365,null,1202,null,3667,null,975,null,4281,null,1032,null,4235,null,1191,null,4759,null,1224,null,3434,null,805,null,3229,null,964,null,7898,null,1528,null,6662,null,1262,null,10965,null,1518,null,8223,null,1534,null,7127,null,1465,null,10318,null,1398,null,15987,null,1829,null,0400000US11,District of Columbia,11
4542466,null,26422,null,228409,null,8011,null,171992,null,7313,null,217340,null,6342,null,247508,null,9035,null,250172,null,9772,null,261921,null,9179,null,263139,null,9036,null,244421,null,8131,null,235115,null,7886,null,408214,null,11122,null,515679,null,9694,null,590366,null,10673,null,352543,null,9967,null,194199,null,6634,null,179257,null,6542,null,182191,null,6850,null,0400000US12,Florida,12
2370143,null,18487,null,140161,null,5426,null,99902,null,5547,null,109957,null,5676,null,123990,null,6195,null,123755,null,7012,null,119309,null,5294,null,119516,null,5988,null,113349,null,5531,null,109128,null,4559,null,200268,null,7115,null,257057,null,7247,null,328353,null,8340,null,194995,null,5670,null,116061,null,5318,null,112067,null,4733,null,102275,null,4284,null,0400000US13,Georgia,13
310366,null,5604,null,9070,null,1287,null,7390,null,1604,null,9505,null,1709,null,10882,null,1784,null,11873,null,1942,null,11463,null,1741,null,11111,null,1645,null,12329,null,1950,null,12586,null,1549,null,23600,null,2350,null,35216,null,3321,null,54412,null,3452,null,38829,null,2682,null,20815,null,2235,null,24304,null,2274,null,16981,null,1849,null,0400000US15,Hawaii,15
397214,null,6069,null,15720,null,2318,null,14518,null,1775,null,17241,null,2103,null,21775,null,2259,null,24770,null,2516,null,24340,null,2177,null,23616,null,2263,null,24273,null,2524,null,23028,null,1880,null,39020,null,3246,null,50929,null,3104,null,57011,null,3365,null,28593,null,2201,null,13224,null,1620,null,10224,null,1344,null,8932,null,1269,null,0400000US16,Idaho,16
3120138,null,16955,null,144964,null,6088,null,96992,null,5394,null,112258,null,5707,null,120352,null,4641,null,133596,null,5650,null,135863,null,5815,null,131346,null,6104,null,134114,null,5114,null,130875,null,5245,null,254485,null,6264,null,357653,null,9360,null,483121,null,8819,null,324304,null,7948,null,190699,null,5780,null,186723,null,6584,null,182793,null,5803,null,0400000US17,Illinois,17
1657555,null,11425,null,85372,null,4750,null,54848,null,3614,null,70272,null,4512,null,80122,null,4822,null,86419,null,3793,null,83524,null,4116,null,89529,null,4788,null,90992,null,4710,null,84516,null,5060,null,159496,null,5966,null,213784,null,6738,null,244613,null,6427,null,141913,null,4874,null,69840,null,3882,null,59689,null,3358,null,42626,null,2685,null,0400000US18,Indiana,18
