B20017F_001E,B20017F_001EA,B20017F_001M,B20017F_001MA,B20017F_002E,B20017F_002EA,B20017F_002M,B20017F_002MA,B20017F_003E,B20017F_003EA,B20017F_003M,B20017F_003MA,B20017F_004E,B20017F_004EA,B20017F_004M,B20017F_004MA,B20017F_005E,B20017F_005EA,B20017F_005M,B20017F_005MA,B20017F_006E,B20017F_006EA,B20017F_006M,B20017F_006MA,B20017F_007E,B20017F_007EA,B20017F_007M,B20017F_007MA,GEO_ID,NAME,state
18144,null,1494,null,19413,null,1370,null,20588,null,1840,null,13067,null,4727,null,12220,null,2306,null,23442,null,5365,null,8439,null,3234,null,0400000US01,Alabama,01
25081,null,9187,null,24055,null,9403,null,27846,null,12068,null,17193,null,6251,null,27146,null,14493,null,29038,null,1769,null,9380,null,6100,null,0400000US02,Alaska,02
23191,null,985,null,25570,null,1457,null,32794,null,1613,null,12164,null,1702,null,19786,null,1438,null,28715,null,1639,null,9376,null,1221,null,0400000US04,Arizona,04
17706,null,2047,null,19678,null,2368,null,25075,null,1594,null,9324,null,1868,null,14627,null,1637,null,22167,null,2040,null,6981,null,3509,null,0400000US05,Arkansas,05
20394,null,312,null,22973,null,357,null,29487,null,412,null,12052,null,302,null,17451,null,292,null,25395,null,722,null,9380,null,243,null,0400000US06,California,06
22175,null,1112,null,26908,null,1786,null,34527,null,2461,null,9796,null,1359,null,16939,null,1079,null,27293,null,3425,null,8274,null,1117,null,0400000US08,Colorado,08
19686,null,1778,null,21670,null,1689,null,31924,null,4133,null,10778,null,1713,null,16215,null,2055,null,27818,null,2229,null,9183,null,1136,null,0400000US09,Connecticut,09
18873,null,3380,null,19254,null,5916,null,30333,null,9429,null,11879,null,3756,null,16597,null,6109,null,24772,null,5551,null,6987,null,1780,null,0400000US10,Delaware,10
28961,null,5674,null,32872,null,3618,null,34337,null,4143,null,19250,null,20421,null,18348,null,5407,null,19942,null,17805,null,13490,null,4620,null,0400000US11,District of Columbia,11
19307,null,664,null,21129,null,1066,null,26866,null,1216,null,11699,null,1535,null,17304,null,797,null,24146,null,1550,null,9758,null,832,null,0400000US12,Florida,12
16009,null,946,null,17017,null,1021,null,21633,null,1026,null,10026,null,1033,null,12613,null,1281,null,19809,null,1579,null,6698,null,920,null,0400000US13,Georgia,13
28208,null,13076,null,28925,null,16441,null,45032,null,16551,null,20761,null,1325,null,24571,null,18408,null,37281,null,5203,null,11538,null,3320,null,0400000US15,Hawaii,15
19680,null,2178,null,23090,null,2519,null,29463,null,3021,null,9480,null,2245,null,12709,null,3933,null,22794,null,2518,null,7733,null,2021,null,0400000US16,Idaho,16
21414,null,697,null,24347,null,768,null,29216,null,956,null,14295,null,760,null,17576,null,767,null,24455,null,1233,null,8769,null,558,null,0400000US17,Illinois,17
18289,null,1056,null,20423,null,2622,null,27094,null,2177,null,12170,null,1542,null,14464,null,1273,null,22447,null,2187,null,7696,null,1749,null,0400000US18,Indiana,18
22831,null,3101,null,23637,null,4347,null,31774,null,3077,null,11496,null,3727,null,21646,null,5303,null,24939,null,1867,null,6162,null,3351,null,0400000US19,Iowa,19
20972,null,3417,null,24888,null,3657,null,33786,null,5535,null,10526,null,3165,null,14908,null,3575,null,26056,null,3150,null,7887,null,1130,null,0400000US20,Kansas,20
13633,null,2015,null,13245,null,3615,null,20754,null,3121,null,8073,null,1203,null,14079,null,2238,null,18478,null,10108,null,10790,null,2655,null,0400000US21,Kentucky,21
21362,null,2892,null,23670,null,1473,null,26195,null,3758,null,11889,null,3664,null,16208,null,1956,null,19514,null,6492,null,8380,null,2461,null,0400000US22,Louisiana,22
10202,null,6478,null,31142,null,21314,null,38740,null,6947,null,4337,null,6816,null,4846,null,7406,null,64962,null,54058,null,3535,null,1921,null,0400000US23,Maine,23
20855,null,1486,null,23640,null,1310,null,31673,null,4059,null,11741,null,1568,null,17624,null,1543,null,24718,null,2454,null,8888,null,1316,null,0400000US24,Maryland,24
19786,null,1145,null,20969,null,2138,null,31055,null,3496,null,11106,null,1012,null,18745,null,1481,null,29286,null,1472,null,8117,null,954,null,0400000US25,Massachusetts,25
18179,null,1101,null,19280,null,1459,null,29884,null,3882,null,10745,null,1836,null,16273,null,2087,null,24858,null,2455,null,6982,null,1341,null,0400000US26,Michigan,26
20729,null,1439,null,21895,null,1392,null,27746,null,2331,null,11443,null,2054,null,18063,null,2446,null,24924,null,3024,null,11012,null,1683,null,0400000US27,Minnesota,27
15935,null,3856,null,20039,null,9239,null,30994,null,2328,null,12568,null,1427,null,9599,null,1516,null,19668,null,16248,null,8165,null,1358,null,0400000US28,Mississippi,28
18755,null,3018,null,22151,null,3442,null,29887,null,6214,null,7925,null,2492,null,15434,null,1717,null,21913,null,2076,null,8039,null,2232,null,0400000US29,Missouri,29
18547,null,2639,null,17608,null,8216,null,28534,null,13998,null,11191,null,3051,null,19686,null,10991,null,28457,null,11918,null,6343,null,7059,null,0400000US30,Montana,30
20267,null,1543,null,22483,null,1526,null,24319,null,1996,null,16353,null,6117,null,16147,null,1585,null,18868,null,3021,null,7725,null,3278,null,0400000US31,Nebraska,31
26397,null,1279,null,29206,null,1709,null,32663,null,1653,null,17264,null,4038,null,22294,null,1699,null,28525,null,2596,null,9140,null,1331,null,0400000US32,Nevada,32
18610,null,5312,null,24137,null,3815,null,27982,null,3809,null,7776,null,8986,null,15673,null,2620,null,25647,null,12526,null,12799,null,6832,null,0400000US33,New Hampshire,33
23707,null,965,null,26924,null,1864,null,31766,null,1087,null,14001,null,1090,null,20774,null,867,null,27206,null,1288,null,11152,null,804,null,0400000US34,New Jersey,34
22106,null,1212,null,24632,null,1903,null,31459,null,2106,null,9948,null,1616,null,18601,null,2036,null,26068,null,2041,null,8871,null,1120,null,0400000US35,New Mexico,35
21073,null,654,null,23829,null,773,null,29777,null,940,null,11936,null,566,null,17660,null,713,null,28893,null,919,null,9130,null,414,null,0400000US36,New York,36
15622,null,828,null,16934,null,921,null,22389,null,1309,null,9265,null,840,null,13029,null,928,null,18635,null,1184,null,8170,null,971,null,0400000US37,North Carolina,37
16861,null,2998,null,18377,null,7498,null,24182,null,11827,null,8705,null,2415,null,16416,null,4380,null,29498,null,3286,null,15195,null,9121,null,0400000US38,North Dakota,38
17808,null,2610,null,21611,null,1855,null,27937,null,2351,null,9533,null,1375,null,14319,null,2924,null,26677,null,3304,null,6798,null,1224,null,0400000US39,Ohio,39
19748,null,1205,null,22769,null,1948,null,29394,null,4119,null,16446,null,1938,null,13296,null,1948,null,21046,null,1721,null,7522,null,1846,null,0400000US40,Oklahoma,40
17838,null,1078,null,20084,null,1402,null,24232,null,971,null,12516,null,2089,null,14251,null,1087,null,20400,null,1579,null,7793,null,1207,null,0400000US41,Oregon,41
19313,null,1043,null,20867,null,2137,null,28632,null,1774,null,8945,null,1420,null,17718,null,1313,null,27213,null,2491,null,7494,null,916,null,0400000US42,Pennsylvania,42
