B01002G_001E,B01002G_001EA,B01002G_001M,B01002G_001MA,B01002G_002E,B01002G_002EA,B01002G_002M,B01002G_002MA,B01002G_003E,B01002G_003EA,B01002G_003M,B01002G_003MA,GEO_ID,NAME,state
20.8,null,1.5,null,20.4,null,2.2,null,21.6,null,3.3,null,0400000US01,Alabama,01
18.1,null,1.0,null,17.4,null,2.0,null,18.4,null,1.1,null,0400000US02,Alaska,02
17.2,null,1.0,null,16.2,null,1.2,null,18.4,null,1.2,null,0400000US04,Arizona,04
21.2,null,2.1,null,19.7,null,2.6,null,24.1,null,5.6,null,0400000US05,Arkansas,05
19.6,null,0.4,null,18.9,null,0.5,null,20.3,null,0.5,null,0400000US06,California,06
17.8,null,1.1,null,17.7,null,1.4,null,17.9,null,1.7,null,0400000US08,Colorado,08
15.8,null,1.2,null,14.6,null,1.2,null,18.2,null,1.1,null,0400000US09,Connecticut,09
16.2,null,4.3,null,15.3,null,5.9,null,16.8,null,5.7,null,0400000US10,Delaware,10
24.2,null,3.9,null,20.6,null,8.4,null,32.1,null,6.2,null,0400000US11,District of Columbia,11
21.2,null,1.1,null,20.0,null,1.3,null,22.5,null,1.4,null,0400000US12,Florida,12
17.3,null,1.3,null,16.0,null,1.4,null,18.8,null,1.7,null,0400000US13,Georgia,13
24.7,null,0.8,null,24.7,null,1.2,null,24.6,null,1.1,null,0400000US15,Hawaii,15
17.5,null,1.8,null,17.0,null,1.7,null,18.1,null,3.0,null,0400000US16,Idaho,16
15.2,null,0.9,null,14.5,null,1.0,null,16.3,null,1.4,null,0400000US17,Illinois,17
16.3,null,1.0,null,16.6,null,1.1,null,15.8,null,1.5,null,0400000US18,Indiana,18
14.7,null,1.3,null,14.5,null,1.4,null,15.0,null,1.8,null,0400000US19,Iowa,19
16.8,null,1.1,null,17.0,null,1.8,null,16.6,null,1.3,null,0400000US20,Kansas,20
14.5,null,1.1,null,13.7,null,1.9,null,15.3,null,2.0,null,0400000US21,Kentucky,21
17.7,null,1.4,null,17.2,null,1.5,null,18.6,null,3.8,null,0400000US22,Louisiana,22
21.2,null,2.4,null,20.3,null,1.7,null,23.7,null,5.1,null,0400000US23,Maine,23
18.4,null,1.0,null,17.6,null,1.7,null,19.1,null,1.6,null,0400000US24,Maryland,24
19.1,null,0.8,null,19.1,null,1.1,null,19.1,null,1.3,null,0400000US25,Massachusetts,25
18.0,null,0.8,null,18.1,null,1.1,null,17.9,null,1.1,null,0400000US26,Michigan,26
14.9,null,0.7,null,13.7,null,0.8,null,16.0,null,1.1,null,0400000US27,Minnesota,27
18.8,null,2.5,null,18.0,null,2.7,null,20.1,null,4.0,null,0400000US28,Mississippi,28
18.6,null,1.5,null,18.9,null,2.5,null,18.5,null,1.4,null,0400000US29,Missouri,29
16.3,null,1.8,null,15.0,null,3.7,null,16.9,null,1.9,null,0400000US30,Montana,30
19.5,null,1.3,null,21.2,null,3.0,null,17.1,null,2.8,null,0400000US31,Nebraska,31
19.4,null,1.6,null,18.6,null,1.6,null,20.6,null,2.4,null,0400000US32,Nevada,32
18.9,null,1.8,null,16.1,null,4.0,null,20.5,null,1.8,null,0400000US33,New Hampshire,33
21.4,null,1.1,null,21.2,null,1.7,null,21.6,null,1.4,null,0400000US34,New Jersey,34
21.9,null,1.8,null,22.1,null,2.2,null,21.7,null,3.0,null,0400000US35,New Mexico,35
21.5,null,1.2,null,20.8,null,1.3,null,22.1,null,1.5,null,0400000US36,New York,36
17.5,null,1.1,null,17.0,null,1.8,null,18.0,null,1.1,null,0400000US37,North Carolina,37
16.9,null,3.2,null,12.7,null,5.5,null,18.2,null,5.4,null,0400000US38,North Dakota,38
16.1,null,0.8,null,16.3,null,1.0,null,16.0,null,0.8,null,0400000US39,Ohio,39
22.6,null,0.8,null,21.9,null,1.0,null,23.3,null,1.0,null,0400000US40,Oklahoma,40
19.5,null,1.1,null,18.9,null,1.1,null,20.8,null,2.7,null,0400000US41,Oregon,41
16.8,null,0.9,null,16.5,null,1.3,null,17.1,null,1.2,null,0400000US42,Pennsylvania,42
20.0,null,4.6,null,20.8,null,9.1,null,19.8,null,4.4,null,0400000US44,Rhode Island,44
15.2,null,1.6,null,14.6,null,3.1,null,15.8,null,2.2,null,0400000US45,South Carolina,45
18.1,null,2.7,null,17.5,null,4.0,null,18.5,null,4.3,null,0400000US46,South Dakota,46
18.4,null,1.9,null,18.4,null,2.8,null,18.4,null,2.3,null,0400000US47,Tennessee,47
19.4,null,0.6,null,19.3,null,0.7,null,19.6,null,1.1,null,0400000US48,Texas,48
14.6,null,1.5,null,13.7,null,1.4,null,15.5,null,1.7,null,0400000US49,Utah,49
24.0,null,2.0,null,22.1,null,6.1,null,26.4,null,4.4,null,0400000US50,Vermont,50
16.8,null,0.9,null,16.2,null,1.0,null,17.5,null,1.6,null,0400000US51,Virginia,51
18.5,null,0.8,null,17.7,null,0.9,null,19.2,null,0.9,null,0400000US53,Washington,53
22.9,null,2.4,null,22.0,null,2.8,null,25.1,null,4.1,null,0400000US54,West Virginia,54
15.4,null,0.9,null,15.4,null,1.1,null,15.3,null,1.3,null,0400000US55,Wisconsin,55
18.3,null,4.1,null,17.1,null,2.8,null,22.1,null,8.2,null,0400000US56,Wyoming,56
32.0,null,0.8,null,31.7,null,1.1,null,32.4,null,1.0,null,0400000US72,Puerto Rico,72
