C15010A_001E,C15010A_001EA,C15010A_001M,C15010A_001MA,C15010A_002E,C15010A_002EA,C15010A_002M,C15010A_002MA,C15010A_003E,C15010A_003EA,C15010A_003M,C15010A_003MA,C15010A_004E,C15010A_004EA,C15010A_004M,C15010A_004MA,C15010A_005E,C15010A_005EA,C15010A_005M,C15010A_005MA,C15010A_006E,C15010A_006EA,C15010A_006M,C15010A_006MA,GEO_ID,NAME,state
552778,null,10385,null,163561,null,5671,null,54891,null,3150,null,131386,null,5404,null,101311,null,4448,null,101629,null,4681,null,0400000US01,Alabama,01
97683,null,4683,null,38207,null,3305,null,9163,null,1697,null,11847,null,1699,null,15744,null,1718,null,22722,null,2078,null,0400000US02,Alaska,02
946616,null,12821,null,307193,null,8514,null,85158,null,4693,null,205232,null,7877,null,147551,null,5974,null,201482,null,7614,null,0400000US04,Arizona,04
312956,null,8142,null,86704,null,4561,null,33453,null,2796,null,68703,null,3816,null,66014,null,4035,null,58082,null,3982,null,0400000US05,Arkansas,05
4839002,null,34847,null,1895967,null,23210,null,326199,null,8812,null,836089,null,16398,null,395601,null,9752,null,1385146,null,18657,null,0400000US06,California,06
1079978,null,13986,null,414114,null,8015,null,79408,null,4191,null,215608,null,6474,null,122984,null,5364,null,247864,null,7546,null,0400000US08,Colorado,08
738839,null,10177,null,263634,null,7978,null,57629,null,3624,null,146067,null,4626,null,90518,null,4759,null,180991,null,6629,null,0400000US09,Connecticut,09
135372,null,5491,null,45477,null,3440,null,11816,null,1663,null,25128,null,2351,null,22011,null,2372,null,30940,null,2754,null,0400000US10,Delaware,10
137442,null,3419,null,67432,null,3391,null,4555,null,1065,null,12597,null,1743,null,5453,null,1380,null,47405,null,3620,null,0400000US11,District of Columbia,11
2734119,null,24853,null,856631,null,14795,null,245344,null,8938,null,657729,null,12859,null,426554,null,10316,null,547861,null,11202,null,0400000US12,Florida,12
1251176,null,16314,null,382744,null,7829,null,106966,null,4769,null,307823,null,8742,null,182313,null,6169,null,271330,null,8729,null,0400000US13,Georgia,13
103391,null,4725,null,39267,null,3085,null,9476,null,1554,null,16869,null,2179,null,10030,null,1575,null,27749,null,2379,null,0400000US15,Hawaii,15
219369,null,6126,null,76985,null,3888,null,20155,null,2005,null,38086,null,2669,null,41498,null,2551,null,42645,null,2760,null,0400000US16,Idaho,16
2077662,null,14896,null,655179,null,11635,null,172572,null,5541,null,441055,null,8721,null,311591,null,8695,null,497265,null,9258,null,0400000US17,Illinois,17
851351,null,12814,null,236642,null,7909,null,100709,null,4017,null,174781,null,6648,null,162604,null,5837,null,176615,null,6025,null,0400000US18,Indiana,18
470381,null,8920,null,137409,null,5594,null,41438,null,2857,null,94618,null,4227,null,99634,null,4207,null,97282,null,4596,null,0400000US19,Iowa,19
486162,null,8722,null,137703,null,5053,null,45945,null,2693,null,102404,null,4776,null,97407,null,4268,null,102703,null,4058,null,0400000US20,Kansas,20
554598,null,11470,null,161566,null,5758,null,58818,null,3395,null,102894,null,4779,null,106352,null,4865,null,124968,null,5074,null,0400000US21,Kentucky,21
487873,null,9662,null,132342,null,5374,null,60781,null,3878,null,100038,null,4639,null,89821,null,4944,null,104891,null,4823,null,0400000US22,Louisiana,22
243665,null,7641,null,80821,null,4114,null,27210,null,2467,null,35014,null,2737,null,40619,null,2848,null,60001,null,3533,null,0400000US23,Maine,23
937902,null,13219,null,383568,null,8277,null,72250,null,3707,null,151396,null,5965,null,103924,null,4260,null,226764,null,6864,null,0400000US24,Maryland,24
1510181,null,17229,null,578661,null,11957,null,114750,null,5286,null,263893,null,8247,null,164457,null,6683,null,388420,null,9970,null,0400000US25,Massachusetts,25
1385152,null,16634,null,436415,null,9076,null,134916,null,4720,null,294189,null,8482,null,236449,null,5926,null,283183,null,8527,null,0400000US26,Michigan,26
1008458,null,12588,null,322470,null,7711,null,94195,null,4156,null,202417,null,6247,null,161260,null,5754,null,228116,null,5818,null,0400000US27,Minnesota,27
278221,null,8019,null,73789,null,4367,null,35358,null,3562,null,61649,null,4402,null,54318,null,4044,null,53107,null,4016,null,0400000US28,Mississippi,28
887982,null,12414,null,256185,null,7927,null,86960,null,4776,null,189245,null,5768,null,158228,null,6029,null,197364,null,6355,null,0400000US29,Missouri,29
169306,null,5723,null,59142,null,4143,null,15549,null,2103,null,27276,null,2822,null,32177,null,2345,null,35162,null,2756,null,0400000US30,Montana,30
293516,null,7150,null,78081,null,3801,null,30467,null,2351,null,62368,null,3550,null,61040,null,3303,null,61560,null,3495,null,0400000US31,Nebraska,31
293543,null,7437,null,91236,null,4774,null,23186,null,2488,null,65219,null,4194,null,44124,null,3130,null,69778,null,4430,null,0400000US32,Nevada,32
275430,null,7088,null,98877,null,4507,null,23652,null,2128,null,53791,null,3476,null,35770,null,2396,null,63340,null,3332,null,0400000US33,New Hampshire,33
1519134,null,18877,null,530675,null,9587,null,104928,null,4810,null,332091,null,7531,null,206281,null,6668,null,345159,null,9441,null,0400000US34,New Jersey,34
281392,null,6401,null,104898,null,4728,null,23291,null,2517,null,42779,null,2990,null,48244,null,3977,null,62180,null,3443,null,0400000US35,New Mexico,35
3278145,null,26943,null,1115789,null,15020,null,249048,null,7394,null,568041,null,12997,null,422537,null,10092,null,922730,null,15514,null,0400000US36,New York,36
1331668,null,17227,null,446835,null,11025,null,110719,null,5413,null,272655,null,7263,null,190133,null,5890,null,311326,null,7602,null,0400000US37,North Carolina,37
101982,null,3575,null,26666,null,1852,null,12616,null,1424,null,21664,null,1967,null,23378,null,1803,null,17658,null,1452,null,0400000US38,North Dakota,38
1653036,null,16896,null,492589,null,10514,null,169533,null,5845,null,355588,null,8428,null,303856,null,7802,null,331470,null,8449,null,0400000US39,Ohio,39
455816,null,8784,null,121080,null,4735,null,41839,null,3266,null,100509,null,5185,null,100330,null,4209,null,92058,null,4006,null,0400000US40,Oklahoma,40
679303,null,11758,null,252038,null,7807,null,54585,null,4530,null,102618,null,4614,null,90745,null,4748,null,179317,null,6721,null,0400000US41,Oregon,41
2026330,null,18605,null,667411,null,11094,null,193395,null,6011,null,381899,null,8714,null,346913,null,8190,null,436712,null,10748,null,0400000US42,Pennsylvania,42
198762,null,6700,null,68442,null,4073,null,16667,null,2140,null,32561,null,2473,null,27544,null,2821,null,53548,null,3111,null,0400000US44,Rhode Island,44
604414,null,10887,null,198231,null,6499,null,51536,null,3381,null,129865,null,6579,null,96152,null,4687,null,128630,null,5677,null,0400000US45,South Carolina,45
122637,null,4760,null,34241,null,2903,null,12953,null,1513,null,23747,null,2210,null,28254,null,2352,null,23442,null,2347,null,0400000US46,South Dakota,46
827543,null,12205,null,243972,null,6902,null,77715,null,4412,null,182953,null,6916,null,137472,null,6152,null,185431,null,6755,null,0400000US47,Tennessee,47
3151057,null,29362,null,1022480,null,17986,null,239142,null,7038,null,737472,null,13713,null,489190,null,9281,null,662773,null,14514,null,0400000US48,Texas,48
421562,null,9571,null,140888,null,5972,null,34614,null,2547,null,82317,null,4480,null,61909,null,3549,null,101834,null,4299,null,0400000US49,Utah,49
137295,null,4325,null,50010,null,2388,null,11080,null,1433,null,16482,null,1695,null,22620,null,1757,null,37103,null,2786,null,0400000US50,Vermont,50
1399960,null,16172,null,553629,null,12347,null,94836,null,4662,null,251882,null,7776,null,157602,null,5709,null,342011,null,9589,null,0400000US51,Virginia,51
1152377,null,14748,null,451222,null,10260,null,91843,null,5001,null,175658,null,6252,null,143049,null,5413,null,290605,null,7432,null,0400000US53,Washington,53
206071,null,6623,null,54882,null,3537,null,23714,null,2532,null,40302,null,2627,null,45082,null,3082,null,42091,null,3437,null,0400000US54,West Virginia,54
901100,null,10908,null,273912,null,6289,null,100113,null,4063,null,172745,null,5088,null,166247,null,4867,null,188083,null,5501,null,0400000US55,Wisconsin,55
81032,null,3711,null,30344,null,2200,null,7454,null,1199,null,10997,null,1439,null,17417,null,2115,null,14820,null,1805,null,0400000US56,Wyoming,56
435338,null,9913,null,114980,null,5033,null,40304,null,3271,null,134096,null,6035,null,87352,null,4809,null,58606,null,3554,null,0400000US72,Puerto Rico,72
