C14003_001E,C14003_001EA,C14003_001M,C14003_001MA,C14003_002E,C14003_002EA,C14003_002M,C14003_002MA,C14003_003E,C14003_003EA,C14003_003M,C14003_003MA,C14003_004E,C14003_004EA,C14003_004M,C14003_004MA,C14003_005E,C14003_005EA,C14003_005M,C14003_005MA,C14003_006E,C14003_006EA,C14003_006M,C14003_006MA,C14003_007E,C14003_007EA,C14003_007M,C14003_007MA,C14003_008E,C14003_008EA,C14003_008M,C14003_008MA,C14003_009E,C14003_009EA,C14003_009M,C14003_009MA,C14003_010E,C14003_010EA,C14003_010M,C14003_010MA,C14003_011E,C14003_011EA,C14003_011M,C14003_011MA,C14003_012E,C14003_012EA,C14003_012M,C14003_012MA,C14003_013E,C14003_013EA,C14003_013M,C14003_013MA,C14003_014E,C14003_014EA,C14003_014M,C14003_014MA,C14003_015E,C14003_015EA,C14003_015M,C14003_015MA,C14003_016E,C14003_016EA,C14003_016M,C14003_016MA,C14003_017E,C14003_017EA,C14003_017M,C14003_017MA,C14003_018E,C14003_018EA,C14003_018M,C14003_018MA,C14003_019E,C14003_019EA,C14003_019M,C14003_019MA,C14003_020E,C14003_020EA,C14003_020M,C14003_020MA,C14003_021E,C14003_021EA,C14003_021M,C14003_021MA,C14003_022E,C14003_022EA,C14003_022M,C14003_022MA,C14003_023E,C14003_023EA,C14003_023M,C14003_023MA,C14003_024E,C14003_024EA,C14003_024M,C14003_024MA,C14003_025E,C14003_025EA,C14003_025M,C14003_025MA,C14003_026E,C14003_026EA,C14003_026M,C14003_026MA,C14003_027E,C14003_027EA,C14003_027M,C14003_027MA,C14003_028E,C14003_028EA,C14003_028M,C14003_028MA,GEO_ID,NAME,state
4528190,null,4790,null,1025684,null,10645,null,30916,null,2772,null,255308,null,8497,null,272847,null,8186,null,162849,null,3323,null,88813,null,4422,null,111834,null,4648,null,57893,null,3828,null,45224,null,3412,null,184671,null,9437,null,27013,null,2454,null,40233,null,3879,null,35048,null,3454,null,19834,null,2062,null,13703,null,2880,null,23251,null,3357,null,13933,null,2271,null,11656,null,1561,null,3317835,null,10121,null,75424,null,4716,null,14482,null,1839,null,4064,null,1196,null,7639,null,1187,null,38641,null,3700,null,190309,null,6672,null,550211,null,6319,null,2437065,null,6213,null,0400000US01,Alabama,01
664695,null,2031,null,172228,null,4728,null,4623,null,1102,null,38929,null,2389,null,46316,null,2666,null,28313,null,1369,null,14319,null,1990,null,17041,null,2099,null,12476,null,2143,null,10211,null,1597,null,21274,null,2808,null,2518,null,837,null,3669,null,920,null,4433,null,924,null,1862,null,636,null,1642,null,828,null,1278,null,535,null,2668,null,912,null,3204,null,914,null,471193,null,4875,null,13862,null,1852,null,2696,null,657,null,1125,null,506,null,1388,null,608,null,9425,null,1557,null,40078,null,2813,null,86645,null,2986,null,315974,null,3177,null,0400000US02,Alaska,02
6286553,null,6535,null,1553922,null,14204,null,40279,null,3756,null,402805,null,10089,null,431877,null,9187,null,244636,null,3246,null,108934,null,4756,null,145870,null,6893,null,100874,null,5506,null,78647,null,4435,null,197476,null,10648,null,27607,null,3069,null,40822,null,4514,null,32309,null,3852,null,14621,null,1997,null,6873,null,1300,null,18872,null,3110,null,29881,null,3542,null,26491,null,2303,null,4535155,null,12889,null,139476,null,5990,null,27236,null,2914,null,8223,null,1762,null,12748,null,2269,null,60100,null,4135,null,275034,null,6460,null,824655,null,7529,null,3187683,null,5621,null,0400000US04,Arizona,04
2768846,null,3812,null,648898,null,8877,null,27276,null,3024,null,171388,null,5796,null,173249,null,5965,null,102125,null,2150,null,50364,null,4405,null,56930,null,4667,null,37306,null,3382,null,30260,null,2596,null,84131,null,5760,null,13173,null,1841,null,15485,null,1960,null,14330,null,2204,null,8250,null,1325,null,6154,null,1972,null,10061,null,1854,null,8053,null,2053,null,8625,null,1565,null,2035817,null,8996,null,41258,null,3445,null,9358,null,1986,null,5401,null,1649,null,5830,null,1254,null,25305,null,2723,null,128995,null,4874,null,336634,null,6408,null,1483036,null,5014,null,0400000US05,Arkansas,05
35331340,null,13095,null,8951947,null,32303,null,320649,null,10478,null,2145247,null,18503,null,2331312,null,20698,null,1432628,null,7823,null,714535,null,9264,null,959705,null,15271,null,590646,null,15677,null,457225,null,10456,null,1478432,null,24372,null,231185,null,8667,null,254762,null,7662,null,229913,null,8221,null,128138,null,6273,null,102408,null,5653,null,180550,null,10044,null,191940,null,9308,null,159536,null,7039,null,24900961,null,27933,null,567022,null,11636,null,82397,null,5220,null,34743,null,3614,null,46782,null,4026,null,278803,null,6868,null,1508452,null,14266,null,4592046,null,17674,null,17790716,null,13860,null,0400000US06,California,06
4809801,null,5144,null,1139427,null,14848,null,38108,null,2977,null,294887,null,7678,null,289919,null,6890,null,172657,null,2665,null,86232,null,4095,null,128899,null,6803,null,73708,null,4861,null,55017,null,3281,null,187086,null,7692,null,34372,null,3004,null,36272,null,3157,null,26690,null,2617,null,13043,null,1913,null,10175,null,1960,null,20105,null,3285,null,20967,null,2292,null,25462,null,2734,null,3483288,null,12466,null,77287,null,4340,null,15480,null,2145,null,5042,null,1210,null,9385,null,1533,null,39553,null,3549,null,218327,null,7229,null,634863,null,6815,null,2483351,null,5639,null,0400000US08,Colorado,08
3399333,null,3313,null,732087,null,9205,null,27486,null,2297,null,181938,null,5547,null,208942,null,5306,null,127144,null,2332,null,59020,null,3462,null,61641,null,4174,null,36140,null,3216,null,29776,null,2366,null,208649,null,9153,null,28402,null,2465,null,26310,null,2536,null,24660,null,2753,null,15478,null,1870,null,26409,null,2757,null,45040,null,4615,null,22538,null,2601,null,19812,null,2423,null,2458597,null,9365,null,34526,null,2703,null,6664,null,1464,null,2803,null,850,null,4045,null,1116,null,24019,null,2084,null,124778,null,5296,null,353854,null,4533,null,1907908,null,3754,null,0400000US09,Connecticut,09
849424,null,2065,null,175596,null,5536,null,4855,null,1400,null,43804,null,3334,null,43493,null,3625,null,27326,null,1478,null,18371,null,1624,null,18901,null,2038,null,8854,null,1493,null,9992,null,1764,null,54044,null,4272,null,6757,null,1495,null,10752,null,1623,null,11249,null,2168,null,6387,null,1261,null,2650,null,1026,null,5540,null,1499,null,5724,null,1148,null,4985,null,1076,null,619784,null,4503,null,12151,null,1347,null,2323,null,795,null,969,null,573,null,1000,null,471,null,5434,null,1202,null,32329,null,2434,null,101896,null,2685,null,463682,null,2266,null,0400000US10,Delaware,10
576946,null,1693,null,90639,null,3537,null,6312,null,1381,null,21668,null,1986,null,23139,null,2181,null,14699,null,944,null,5788,null,1316,null,6312,null,1322,null,7439,null,1592,null,5282,null,1425,null,61008,null,3414,null,2782,null,694,null,5184,null,1654,null,5045,null,1298,null,2899,null,779,null,15576,null,1722,null,13512,null,1789,null,11038,null,1762,null,4972,null,1042,null,425299,null,3744,null,6347,null,1469,null,911,null,625,null,749,null,463,null,1264,null,664,null,4159,null,1089,null,27204,null,1972,null,94210,null,2223,null,290455,null,1620,null,0400000US11,District of Columbia,11
17835864,null,9637,null,3640896,null,22944,null,111061,null,6000,null,862191,null,15675,null,994193,null,13689,null,591338,null,6218,null,290083,null,7155,null,400134,null,11664,null,224717,null,8713,null,167179,null,6995,null,782868,null,19457,null,115267,null,5896,null,147774,null,6375,null,126715,null,6622,null,69223,null,5488,null,51609,null,6203,null,98914,null,5532,null,86848,null,5821,null,86518,null,5058,null,13412100,null,20965,null,234724,null,8394,null,48256,null,3878,null,21878,null,2949,null,32694,null,3516,null,141134,null,5674,null,697732,null,11772,null,2029928,null,12250,null,10205754,null,10423,null,0400000US12,Florida,12
