B17006_001E,B17006_001EA,B17006_001M,B17006_001MA,B17006_002E,B17006_002EA,B17006_002M,B17006_002MA,B17006_003E,B17006_003EA,B17006_003M,B17006_003MA,B17006_004E,B17006_004EA,B17006_004M,B17006_004MA,B17006_005E,B17006_005EA,B17006_005M,B17006_005MA,B17006_006E,B17006_006EA,B17006_006M,B17006_006MA,B17006_007E,B17006_007EA,B17006_007M,B17006_007MA,B17006_008E,B17006_008EA,B17006_008M,B17006_008MA,B17006_009E,B17006_009EA,B17006_009M,B17006_009MA,B17006_010E,B17006_010EA,B17006_010M,B17006_010MA,B17006_011E,B17006_011EA,B17006_011M,B17006_011MA,B17006_012E,B17006_012EA,B17006_012M,B17006_012MA,B17006_013E,B17006_013EA,B17006_013M,B17006_013MA,B17006_014E,B17006_014EA,B17006_014M,B17006_014MA,B17006_015E,B17006_015EA,B17006_015M,B17006_015MA,B17006_016E,B17006_016EA,B17006_016M,B17006_016MA,B17006_017E,B17006_017EA,B17006_017M,B17006_017MA,B17006_018E,B17006_018EA,B17006_018M,B17006_018MA,B17006_019E,B17006_019EA,B17006_019M,B17006_019MA,B17006_020E,B17006_020EA,B17006_020M,B17006_020MA,B17006_021E,B17006_021EA,B17006_021M,B17006_021MA,B17006_022E,B17006_022EA,B17006_022M,B17006_022MA,B17006_023E,B17006_023EA,B17006_023M,B17006_023MA,B17006_024E,B17006_024EA,B17006_024M,B17006_024MA,B17006_025E,B17006_025EA,B17006_025M,B17006_025MA,B17006_026E,B17006_026EA,B17006_026M,B17006_026MA,B17006_027E,B17006_027EA,B17006_027M,B17006_027MA,B17006_028E,B17006_028EA,B17006_028M,B17006_028MA,B17006_029E,B17006_029EA,B17006_029M,B17006_029MA,GEO_ID,NAME,state
1110557,null,3805,null,272239,null,10571,null,71210,null,7276,null,24869,null,3886,null,3552,null,1056,null,42789,null,4305,null,201029,null,9723,null,17021,null,3711,null,5455,null,1660,null,644,null,407,null,10922,null,2639,null,184008,null,9736,null,59818,null,4759,null,9298,null,1792,null,114892,null,7723,null,838318,null,10580,null,623579,null,11346,null,170053,null,5708,null,34318,null,3098,null,419208,null,9570,null,214739,null,8983,null,47501,null,5470,null,14152,null,2915,null,1520,null,607,null,31829,null,4236,null,167238,null,8825,null,36670,null,3817,null,9609,null,1615,null,120959,null,6927,null,0400000US01,Alabama,01
178897,null,1754,null,21870,null,3281,null,7757,null,1805,null,3557,null,1058,null,354,null,219,null,3846,null,1047,null,14113,null,2836,null,2337,null,1337,null,632,null,367,null,323,null,304,null,1382,null,975,null,11776,null,2514,null,4283,null,1121,null,723,null,367,null,6770,null,1979,null,157027,null,3682,null,119711,null,4197,null,34176,null,2469,null,5434,null,1058,null,80101,null,2951,null,37316,null,3418,null,13133,null,2235,null,4103,null,1198,null,956,null,554,null,8074,null,1654,null,24183,null,2789,null,6802,null,1495,null,922,null,357,null,16459,null,1877,null,0400000US02,Alaska,02
1696764,null,5613,null,390723,null,16092,null,161833,null,11663,null,54585,null,5350,null,9600,null,1621,null,97648,null,8827,null,228890,null,12335,null,43335,null,6519,null,18093,null,3496,null,3216,null,1482,null,22026,null,4060,null,185555,null,12236,null,63375,null,6424,null,11528,null,2272,null,110652,null,7334,null,1306041,null,18014,null,954612,null,19772,null,279863,null,8950,null,53299,null,4081,null,621450,null,13510,null,351429,null,15259,null,103945,null,9980,null,29513,null,4502,null,7017,null,1557,null,67415,null,7113,null,247484,null,13432,null,63726,null,6105,null,12731,null,2416,null,171027,null,10570,null,0400000US04,Arizona,04
693842,null,2693,null,186751,null,8827,null,63095,null,6212,null,22062,null,3024,null,4927,null,1283,null,36106,null,4394,null,123656,null,8031,null,11215,null,2390,null,3423,null,1056,null,168,null,185,null,7624,null,2107,null,112441,null,8102,null,36661,null,3490,null,6462,null,1480,null,69318,null,6128,null,507091,null,9491,null,380268,null,10807,null,105428,null,4801,null,21290,null,2357,null,253550,null,8319,null,126823,null,8131,null,33546,null,4584,null,10078,null,1601,null,2076,null,867,null,21392,null,3371,null,93277,null,6779,null,21269,null,3473,null,4448,null,955,null,67560,null,4927,null,0400000US05,Arkansas,05
9244163,null,11480,null,1808741,null,31953,null,766624,null,24953,null,244711,null,9928,null,42872,null,3459,null,479041,null,18808,null,1042117,null,30468,null,195363,null,13772,null,72318,null,6880,null,10513,null,2151,null,112532,null,9348,null,846754,null,28711,null,278223,null,12193,null,45038,null,3991,null,523493,null,19721,null,7435422,null,32722,null,5639442,null,39990,null,1634373,null,16298,null,304978,null,9090,null,3700091,null,29544,null,1795980,null,33857,null,571911,null,21262,null,171920,null,8442,null,29791,null,2988,null,370200,null,15612,null,1224069,null,26829,null,299351,null,11333,null,55325,null,4289,null,869393,null,20305,null,0400000US06,California,06
1206115,null,3614,null,205317,null,12024,null,82346,null,9101,null,29690,null,4055,null,6287,null,1443,null,46369,null,6168,null,122971,null,9941,null,14393,null,3106,null,5767,null,1763,null,205,null,187,null,8421,null,2017,null,108578,null,9275,null,41757,null,4785,null,6774,null,1603,null,60047,null,6040,null,1000798,null,11820,null,801527,null,13701,null,237793,null,6495,null,44995,null,3265,null,518739,null,9604,null,199271,null,10550,null,58079,null,6603,null,15317,null,2999,null,3530,null,1076,null,39232,null,4544,null,141192,null,8807,null,29435,null,3283,null,6099,null,1336,null,105658,null,7177,null,0400000US08,Colorado,08
797329,null,2286,null,94650,null,7875,null,19854,null,3776,null,6546,null,1676,null,1230,null,694,null,12078,null,2714,null,74796,null,6760,null,6149,null,2181,null,2742,null,1207,null,249,null,225,null,3158,null,1388,null,68647,null,6442,null,21894,null,3108,null,3403,null,1091,null,43350,null,4181,null,702679,null,8504,null,545514,null,10083,null,143012,null,3854,null,29273,null,2408,null,373229,null,7878,null,157165,null,9061,null,33587,null,4133,null,8328,null,2000,null,1310,null,656,null,23949,null,3044,null,123578,null,7796,null,24767,null,3401,null,5319,null,1206,null,93492,null,5731,null,0400000US09,Connecticut,09
202061,null,1729,null,32520,null,5342,null,8110,null,2753,null,2454,null,994,null,452,null,315,null,5204,null,2298,null,24410,null,4663,null,2149,null,1141,null,870,null,542,null,116,null,143,null,1163,null,828,null,22261,null,4436,null,8136,null,2355,null,928,null,436,null,13197,null,2910,null,169541,null,5261,null,120952,null,5568,null,34960,null,2268,null,7131,null,1438,null,78861,null,4016,null,48589,null,4579,null,11154,null,2072,null,3831,null,1127,null,528,null,363,null,6795,null,1639,null,37435,null,3980,null,7788,null,1537,null,1702,null,710,null,27945,null,3227,null,0400000US10,Delaware,10
112003,null,930,null,32648,null,4671,null,1944,null,1341,null,955,null,898,null,0,null,296,null,989,null,771,null,30704,null,4475,null,5000,null,2717,null,945,null,684,null,68,null,113,null,3987,null,2240,null,25704,null,4408,null,7630,null,1601,null,1434,null,644,null,16640,null,3377,null,79355,null,4703,null,42930,null,3868,null,19215,null,1895,null,1880,null,705,null,21835,null,2982,null,36425,null,4472,null,5944,null,1944,null,1943,null,963,null,302,null,355,null,3699,null,1439,null,30481,null,3959,null,6696,null,1507,null,747,null,423,null,23038,null,3238,null,0400000US11,District of Columbia,11
3976645,null,8181,null,835363,null,23162,null,265687,null,15748,null,90299,null,7205,null,15296,null,2311,null,160092,null,10426,null,569676,null,21831,null,89149,null,9146,null,36695,null,5518,null,4923,null,1430,null,47531,null,6412,null,480527,null,21219,null,156833,null,8462,null,23967,null,3020,null,299727,null,14830,null,3141282,null,23053,null,2266434,null,22998,null,647326,null,10723,null,113591,null,6009,null,1505517,null,18425,null,874848,null,24595,null,214477,null,13116,null,63074,null,6421,null,11257,null,2211,null,140146,null,9690,null,660371,null,20121,null,151119,null,7809,null,27908,null,3285,null,481344,null,16274,null,0400000US12,Florida,12
2536075,null,5710,null,560761,null,19403,null,177182,null,12218,null,64828,null,5771,null,10736,null,1821,null,101618,null,8530,null,383579,null,16777,null,46401,null,6838,null,17534,null,3326,null,2875,null,1085,null,25992,null,4242,null,337178,null,15140,null,109499,null,6468,null,17159,null,2272,null,210520,null,11450,null,1975314,null,18284,null,1448540,null,18521,null,409510,null,9288,null,84332,null,5434,null,954698,null,12653,null,526774,null,17696,null,123204,null,8552,null,36797,null,4169,null,5685,null,1518,null,80722,null,6065,null,403570,null,15550,null,94873,null,7264,null,18962,null,2376,null,289735,null,11623,null,0400000US13,Georgia,13
282833,null,2153,null,37826,null,4249,null,12283,null,3019,null,4111,null,1418,null,924,null,483,null,7248,null,2115,null,25543,null,3877,null,3807,null,1950,null,566,null,419,null,99,null,78,null,3142,null,1845,null,21736,null,3333,null,7455,null,1611,null,1000,null,449,null,13281,null,2219,null,245007,null,4655,null,182239,null,6960,null,57590,null,3107,null,8566,null,1309,null,116083,null,4898,null,62768,null,5961,null,23205,null,4603,null,6788,null,2075,null,1613,null,703,null,14804,null,2921,null,39563,null,4634,null,10962,null,1996,null,2193,null,686,null,26408,null,3516,null,0400000US15,Hawaii,15
411819,null,2098,null,73108,null,6435,null,37679,null,5136,null,14417,null,2532,null,2349,null,760,null,20913,null,3307,null,35429,null,5106,null,5324,null,1985,null,1207,null,660,null,385,null,365,null,3732,null,1674,null,30105,null,4745,null,10600,null,2215,null,2167,null,941,null,17338,null,3255,null,338711,null,6546,null,279412,null,7332,null,84004,null,2940,null,16393,null,1867,null,179015,null,5785,null,59299,null,5188,null,19337,null,3050,null,5450,null,1358,null,1067,null,610,null,12820,null,2211,null,39962,null,4729,null,6644,null,1661,null,1850,null,619,null,31468,null,4035,null,0400000US16,Idaho,16
3119623,null,5805,null,581466,null,20690,null,175199,null,12249,null,55988,null,4803,null,10281,null,1950,null,108930,null,8929,null,406267,null,16283,null,48781,null,6203,null,17476,null,3152,null,2524,null,799,null,28781,null,4581,null,357486,null,16080,null,110243,null,6701,null,23089,null,3027,null,224154,null,10865,null,2538157,null,21621,null,1955397,null,22900,null,545916,null,8856,null,97556,null,4409,null,1311925,null,17117,null,582760,null,17480,null,156406,null,9471,null,52171,null,4825,null,7981,null,1372,null,96254,null,7182,null,426354,null,15747,null,99373,null,6247,null,19745,null,2603,null,307236,null,12122,null,0400000US17,Illinois,17
