C11002G_001E,C11002G_001EA,C11002G_001M,C11002G_001MA,C11002G_002E,C11002G_002EA,C11002G_002M,C11002G_002MA,C11002G_003E,C11002G_003EA,C11002G_003M,C11002G_003MA,GEO_ID,NAME,state
45801,null,5573,null,38285,null,5319,null,7516,null,1652,null,0400000US01,Alabama,01
29275,null,4191,null,24271,null,4216,null,5004,null,1432,null,0400000US02,Alaska,02
101692,null,9833,null,85435,null,9493,null,16257,null,2557,null,0400000US04,Arizona,04
41321,null,4830,null,34521,null,4762,null,6800,null,1407,null,0400000US05,Arkansas,05
888725,null,27415,null,738417,null,25548,null,150308,null,8733,null,0400000US06,California,06
103862,null,9524,null,84842,null,9070,null,19020,null,2910,null,0400000US08,Colorado,08
41874,null,5354,null,35457,null,5000,null,6417,null,1764,null,0400000US09,Connecticut,09
9031,null,2156,null,7323,null,2077,null,1708,null,807,null,0400000US10,Delaware,10
6214,null,1597,null,2611,null,1345,null,3603,null,1017,null,0400000US11,District of Columbia,11
246088,null,13808,null,205166,null,13514,null,40922,null,3940,null,0400000US12,Florida,12
100871,null,9455,null,84122,null,8898,null,16749,null,2606,null,0400000US13,Georgia,13
232965,null,13824,null,208789,null,13687,null,24176,null,3277,null,0400000US15,Hawaii,15
21872,null,3733,null,18186,null,3438,null,3686,null,1432,null,0400000US16,Idaho,16
127725,null,10383,null,103163,null,9801,null,24562,null,3639,null,0400000US17,Illinois,17
69641,null,5751,null,56778,null,5955,null,12863,null,2287,null,0400000US18,Indiana,18
28398,null,4942,null,23381,null,4585,null,5017,null,1556,null,0400000US19,Iowa,19
49116,null,5291,null,42402,null,5300,null,6714,null,1043,null,0400000US20,Kansas,20
41903,null,5539,null,35956,null,5320,null,5947,null,1232,null,0400000US21,Kentucky,21
38537,null,5178,null,32021,null,4774,null,6516,null,1361,null,0400000US22,Louisiana,22
19137,null,2763,null,14109,null,2459,null,5028,null,1472,null,0400000US23,Maine,23
77288,null,9332,null,64444,null,9482,null,12844,null,2376,null,0400000US24,Maryland,24
109576,null,10120,null,93616,null,8478,null,15960,null,3981,null,0400000US25,Massachusetts,25
129945,null,9557,null,106658,null,8689,null,23287,null,3101,null,0400000US26,Michigan,26
50849,null,5068,null,39267,null,4950,null,11582,null,2231,null,0400000US27,Minnesota,27
28220,null,4828,null,24609,null,4718,null,3611,null,1669,null,0400000US28,Mississippi,28
84658,null,8449,null,68221,null,7777,null,16437,null,2960,null,0400000US29,Missouri,29
12431,null,2815,null,9775,null,2389,null,2656,null,1171,null,0400000US30,Montana,30
27794,null,3800,null,22071,null,3760,null,5723,null,1400,null,0400000US31,Nebraska,31
65833,null,7998,null,54132,null,7673,null,11701,null,2573,null,0400000US32,Nevada,32
11202,null,2832,null,8317,null,2347,null,2885,null,1270,null,0400000US33,New Hampshire,33
136106,null,11254,null,118616,null,11194,null,17490,null,3417,null,0400000US34,New Jersey,34
39357,null,5157,null,32350,null,4851,null,7007,null,1522,null,0400000US35,New Mexico,35
275344,null,14850,null,221749,null,14029,null,53595,null,5460,null,0400000US36,New York,36
118906,null,11541,null,97703,null,11153,null,21203,null,3448,null,0400000US37,North Carolina,37
4489,null,1415,null,3595,null,1298,null,894,null,440,null,0400000US38,North Dakota,38
115765,null,9237,null,92107,null,8916,null,23658,null,3027,null,0400000US39,Ohio,39
206520,null,10776,null,172005,null,11104,null,34515,null,3774,null,0400000US40,Oklahoma,40
85716,null,8530,null,65266,null,8327,null,20450,null,3422,null,0400000US41,Oregon,41
114787,null,9107,null,93852,null,9309,null,20935,null,2963,null,0400000US42,Pennsylvania,42
11433,null,2758,null,8548,null,2281,null,2885,null,1180,null,0400000US44,Rhode Island,44
29165,null,4181,null,22575,null,3897,null,6590,null,1831,null,0400000US45,South Carolina,45
8338,null,2162,null,6740,null,2029,null,1598,null,887,null,0400000US46,South Dakota,46
67512,null,7477,null,56262,null,7581,null,11250,null,1978,null,0400000US47,Tennessee,47
388239,null,19254,null,331917,null,18728,null,56322,null,6296,null,0400000US48,Texas,48
28722,null,5077,null,24511,null,4920,null,4211,null,1579,null,0400000US49,Utah,49
10579,null,1861,null,7869,null,1565,null,2710,null,1304,null,0400000US50,Vermont,50
112494,null,11441,null,90885,null,10515,null,21609,null,3202,null,0400000US51,Virginia,51
173293,null,11053,null,137274,null,9449,null,36019,null,5138,null,0400000US53,Washington,53
24479,null,4413,null,18767,null,4003,null,5712,null,1463,null,0400000US54,West Virginia,54
49269,null,5613,null,40143,null,5280,null,9126,null,2370,null,0400000US55,Wisconsin,55
11376,null,2876,null,9457,null,2798,null,1919,null,744,null,0400000US56,Wyoming,56
435406,null,16629,null,400855,null,15966,null,34551,null,2756,null,0400000US72,Puerto Rico,72
