C18104_001E,C18104_001EA,C18104_001M,C18104_001MA,C18104_002E,C18104_002EA,C18104_002M,C18104_002MA,C18104_003E,C18104_003EA,C18104_003M,C18104_003MA,C18104_004E,C18104_004EA,C18104_004M,C18104_004MA,C18104_005E,C18104_005EA,C18104_005M,C18104_005MA,C18104_006E,C18104_006EA,C18104_006M,C18104_006MA,C18104_007E,C18104_007EA,C18104_007M,C18104_007MA,C18104_008E,C18104_008EA,C18104_008M,C18104_008MA,C18104_009E,C18104_009EA,C18104_009M,C18104_009MA,C18104_010E,C18104_010EA,C18104_010M,C18104_010MA,C18104_011E,C18104_011EA,C18104_011M,C18104_011MA,C18104_012E,C18104_012EA,C18104_012M,C18104_012MA,C18104_013E,C18104_013EA,C18104_013M,C18104_013MA,C18104_014E,C18104_014EA,C18104_014M,C18104_014MA,C18104_015E,C18104_015EA,C18104_015M,C18104_015MA,C18104_016E,C18104_016EA,C18104_016M,C18104_016MA,C18104_017E,C18104_017EA,C18104_017M,C18104_017MA,C18104_018E,C18104_018EA,C18104_018M,C18104_018MA,C18104_019E,C18104_019EA,C18104_019M,C18104_019MA,C18104_020E,C18104_020EA,C18104_020M,C18104_020MA,C18104_021E,C18104_021EA,C18104_021M,C18104_021MA,GEO_ID,NAME,state
4302183,null,3475,null,2056550,null,5192,null,413952,null,3403,null,30821,null,2824,null,383131,null,4564,null,1378994,null,3722,null,84557,null,5229,null,1294437,null,5987,null,263604,null,2165,null,29211,null,2070,null,234393,null,2569,null,2245633,null,4407,null,396430,null,2976,null,14334,null,1992,null,382096,null,3108,null,1488722,null,3325,null,89799,null,4919,null,1398923,null,6302,null,360481,null,2152,null,46322,null,3061,null,314159,null,3425,null,0400000US01,Alabama,01
623300,null,2765,null,316081,null,2697,null,65623,null,1387,null,2438,null,740,null,63185,null,1418,null,226171,null,2648,null,8929,null,1770,null,217242,null,2987,null,24287,null,861,null,2291,null,479,null,21996,null,870,null,307219,null,1826,null,62857,null,1274,null,2052,null,591,null,60805,null,1389,null,217556,null,1601,null,9241,null,1883,null,208315,null,1935,null,26806,null,946,null,3549,null,793,null,23257,null,1120,null,0400000US02,Alaska,02
5985101,null,2729,null,2968649,null,3702,null,621074,null,2266,null,25994,null,3690,null,595080,null,4082,null,1960942,null,2813,null,79621,null,6446,null,1881321,null,6866,null,386633,null,1604,null,32252,null,2690,null,354381,null,2806,null,3016452,null,3346,null,592310,null,2168,null,15055,null,2491,null,577255,null,3183,null,1956699,null,2375,null,77008,null,5353,null,1879691,null,6085,null,467443,null,1886,null,47133,null,4095,null,420310,null,4483,null,0400000US04,Arizona,04
2631080,null,2601,null,1272457,null,3994,null,257864,null,2905,null,19918,null,2344,null,237946,null,3412,null,844601,null,2887,null,56012,null,3999,null,788589,null,5218,null,169992,null,1484,null,18718,null,1734,null,151274,null,2418,null,1358623,null,3571,null,246509,null,2745,null,7367,null,1294,null,239142,null,3066,null,890281,null,2626,null,54566,null,4475,null,835715,null,5061,null,221833,null,2063,null,29204,null,2651,null,192629,null,3292,null,0400000US05,Arkansas,05
33628112,null,6189,null,16661174,null,8298,null,3422645,null,4498,null,116842,null,6775,null,3305803,null,7813,null,11498591,null,7798,null,412857,null,13232,null,11085734,null,15935,null,1739938,null,3731,null,156883,null,6978,null,1583055,null,7081,null,16966938,null,7335,null,3251215,null,3387,null,58589,null,4568,null,3192626,null,5464,null,11431245,null,5797,null,374130,null,10965,null,11057115,null,12885,null,2284478,null,4506,null,270487,null,7932,null,2013991,null,9178,null,0400000US06,California,06
4565428,null,3556,null,2270247,null,4427,null,439108,null,2477,null,17201,null,2167,null,421907,null,3086,null,1602871,null,3911,null,54779,null,3776,null,1548092,null,5164,null,228268,null,1588,null,14634,null,1681,null,213634,null,2361,null,2295181,null,3554,null,421389,null,1935,null,7568,null,1297,null,413821,null,2387,null,1585418,null,3309,null,47809,null,3685,null,1537609,null,4916,null,288374,null,2165,null,25275,null,2851,null,263099,null,3195,null,0400000US08,Colorado,08
3247487,null,1753,null,1572113,null,2578,null,305613,null,1622,null,15285,null,1921,null,290328,null,2476,null,1071986,null,2152,null,35015,null,2865,null,1036971,null,3814,null,194514,null,1526,null,9853,null,1446,null,184661,null,1997,null,1675374,null,2398,null,291817,null,1305,null,6689,null,1438,null,285128,null,1823,null,1118080,null,1965,null,40792,null,3225,null,1077288,null,4179,null,265477,null,1588,null,21419,null,2181,null,244058,null,2565,null,0400000US09,Connecticut,09
810022,null,1034,null,388100,null,1678,null,75489,null,998,null,3902,null,909,null,71587,null,1219,null,259529,null,1344,null,10512,null,1497,null,249017,null,2003,null,53082,null,626,null,5210,null,1161,null,47872,null,1427,null,421922,null,1375,null,71814,null,978,null,2386,null,693,null,69428,null,1229,null,281863,null,1108,null,12815,null,1681,null,269048,null,2000,null,68245,null,939,null,5577,null,898,null,62668,null,1334,null,0400000US10,Delaware,10
551256,null,1161,null,255958,null,1099,null,37328,null,612,null,2712,null,1112,null,34616,null,1272,null,192046,null,1242,null,8341,null,1701,null,183705,null,1980,null,26584,null,883,null,2982,null,855,null,23602,null,1161,null,295298,null,1058,null,38230,null,877,null,1790,null,747,null,36440,null,1091,null,217888,null,586,null,9166,null,1380,null,208722,null,1446,null,39180,null,1205,null,4050,null,948,null,35130,null,1294,null,0400000US11,District of Columbia,11
17029627,null,4471,null,8261844,null,7657,null,1478001,null,3826,null,73840,null,5426,null,1404161,null,6142,null,5404791,null,7884,null,220980,null,8801,null,5183811,null,12273,null,1379052,null,3521,null,114214,null,6495,null,1264838,null,7757,null,8767783,null,7258,null,1409503,null,4197,null,35343,null,3087,null,1374160,null,5199,null,5618927,null,7114,null,216326,null,9021,null,5402601,null,11328,null,1739353,null,6174,null,173121,null,8051,null,1566232,null,8386,null,0400000US12,Florida,12
