C15002G_001E,C15002G_001EA,C15002G_001M,C15002G_001MA,C15002G_002E,C15002G_002EA,C15002G_002M,C15002G_002MA,C15002G_003E,C15002G_003EA,C15002G_003M,C15002G_003MA,C15002G_004E,C15002G_004EA,C15002G_004M,C15002G_004MA,C15002G_005E,C15002G_005EA,C15002G_005M,C15002G_005MA,C15002G_006E,C15002G_006EA,C15002G_006M,C15002G_006MA,C15002G_007E,C15002G_007EA,C15002G_007M,C15002G_007MA,C15002G_008E,C15002G_008EA,C15002G_008M,C15002G_008MA,C15002G_009E,C15002G_009EA,C15002G_009M,C15002G_009MA,C15002G_010E,C15002G_010EA,C15002G_010M,C15002G_010MA,C15002G_011E,C15002G_011EA,C15002G_011M,C15002G_011MA,GEO_ID,NAME,state
29346,null,2845,null,14413,null,1883,null,3150,null,1064,null,3923,null,923,null,4422,null,1068,null,2918,null,780,null,14933,null,1826,null,2583,null,652,null,3389,null,845,null,5172,null,994,null,3789,null,933,null,0400000US01,Alabama,01
18899,null,2140,null,8676,null,1380,null,1859,null,669,null,2960,null,905,null,2789,null,854,null,1068,null,612,null,10223,null,1478,null,1142,null,576,null,2835,null,918,null,3949,null,1075,null,2297,null,987,null,0400000US02,Alaska,02
66489,null,5124,null,30141,null,2895,null,4077,null,1261,null,8267,null,1549,null,13149,null,1942,null,4648,null,1032,null,36348,null,3867,null,5395,null,1405,null,7321,null,1660,null,16170,null,2197,null,7462,null,1468,null,0400000US04,Arizona,04
25750,null,2726,null,12272,null,1534,null,2484,null,949,null,5758,null,1272,null,2585,null,688,null,1445,null,527,null,13478,null,1887,null,2738,null,730,null,3771,null,907,null,4888,null,1289,null,2081,null,696,null,0400000US05,Arkansas,05
582682,null,14771,null,282537,null,9198,null,47905,null,3875,null,59746,null,3980,null,103160,null,5978,null,71726,null,4778,null,300145,null,8992,null,44527,null,3367,null,55445,null,3558,null,118511,null,5988,null,81662,null,4587,null,0400000US06,California,06
60903,null,4038,null,29987,null,2674,null,4206,null,1259,null,6873,null,1345,null,12348,null,1847,null,6560,null,1296,null,30916,null,2651,null,4118,null,1016,null,7585,null,1600,null,10738,null,1711,null,8475,null,1449,null,0400000US08,Colorado,08
24795,null,2705,null,10469,null,1637,null,1605,null,565,null,3151,null,776,null,2817,null,816,null,2896,null,810,null,14326,null,1821,null,1696,null,625,null,2857,null,838,null,5458,null,1157,null,4315,null,1073,null,0400000US09,Connecticut,09
6950,null,1474,null,2618,null,795,null,364,null,292,null,660,null,326,null,979,null,492,null,615,null,361,null,4332,null,1123,null,857,null,492,null,736,null,413,null,1691,null,647,null,1048,null,601,null,0400000US10,Delaware,10
5297,null,1129,null,1899,null,653,null,50,null,87,null,305,null,311,null,648,null,407,null,896,null,429,null,3398,null,973,null,53,null,88,null,527,null,341,null,748,null,457,null,2070,null,718,null,0400000US11,District of Columbia,11
161993,null,7029,null,76782,null,4549,null,16313,null,2662,null,20895,null,2962,null,21494,null,2352,null,18080,null,2068,null,85211,null,4194,null,13790,null,2096,null,21566,null,2566,null,29333,null,2639,null,20522,null,2423,null,0400000US12,Florida,12
60310,null,5183,null,26323,null,2866,null,4164,null,1182,null,6976,null,2082,null,8421,null,1607,null,6762,null,1644,null,33987,null,3644,null,4960,null,1560,null,6533,null,1622,null,12489,null,2243,null,10005,null,1588,null,0400000US13,Georgia,13
151554,null,7322,null,76849,null,4633,null,4718,null,1042,null,33184,null,3150,null,25856,null,2725,null,13091,null,1825,null,74705,null,4422,null,5077,null,1257,null,26955,null,2517,null,26303,null,2530,null,16370,null,2029,null,0400000US15,Hawaii,15
13936,null,2020,null,6983,null,1221,null,1468,null,590,null,1922,null,740,null,2202,null,556,null,1391,null,589,null,6953,null,1260,null,1221,null,585,null,1493,null,659,null,2846,null,779,null,1393,null,501,null,0400000US16,Idaho,16
77452,null,5094,null,37677,null,3119,null,5615,null,1289,null,8964,null,1685,null,11858,null,1894,null,11240,null,1555,null,39775,null,3309,null,5725,null,1247,null,8032,null,1702,null,12761,null,2043,null,13257,null,1557,null,0400000US17,Illinois,17
40301,null,3037,null,20261,null,2053,null,3773,null,907,null,5767,null,1154,null,6483,null,1320,null,4238,null,1077,null,20040,null,2141,null,3158,null,812,null,6039,null,1296,null,6753,null,1061,null,4090,null,988,null,0400000US18,Indiana,18
17406,null,2410,null,8733,null,1715,null,1270,null,906,null,1999,null,715,null,3910,null,1131,null,1554,null,581,null,8673,null,1487,null,1591,null,792,null,1783,null,622,null,3702,null,1000,null,1597,null,595,null,0400000US19,Iowa,19
29814,null,2648,null,15481,null,1908,null,2016,null,775,null,4574,null,978,null,6424,null,1183,null,2467,null,738,null,14333,null,1526,null,1132,null,405,null,4878,null,933,null,5609,null,1180,null,2714,null,843,null,0400000US20,Kansas,20
23512,null,2669,null,11211,null,1684,null,2969,null,924,null,3662,null,922,null,3073,null,930,null,1507,null,463,null,12301,null,1680,null,3073,null,1206,null,3074,null,958,null,4449,null,903,null,1705,null,573,null,0400000US21,Kentucky,21
23568,null,2604,null,11766,null,1619,null,2351,null,665,null,3938,null,980,null,3664,null,1006,null,1813,null,730,null,11802,null,1719,null,2042,null,609,null,2806,null,851,null,4673,null,1124,null,2281,null,628,null,0400000US22,Louisiana,22
11088,null,1464,null,5391,null,996,null,753,null,424,null,2182,null,717,null,1843,null,759,null,613,null,323,null,5697,null,1044,null,654,null,462,null,1643,null,690,null,2791,null,790,null,609,null,380,null,0400000US23,Maine,23
50248,null,4191,null,24149,null,2823,null,2325,null,779,null,5130,null,1077,null,7388,null,1463,null,9306,null,1907,null,26099,null,2632,null,2985,null,988,null,4784,null,1214,null,8628,null,1471,null,9702,null,1595,null,0400000US24,Maryland,24
64158,null,4992,null,32410,null,3278,null,9431,null,2277,null,8003,null,1616,null,7519,null,1446,null,7457,null,1552,null,31748,null,2729,null,7345,null,1407,null,6358,null,1591,null,8735,null,1596,null,9310,null,1329,null,0400000US25,Massachusetts,25
74812,null,4668,null,36640,null,3258,null,4253,null,956,null,11258,null,1543,null,12972,null,2077,null,8157,null,1322,null,38172,null,2742,null,4913,null,965,null,9344,null,1131,null,15776,null,1706,null,8139,null,1474,null,0400000US26,Michigan,26
33371,null,2441,null,15541,null,1886,null,2064,null,705,null,4275,null,1049,null,5020,null,1016,null,4182,null,889,null,17830,null,1906,null,1805,null,678,null,4173,null,989,null,6855,null,1174,null,4997,null,1048,null,0400000US27,Minnesota,27
14802,null,2087,null,6628,null,1195,null,1563,null,737,null,1699,null,723,null,1860,null,676,null,1506,null,607,null,8174,null,1524,null,1629,null,590,null,2365,null,1052,null,3224,null,925,null,956,null,508,null,0400000US28,Mississippi,28
49745,null,3818,null,25863,null,2606,null,6274,null,1396,null,7738,null,1314,null,7350,null,1305,null,4501,null,1081,null,23882,null,2363,null,5263,null,1358,null,4655,null,929,null,8564,null,1331,null,5400,null,1311,null,0400000US29,Missouri,29
7232,null,1465,null,3457,null,899,null,575,null,341,null,1086,null,463,null,1217,null,610,null,579,null,334,null,3775,null,972,null,405,null,289,null,816,null,367,null,1203,null,601,null,1351,null,489,null,0400000US30,Montana,30
13922,null,1534,null,7364,null,1316,null,1084,null,564,null,1919,null,639,null,3217,null,886,null,1144,null,393,null,6558,null,1192,null,628,null,367,null,1684,null,645,null,2710,null,780,null,1536,null,569,null,0400000US31,Nebraska,31
37218,null,3577,null,18041,null,2021,null,2701,null,907,null,4534,null,1135,null,7872,null,1553,null,2934,null,708,null,19177,null,2341,null,2803,null,775,null,4794,null,1185,null,7721,null,1309,null,3859,null,1080,null,0400000US32,Nevada,32
6339,null,1062,null,3077,null,848,null,133,null,148,null,1154,null,470,null,1086,null,522,null,704,null,402,null,3262,null,664,null,159,null,129,null,1015,null,452,null,808,null,360,null,1280,null,488,null,0400000US33,New Hampshire,33
83252,null,6271,null,41317,null,4094,null,9657,null,2188,null,12751,null,2192,null,10661,null,1813,null,8248,null,1543,null,41935,null,3975,null,7849,null,1604,null,11350,null,1915,null,11371,null,1875,null,11365,null,1772,null,0400000US34,New Jersey,34
27797,null,3290,null,13662,null,2205,null,1800,null,583,null,3371,null,1075,null,4909,null,1218,null,3582,null,1193,null,14135,null,2098,null,2368,null,751,null,2844,null,755,null,6321,null,1390,null,2602,null,822,null,0400000US35,New Mexico,35
176880,null,8790,null,86167,null,5134,null,17987,null,2449,null,22866,null,2844,null,22586,null,2537,null,22728,null,2525,null,90713,null,5814,null,17060,null,2499,null,20008,null,2455,null,26177,null,2852,null,27468,null,2431,null,0400000US36,New York,36
68115,null,6063,null,32590,null,4370,null,5809,null,1799,null,7452,null,1514,null,13506,null,2706,null,5823,null,1321,null,35525,null,3245,null,5550,null,1351,null,5860,null,1152,null,15976,null,2156,null,8139,null,1422,null,0400000US37,North Carolina,37
3756,null,972,null,1545,null,702,null,333,null,349,null,170,null,159,null,823,null,485,null,219,null,178,null,2211,null,661,null,146,null,166,null,521,null,288,null,1208,null,540,null,336,null,281,null,0400000US38,North Dakota,38
71309,null,4728,null,33219,null,2746,null,4696,null,1053,null,10460,null,1563,null,11204,null,1745,null,6859,null,1146,null,38090,null,3410,null,5233,null,1184,null,10268,null,1504,null,15658,null,2092,null,6931,null,1293,null,0400000US39,Ohio,39
120743,null,4334,null,58682,null,2973,null,11632,null,1580,null,19083,null,2121,null,18999,null,1958,null,8968,null,1319,null,62061,null,3129,null,8472,null,1387,null,18460,null,1783,null,24235,null,2305,null,10894,null,1366,null,0400000US40,Oklahoma,40
57613,null,3988,null,27347,null,2778,null,3947,null,1029,null,7163,null,1357,null,10391,null,1663,null,5846,null,1431,null,30266,null,2716,null,3079,null,895,null,7948,null,1526,null,13787,null,1762,null,5452,null,1077,null,0400000US41,Oregon,41
68655,null,4487,null,33647,null,2857,null,4954,null,1318,null,11666,null,1819,null,9346,null,1706,null,7681,null,1460,null,35008,null,3364,null,5874,null,1354,null,9494,null,1469,null,11171,null,1465,null,8469,null,1327,null,0400000US42,Pennsylvania,42
8404,null,1927,null,4115,null,1244,null,564,null,343,null,1565,null,745,null,1318,null,658,null,668,null,405,null,4289,null,1180,null,245,null,201,null,1186,null,631,null,1892,null,813,null,966,null,448,null,0400000US44,Rhode Island,44
22153,null,2751,null,10375,null,1633,null,2353,null,666,null,2431,null,922,null,3292,null,945,null,2299,null,792,null,11778,null,1920,null,1947,null,663,null,2609,null,806,null,4689,null,1233,null,2533,null,770,null,0400000US45,South Carolina,45
