C15002G_001E,C15002G_001EA,C15002G_001M,C15002G_001MA,C15002G_002E,C15002G_002EA,C15002G_002M,C15002G_002MA,C15002G_003E,C15002G_003EA,C15002G_003M,C15002G_003MA,C15002G_004E,C15002G_004EA,C15002G_004M,C15002G_004MA,C15002G_005E,C15002G_005EA,C15002G_005M,C15002G_005MA,C15002G_006E,C15002G_006EA,C15002G_006M,C15002G_006MA,C15002G_007E,C15002G_007EA,C15002G_007M,C15002G_007MA,C15002G_008E,C15002G_008EA,C15002G_008M,C15002G_008MA,C15002G_009E,C15002G_009EA,C15002G_009M,C15002G_009MA,C15002G_010E,C15002G_010EA,C15002G_010M,C15002G_010MA,C15002G_011E,C15002G_011EA,C15002G_011M,C15002G_011MA,GEO_ID,NAME,state
6715,null,1477,null,3847,null,938,null,457,null,276,null,1320,null,613,null,1449,null,576,null,621,null,403,null,2868,null,922,null,261,null,197,null,607,null,410,null,1181,null,625,null,819,null,495,null,0400000US46,South Dakota,46
41885,null,3582,null,20179,null,2522,null,4477,null,1200,null,7096,null,1481,null,5013,null,1231,null,3593,null,1183,null,21706,null,2272,null,4023,null,974,null,5792,null,1275,null,7215,null,1339,null,4676,null,1174,null,0400000US47,Tennessee,47
222109,null,8774,null,110538,null,5907,null,21346,null,2836,null,28423,null,3085,null,37534,null,3637,null,23235,null,2265,null,111571,null,5864,null,22819,null,2480,null,25834,null,2784,null,40147,null,2903,null,22771,null,2474,null,0400000US48,Texas,48
18176,null,2290,null,8837,null,1493,null,1603,null,619,null,1643,null,676,null,3241,null,973,null,2350,null,718,null,9339,null,1542,null,612,null,356,null,2839,null,868,null,4411,null,1063,null,1477,null,586,null,0400000US49,Utah,49
5355,null,815,null,2410,null,709,null,334,null,249,null,826,null,291,null,895,null,536,null,355,null,247,null,2945,null,650,null,365,null,239,null,677,null,289,null,1203,null,449,null,700,null,316,null,0400000US50,Vermont,50
68355,null,5686,null,31486,null,3780,null,3561,null,1330,null,6867,null,1603,null,10730,null,1773,null,10328,null,1924,null,36869,null,3614,null,3387,null,910,null,5925,null,1422,null,13825,null,2128,null,13732,null,2076,null,0400000US51,Virginia,51
107437,null,5191,null,52853,null,3187,null,5750,null,1212,null,14614,null,2011,null,20834,null,2600,null,11655,null,1409,null,54584,null,3496,null,4955,null,1106,null,11261,null,1992,null,22464,null,2196,null,15904,null,1826,null,0400000US53,Washington,53
13953,null,1750,null,5857,null,925,null,1280,null,398,null,2162,null,683,null,1816,null,577,null,599,null,348,null,8096,null,1303,null,1169,null,516,null,3245,null,878,null,2501,null,697,null,1181,null,484,null,0400000US54,West Virginia,54
28394,null,2584,null,14335,null,1758,null,2851,null,838,null,4757,null,1020,null,4442,null,1148,null,2285,null,735,null,14059,null,1721,null,2241,null,637,null,3845,null,1117,null,4319,null,858,null,3654,null,873,null,0400000US55,Wisconsin,55
5649,null,1363,null,2730,null,1019,null,453,null,385,null,601,null,439,null,1002,null,612,null,674,null,447,null,2919,null,1041,null,223,null,167,null,1179,null,694,null,1086,null,653,null,431,null,287,null,0400000US56,Wyoming,56
267122,null,9362,null,133151,null,5698,null,44812,null,3613,null,38923,null,4001,null,32444,null,2646,null,16972,null,2136,null,133971,null,6051,null,38815,null,3258,null,32169,null,2969,null,32336,null,2502,null,30651,null,3194,null,0400000US72,Puerto Rico,72
