C15010_001E,C15010_001EA,C15010_001M,C15010_001MA,C15010_002E,C15010_002EA,C15010_002M,C15010_002MA,C15010_003E,C15010_003EA,C15010_003M,C15010_003MA,C15010_004E,C15010_004EA,C15010_004M,C15010_004MA,C15010_005E,C15010_005EA,C15010_005M,C15010_005MA,C15010_006E,C15010_006EA,C15010_006M,C15010_006MA,GEO_ID,NAME,state
108035,null,3947,null,28454,null,2040,null,13008,null,1425,null,23052,null,2017,null,24605,null,1925,null,18916,null,1605,null,0400000US38,North Dakota,38
1866776,null,19330,null,576877,null,10998,null,187429,null,6188,null,399630,null,9619,null,329568,null,7903,null,373272,null,9937,null,0400000US39,Ohio,39
540276,null,9481,null,147774,null,5471,null,51600,null,3298,null,117783,null,5042,null,114753,null,4382,null,108366,null,4324,null,0400000US40,Oklahoma,40
754459,null,12227,null,287382,null,8403,null,60583,null,4884,null,114511,null,4933,null,96256,null,4896,null,195727,null,6895,null,0400000US41,Oregon,41
2271270,null,19144,null,770074,null,11468,null,218877,null,6636,null,421408,null,8841,null,374225,null,8250,null,486686,null,11963,null,0400000US42,Pennsylvania,42
217976,null,7157,null,76943,null,4369,null,18516,null,2158,null,36498,null,2760,null,29369,null,2867,null,56650,null,3383,null,0400000US44,Rhode Island,44
734662,null,12752,null,238420,null,7049,null,61363,null,3827,null,156642,null,7345,null,120087,null,5339,null,158150,null,6571,null,0400000US45,South Carolina,45
131554,null,5248,null,37665,null,3098,null,14228,null,1599,null,25234,null,2263,null,29459,null,2371,null,24968,null,2419,null,0400000US46,South Dakota,46
969266,null,13985,null,291563,null,7373,null,89286,null,4811,null,216455,null,7267,null,158354,null,6248,null,213608,null,7368,null,0400000US47,Tennessee,47
3917304,null,30669,null,1332049,null,18875,null,321561,null,7868,null,908848,null,16570,null,564020,null,10005,null,790826,null,15878,null,0400000US48,Texas,48
448121,null,9764,null,151675,null,6069,null,37079,null,2735,null,87768,null,4455,null,64265,null,3875,null,107334,null,4685,null,0400000US49,Utah,49
140634,null,4400,null,52051,null,2582,null,11115,null,1434,null,16782,null,1819,null,22929,null,1781,null,37757,null,2851,null,0400000US50,Vermont,50
1770257,null,19314,null,705956,null,13757,null,126284,null,5598,null,334189,null,9764,null,190773,null,6201,null,413055,null,11663,null,0400000US51,Virginia,51
1379728,null,15657,null,560363,null,11606,null,110175,null,5327,null,215812,null,7755,null,157252,null,6094,null,336126,null,7736,null,0400000US53,Washington,53
218270,null,6542,null,60173,null,3427,null,25516,null,2553,null,42246,null,2675,null,46646,null,3246,null,43689,null,3569,null,0400000US54,West Virginia,54
965428,null,11464,null,299639,null,6959,null,107037,null,4176,null,184961,null,5745,null,173297,null,4712,null,200494,null,5685,null,0400000US55,Wisconsin,55
84564,null,3800,null,31611,null,2247,null,7950,null,1195,null,11535,null,1472,null,17893,null,2165,null,15575,null,1770,null,0400000US56,Wyoming,56
556734,null,9136,null,146453,null,5502,null,51338,null,3740,null,173578,null,6090,null,110177,null,5233,null,75188,null,4508,null,0400000US72,Puerto Rico,72
