C15010_001E,C15010_001EA,C15010_001M,C15010_001MA,C15010_002E,C15010_002EA,C15010_002M,C15010_002MA,C15010_003E,C15010_003EA,C15010_003M,C15010_003MA,C15010_004E,C15010_004EA,C15010_004M,C15010_004MA,C15010_005E,C15010_005EA,C15010_005M,C15010_005MA,C15010_006E,C15010_006EA,C15010_006M,C15010_006MA,GEO_ID,NAME,state
686543,null,12245,null,206698,null,6974,null,68454,null,3642,null,162573,null,6096,null,124597,null,5129,null,124221,null,5036,null,0400000US01,Alabama,01
114535,null,5559,null,43552,null,3552,null,11064,null,1828,null,14856,null,1993,null,19096,null,2009,null,25967,null,2295,null,0400000US02,Alaska,02
1085753,null,14044,null,365568,null,9284,null,99163,null,5068,null,233317,null,8645,null,162026,null,6472,null,225679,null,8352,null,0400000US04,Arizona,04
358933,null,9504,null,100533,null,4898,null,38521,null,3389,null,76349,null,4270,null,75818,null,4585,null,67712,null,4472,null,0400000US05,Arkansas,05
7110449,null,41480,null,2896480,null,27294,null,545937,null,12284,null,1312606,null,21219,null,533425,null,11711,null,1822001,null,21555,null,0400000US06,California,06
1181594,null,15302,null,458854,null,8568,null,86112,null,4293,null,238580,null,6486,null,130177,null,5396,null,267871,null,8255,null,0400000US08,Colorado,08
843502,null,11640,null,315142,null,9076,null,65254,null,4108,null,164584,null,4874,null,97762,null,4788,null,200760,null,7297,null,0400000US09,Connecticut,09
171091,null,6009,null,60536,null,3711,null,15425,null,2091,null,31451,null,2680,null,26062,null,2762,null,37617,null,3252,null,0400000US10,Delaware,10
200382,null,5000,null,95707,null,4416,null,8444,null,1435,null,22141,null,2672,null,11992,null,1804,null,62098,null,4266,null,0400000US11,District of Columbia,11
3233714,null,25701,null,1023811,null,15609,null,308371,null,10048,null,776875,null,14600,null,487866,null,11600,null,636791,null,12361,null,0400000US12,Florida,12
1716045,null,21504,null,549390,null,12169,null,150240,null,5769,null,421421,null,10358,null,240620,null,6835,null,354374,null,10136,null,0400000US13,Georgia,13
261095,null,6888,null,89604,null,5472,null,22820,null,2567,null,55700,null,3364,null,34179,null,3109,null,58792,null,3664,null,0400000US15,Hawaii,15
230252,null,6022,null,82117,null,3721,null,21117,null,2057,null,40100,null,2794,null,42569,null,2540,null,44349,null,2819,null,0400000US16,Idaho,16
2581463,null,17778,null,856147,null,13995,null,225345,null,6954,null,539948,null,10484,null,363425,null,9394,null,596598,null,10694,null,0400000US17,Illinois,17
944320,null,14704,null,273944,null,8178,null,110566,null,4330,null,192173,null,7156,null,173212,null,6261,null,194425,null,6513,null,0400000US18,Indiana,18
496918,null,9576,null,149271,null,6247,null,43529,null,3087,null,99333,null,4214,null,102934,null,4381,null,101851,null,4656,null,0400000US19,Iowa,19
533004,null,9566,null,156444,null,5562,null,50141,null,2799,null,113055,null,5349,null,102158,null,4545,null,111206,null,4261,null,0400000US20,Kansas,20
603567,null,12395,null,178828,null,6411,null,63883,null,3311,null,110899,null,4786,null,112483,null,5008,null,137474,null,5796,null,0400000US21,Kentucky,21
620131,null,11881,null,169323,null,6258,null,73895,null,4370,null,127245,null,5472,null,117680,null,5601,null,131988,null,6127,null,0400000US22,Louisiana,22
249275,null,7829,null,82753,null,4154,null,28248,null,2549,null,35604,null,2759,null,41180,null,2884,null,61490,null,3674,null,0400000US23,Maine,23
1355268,null,16700,null,562233,null,10777,null,110335,null,4664,null,237451,null,7998,null,139299,null,5595,null,305950,null,8130,null,0400000US24,Maryland,24
1716578,null,18229,null,685483,null,12301,null,132753,null,6134,null,298392,null,9024,null,174383,null,7081,null,425567,null,10467,null,0400000US25,Massachusetts,25
1628826,null,21418,null,532848,null,10109,null,159525,null,6019,null,342583,null,9698,null,263295,null,6254,null,330575,null,10083,null,0400000US26,Michigan,26
1098041,null,13828,null,364665,null,8707,null,101673,null,4436,null,218426,null,6418,null,168016,null,5886,null,245261,null,6180,null,0400000US27,Minnesota,27
365660,null,9502,null,95650,null,4890,null,43722,null,3999,null,77350,null,5241,null,76851,null,4400,null,72087,null,4693,null,0400000US28,Mississippi,28
999095,null,14352,null,296075,null,8571,null,96608,null,5314,null,213719,null,6876,null,173578,null,6157,null,219115,null,7239,null,0400000US29,Missouri,29
177632,null,6493,null,61584,null,4370,null,16099,null,2190,null,28999,null,3009,null,33524,null,2448,null,37426,null,2763,null,0400000US30,Montana,30
315465,null,7589,null,87764,null,4019,null,31613,null,2413,null,65909,null,3632,null,63246,null,3441,null,66933,null,3529,null,0400000US31,Nebraska,31
376423,null,8862,null,116533,null,5271,null,35866,null,3188,null,86217,null,4928,null,51947,null,3718,null,85860,null,4853,null,0400000US32,Nevada,32
288873,null,6998,null,106779,null,4444,null,24238,null,2160,null,55390,null,3467,null,36667,null,2427,null,65799,null,3499,null,0400000US33,New Hampshire,33
2037481,null,21317,null,763692,null,12316,null,159922,null,6324,null,438492,null,9376,null,240875,null,6756,null,434500,null,11152,null,0400000US34,New Jersey,34
327130,null,6924,null,120793,null,4865,null,27981,null,2715,null,49610,null,3276,null,55612,null,4265,null,73134,null,3840,null,0400000US35,New Mexico,35
4275463,null,30486,null,1482580,null,18198,null,360272,null,9565,null,776278,null,14295,null,502938,null,11439,null,1153395,null,17138,null,0400000US36,New York,36
1632573,null,19109,null,559929,null,11924,null,137255,null,6015,null,333636,null,8489,null,230068,null,6919,null,371685,null,9249,null,0400000US37,North Carolina,37
