C08007_001E,C08007_001EA,C08007_001M,C08007_001MA,C08007_002E,C08007_002EA,C08007_002M,C08007_002MA,C08007_003E,C08007_003EA,C08007_003M,C08007_003MA,C08007_004E,C08007_004EA,C08007_004M,C08007_004MA,C08007_005E,C08007_005EA,C08007_005M,C08007_005MA,C08007_006E,C08007_006EA,C08007_006M,C08007_006MA,C08007_007E,C08007_007EA,C08007_007M,C08007_007MA,C08007_008E,C08007_008EA,C08007_008M,C08007_008MA,C08007_009E,C08007_009EA,C08007_009M,C08007_009MA,GEO_ID,NAME,state
1959883,null,14222,null,1449186,null,13766,null,510697,null,9983,null,1038860,null,11128,null,729019,null,10609,null,309841,null,7082,null,921023,null,11315,null,720167,null,10521,null,200856,null,6810,null,0400000US01,Alabama,01
334556,null,6259,null,312243,null,6304,null,22313,null,2263,null,179985,null,4106,null,163739,null,4389,null,16246,null,2035,null,154571,null,4061,null,148504,null,3930,null,6067,null,1185,null,0400000US02,Alaska,02
2752205,null,20509,null,2590638,null,20676,null,161567,null,6154,null,1495064,null,14694,null,1392342,null,14776,null,102722,null,4757,null,1257141,null,13474,null,1198296,null,13276,null,58845,null,3939,null,0400000US04,Arizona,04
1222789,null,14751,null,927095,null,12337,null,295694,null,8063,null,647576,null,9049,null,472577,null,8981,null,174999,null,6103,null,575213,null,9182,null,454518,null,8566,null,120695,null,4661,null,0400000US05,Arkansas,05
16145601,null,40942,null,13375283,null,41848,null,2770318,null,25887,null,8863006,null,31229,null,7139938,null,31237,null,1723068,null,20338,null,7282595,null,27594,null,6235345,null,30037,null,1047250,null,16315,null,0400000US06,California,06
2465357,null,14253,null,1623453,null,17251,null,841904,null,13218,null,1336045,null,10689,null,841194,null,13188,null,494851,null,9915,null,1129312,null,9931,null,782259,null,10840,null,347053,null,7288,null,0400000US08,Colorado,08
1708011,null,11768,null,1261223,null,13649,null,446788,null,9605,null,883865,null,8021,null,621104,null,8736,null,262761,null,6604,null,824146,null,8417,null,640119,null,8443,null,184027,null,5335,null,0400000US09,Connecticut,09
412892,null,5760,null,332793,null,7362,null,80099,null,4602,null,210448,null,4015,null,161078,null,4690,null,49370,null,3539,null,202444,null,4165,null,171715,null,4700,null,30729,null,2799,null,0400000US10,Delaware,10
291083,null,5263,null,216290,null,6076,null,74793,null,4753,null,142105,null,3062,null,102872,null,3870,null,39233,null,3021,null,148978,null,4139,null,113418,null,4502,null,35560,null,3229,null,0400000US11,District of Columbia,11
7892572,null,35030,null,6394536,null,35764,null,1498036,null,19932,null,4155976,null,20743,null,3273054,null,22915,null,882922,null,17134,null,3736596,null,23207,null,3121482,null,24358,null,615114,null,11484,null,0400000US12,Florida,12
4289657,null,27610,null,2535731,null,18972,null,1753926,null,21612,null,2257756,null,19455,null,1278363,null,16560,null,979393,null,12896,null,2031901,null,19430,null,1257368,null,16069,null,774533,null,15041,null,0400000US13,Georgia,13
638154,null,6055,null,632293,null,5940,null,5861,null,1122,null,347512,null,4459,null,343058,null,4383,null,4454,null,1011,null,290642,null,5182,null,289235,null,5233,null,1407,null,532,null,0400000US15,Hawaii,15
674773,null,7681,null,537872,null,7749,null,136901,null,4367,null,361253,null,5040,null,278769,null,5638,null,82484,null,3424,null,313520,null,5501,null,259103,null,5817,null,54417,null,2901,null,0400000US16,Idaho,16
5918382,null,18686,null,4356659,null,22914,null,1561723,null,16833,null,3111641,null,16742,null,2201468,null,17052,null,910173,null,11729,null,2806741,null,11557,null,2155191,null,15851,null,651550,null,10769,null,0400000US17,Illinois,17
2875125,null,17262,null,1955235,null,15786,null,919890,null,13905,null,1509781,null,10922,null,968366,null,11091,null,541415,null,9836,null,1365344,null,13278,null,986869,null,12463,null,378475,null,8374,null,0400000US18,Indiana,18
1525678,null,9361,null,1162817,null,10151,null,362861,null,7150,null,791838,null,6714,null,587325,null,7284,null,204513,null,5879,null,733840,null,6424,null,575492,null,7181,null,158348,null,4203,null,0400000US19,Iowa,19
1368759,null,10173,null,1050228,null,11724,null,318531,null,7668,null,728506,null,6628,null,543007,null,7460,null,185499,null,5611,null,640253,null,7691,null,507221,null,7952,null,133032,null,4655,null,0400000US20,Kansas,20
1825471,null,14453,null,1259384,null,15560,null,566087,null,10216,null,963559,null,10030,null,628369,null,10432,null,335190,null,7149,null,861912,null,9394,null,631015,null,9620,null,230897,null,6139,null,0400000US21,Kentucky,21
1961548,null,15912,null,1375462,null,16279,null,586086,null,12310,null,1031505,null,11173,null,677352,null,11517,null,354153,null,9381,null,930043,null,11104,null,698110,null,10922,null,231933,null,8542,null,0400000US22,Louisiana,22
636449,null,7649,null,493630,null,7454,null,142819,null,5058,null,324116,null,4881,null,241537,null,4725,null,82579,null,3840,null,312333,null,5185,null,252093,null,5808,null,60240,null,3296,null,0400000US23,Maine,23
2840465,null,14868,null,1516015,null,18046,null,1324450,null,15736,null,1439710,null,10089,null,710269,null,11425,null,729441,null,10293,null,1400755,null,11732,null,805746,null,12284,null,595009,null,12300,null,0400000US24,Maryland,24
3231739,null,16169,null,2129233,null,16575,null,1102506,null,15345,null,1646028,null,12643,null,1031232,null,14257,null,614796,null,11489,null,1585711,null,10858,null,1098001,null,11351,null,487710,null,9211,null,0400000US25,Massachusetts,25
4136395,null,22473,null,2913122,null,23449,null,1223273,null,16351,null,2106691,null,14470,null,1425635,null,16417,null,681056,null,10100,null,2029704,null,14822,null,1487487,null,14029,null,542217,null,10925,null,0400000US26,Michigan,26
