B24041_001E,B24041_001EA,B24041_001M,B24041_001MA,B24041_002E,B24041_002EA,B24041_002M,B24041_002MA,B24041_003E,B24041_003EA,B24041_003M,B24041_003MA,B24041_004E,B24041_004EA,B24041_004M,B24041_004MA,B24041_005E,B24041_005EA,B24041_005M,B24041_005MA,B24041_006E,B24041_006EA,B24041_006M,B24041_006MA,B24041_007E,B24041_007EA,B24041_007M,B24041_007MA,B24041_008E,B24041_008EA,B24041_008M,B24041_008MA,B24041_009E,B24041_009EA,B24041_009M,B24041_009MA,B24041_010E,B24041_010EA,B24041_010M,B24041_010MA,B24041_011E,B24041_011EA,B24041_011M,B24041_011MA,B24041_012E,B24041_012EA,B24041_012M,B24041_012MA,B24041_013E,B24041_013EA,B24041_013M,B24041_013MA,B24041_014E,B24041_014EA,B24041_014M,B24041_014MA,B24041_015E,B24041_015EA,B24041_015M,B24041_015MA,B24041_016E,B24041_016EA,B24041_016M,B24041_016MA,B24041_017E,B24041_017EA,B24041_017M,B24041_017MA,B24041_018E,B24041_018EA,B24041_018M,B24041_018MA,B24041_019E,B24041_019EA,B24041_019M,B24041_019MA,B24041_020E,B24041_020EA,B24041_020M,B24041_020MA,B24041_021E,B24041_021EA,B24041_021M,B24041_021MA,B24041_022E,B24041_022EA,B24041_022M,B24041_022MA,B24041_023E,B24041_023EA,B24041_023M,B24041_023MA,B24041_024E,B24041_024EA,B24041_024M,B24041_024MA,B24041_025E,B24041_025EA,B24041_025M,B24041_025MA,B24041_026E,B24041_026EA,B24041_026M,B24041_026MA,B24041_027E,B24041_027EA,B24041_027M,B24041_027MA,GEO_ID,NAME,state
36720,null,482,null,35082,null,3982,null,28476,null,2837,null,55189,null,10162,null,35218,null,2402,null,38552,null,1046,null,39118,null,1977,null,26425,null,835,null,45870,null,1944,null,44075,null,2667,null,49953,null,3728,null,40270,null,2916,null,37716,null,1442,null,39894,null,1602,null,31526,null,1405,null,41720,null,1680,null,56220,null,3318,null,28037,null,9404,null,27261,null,1516,null,38179,null,714,null,41722,null,1085,null,34102,null,1425,null,19826,null,1027,null,26896,null,1892,null,18603,null,922,null,27799,null,1401,null,43640,null,1460,null,0400000US01,Alabama,01
45797,null,1609,null,64958,null,10550,null,46938,null,3873,null,84629,null,13081,null,55445,null,7975,null,35478,null,7190,null,49487,null,13761,null,34071,null,2382,null,49722,null,4026,null,48694,null,4622,null,55063,null,13449,null,49653,null,3998,null,41696,null,5846,null,42361,null,8312,null,40886,null,7426,null,53793,null,5411,null,57877,null,5284,null,-666666666,-,0,**,41783,null,6228,null,45277,null,2868,null,51115,null,3370,null,40915,null,2408,null,26621,null,3222,null,41473,null,13707,null,24294,null,3759,null,40563,null,4056,null,54612,null,4237,null,0400000US02,Alaska,02
38679,null,279,null,39726,null,4271,null,28943,null,2786,null,54475,null,2219,null,37323,null,1132,null,47709,null,2169,null,40693,null,2053,null,30644,null,965,null,45062,null,2673,null,41731,null,1874,null,54410,null,5350,null,47701,null,4344,null,42511,null,1261,null,44036,null,1732,null,37807,null,2540,null,41351,null,1233,null,58363,null,2040,null,38077,null,21343,null,27837,null,1416,null,38939,null,545,null,39665,null,761,null,38213,null,924,null,23904,null,1116,null,30044,null,2087,null,21729,null,1655,null,31284,null,1815,null,47072,null,1873,null,0400000US04,Arizona,04
32291,null,395,null,31714,null,2764,null,28316,null,1371,null,49862,null,4133,null,31557,null,1206,null,33132,null,865,null,38504,null,2817,null,28172,null,973,null,40454,null,2306,null,38662,null,2374,null,49191,null,6588,null,39318,null,2656,null,33464,null,1251,null,34716,null,1916,null,30077,null,2443,null,34785,null,2812,null,44452,null,4442,null,68246,null,11658,null,26689,null,2447,null,33223,null,980,null,37116,null,1212,null,30688,null,1229,null,19980,null,1383,null,24196,null,3835,null,18981,null,1225,null,26715,null,1234,null,36685,null,1411,null,0400000US05,Arkansas,05
44574,null,287,null,26009,null,868,null,23880,null,572,null,63587,null,2929,null,44894,null,1238,null,47904,null,568,null,42788,null,1155,null,33794,null,631,null,48973,null,541,null,44524,null,992,null,74461,null,2319,null,63709,null,1558,null,50683,null,798,null,55309,null,1455,null,42685,null,1325,null,53621,null,1136,null,72909,null,893,null,71944,null,13137,null,29920,null,680,null,46787,null,790,null,51858,null,653,null,42067,null,597,null,26429,null,662,null,37787,null,1077,null,23374,null,441,null,31204,null,874,null,62519,null,1029,null,0400000US06,California,06
42958,null,450,null,48971,null,4952,null,28930,null,2107,null,73045,null,4761,null,41348,null,1326,null,51841,null,2065,null,48106,null,2002,null,32085,null,832,null,46391,null,2349,null,43285,null,2696,null,56602,null,4668,null,54342,null,5076,null,47447,null,1811,null,48908,null,1248,null,41273,null,2335,null,55995,null,2581,null,69039,null,2377,null,51967,null,32923,null,31721,null,1923,null,40804,null,795,null,42050,null,1003,null,39391,null,1088,null,26122,null,2001,null,38945,null,1652,null,23183,null,1036,null,33533,null,2921,null,55555,null,2224,null,0400000US08,Colorado,08
51770,null,567,null,38391,null,13687,null,35401,null,2985,null,55992,null,20361,null,51346,null,1360,null,58769,null,1200,null,55935,null,4064,null,38698,null,1277,null,52931,null,1754,null,50164,null,1365,null,70676,null,3679,null,59176,null,3293,null,69825,null,2821,null,73830,null,2168,null,48384,null,1907,null,61917,null,2062,null,75443,null,2929,null,70409,null,49859,null,38722,null,1587,null,48472,null,948,null,54481,null,1989,null,43284,null,2042,null,32774,null,1968,null,39377,null,2505,null,30016,null,2235,null,35926,null,2681,null,65676,null,2634,null,0400000US09,Connecticut,09
42735,null,1195,null,38685,null,16485,null,29854,null,20258,null,43379,null,5034,null,41989,null,3267,null,56955,null,3857,null,47987,null,5965,null,27449,null,2078,null,52761,null,2359,null,51792,null,1284,null,70200,null,15852,null,43627,null,8064,null,49170,null,2542,null,49941,null,2719,null,41980,null,10139,null,46838,null,3635,null,63861,null,7401,null,64271,null,96440,null,31027,null,2711,null,44252,null,3058,null,46143,null,3558,null,42839,null,3354,null,24210,null,2674,null,31832,null,3121,null,21398,null,2058,null,33113,null,5589,null,47545,null,2435,null,0400000US10,Delaware,10
58893,null,1566,null,-666666666,-,0,**,-666666666,-,0,**,-666666666,-,0,**,38490,null,1246,null,95164,null,46522,null,41606,null,3718,null,34022,null,6916,null,39549,null,9124,null,39360,null,8752,null,58356,null,36260,null,74760,null,6529,null,70379,null,6955,null,76807,null,11009,null,51108,null,19593,null,73970,null,3817,null,86216,null,6412,null,64680,null,18901,null,29790,null,3650,null,47633,null,2277,null,54775,null,7023,null,39928,null,5146,null,31074,null,3281,null,45371,null,10133,null,25467,null,3180,null,59821,null,4484,null,72639,null,4790,null,0400000US11,District of Columbia,11
35942,null,248,null,25039,null,2630,null,22754,null,2468,null,46060,null,6091,null,35025,null,831,null,39453,null,922,null,38953,null,1191,null,28718,null,401,null,42297,null,1050,null,40686,null,1062,null,50168,null,1706,null,42291,null,1638,null,40045,null,627,null,42421,null,854,null,35105,null,1355,null,39931,null,606,null,52220,null,1378,null,63560,null,10943,null,29050,null,733,null,37582,null,406,null,39656,null,393,null,35036,null,671,null,24604,null,496,null,30415,null,1148,null,22921,null,643,null,27654,null,681,null,43843,null,864,null,0400000US12,Florida,12
