C15002_001E,C15002_001EA,C15002_001M,C15002_001MA,C15002_002E,C15002_002EA,C15002_002M,C15002_002MA,C15002_003E,C15002_003EA,C15002_003M,C15002_003MA,C15002_004E,C15002_004EA,C15002_004M,C15002_004MA,C15002_005E,C15002_005EA,C15002_005M,C15002_005MA,C15002_006E,C15002_006EA,C15002_006M,C15002_006MA,C15002_007E,C15002_007EA,C15002_007M,C15002_007MA,C15002_008E,C15002_008EA,C15002_008M,C15002_008MA,C15002_009E,C15002_009EA,C15002_009M,C15002_009MA,C15002_010E,C15002_010EA,C15002_010M,C15002_010MA,C15002_011E,C15002_011EA,C15002_011M,C15002_011MA,C15002_012E,C15002_012EA,C15002_012M,C15002_012MA,C15002_013E,C15002_013EA,C15002_013M,C15002_013MA,C15002_014E,C15002_014EA,C15002_014M,C15002_014MA,C15002_015E,C15002_015EA,C15002_015M,C15002_015MA,C15002_016E,C15002_016EA,C15002_016M,C15002_016MA,C15002_017E,C15002_017EA,C15002_017M,C15002_017MA,GEO_ID,NAME,state
3115982,null,5413,null,1470221,null,4231,null,94985,null,4763,null,174501,null,6140,null,464551,null,8701,null,323311,null,7733,null,88341,null,5127,null,211422,null,6496,null,113110,null,4288,null,1645761,null,3473,null,92472,null,3947,null,195607,null,6689,null,502361,null,7791,null,363100,null,8824,null,130210,null,6353,null,235980,null,6382,null,126031,null,5356,null,0400000US01,Alabama,01
431178,null,2628,null,221191,null,2106,null,6080,null,933,null,13108,null,1732,null,68535,null,3245,null,63440,null,3318,null,15906,null,1751,null,34369,null,2632,null,19753,null,1828,null,209987,null,1243,null,7014,null,1273,null,10870,null,1579,null,50960,null,3184,null,64104,null,3233,null,16626,null,1544,null,41447,null,3059,null,18966,null,2310,null,0400000US02,Alaska,02
4248231,null,3428,null,2095513,null,2649,null,154466,null,7914,null,194721,null,8441,null,513087,null,12230,null,529235,null,11790,null,150479,null,7230,null,348081,null,9081,null,205444,null,6635,null,2152718,null,2286,null,146130,null,6119,null,177003,null,6285,null,544242,null,11125,null,573051,null,11280,null,180064,null,6628,null,343915,null,7291,null,188313,null,7633,null,0400000US04,Arizona,04
1903914,null,5373,null,906422,null,3538,null,71869,null,4528,null,100103,null,4893,null,324262,null,7638,null,199464,null,7071,null,41334,null,3496,null,114200,null,4865,null,55190,null,3733,null,997492,null,3329,null,63731,null,3527,null,99714,null,4945,null,338409,null,8264,null,232412,null,7758,null,73683,null,4315,null,128189,null,5887,null,61354,null,3558,null,0400000US05,Arkansas,05
23782109,null,5693,null,11719302,null,5399,null,1217832,null,19122,null,1106253,null,21799,null,2474351,null,28490,null,2532040,null,26937,null,820990,null,14759,null,2220258,null,24227,null,1347578,null,16585,null,12062807,null,5054,null,1287834,null,16434,null,997747,null,19348,null,2505225,null,22241,null,2752615,null,27449,null,976773,null,18446,null,2333711,null,22231,null,1208902,null,14213,null,0400000US06,California,06
3293368,null,3707,null,1636840,null,3347,null,77755,null,5201,null,102282,null,5456,null,378073,null,9183,null,365106,null,8673,null,119915,null,5028,null,374099,null,8614,null,219610,null,5995,null,1656528,null,2454,null,74842,null,4768,null,96617,null,5354,null,365734,null,7309,null,389518,null,8266,null,141932,null,5175,null,387939,null,8294,null,199946,null,6308,null,0400000US08,Colorado,08
2370028,null,1849,null,1127786,null,1559,null,53512,null,3775,null,80892,null,4179,null,321122,null,8504,null,190260,null,6031,null,67334,null,3757,null,233888,null,6852,null,180778,null,5455,null,1242242,null,1431,null,57037,null,4134,null,79656,null,5034,null,346653,null,7202,null,222585,null,5746,null,107475,null,5081,null,241291,null,6410,null,187545,null,5970,null,0400000US09,Connecticut,09
595133,null,1337,null,280845,null,1224,null,11756,null,1825,null,25829,null,2384,null,86011,null,3719,null,56822,null,3637,null,17375,null,2021,null,49359,null,3305,null,33693,null,2408,null,314288,null,871,null,11332,null,1561,null,26151,null,2555,null,99583,null,3858,null,62412,null,3499,null,26771,null,2785,null,53976,null,3375,null,34063,null,2562,null,0400000US10,Delaware,10
413396,null,601,null,191593,null,550,null,9190,null,1543,null,14141,null,1841,null,40260,null,2625,null,28372,null,2396,null,4215,null,1073,null,40803,null,2916,null,54612,null,2882,null,221803,null,464,null,10474,null,1552,null,19512,null,2504,null,42574,null,3441,null,37763,null,3118,null,6513,null,1625,null,43843,null,3195,null,61124,null,2723,null,0400000US11,District of Columbia,11
12800944,null,8517,null,6159578,null,6374,null,378917,null,13557,null,583062,null,13402,null,1815541,null,20522,null,1272956,null,16340,null,478394,null,12036,null,1023739,null,13223,null,606969,null,11569,null,6641366,null,5405,null,382519,null,9661,null,539503,null,12186,null,2047853,null,21792,null,1463334,null,18092,null,605151,null,14156,null,1058109,null,13658,null,544897,null,10903,null,0400000US12,Florida,12
