B99151_001E,B99151_001EA,B99151_002E,B99151_002EA,B99151_003E,B99151_003EA,GEO_ID,NAME,state
3115982,null,115267,null,3000715,null,0400000US01,Alabama,01
431178,null,10775,null,420403,null,0400000US02,Alaska,02
4248231,null,231663,null,4016568,null,0400000US04,Arizona,04
1903914,null,59571,null,1844343,null,0400000US05,Arkansas,05
23782109,null,1215007,null,22567102,null,0400000US06,California,06
3293368,null,124512,null,3168856,null,0400000US08,Colorado,08
2370028,null,85269,null,2284759,null,0400000US09,Connecticut,09
595133,null,19996,null,575137,null,0400000US10,Delaware,10
413396,null,23634,null,389762,null,0400000US11,District of Columbia,11
12800944,null,656396,null,12144548,null,0400000US12,Florida,12
6230326,null,306329,null,5923997,null,0400000US13,Georgia,13
882883,null,40016,null,842867,null,0400000US15,Hawaii,15
963730,null,34643,null,929087,null,0400000US16,Idaho,16
8437673,null,308990,null,8128683,null,0400000US17,Illinois,17
4193210,null,137699,null,4055511,null,0400000US18,Indiana,18
1980897,null,47017,null,1933880,null,0400000US19,Iowa,19
1809054,null,45528,null,1763526,null,0400000US20,Kansas,20
2877333,null,73065,null,2804268,null,0400000US21,Kentucky,21
2896932,null,98975,null,2797957,null,0400000US22,Louisiana,22
924973,null,23699,null,901274,null,0400000US23,Maine,23
3797739,null,138953,null,3658786,null,0400000US24,Maryland,24
4490445,null,190303,null,4300142,null,0400000US25,Massachusetts,25
6624875,null,216388,null,6408487,null,0400000US26,Michigan,26
3486153,null,100036,null,3386117,null,0400000US27,Minnesota,27
1865862,null,67770,null,1798092,null,0400000US28,Mississippi,28
3961562,null,116196,null,3845366,null,0400000US29,Missouri,29
648828,null,27249,null,621579,null,0400000US30,Montana,30
1153230,null,26749,null,1126481,null,0400000US31,Nebraska,31
1728239,null,73308,null,1654931,null,0400000US32,Nevada,32
902747,null,31111,null,871636,null,0400000US33,New Hampshire,33
5905302,null,237761,null,5667541,null,0400000US34,New Jersey,34
1290920,null,53879,null,1237041,null,0400000US35,New Mexico,35
13197392,null,707602,null,12489790,null,0400000US36,New York,36
6150247,null,209951,null,5940296,null,0400000US37,North Carolina,37
419435,null,9870,null,409565,null,0400000US38,North Dakota,38
7738348,null,212112,null,7526236,null,0400000US39,Ohio,39
2376783,null,80912,null,2295871,null,0400000US40,Oklahoma,40
2586798,null,84711,null,2502087,null,0400000US41,Oregon,41
8609133,null,350567,null,8258566,null,0400000US42,Pennsylvania,42
715565,null,25278,null,690287,null,0400000US44,Rhode Island,44
3019333,null,132518,null,2886815,null,0400000US45,South Carolina,45
523836,null,13996,null,509840,null,0400000US46,South Dakota,46
4213368,null,132143,null,4081225,null,0400000US47,Tennessee,47
15361557,null,605608,null,14755949,null,0400000US48,Texas,48
1573179,null,58165,null,1515014,null,0400000US49,Utah,49
425483,null,10885,null,414598,null,0400000US50,Vermont,50
5207987,null,191679,null,5016308,null,0400000US51,Virginia,51
4445351,null,143288,null,4302063,null,0400000US53,Washington,53
1263943,null,38236,null,1225707,null,0400000US54,West Virginia,54
3761656,null,98716,null,3662940,null,0400000US55,Wisconsin,55
355793,null,6882,null,348911,null,0400000US56,Wyoming,56
2595507,null,93949,null,2501558,null,0400000US72,Puerto Rico,72
