C23022_001E,C23022_001EA,C23022_001M,C23022_001MA,C23022_002E,C23022_002EA,C23022_002M,C23022_002MA,C23022_003E,C23022_003EA,C23022_003M,C23022_003MA,C23022_004E,C23022_004EA,C23022_004M,C23022_004MA,C23022_005E,C23022_005EA,C23022_005M,C23022_005MA,C23022_006E,C23022_006EA,C23022_006M,C23022_006MA,C23022_007E,C23022_007EA,C23022_007M,C23022_007MA,C23022_008E,C23022_008EA,C23022_008M,C23022_008MA,C23022_009E,C23022_009EA,C23022_009M,C23022_009MA,C23022_010E,C23022_010EA,C23022_010M,C23022_010MA,C23022_011E,C23022_011EA,C23022_011M,C23022_011MA,GEO_ID,NAME,state
3059728,null,4734,null,1500904,null,3953,null,1161247,null,8622,null,792349,null,10678,null,368898,null,9043,null,339657,null,8657,null,1558824,null,4416,null,1056442,null,10915,null,608742,null,10320,null,447700,null,9178,null,502382,null,11765,null,0400000US01,Alabama,01
484064,null,2285,null,252083,null,1681,null,217744,null,2893,null,123062,null,3623,null,94682,null,3737,null,34339,null,3011,null,231981,null,1859,null,180231,null,3298,null,90314,null,3798,null,89917,null,4111,null,51750,null,2924,null,0400000US02,Alaska,02
4179761,null,4376,null,2125226,null,3764,null,1682970,null,12574,null,1116660,null,14025,null,566310,null,14285,null,442256,null,13029,null,2054535,null,2855,null,1417908,null,12932,null,809849,null,11283,null,608059,null,12187,null,636627,null,13465,null,0400000US04,Arizona,04
1847079,null,4001,null,914919,null,3173,null,720108,null,6606,null,483089,null,7686,null,237019,null,6188,null,194811,null,6877,null,932160,null,3535,null,650997,null,7778,null,383753,null,9400,null,267244,null,7517,null,281163,null,7451,null,0400000US05,Arkansas,05
24479481,null,10127,null,12460394,null,7279,null,9921998,null,23406,null,6449005,null,29122,null,3472993,null,27158,null,2538396,null,24753,null,12019087,null,8611,null,8273386,null,27538,null,4469601,null,26871,null,3803785,null,27203,null,3745701,null,26975,null,0400000US06,California,06
3394002,null,4287,null,1733790,null,3445,null,1498491,null,8643,null,994592,null,12208,null,503899,null,11737,null,235299,null,8572,null,1660212,null,3974,null,1277552,null,8495,null,699500,null,10386,null,578052,null,9086,null,382660,null,8118,null,0400000US08,Colorado,08
2320532,null,2916,null,1150169,null,2495,null,972440,null,5989,null,655842,null,7644,null,316598,null,7848,null,177729,null,5805,null,1170363,null,2226,null,913060,null,6865,null,490448,null,8851,null,422612,null,8374,null,257303,null,6716,null,0400000US09,Connecticut,09
576590,null,1989,null,281830,null,1517,null,231318,null,3805,null,160255,null,4521,null,71063,null,3532,null,50512,null,3741,null,294760,null,1589,null,222952,null,3953,null,128933,null,4290,null,94019,null,3952,null,71808,null,3838,null,0400000US10,Delaware,10
428713,null,1216,null,202427,null,1129,null,157082,null,3224,null,107333,null,3359,null,49749,null,3827,null,45345,null,3382,null,226286,null,1126,null,165634,null,3583,null,107735,null,4195,null,57899,null,4156,null,60652,null,3587,null,0400000US11,District of Columbia,11
11744569,null,8849,null,5864331,null,6691,null,4574450,null,17591,null,3052695,null,22900,null,1521755,null,20980,null,1289881,null,17405,null,5880238,null,6092,null,4147640,null,20941,null,2456139,null,21676,null,1691501,null,19721,null,1732598,null,21275,null,0400000US12,Florida,12
6516458,null,7195,null,3223531,null,7767,null,2525797,null,16639,null,1729008,null,19839,null,796789,null,16748,null,697734,null,16281,null,3292927,null,8683,null,2304161,null,19070,null,1375075,null,14556,null,929086,null,16005,null,988766,null,15785,null,0400000US13,Georgia,13
849035,null,1852,null,439467,null,1471,null,371680,null,3530,null,260940,null,4599,null,110740,null,4954,null,67787,null,3530,null,409568,null,1340,null,308839,null,4424,null,191021,null,5343,null,117818,null,4695,null,100729,null,4666,null,0400000US15,Hawaii,15
988096,null,2721,null,499029,null,2340,null,421593,null,3681,null,256746,null,5539,null,164847,null,6220,null,77436,null,4178,null,489067,null,2520,null,363060,null,5039,null,178869,null,4878,null,184191,null,4637,null,126007,null,4389,null,0400000US16,Idaho,16
