C24010H_001E,C24010H_001EA,C24010H_001M,C24010H_001MA,C24010H_002E,C24010H_002EA,C24010H_002M,C24010H_002MA,C24010H_003E,C24010H_003EA,C24010H_003M,C24010H_003MA,C24010H_004E,C24010H_004EA,C24010H_004M,C24010H_004MA,C24010H_005E,C24010H_005EA,C24010H_005M,C24010H_005MA,C24010H_006E,C24010H_006EA,C24010H_006M,C24010H_006MA,C24010H_007E,C24010H_007EA,C24010H_007M,C24010H_007MA,C24010H_008E,C24010H_008EA,C24010H_008M,C24010H_008MA,C24010H_009E,C24010H_009EA,C24010H_009M,C24010H_009MA,C24010H_010E,C24010H_010EA,C24010H_010M,C24010H_010MA,C24010H_011E,C24010H_011EA,C24010H_011M,C24010H_011MA,C24010H_012E,C24010H_012EA,C24010H_012M,C24010H_012MA,C24010H_013E,C24010H_013EA,C24010H_013M,C24010H_013MA,C24010H_014E,C24010H_014EA,C24010H_014M,C24010H_014MA,C24010H_015E,C24010H_015EA,C24010H_015M,C24010H_015MA,GEO_ID,NAME,state
2511832,null,15450,null,1311961,null,9222,null,391776,null,9639,null,153528,null,5759,null,222256,null,7383,null,8416,null,1358,null,221224,null,7700,null,314761,null,7562,null,1199871,null,12306,null,445668,null,7721,null,242536,null,7140,null,407301,null,8820,null,1740,null,628,null,6410,null,1194,null,96216,null,5511,null,0400000US18,Indiana,18
1430042,null,8002,null,734201,null,5857,null,232316,null,6765,null,80996,null,4052,null,122581,null,5418,null,12611,null,1389,null,117092,null,4878,null,168605,null,5313,null,695841,null,5550,null,265963,null,6911,null,154116,null,5600,null,225803,null,5217,null,2435,null,635,null,3181,null,764,null,44343,null,2665,null,0400000US19,Iowa,19
1147609,null,8005,null,598200,null,5459,null,207427,null,4594,null,69410,null,4169,null,104998,null,4006,null,8844,null,1344,null,103104,null,3917,null,104417,null,4031,null,549409,null,6170,null,228279,null,7007,null,105325,null,4762,null,181824,null,5762,null,1367,null,450,null,3970,null,945,null,28644,null,2502,null,0400000US20,Kansas,20
1648783,null,15246,null,859792,null,9954,null,242318,null,7112,null,103666,null,5469,null,144757,null,6358,null,8830,null,1764,null,160570,null,7285,null,199651,null,8152,null,788991,null,9200,null,306082,null,6448,null,157514,null,6531,null,263456,null,7470,null,1506,null,680,null,4124,null,1020,null,56309,null,3093,null,0400000US21,Kentucky,21
1308923,null,11269,null,709062,null,7602,null,223353,null,7150,null,77165,null,4741,null,117847,null,5350,null,7052,null,1330,null,158092,null,7372,null,125553,null,5567,null,599861,null,8042,null,246784,null,6337,null,96681,null,4613,null,230214,null,7180,null,988,null,569,null,4900,null,1246,null,20294,null,2231,null,0400000US22,Louisiana,22
622444,null,7091,null,314377,null,4658,null,93893,null,3316,null,43561,null,2903,null,53131,null,2998,null,7757,null,1143,null,56805,null,3364,null,59230,null,3099,null,308067,null,4614,null,123946,null,4657,null,70125,null,3819,null,97159,null,3836,null,1442,null,481,null,2514,null,946,null,12881,null,1791,null,0400000US23,Maine,23
1677701,null,11852,null,868343,null,7031,null,402828,null,7131,null,94207,null,5537,null,149608,null,4739,null,3573,null,1015,null,130522,null,5250,null,87605,null,4809,null,809358,null,9054,null,399741,null,8518,null,124239,null,5139,null,257620,null,7343,null,852,null,445,null,3902,null,1194,null,23004,null,2227,null,0400000US24,Maryland,24
2678233,null,14562,null,1351027,null,10196,null,558303,null,10770,null,177185,null,7825,null,253535,null,8121,null,3895,null,1080,null,183723,null,7260,null,174386,null,7286,null,1327206,null,8614,null,643398,null,9740,null,229827,null,8012,null,405925,null,8083,null,1250,null,646,null,6483,null,1596,null,40323,null,2766,null,0400000US25,Massachusetts,25
3466244,null,17566,null,1777678,null,11065,null,575158,null,9498,null,235278,null,7469,null,318089,null,8485,null,14691,null,1588,null,268465,null,8136,null,365997,null,8526,null,1688566,null,11642,null,617999,null,9864,null,369682,null,7165,null,586321,null,11616,null,3185,null,849,null,7728,null,1382,null,103651,null,4048,null,0400000US26,Michigan,26
2384583,null,10951,null,1215938,null,7206,null,442819,null,6916,null,125863,null,4954,null,229533,null,6446,null,14244,null,2087,null,184293,null,5073,null,219186,null,4703,null,1168645,null,7041,null,488575,null,7426,null,238081,null,6088,null,375057,null,6567,null,2807,null,610,null,5448,null,1066,null,58677,null,2954,null,0400000US27,Minnesota,27
756137,null,8547,null,404759,null,5395,null,122832,null,4687,null,40755,null,3550,null,66018,null,4414,null,5008,null,1322,null,89613,null,4472,null,80533,null,3555,null,351378,null,6954,null,149035,null,5114,null,52960,null,3730,null,128999,null,5673,null,774,null,519,null,2291,null,808,null,17319,null,2034,null,0400000US28,Mississippi,28
2355772,null,13337,null,1221854,null,8793,null,383482,null,8441,null,153488,null,5851,null,209300,null,7209,null,12609,null,1943,null,218908,null,6524,null,244067,null,7401,null,1133918,null,9111,null,443057,null,8585,null,215609,null,6163,null,401604,null,8039,null,1970,null,616,null,5246,null,1171,null,66432,null,4126,null,0400000US29,Missouri,29
420603,null,5212,null,217782,null,4009,null,72998,null,3846,null,31417,null,3045,null,33386,null,2349,null,6655,null,1749,null,41634,null,3065,null,31692,null,2534,null,202821,null,3678,null,72659,null,3059,null,46663,null,3441,null,71316,null,4423,null,1577,null,535,null,1376,null,566,null,9230,null,1485,null,0400000US30,Montana,30
807540,null,6026,null,419010,null,4243,null,143894,null,4062,null,48925,null,3482,null,75961,null,3933,null,9782,null,1236,null,65018,null,3180,null,75430,null,3620,null,388530,null,4069,null,158195,null,4499,null,79392,null,4082,null,130413,null,4995,null,1338,null,473,null,2206,null,753,null,16986,null,1603,null,0400000US31,Nebraska,31
717067,null,8276,null,388923,null,5372,null,124492,null,4412,null,75455,null,4320,null,74787,null,4448,null,614,null,474,null,60123,null,4804,null,53452,null,4055,null,328144,null,6233,null,118362,null,5277,null,71587,null,4832,null,123745,null,5148,null,521,null,529,null,2329,null,744,null,11600,null,2086,null,0400000US32,Nevada,32
655403,null,7592,null,338065,null,5141,null,118495,null,4343,null,42041,null,3490,null,66252,null,3720,null,1218,null,388,null,54110,null,3317,null,55949,null,3700,null,317338,null,4609,null,134178,null,4140,null,59326,null,3646,null,105824,null,4364,null,576,null,366,null,1637,null,588,null,15797,null,2090,null,0400000US33,New Hampshire,33
2637219,null,15363,null,1392318,null,10450,null,564665,null,11526,null,172361,null,6732,null,291477,null,8288,null,1933,null,688,null,202209,null,7161,null,159673,null,6157,null,1244901,null,9412,null,578677,null,9888,null,180412,null,6675,null,445195,null,9160,null,733,null,416,null,4942,null,1246,null,34942,null,3125,null,0400000US34,New Jersey,34
388732,null,6424,null,200823,null,4506,null,83272,null,3944,null,24195,null,2560,null,33043,null,2439,null,2213,null,704,null,34630,null,2853,null,23470,null,2316,null,187909,null,4347,null,88301,null,3797,null,31746,null,3163,null,60563,null,3743,null,399,null,262,null,1769,null,659,null,5131,null,1091,null,0400000US35,New Mexico,35
5757541,null,21673,null,2995607,null,14796,null,1212610,null,16244,null,398421,null,10809,null,577060,null,11965,null,13460,null,1776,null,415083,null,11052,null,378973,null,9422,null,2761934,null,15699,null,1323738,null,17840,null,432203,null,9665,null,904577,null,15605,null,3403,null,939,null,8567,null,1585,null,89446,null,4464,null,0400000US36,New York,36
2907660,null,14700,null,1504580,null,9029,null,546928,null,10576,null,170483,null,7252,null,274112,null,8509,null,11104,null,1663,null,253659,null,9332,null,248294,null,7454,null,1403080,null,12334,null,627358,null,12694,null,233072,null,8497,null,459077,null,9692,null,1832,null,733,null,8934,null,1729,null,72807,null,4510,null,0400000US37,North Carolina,37
318560,null,3416,null,167046,null,2358,null,53451,null,3134,null,16701,null,2050,null,28767,null,2443,null,4503,null,907,null,32869,null,2416,null,30755,null,2461,null,151514,null,2554,null,57163,null,2810,null,34940,null,2147,null,50935,null,2290,null,344,null,163,null,653,null,345,null,7479,null,1070,null,0400000US38,North Dakota,38
4496597,null,19178,null,2316918,null,11806,null,726008,null,12424,null,296839,null,8127,null,406454,null,8757,null,11233,null,1960,null,352563,null,9133,null,523821,null,11013,null,2179679,null,13403,null,839141,null,11003,null,446025,null,8924,null,732637,null,12070,null,2999,null,1137,null,11485,null,1637,null,147392,null,6035,null,0400000US39,Ohio,39
1230918,null,10702,null,654348,null,7089,null,204858,null,5593,null,76150,null,4192,null,116829,null,5430,null,6277,null,1169,null,126758,null,5548,null,123476,null,5218,null,576570,null,7517,null,227257,null,6191,null,108515,null,5085,null,211236,null,5590,null,1191,null,469,null,4757,null,1088,null,23614,null,2461,null,0400000US40,Oklahoma,40
1420541,null,13490,null,722082,null,9053,null,266282,null,8431,null,85376,null,4982,null,133067,null,5685,null,9185,null,1728,null,104068,null,4819,null,124104,null,5622,null,698459,null,8594,null,279352,null,6978,null,145797,null,6499,null,237652,null,7950,null,2751,null,988,null,3673,null,957,null,29234,null,3001,null,0400000US41,Oregon,41
4963978,null,20914,null,2586420,null,11977,null,877713,null,11941,null,311332,null,7929,null,444352,null,9537,null,11582,null,1380,null,432205,null,10765,null,509236,null,10323,null,2377558,null,15628,null,956940,null,11480,null,470620,null,9963,null,800736,null,11616,null,3982,null,722,null,12073,null,1842,null,133207,null,6563,null,0400000US42,Pennsylvania,42
418549,null,6162,null,212038,null,4417,null,78922,null,4037,null,30928,null,2958,null,40221,null,3113,null,1007,null,594,null,29198,null,2321,null,31762,null,3003,null,206511,null,3931,null,91203,null,4058,null,41390,null,3239,null,65899,null,3588,null,327,null,279,null,318,null,246,null,7374,null,1267,null,0400000US44,Rhode Island,44
1344268,null,12041,null,705744,null,8665,null,240724,null,6485,null,87586,null,4237,null,131165,null,5373,null,2801,null,789,null,129341,null,5750,null,114127,null,5572,null,638524,null,8425,null,258340,null,6793,null,110035,null,6221,null,233701,null,7120,null,566,null,368,null,5597,null,1630,null,30285,null,3055,null,0400000US45,South Carolina,45
377121,null,4415,null,194658,null,3521,null,60727,null,3033,null,22109,null,2638,null,34565,null,3020,null,5689,null,978,null,36961,null,2828,null,34607,null,2126,null,182463,null,2848,null,66329,null,3201,null,40021,null,3061,null,64470,null,3253,null,918,null,283,null,1372,null,715,null,9353,null,1359,null,0400000US46,South Dakota,46
2194959,null,14914,null,1161579,null,9079,null,364522,null,8268,null,143614,null,5659,null,218647,null,6625,null,6481,null,1378,null,196402,null,6561,null,231913,null,8152,null,1033380,null,11918,null,406495,null,9575,null,191322,null,5600,null,366126,null,7976,null,1351,null,663,null,6160,null,1465,null,61926,null,3797,null,0400000US47,Tennessee,47
5659395,null,20412,null,3045500,null,14693,null,1246671,null,16185,null,307709,null,9073,null,601599,null,14248,null,19954,null,2921,null,458181,null,11334,null,411386,null,10551,null,2613895,null,15667,null,1203747,null,16512,null,383434,null,8967,null,938260,null,14655,null,3174,null,836,null,15063,null,1910,null,70217,null,4858,null,0400000US48,Texas,48
1064432,null,7802,null,583761,null,6586,null,219678,null,6159,null,63968,null,4418,null,120886,null,4590,null,2995,null,842,null,93438,null,4816,null,82796,null,3833,null,480671,null,6090,null,180376,null,5189,null,90051,null,4926,null,186887,null,5555,null,448,null,257,null,2837,null,1039,null,20072,null,2595,null,0400000US49,Utah,49
311561,null,4081,null,158049,null,2595,null,55514,null,2899,null,21057,null,1984,null,26266,null,2080,null,3413,null,684,null,26975,null,2236,null,24824,null,2221,null,153512,null,2931,null,69895,null,2828,null,31302,null,2497,null,43851,null,2754,null,699,null,339,null,816,null,357,null,6949,null,1205,null,0400000US50,Vermont,50
2574706,null,15058,null,1351690,null,10687,null,595260,null,9576,null,140343,null,5026,null,219328,null,7640,null,9214,null,1729,null,216445,null,8434,null,171100,null,6785,null,1223016,null,9990,null,581174,null,10089,null,189170,null,6599,null,392726,null,9394,null,2147,null,936,null,9550,null,1620,null,48249,null,3615,null,0400000US51,Virginia,51
2397994,null,15885,null,1247813,null,9774,null,495502,null,8762,null,137442,null,5380,null,218901,null,6743,null,10278,null,1835,null,193333,null,7621,null,192357,null,7135,null,1150181,null,11155,null,475754,null,9018,null,236545,null,8357,null,377166,null,9313,null,2122,null,632,null,9037,null,1604,null,49557,null,4167,null,0400000US53,Washington,53
719031,null,7844,null,382620,null,6242,null,96213,null,4444,null,51023,null,3521,null,63790,null,4096,null,2309,null,837,null,87341,null,4250,null,81944,null,4617,null,336411,null,5009,null,123333,null,4895,null,79297,null,4957,null,116840,null,4643,null,391,null,400,null,2163,null,786,null,14387,null,1946,null,0400000US54,West Virginia,54
2528657,null,12529,null,1297749,null,8799,null,409423,null,7206,null,144895,null,6013,null,213086,null,5673,null,17731,null,1688,null,201348,null,5253,null,311266,null,6996,null,1230908,null,7052,null,460303,null,7848,null,251259,null,6303,null,415330,null,6559,null,5325,null,886,null,6493,null,1122,null,92198,null,4338,null,0400000US55,Wisconsin,55
246865,null,4122,null,136036,null,2779,null,40770,null,3007,null,15231,null,2352,null,17473,null,2237,null,1879,null,711,null,34621,null,2659,null,26062,null,2409,null,110829,null,3317,null,40069,null,2524,null,25410,null,2282,null,38990,null,2357,null,918,null,468,null,1131,null,444,null,4311,null,1082,null,0400000US56,Wyoming,56
9749,null,1377,null,5938,null,1230,null,2064,null,640,null,1434,null,659,null,1213,null,528,null,0,null,289,null,475,null,314,null,752,null,448,null,3811,null,918,null,1505,null,521,null,914,null,548,null,1316,null,633,null,0,null,289,null,0,null,289,null,76,null,127,null,0400000US72,Puerto Rico,72
