C24010H_001E,C24010H_001EA,C24010H_001M,C24010H_001MA,C24010H_002E,C24010H_002EA,C24010H_002M,C24010H_002MA,C24010H_003E,C24010H_003EA,C24010H_003M,C24010H_003MA,C24010H_004E,C24010H_004EA,C24010H_004M,C24010H_004MA,C24010H_005E,C24010H_005EA,C24010H_005M,C24010H_005MA,C24010H_006E,C24010H_006EA,C24010H_006M,C24010H_006MA,C24010H_007E,C24010H_007EA,C24010H_007M,C24010H_007MA,C24010H_008E,C24010H_008EA,C24010H_008M,C24010H_008MA,C24010H_009E,C24010H_009EA,C24010H_009M,C24010H_009MA,C24010H_010E,C24010H_010EA,C24010H_010M,C24010H_010MA,C24010H_011E,C24010H_011EA,C24010H_011M,C24010H_011MA,C24010H_012E,C24010H_012EA,C24010H_012M,C24010H_012MA,C24010H_013E,C24010H_013EA,C24010H_013M,C24010H_013MA,C24010H_014E,C24010H_014EA,C24010H_014M,C24010H_014MA,C24010H_015E,C24010H_015EA,C24010H_015M,C24010H_015MA,GEO_ID,NAME,state
1418058,null,11505,null,767034,null,7925,null,239413,null,6131,null,83003,null,3938,null,135206,null,5621,null,5981,null,1311,null,153691,null,5591,null,149740,null,6465,null,651024,null,8763,null,262078,null,7021,null,106327,null,5511,null,240879,null,6717,null,715,null,441,null,5056,null,1379,null,35969,null,2567,null,0400000US01,Alabama,01
232465,null,4531,null,125913,null,3166,null,43101,null,2602,null,16653,null,2041,null,18203,null,2365,null,1709,null,551,null,28602,null,2795,null,17645,null,2358,null,106552,null,3133,null,45612,null,2619,null,19681,null,2669,null,36670,null,2759,null,93,null,122,null,1829,null,821,null,2667,null,935,null,0400000US02,Alaska,02
1726036,null,16335,null,907855,null,11340,null,349187,null,8270,null,117556,null,5654,null,200372,null,7360,null,1642,null,677,null,135939,null,7191,null,103159,null,5633,null,818181,null,10807,null,354881,null,8502,null,142494,null,6859,null,290109,null,8478,null,283,null,280,null,3895,null,966,null,26519,null,3269,null,0400000US04,Arizona,04
974589,null,11821,null,517312,null,7254,null,147294,null,5770,null,56264,null,3806,null,88273,null,5032,null,8864,null,1597,null,103351,null,5458,null,113266,null,4150,null,457277,null,7090,null,173101,null,5648,null,89095,null,5062,null,158626,null,5475,null,854,null,457,null,3711,null,972,null,31890,null,2688,null,0400000US05,Arkansas,05
7359826,null,28398,null,3920590,null,19183,null,1826010,null,19624,null,425668,null,11712,null,769859,null,15336,null,16652,null,2519,null,494731,null,11468,null,387670,null,11068,null,3439236,null,19273,null,1673847,null,19029,null,532223,null,12284,null,1136130,null,15518,null,2844,null,727,null,16288,null,2223,null,77904,null,4783,null,0400000US06,California,06
1871336,null,12825,null,987795,null,7966,null,417171,null,8163,null,116400,null,5352,null,186091,null,6204,null,5147,null,1182,null,150852,null,6587,null,112134,null,5246,null,883541,null,8859,null,403484,null,7688,null,158738,null,7135,null,290183,null,6701,null,1269,null,573,null,6071,null,1214,null,23796,null,2524,null,0400000US08,Colorado,08
1320643,null,9882,null,683673,null,6602,null,289898,null,7674,null,83271,null,4372,null,124981,null,5689,null,1133,null,515,null,96700,null,4720,null,87690,null,4354,null,636970,null,6528,null,291458,null,6490,null,108363,null,5467,null,207990,null,6155,null,240,null,204,null,1942,null,691,null,26977,null,2821,null,0400000US09,Connecticut,09
291944,null,4939,null,148486,null,3142,null,56824,null,2946,null,20359,null,1898,null,24922,null,2166,null,714,null,372,null,24548,null,2486,null,21119,null,2353,null,143458,null,3628,null,62761,null,3076,null,22370,null,2123,null,52014,null,3027,null,325,null,347,null,933,null,523,null,5055,null,1120,null,0400000US10,Delaware,10
125172,null,2377,null,64450,null,1761,null,54127,null,2065,null,2154,null,814,null,7042,null,1319,null,0,null,296,null,700,null,402,null,427,null,278,null,60722,null,1986,null,47079,null,2212,null,3528,null,925,null,9626,null,1272,null,69,null,118,null,184,null,226,null,236,null,205,null,0400000US11,District of Columbia,11
4784212,null,23367,null,2495965,null,15082,null,892933,null,13098,null,386984,null,10276,null,523527,null,13829,null,12659,null,2359,null,391812,null,10071,null,288050,null,10470,null,2288247,null,14813,null,915150,null,14161,null,423634,null,11189,null,864765,null,11737,null,3529,null,1093,null,17431,null,2311,null,63738,null,4771,null,0400000US12,Florida,12
2603598,null,17918,null,1383158,null,13520,null,525823,null,10387,null,142553,null,6507,null,264283,null,8453,null,10280,null,1801,null,230516,null,8867,null,209703,null,7806,null,1220440,null,12659,null,544827,null,9508,null,190381,null,8506,null,423543,null,10860,null,1709,null,799,null,7979,null,1368,null,52001,null,3511,null,0400000US13,Georgia,13
153164,null,4049,null,87418,null,3184,null,38118,null,2607,null,13841,null,2044,null,14595,null,2221,null,880,null,480,null,11804,null,2123,null,8180,null,1722,null,65746,null,2498,null,31987,null,2539,null,12498,null,1931,null,19284,null,2203,null,91,null,125,null,421,null,341,null,1465,null,578,null,0400000US15,Hawaii,15
596492,null,6526,null,314062,null,4304,null,103570,null,3762,null,39865,null,3204,null,54423,null,3592,null,6704,null,1312,null,56359,null,3584,null,53141,null,3308,null,282430,null,4518,null,102306,null,4456,null,63746,null,3844,null,98930,null,4574,null,1909,null,837,null,1850,null,782,null,13689,null,2007,null,0400000US16,Idaho,16
4165888,null,15978,null,2178477,null,12896,null,812872,null,10809,null,242985,null,7815,null,418809,null,9890,null,12775,null,1643,null,316499,null,8742,null,374537,null,8795,null,1987411,null,10470,null,850136,null,10064,null,355036,null,8723,null,687974,null,10145,null,2307,null,796,null,7703,null,1526,null,84255,null,5175,null,0400000US17,Illinois,17
