C17020A_001E,C17020A_001EA,C17020A_001M,C17020A_001MA,C17020A_002E,C17020A_002EA,C17020A_002M,C17020A_002MA,C17020A_003E,C17020A_003EA,C17020A_003M,C17020A_003MA,C17020A_004E,C17020A_004EA,C17020A_004M,C17020A_004MA,C17020A_005E,C17020A_005EA,C17020A_005M,C17020A_005MA,C17020A_006E,C17020A_006EA,C17020A_006M,C17020A_006MA,C17020A_007E,C17020A_007EA,C17020A_007M,C17020A_007MA,C17020A_008E,C17020A_008EA,C17020A_008M,C17020A_008MA,C17020A_009E,C17020A_009EA,C17020A_009M,C17020A_009MA,GEO_ID,NAME,state
1215847,null,3342,null,94755,null,7561,null,23984,null,4159,null,59509,null,4394,null,11262,null,1828,null,1121092,null,7313,null,234102,null,4176,null,731910,null,4420,null,155080,null,1945,null,0400000US33,New Hampshire,33
6049644,null,20905,null,430589,null,18128,null,128766,null,10095,null,240700,null,10807,null,61123,null,3581,null,5619055,null,25182,null,1196092,null,11154,null,3551869,null,16655,null,871094,null,5190,null,0400000US34,New Jersey,34
1428851,null,14405,null,226448,null,13309,null,75603,null,6912,null,127739,null,8059,null,23106,null,2650,null,1202403,null,18687,null,265438,null,8660,null,744500,null,12077,null,192465,null,3440,null,0400000US35,New Mexico,35
12832042,null,29126,null,1329614,null,32185,null,362559,null,15939,null,791598,null,18410,null,175457,null,6848,null,11502428,null,41950,null,2299079,null,17225,null,7397331,null,27880,null,1806018,null,8055,null,0400000US36,New York,36
6431460,null,15550,null,762466,null,23266,null,214487,null,11036,null,473664,null,14912,null,74315,null,4581,null,5668994,null,22949,null,1214624,null,10704,null,3594165,null,14927,null,860205,null,5875,null,0400000US37,North Carolina,37
560155,null,1380,null,54630,null,4059,null,10345,null,2038,null,34946,null,3131,null,9339,null,1093,null,505525,null,4180,null,106994,null,2246,null,322448,null,3265,null,76083,null,1159,null,0400000US38,North Dakota,38
9455790,null,9616,null,1171222,null,30427,null,356215,null,15980,null,714614,null,18334,null,100393,null,4616,null,8284568,null,31671,null,1759627,null,16234,null,5255514,null,18807,null,1269427,null,6671,null,0400000US39,Ohio,39
2699135,null,10455,null,363398,null,14437,null,107813,null,6976,null,220087,null,8775,null,35498,null,2716,null,2335737,null,16250,null,503444,null,7922,null,1458498,null,10112,null,373795,null,3776,null,0400000US40,Oklahoma,40
3212578,null,13371,null,421885,null,15201,null,117871,null,7768,null,265838,null,9703,null,38176,null,3396,null,2790693,null,18410,null,559020,null,8539,null,1796398,null,12187,null,435275,null,3783,null,0400000US41,Oregon,41
10197878,null,14006,null,991860,null,20035,null,258550,null,12326,null,601007,null,14717,null,132303,null,5297,null,9206018,null,23789,null,1844651,null,12924,null,5811212,null,17571,null,1550155,null,5772,null,0400000US42,Pennsylvania,42
839970,null,6183,null,73917,null,6275,null,19453,null,3106,null,44258,null,4327,null,10206,null,1734,null,766053,null,7764,null,145665,null,3753,null,499347,null,5271,null,121041,null,1637,null,0400000US44,Rhode Island,44
3001216,null,8773,null,353492,null,15503,null,95138,null,7551,null,221138,null,9300,null,37216,null,3048,null,2647724,null,15871,null,555251,null,7793,null,1658552,null,9840,null,433921,null,3123,null,0400000US45,South Carolina,45
677929,null,3417,null,70229,null,6777,null,17050,null,3269,null,43190,null,3937,null,9989,null,1513,null,607700,null,6796,null,132952,null,3756,null,380245,null,4166,null,94503,null,1581,null,0400000US46,South Dakota,46
4872744,null,9407,null,693380,null,18533,null,198191,null,10287,null,423116,null,12229,null,72073,null,4581,null,4179364,null,20286,null,876749,null,10275,null,2664813,null,13418,null,637802,null,5029,null,0400000US47,Tennessee,47
17874518,null,52993,null,2760200,null,49381,null,1079651,null,29558,null,1473170,null,25799,null,207379,null,7885,null,15114318,null,63868,null,3740853,null,34395,null,9534224,null,35864,null,1839241,null,9906,null,0400000US48,Texas,48
2450713,null,9075,null,254596,null,13247,null,80076,null,7743,null,159658,null,8285,null,14862,null,1821,null,2196117,null,14420,null,662189,null,8624,null,1316254,null,8383,null,217674,null,2242,null,0400000US49,Utah,49
575404,null,1701,null,62099,null,4824,null,14038,null,2211,null,41409,null,3302,null,6652,null,976,null,513305,null,5264,null,101001,null,2325,null,334572,null,3588,null,77732,null,1073,null,0400000US50,Vermont,50
5385312,null,14471,null,436332,null,17998,null,111818,null,8606,null,277696,null,12131,null,46818,null,3327,null,4948980,null,22465,null,1065876,null,11194,null,3190162,null,13161,null,692942,null,4411,null,0400000US51,Virginia,51
5241335,null,14244,null,578068,null,20310,null,156104,null,10700,null,373922,null,12101,null,48042,null,3455,null,4663267,null,21139,null,976968,null,11550,null,3032611,null,11781,null,653688,null,4001,null,0400000US53,Washington,53
1675131,null,3204,null,287145,null,10979,null,78005,null,4800,null,182206,null,6923,null,26934,null,2559,null,1387986,null,11635,null,268194,null,4747,null,879870,null,7325,null,239922,null,2832,null,0400000US54,West Virginia,54
4870539,null,8139,null,498145,null,17108,null,132279,null,8651,null,315967,null,10183,null,49899,null,3369,null,4372394,null,16749,null,923346,null,8949,null,2804901,null,10082,null,644147,null,4032,null,0400000US55,Wisconsin,55
484455,null,2054,null,43533,null,5027,null,12753,null,2641,null,26779,null,3035,null,4001,null,879,null,440922,null,5457,null,98068,null,3157,null,284854,null,3531,null,58000,null,1608,null,0400000US56,Wyoming,56
2858829,null,22699,null,1226015,null,24642,null,370957,null,10294,null,688123,null,15489,null,166935,null,5093,null,1632814,null,25502,null,305971,null,10039,null,1059124,null,17697,null,267719,null,5663,null,0400000US72,Puerto Rico,72
