C23008_001E,C23008_001EA,C23008_001M,C23008_001MA,C23008_002E,C23008_002EA,C23008_002M,C23008_002MA,C23008_003E,C23008_003EA,C23008_003M,C23008_003MA,C23008_004E,C23008_004EA,C23008_004M,C23008_004MA,C23008_005E,C23008_005EA,C23008_005M,C23008_005MA,C23008_006E,C23008_006EA,C23008_006M,C23008_006MA,C23008_007E,C23008_007EA,C23008_007M,C23008_007MA,C23008_008E,C23008_008EA,C23008_008M,C23008_008MA,C23008_009E,C23008_009EA,C23008_009M,C23008_009MA,C23008_010E,C23008_010EA,C23008_010M,C23008_010MA,C23008_011E,C23008_011EA,C23008_011M,C23008_011MA,C23008_012E,C23008_012EA,C23008_012M,C23008_012MA,C23008_013E,C23008_013EA,C23008_013M,C23008_013MA,C23008_014E,C23008_014EA,C23008_014M,C23008_014MA,C23008_015E,C23008_015EA,C23008_015M,C23008_015MA,C23008_016E,C23008_016EA,C23008_016M,C23008_016MA,C23008_017E,C23008_017EA,C23008_017M,C23008_017MA,C23008_018E,C23008_018EA,C23008_018M,C23008_018MA,C23008_019E,C23008_019EA,C23008_019M,C23008_019MA,GEO_ID,NAME,state
1059528,null,5998,null,357122,null,5639,null,215145,null,6726,null,124786,null,5177,null,80907,null,4898,null,5785,null,1478,null,3667,null,1431,null,141977,null,7121,null,108920,null,6815,null,33057,null,3050,null,702406,null,6077,null,432329,null,8510,null,276945,null,8763,null,123871,null,7180,null,20429,null,3312,null,11084,null,2359,null,270077,null,9222,null,218357,null,8393,null,51720,null,5223,null,0400000US01,Alabama,01
174634,null,1986,null,61489,null,2164,null,40813,null,2994,null,19615,null,2431,null,19582,null,2430,null,1007,null,401,null,609,null,465,null,20676,null,2476,null,15921,null,2200,null,4755,null,1241,null,113145,null,2333,null,80895,null,2890,null,52173,null,3481,null,24171,null,2925,null,2820,null,894,null,1731,null,654,null,32250,null,3200,null,25857,null,2555,null,6393,null,1573,null,0400000US02,Alaska,02
1645424,null,7639,null,591862,null,7390,null,365133,null,10500,null,181037,null,8282,null,167763,null,8895,null,9639,null,2119,null,6694,null,1888,null,226729,null,9653,null,169649,null,9385,null,57080,null,6662,null,1053562,null,8708,null,679444,null,13954,null,411538,null,11843,null,230462,null,11615,null,23404,null,3919,null,14040,null,2726,null,374118,null,13092,null,299850,null,12994,null,74268,null,7721,null,0400000US04,Arizona,04
670246,null,4727,null,231937,null,4649,null,140428,null,5487,null,84405,null,4448,null,48790,null,3745,null,4063,null,1350,null,3170,null,1126,null,91509,null,4838,null,70478,null,4688,null,21031,null,2628,null,438309,null,5455,null,276585,null,8466,null,185570,null,7868,null,71444,null,5482,null,13223,null,2661,null,6348,null,1596,null,161724,null,7842,null,126098,null,8008,null,35626,null,4713,null,0400000US05,Arkansas,05
8980424,null,16026,null,3122142,null,11850,null,2060767,null,19551,null,1131003,null,19983,null,840878,null,18361,null,56683,null,5250,null,32203,null,4303,null,1061375,null,20175,null,771189,null,19254,null,290186,null,9534,null,5858282,null,16850,null,4006042,null,29981,null,2475650,null,27014,null,1301175,null,25378,null,142526,null,9283,null,86691,null,7891,null,1852240,null,29133,null,1499915,null,25734,null,352325,null,15045,null,0400000US06,California,06
1177386,null,5345,null,419960,null,5485,null,303644,null,7902,null,169219,null,6842,null,121710,null,6844,null,8646,null,1977,null,4069,null,1564,null,116316,null,6645,null,91264,null,5859,null,25052,null,4048,null,757426,null,5629,null,544379,null,9614,null,350977,null,8462,null,164046,null,7788,null,20148,null,3639,null,9208,null,2228,null,213047,null,8741,null,181670,null,8732,null,31377,null,3982,null,0400000US08,Colorado,08
780490,null,3389,null,244527,null,2964,null,171353,null,4523,null,110378,null,4189,null,56164,null,3355,null,3272,null,1029,null,1539,null,1073,null,73174,null,3927,null,61818,null,4165,null,11356,null,2153,null,535963,null,4343,null,375988,null,7522,null,269698,null,7160,null,95200,null,5803,null,8598,null,1743,null,2492,null,1011,null,159975,null,6860,null,138146,null,6642,null,21829,null,2905,null,0400000US09,Connecticut,09
195738,null,2341,null,67400,null,1940,null,41298,null,2778,null,26658,null,2587,null,13361,null,2310,null,1138,null,667,null,141,null,171,null,26102,null,2656,null,19876,null,2355,null,6226,null,2021,null,128338,null,2627,null,80814,null,3810,null,57788,null,4068,null,19634,null,3233,null,2222,null,948,null,1170,null,828,null,47524,null,4112,null,42532,null,4229,null,4992,null,1647,null,0400000US10,Delaware,10
106701,null,1758,null,40852,null,1485,null,20111,null,1814,null,12874,null,2207,null,6839,null,1673,null,278,null,328,null,120,null,204,null,20741,null,2002,null,16225,null,2213,null,4516,null,1486,null,65849,null,1732,null,21726,null,2986,null,14749,null,2561,null,5135,null,1619,null,1387,null,778,null,455,null,637,null,44123,null,3267,null,32065,null,3511,null,12058,null,3134,null,0400000US11,District of Columbia,11
3853587,null,10368,null,1311773,null,8563,null,804624,null,12088,null,478122,null,11874,null,292054,null,11213,null,24268,null,3303,null,10180,null,2244,null,507149,null,11707,null,406725,null,11918,null,100424,null,7817,null,2541814,null,9786,null,1596903,null,18334,null,1073929,null,20338,null,428245,null,14068,null,65349,null,6135,null,29380,null,4574,null,944911,null,18240,null,803068,null,19936,null,141843,null,10220,null,0400000US12,Florida,12
