C15002F_001E,C15002F_001EA,C15002F_001M,C15002F_001MA,C15002F_002E,C15002F_002EA,C15002F_002M,C15002F_002MA,C15002F_003E,C15002F_003EA,C15002F_003M,C15002F_003MA,C15002F_004E,C15002F_004EA,C15002F_004M,C15002F_004MA,C15002F_005E,C15002F_005EA,C15002F_005M,C15002F_005MA,C15002F_006E,C15002F_006EA,C15002F_006M,C15002F_006MA,C15002F_007E,C15002F_007EA,C15002F_007M,C15002F_007MA,C15002F_008E,C15002F_008EA,C15002F_008M,C15002F_008MA,C15002F_009E,C15002F_009EA,C15002F_009M,C15002F_009MA,C15002F_010E,C15002F_010EA,C15002F_010M,C15002F_010MA,C15002F_011E,C15002F_011EA,C15002F_011M,C15002F_011MA,GEO_ID,NAME,state
23635,null,2992,null,14059,null,1893,null,7347,null,1227,null,3944,null,1054,null,1725,null,656,null,1043,null,579,null,9576,null,1719,null,4966,null,1285,null,1220,null,513,null,1502,null,603,null,1888,null,871,null,0400000US01,Alabama,01
6527,null,1435,null,3025,null,1044,null,689,null,414,null,906,null,672,null,903,null,436,null,527,null,373,null,3502,null,685,null,710,null,474,null,674,null,323,null,1316,null,539,null,802,null,444,null,0400000US02,Alaska,02
220096,null,11080,null,114557,null,6941,null,41408,null,4460,null,32260,null,4059,null,30625,null,3477,null,10264,null,1885,null,105539,null,6043,null,36155,null,3387,null,28773,null,3257,null,28764,null,3276,null,11847,null,1933,null,0400000US04,Arizona,04
30968,null,2970,null,16422,null,2140,null,10460,null,1754,null,3858,null,1071,null,1253,null,707,null,851,null,549,null,14546,null,1672,null,6944,null,1003,null,4659,null,1125,null,1782,null,705,null,1161,null,748,null,0400000US05,Arkansas,05
2809145,null,41452,null,1479684,null,25841,null,707891,null,16888,null,371753,null,11856,null,295067,null,11227,null,104973,null,7159,null,1329461,null,19290,null,607377,null,13379,null,319834,null,9808,null,288075,null,10790,null,114175,null,5438,null,0400000US06,California,06
126070,null,8922,null,66187,null,5727,null,25729,null,3782,null,17567,null,2603,null,15187,null,2851,null,7704,null,1649,null,59883,null,4257,null,23858,null,2882,null,13998,null,1990,null,15006,null,2183,null,7021,null,1345,null,0400000US08,Colorado,08
101486,null,6239,null,52390,null,3871,null,19683,null,3020,null,18599,null,2737,null,8882,null,1613,null,5226,null,1401,null,49096,null,3504,null,17971,null,2527,null,14099,null,2183,null,11304,null,1698,null,5722,null,1242,null,0400000US09,Connecticut,09
9128,null,1760,null,4952,null,1078,null,1851,null,785,null,1842,null,1177,null,786,null,527,null,473,null,376,null,4176,null,1068,null,736,null,339,null,1876,null,911,null,1024,null,456,null,540,null,387,null,0400000US10,Delaware,10
9629,null,1893,null,5271,null,1030,null,2893,null,874,null,467,null,405,null,350,null,345,null,1561,null,541,null,4358,null,1244,null,1899,null,716,null,1300,null,743,null,248,null,287,null,911,null,487,null,0400000US11,District of Columbia,11
301086,null,16413,null,159910,null,10597,null,59665,null,6454,null,44141,null,4459,null,33550,null,3588,null,22554,null,3223,null,141176,null,8017,null,37409,null,3863,null,40484,null,3968,null,41020,null,3910,null,22263,null,2570,null,0400000US12,Florida,12
162387,null,10393,null,101468,null,7450,null,55404,null,4866,null,27000,null,4475,null,11165,null,2326,null,7899,null,1621,null,60919,null,4107,null,28800,null,3125,null,14032,null,2384,null,9585,null,1685,null,8502,null,1640,null,0400000US13,Georgia,13
8009,null,1664,null,4761,null,1304,null,454,null,244,null,1546,null,707,null,1654,null,1037,null,1107,null,602,null,3248,null,861,null,276,null,291,null,1011,null,583,null,1015,null,474,null,946,null,469,null,0400000US15,Hawaii,15
14822,null,1871,null,8885,null,1271,null,4426,null,872,null,2626,null,670,null,1202,null,466,null,631,null,382,null,5937,null,941,null,2764,null,754,null,1467,null,562,null,1208,null,422,null,498,null,295,null,0400000US16,Idaho,16
455229,null,13486,null,243273,null,8514,null,109000,null,5612,null,77506,null,5582,null,37660,null,3548,null,19107,null,2634,null,211956,null,7042,null,95354,null,5698,null,53062,null,3227,null,43214,null,3656,null,20326,null,2690,null,0400000US17,Illinois,17
70297,null,4765,null,37918,null,3066,null,15899,null,2110,null,11914,null,1785,null,6840,null,1571,null,3265,null,966,null,32379,null,2728,null,11975,null,1824,null,9800,null,1457,null,6605,null,1403,null,3999,null,1336,null,0400000US18,Indiana,18
21658,null,2465,null,12243,null,1769,null,6453,null,1345,null,2811,null,987,null,1945,null,859,null,1034,null,468,null,9415,null,1391,null,4620,null,1051,null,1194,null,635,null,2843,null,959,null,758,null,545,null,0400000US19,Iowa,19
33003,null,3726,null,18744,null,2476,null,9342,null,1829,null,5108,null,997,null,2609,null,810,null,1685,null,609,null,14259,null,1763,null,5685,null,1258,null,3186,null,904,null,3634,null,970,null,1754,null,561,null,0400000US20,Kansas,20
18668,null,2391,null,12637,null,1910,null,6751,null,1401,null,2834,null,878,null,1787,null,913,null,1265,null,698,null,6031,null,1182,null,1579,null,646,null,1960,null,740,null,1689,null,758,null,803,null,354,null,0400000US21,Kentucky,21
25302,null,3215,null,14401,null,2119,null,4531,null,1179,null,5329,null,1477,null,2602,null,809,null,1939,null,657,null,10901,null,1691,null,2629,null,811,null,4560,null,1255,null,1715,null,617,null,1997,null,792,null,0400000US22,Louisiana,22
1616,null,594,null,758,null,414,null,83,null,108,null,158,null,116,null,275,null,240,null,242,null,227,null,858,null,357,null,214,null,160,null,158,null,169,null,359,null,275,null,127,null,132,null,0400000US23,Maine,23
97907,null,6742,null,53196,null,3801,null,27037,null,3170,null,11652,null,2054,null,6832,null,1260,null,7675,null,1682,null,44711,null,3865,null,18719,null,2174,null,10267,null,1769,null,7438,null,1454,null,8287,null,1713,null,0400000US24,Maryland,24
138682,null,7585,null,69420,null,4578,null,27692,null,3134,null,22738,null,2790,null,10479,null,1802,null,8511,null,1963,null,69262,null,4896,null,22984,null,2864,null,20297,null,2781,null,16622,null,2205,null,9359,null,1970,null,0400000US25,Massachusetts,25
66692,null,5480,null,38262,null,3606,null,18059,null,2885,null,9663,null,1644,null,7377,null,1461,null,3163,null,1026,null,28430,null,2871,null,11417,null,2116,null,7785,null,1498,null,6646,null,1451,null,2582,null,634,null,0400000US26,Michigan,26
38844,null,3624,null,21912,null,2396,null,10777,null,1821,null,4891,null,1023,null,3400,null,944,null,2844,null,922,null,16932,null,1975,null,6530,null,1369,null,4004,null,1089,null,3712,null,1024,null,2686,null,838,null,0400000US27,Minnesota,27
13930,null,2850,null,9883,null,2544,null,5034,null,1642,null,2000,null,876,null,2106,null,995,null,743,null,614,null,4047,null,1089,null,1379,null,518,null,1369,null,648,null,797,null,453,null,502,null,341,null,0400000US28,Mississippi,28
31114,null,3708,null,16717,null,2476,null,5953,null,1589,null,4847,null,1097,null,3679,null,1133,null,2238,null,919,null,14397,null,1781,null,4547,null,1089,null,3397,null,935,null,4038,null,1066,null,2415,null,838,null,0400000US29,Missouri,29
4070,null,1093,null,2299,null,801,null,304,null,237,null,887,null,484,null,424,null,259,null,684,null,542,null,1771,null,591,null,513,null,365,null,656,null,574,null,130,null,204,null,472,null,454,null,0400000US30,Montana,30
25828,null,2994,null,15177,null,2056,null,8563,null,1593,null,3699,null,1037,null,1454,null,568,null,1461,null,730,null,10651,null,1485,null,6023,null,1234,null,2416,null,587,null,1209,null,671,null,1003,null,564,null,0400000US31,Nebraska,31
65821,null,6216,null,34692,null,3831,null,15295,null,2193,null,10685,null,2038,null,6937,null,1572,null,1775,null,674,null,31129,null,3185,null,11537,null,1998,null,9172,null,1551,null,8024,null,1613,null,2396,null,838,null,0400000US32,Nevada,32
4641,null,1230,null,2271,null,799,null,748,null,577,null,894,null,643,null,316,null,301,null,313,null,233,null,2370,null,689,null,947,null,537,null,544,null,342,null,588,null,441,null,291,null,313,null,0400000US33,New Hampshire,33
280081,null,12434,null,141855,null,6781,null,49172,null,5022,null,54767,null,5296,null,23728,null,3000,null,14188,null,2373,null,138226,null,7090,null,45405,null,4593,null,43827,null,3756,null,31120,null,2514,null,17874,null,2047,null,0400000US34,New Jersey,34
137529,null,7546,null,72567,null,4300,null,25233,null,3133,null,21662,null,2102,null,18948,null,2254,null,6724,null,1357,null,64962,null,4424,null,18522,null,2540,null,21002,null,1926,null,17912,null,2142,null,7526,null,1592,null,0400000US35,New Mexico,35
