C22002_001E,C22002_001EA,C22002_001M,C22002_001MA,C22002_002E,C22002_002EA,C22002_002M,C22002_002MA,C22002_003E,C22002_003EA,C22002_003M,C22002_003MA,C22002_004E,C22002_004EA,C22002_004M,C22002_004MA,C22002_005E,C22002_005EA,C22002_005M,C22002_005MA,C22002_006E,C22002_006EA,C22002_006M,C22002_006MA,C22002_007E,C22002_007EA,C22002_007M,C22002_007MA,GEO_ID,NAME,state
1848051,null,10312,null,235122,null,7393,null,141652,null,5538,null,93470,null,4329,null,1612929,null,10797,null,464352,null,9365,null,1148577,null,11761,null,0400000US01,Alabama,01
236597,null,2353,null,23699,null,2465,null,13658,null,1725,null,10041,null,1539,null,212898,null,3207,null,74730,null,3375,null,138168,null,3806,null,0400000US02,Alaska,02
2276865,null,11778,null,244136,null,9376,null,154741,null,8110,null,89395,null,4106,null,2032729,null,12959,null,612510,null,9260,null,1420219,null,11709,null,0400000US04,Arizona,04
1124947,null,8066,null,157428,null,5591,null,93095,null,4687,null,64333,null,4349,null,967519,null,8217,null,284818,null,7151,null,682701,null,8564,null,0400000US05,Arkansas,05
12214891,null,20992,null,754865,null,13278,null,588514,null,12482,null,166351,null,6968,null,11460026,null,24939,null,3977624,null,24587,null,7482402,null,25464,null,0400000US06,California,06
1910146,null,9468,null,116941,null,5077,null,73460,null,4400,null,43481,null,3143,null,1793205,null,10413,null,548184,null,8223,null,1245021,null,9945,null,0400000US08,Colorado,08
1326329,null,5869,null,107127,null,4818,null,52222,null,3727,null,54905,null,3589,null,1219202,null,7157,null,399949,null,6448,null,819253,null,8964,null,0400000US09,Connecticut,09
327252,null,4316,null,30371,null,2804,null,16592,null,2235,null,13779,null,1791,null,296881,null,5084,null,89294,null,4128,null,207587,null,5027,null,0400000US10,Delaware,10
249280,null,3172,null,32032,null,2737,null,16226,null,1924,null,15806,null,2122,null,217248,null,3737,null,36290,null,2923,null,180958,null,3599,null,0400000US11,District of Columbia,11
6987647,null,25717,null,667567,null,13808,null,351498,null,10075,null,316069,null,9526,null,6320080,null,26765,null,1699109,null,18921,null,4620971,null,21164,null,0400000US12,Florida,12
3469250,null,16258,null,378962,null,8892,null,236786,null,7431,null,142176,null,6288,null,3090288,null,16460,null,1031184,null,14469,null,2059104,null,16989,null,0400000US13,Georgia,13
446136,null,4850,null,34900,null,3005,null,18738,null,2342,null,16162,null,1832,null,411236,null,4988,null,139514,null,4506,null,271722,null,5240,null,0400000US15,Hawaii,15
558466,null,5299,null,49288,null,3365,null,32485,null,2937,null,16803,null,2008,null,509178,null,5129,null,172683,null,4408,null,336495,null,5330,null,0400000US16,Idaho,16
4757452,null,13703,null,486801,null,10413,null,284748,null,8249,null,202053,null,7315,null,4270651,null,15488,null,1319189,null,11697,null,2951462,null,15117,null,0400000US17,Illinois,17
2477548,null,11798,null,267661,null,8452,null,160788,null,7546,null,106873,null,4837,null,2209887,null,12805,null,666510,null,9272,null,1543377,null,12393,null,0400000US18,Indiana,18
1226804,null,6707,null,123219,null,5166,null,69717,null,4646,null,53502,null,2864,null,1103585,null,7626,null,310167,null,5518,null,793418,null,6992,null,0400000US19,Iowa,19
1104976,null,6395,null,91291,null,3873,null,50364,null,3408,null,40927,null,2488,null,1013685,null,6566,null,312618,null,6207,null,701067,null,6527,null,0400000US20,Kansas,20
1694197,null,9986,null,255794,null,6607,null,143566,null,5751,null,112228,null,4154,null,1438403,null,10491,null,428528,null,8152,null,1009875,null,10020,null,0400000US21,Kentucky,21
1688027,null,9265,null,293164,null,8739,null,158337,null,6777,null,134827,null,6043,null,1394863,null,12246,null,428567,null,10064,null,966296,null,10600,null,0400000US22,Louisiana,22
544855,null,4187,null,78873,null,4202,null,36217,null,2885,null,42656,null,3136,null,465982,null,5545,null,116947,null,3604,null,349035,null,5495,null,0400000US23,Maine,23
2095122,null,8485,null,147415,null,5156,null,91516,null,4447,null,55899,null,2861,null,1947707,null,10373,null,621966,null,9206,null,1325741,null,11079,null,0400000US24,Maryland,24
2475492,null,10003,null,233115,null,7834,null,107088,null,5455,null,126027,null,5072,null,2242377,null,12233,null,655806,null,10406,null,1586571,null,11888,null,0400000US25,Massachusetts,25
3819736,null,15353,null,555220,null,11569,null,292610,null,7680,null,262610,null,7941,null,3264516,null,17301,null,940849,null,11804,null,2323667,null,17593,null,0400000US26,Michigan,26
2085767,null,8065,null,131783,null,5803,null,70136,null,4099,null,61647,null,3641,null,1953984,null,9328,null,589986,null,6965,null,1363998,null,9218,null,0400000US27,Minnesota,27
1095026,null,8003,null,164624,null,6259,null,99670,null,5251,null,64954,null,3864,null,930402,null,9399,null,295315,null,6804,null,635087,null,8635,null,0400000US28,Mississippi,28
2339684,null,9753,null,293576,null,7316,null,163258,null,6056,null,130318,null,4919,null,2046108,null,11411,null,591796,null,9845,null,1454312,null,11549,null,0400000US29,Missouri,29
375287,null,3537,null,32887,null,2497,null,19508,null,2319,null,13379,null,1647,null,342400,null,3829,null,84066,null,3794,null,258334,null,4324,null,0400000US30,Montana,30
711223,null,4845,null,58665,null,4203,null,34841,null,3282,null,23824,null,2360,null,652558,null,6184,null,192806,null,5073,null,459752,null,6219,null,0400000US31,Nebraska,31
965715,null,7365,null,65473,null,4578,null,38599,null,3068,null,26874,null,2922,null,900242,null,8240,null,294933,null,8271,null,605309,null,8662,null,0400000US32,Nevada,32
506342,null,4336,null,35223,null,2786,null,18303,null,2185,null,16920,null,2412,null,471119,null,4994,null,142111,null,4746,null,329008,null,6078,null,0400000US33,New Hampshire,33
3154926,null,9910,null,174459,null,7059,null,96526,null,5094,null,77933,null,4912,null,2980467,null,11478,null,1001901,null,14303,null,1978566,null,14458,null,0400000US34,New Jersey,34
742104,null,4973,null,79217,null,4267,null,51042,null,3444,null,28175,null,2594,null,662887,null,6405,null,197431,null,6518,null,465456,null,7816,null,0400000US35,New Mexico,35
7187555,null,16275,null,891528,null,14154,null,415201,null,9278,null,476327,null,11193,null,6296027,null,17973,null,1897237,null,16982,null,4398790,null,20111,null,0400000US36,New York,36
3646095,null,15663,null,401614,null,10150,null,235678,null,8877,null,165936,null,6488,null,3244481,null,17245,null,967939,null,13573,null,2276542,null,14896,null,0400000US37,North Carolina,37
279014,null,2769,null,21168,null,1953,null,10196,null,1510,null,10972,null,1222,null,257846,null,3173,null,66833,null,2597,null,191013,null,3235,null,0400000US38,North Dakota,38
4526404,null,14127,null,569270,null,10381,null,305944,null,7979,null,263326,null,7068,null,3957134,null,15508,null,1127335,null,12008,null,2829799,null,16485,null,0400000US39,Ohio,39
1430019,null,8950,null,172416,null,5857,null,100097,null,5148,null,72319,null,3672,null,1257603,null,9582,null,381795,null,7758,null,875808,null,9532,null,0400000US40,Oklahoma,40
1485919,null,6587,null,215791,null,6686,null,108955,null,5396,null,106836,null,4711,null,1270128,null,8956,null,339918,null,8191,null,930210,null,10178,null,0400000US41,Oregon,41
4916869,null,14704,null,477892,null,8088,null,247757,null,6670,null,230135,null,6588,null,4438977,null,15347,null,1232711,null,12418,null,3206266,null,14440,null,0400000US42,Pennsylvania,42
406343,null,4227,null,40499,null,3277,null,21688,null,1895,null,18811,null,2241,null,365844,null,4890,null,104313,null,4413,null,261531,null,5185,null,0400000US44,Rhode Island,44
1730232,null,10605,null,214770,null,7924,null,126354,null,6590,null,88416,null,4998,null,1515462,null,11072,null,432165,null,8659,null,1083297,null,11004,null,0400000US45,South Carolina,45
316638,null,3769,null,30705,null,2768,null,17082,null,2014,null,13623,null,1836,null,285933,null,4013,null,84967,null,2884,null,200966,null,4028,null,0400000US46,South Dakota,46
2447066,null,12952,null,375597,null,9373,null,206381,null,6886,null,169216,null,6496,null,2071469,null,13808,null,603101,null,10001,null,1468368,null,13318,null,0400000US47,Tennessee,47
8527938,null,23685,null,979499,null,13447,null,665727,null,12109,null,313772,null,8477,null,7548439,null,25114,null,2658922,null,22203,null,4889517,null,25116,null,0400000US48,Texas,48
863122,null,4563,null,62314,null,3714,null,40386,null,3069,null,21928,null,2355,null,800808,null,5764,null,329772,null,5784,null,471036,null,5879,null,0400000US49,Utah,49
251736,null,2982,null,28433,null,1982,null,12935,null,1536,null,15498,null,1642,null,223303,null,2966,null,61729,null,2745,null,161574,null,3153,null,0400000US50,Vermont,50
2971489,null,12961,null,232617,null,6911,null,128136,null,5964,null,104481,null,4587,null,2738872,null,13639,null,865304,null,10954,null,1873568,null,14515,null,0400000US51,Virginia,51
2559288,null,9514,null,282907,null,8024,null,147278,null,6052,null,135629,null,5963,null,2276381,null,11905,null,672889,null,9230,null,1603492,null,11857,null,0400000US53,Washington,53
748517,null,6008,null,106391,null,4809,null,55367,null,3262,null,51024,null,3634,null,642126,null,6865,null,163117,null,5402,null,479009,null,5563,null,0400000US54,West Virginia,54
2272274,null,8949,null,192121,null,5720,null,118058,null,4863,null,74063,null,3186,null,2080153,null,10303,null,590085,null,8636,null,1490068,null,10891,null,0400000US55,Wisconsin,55
213571,null,2941,null,11089,null,1735,null,6272,null,1123,null,4817,null,1182,null,202482,null,3081,null,61999,null,3049,null,140483,null,3388,null,0400000US56,Wyoming,56
1181112,null,8338,null,415075,null,6823,null,176255,null,5750,null,238820,null,5263,null,766037,null,8896,null,252673,null,5486,null,513364,null,7201,null,0400000US72,Puerto Rico,72
