B10053_001E,B10053_001EA,B10053_001M,B10053_001MA,B10053_002E,B10053_002EA,B10053_002M,B10053_002MA,B10053_003E,B10053_003EA,B10053_003M,B10053_003MA,B10053_004E,B10053_004EA,B10053_004M,B10053_004MA,B10053_005E,B10053_005EA,B10053_005M,B10053_005MA,B10053_006E,B10053_006EA,B10053_006M,B10053_006MA,B10053_007E,B10053_007EA,B10053_007M,B10053_007MA,B10053_008E,B10053_008EA,B10053_008M,B10053_008MA,B10053_009E,B10053_009EA,B10053_009M,B10053_009MA,B10053_010E,B10053_010EA,B10053_010M,B10053_010MA,B10053_011E,B10053_011EA,B10053_011M,B10053_011MA,GEO_ID,NAME,state
116708,null,7329,null,112510,null,7077,null,63357,null,4570,null,43984,null,3912,null,19373,null,2120,null,49153,null,4666,null,4198,null,1130,null,1517,null,699,null,1181,null,623,null,336,null,225,null,2681,null,869,null,0400000US01,Alabama,01
16036,null,2164,null,14385,null,2014,null,7479,null,1743,null,4725,null,1147,null,2754,null,1294,null,6906,null,1311,null,1651,null,783,null,56,null,76,null,39,null,66,null,17,null,39,null,1595,null,775,null,0400000US02,Alaska,02
168101,null,7973,null,113264,null,6880,null,52129,null,4752,null,34366,null,4083,null,17763,null,2064,null,61135,null,5091,null,54837,null,4966,null,12596,null,2322,null,9013,null,2071,null,3583,null,982,null,42241,null,4914,null,0400000US04,Arizona,04
64123,null,4447,null,60300,null,4305,null,36405,null,3597,null,23734,null,2941,null,12671,null,1950,null,23895,null,3244,null,3823,null,1146,null,1461,null,738,null,1228,null,726,null,233,null,216,null,2362,null,852,null,0400000US05,Arkansas,05
1041855,null,18566,null,410278,null,12318,null,155765,null,7773,null,92809,null,6305,null,62956,null,4373,null,254513,null,9701,null,631577,null,16071,null,142792,null,8297,null,98740,null,6396,null,44052,null,4585,null,488785,null,14297,null,0400000US06,California,06
81255,null,4785,null,60561,null,4552,null,27410,null,3148,null,19478,null,2819,null,7932,null,1342,null,33151,null,3713,null,20694,null,2954,null,5702,null,1509,null,4017,null,1165,null,1685,null,721,null,14992,null,2573,null,0400000US08,Colorado,08
71536,null,5694,null,52204,null,4842,null,19782,null,2908,null,13239,null,2475,null,6543,null,1472,null,32422,null,3553,null,19332,null,2300,null,4192,null,1280,null,2671,null,1043,null,1521,null,667,null,15140,null,2091,null,0400000US09,Connecticut,09
17741,null,2101,null,15493,null,2004,null,7536,null,1428,null,5039,null,1151,null,2497,null,718,null,7957,null,1482,null,2248,null,886,null,566,null,368,null,453,null,342,null,113,null,133,null,1682,null,779,null,0400000US10,Delaware,10
12024,null,1990,null,10047,null,1704,null,3566,null,1074,null,2359,null,782,null,1207,null,565,null,6481,null,1358,null,1977,null,1011,null,495,null,466,null,74,null,125,null,421,null,454,null,1482,null,868,null,0400000US11,District of Columbia,11
425421,null,11945,null,270873,null,10610,null,126636,null,6747,null,80574,null,5508,null,46062,null,3590,null,144237,null,9163,null,154548,null,7542,null,34185,null,3342,null,18647,null,2410,null,15538,null,2501,null,120363,null,6795,null,0400000US12,Florida,12
247023,null,10723,null,205752,null,8998,null,100126,null,6200,null,69167,null,5576,null,30959,null,3165,null,105626,null,5934,null,41271,null,5286,null,10755,null,2173,null,7939,null,1834,null,2816,null,952,null,30516,null,4259,null,0400000US13,Georgia,13
51539,null,3229,null,34452,null,2545,null,7124,null,1196,null,3621,null,846,null,3503,null,874,null,27328,null,2350,null,17087,null,2384,null,3794,null,1258,null,1832,null,772,null,1962,null,717,null,13293,null,2023,null,0400000US15,Hawaii,15
25491,null,3135,null,20940,null,2757,null,9854,null,1708,null,6623,null,1506,null,3231,null,939,null,11086,null,1879,null,4551,null,1355,null,1973,null,970,null,1375,null,877,null,598,null,342,null,2578,null,1028,null,0400000US16,Idaho,16
271322,null,9767,null,180883,null,7418,null,83975,null,5395,null,58961,null,4528,null,25014,null,2387,null,96908,null,5948,null,90439,null,5534,null,17672,null,2630,null,11813,null,2185,null,5859,null,1418,null,72767,null,5309,null,0400000US17,Illinois,17
120983,null,6074,null,110470,null,5541,null,63137,null,4615,null,47243,null,4096,null,15894,null,1986,null,47333,null,3563,null,10513,null,1593,null,3027,null,1212,null,2749,null,1190,null,278,null,218,null,7486,null,1470,null,0400000US18,Indiana,18
31442,null,3365,null,28339,null,3272,null,12442,null,1994,null,9383,null,1740,null,3059,null,762,null,15897,null,2234,null,3103,null,798,null,993,null,493,null,860,null,483,null,133,null,136,null,2110,null,604,null,0400000US19,Iowa,19
43402,null,3578,null,34750,null,3353,null,16914,null,2503,null,11484,null,1929,null,5430,null,1358,null,17836,null,2232,null,8652,null,1821,null,3734,null,1061,null,2702,null,871,null,1032,null,518,null,4918,null,1468,null,0400000US20,Kansas,20
100932,null,6183,null,97553,null,5900,null,59222,null,4570,null,41508,null,3949,null,17714,null,2416,null,38331,null,3702,null,3379,null,1012,null,541,null,448,null,370,null,391,null,171,null,178,null,2838,null,893,null,0400000US21,Kentucky,21
118930,null,6799,null,113242,null,6648,null,63753,null,5258,null,43236,null,4355,null,20517,null,2897,null,49489,null,4298,null,5688,null,1684,null,1082,null,682,null,437,null,340,null,645,null,584,null,4606,null,1627,null,0400000US22,Louisiana,22
14663,null,1804,null,14129,null,1786,null,5900,null,1342,null,3796,null,1145,null,2104,null,651,null,8229,null,1432,null,534,null,279,null,299,null,213,null,98,null,100,null,201,null,159,null,235,null,221,null,0400000US23,Maine,23
131641,null,6917,null,101495,null,6675,null,40754,null,4401,null,28516,null,3612,null,12238,null,2017,null,60741,null,4891,null,30146,null,3167,null,6363,null,1457,null,4180,null,1261,null,2183,null,793,null,23783,null,2818,null,0400000US24,Maryland,24
117119,null,7043,null,80298,null,5855,null,25792,null,3180,null,16723,null,2700,null,9069,null,1633,null,54506,null,4074,null,36821,null,3352,null,7886,null,1939,null,5242,null,1636,null,2644,null,948,null,28935,null,3307,null,0400000US25,Massachusetts,25
173435,null,7195,null,155067,null,7131,null,67235,null,4347,null,44846,null,3549,null,22389,null,2393,null,87832,null,5399,null,18368,null,2791,null,2477,null,822,null,1184,null,606,null,1293,null,669,null,15891,null,2554,null,0400000US26,Michigan,26
56205,null,4003,null,44163,null,3205,null,18889,null,2039,null,14127,null,1843,null,4762,null,965,null,25274,null,2361,null,12042,null,1929,null,3510,null,1017,null,1974,null,753,null,1536,null,723,null,8532,null,1536,null,0400000US27,Minnesota,27
84905,null,6448,null,83783,null,6379,null,48691,null,4411,null,33559,null,3684,null,15132,null,2276,null,35092,null,4112,null,1122,null,529,null,675,null,372,null,329,null,234,null,346,null,290,null,447,null,324,null,0400000US28,Mississippi,28
