B17003_001E,B17003_001EA,B17003_001M,B17003_001MA,B17003_002E,B17003_002EA,B17003_002M,B17003_002MA,B17003_003E,B17003_003EA,B17003_003M,B17003_003MA,B17003_004E,B17003_004EA,B17003_004M,B17003_004MA,B17003_005E,B17003_005EA,B17003_005M,B17003_005MA,B17003_006E,B17003_006EA,B17003_006M,B17003_006MA,B17003_007E,B17003_007EA,B17003_007M,B17003_007MA,B17003_008E,B17003_008EA,B17003_008M,B17003_008MA,B17003_009E,B17003_009EA,B17003_009M,B17003_009MA,B17003_010E,B17003_010EA,B17003_010M,B17003_010MA,B17003_011E,B17003_011EA,B17003_011M,B17003_011MA,B17003_012E,B17003_012EA,B17003_012M,B17003_012MA,B17003_013E,B17003_013EA,B17003_013M,B17003_013MA,B17003_014E,B17003_014EA,B17003_014M,B17003_014MA,B17003_015E,B17003_015EA,B17003_015M,B17003_015MA,B17003_016E,B17003_016EA,B17003_016M,B17003_016MA,B17003_017E,B17003_017EA,B17003_017M,B17003_017MA,B17003_018E,B17003_018EA,B17003_018M,B17003_018MA,B17003_019E,B17003_019EA,B17003_019M,B17003_019MA,B17003_020E,B17003_020EA,B17003_020M,B17003_020MA,B17003_021E,B17003_021EA,B17003_021M,B17003_021MA,B17003_022E,B17003_022EA,B17003_022M,B17003_022MA,B17003_023E,B17003_023EA,B17003_023M,B17003_023MA,GEO_ID,NAME,state
3052197,null,5531,null,410235,null,12262,null,153986,null,5884,null,62510,null,3819,null,50812,null,4244,null,31610,null,3062,null,9054,null,1683,null,256249,null,8527,null,94353,null,4940,null,85580,null,5140,null,61465,null,4054,null,14851,null,2218,null,2641962,null,13752,null,1277295,null,7429,null,189771,null,6928,null,401967,null,7540,null,371269,null,8021,null,314288,null,6780,null,1364667,null,9231,null,181974,null,6669,null,408972,null,7254,null,428226,null,9831,null,345495,null,7453,null,0400000US01,Alabama,01
425640,null,2543,null,29411,null,2587,null,13573,null,1777,null,1954,null,525,null,5910,null,1016,null,4687,null,1188,null,1022,null,553,null,15838,null,1649,null,2735,null,898,null,5714,null,1124,null,5553,null,905,null,1836,null,634,null,396229,null,3061,null,203493,null,2227,null,16493,null,1658,null,60858,null,3230,null,73213,null,3292,null,52929,null,3105,null,192736,null,2010,null,14986,null,1873,null,44647,null,3206,null,74776,null,3329,null,58327,null,3790,null,0400000US02,Alaska,02
4186270,null,3602,null,522999,null,14804,null,234573,null,10280,null,86349,null,6927,null,64785,null,5681,null,59045,null,4638,null,24394,null,2951,null,288426,null,9036,null,98363,null,6244,null,81975,null,5263,null,80431,null,4772,null,27657,null,3325,null,3663271,null,15234,null,1814584,null,10918,null,247217,null,9284,null,433718,null,10545,null,606362,null,13177,null,527287,null,8794,null,1848687,null,9301,null,218717,null,7581,null,456945,null,12006,null,669137,null,11921,null,503888,null,10040,null,0400000US04,Arizona,04
1861273,null,5489,null,262636,null,9217,null,104021,null,5297,null,39813,null,4038,null,36014,null,2892,null,21113,null,3046,null,7081,null,1356,null,158615,null,6207,null,53281,null,3952,null,55998,null,4632,null,41738,null,3285,null,7598,null,1588,null,1598637,null,9946,null,776932,null,6159,null,122100,null,5063,null,278020,null,7055,null,215409,null,6409,null,161403,null,4720,null,821705,null,6444,null,102432,null,4785,null,276571,null,7569,null,261964,null,8209,null,180738,null,6439,null,0400000US05,Arkansas,05
23408671,null,7298,null,2577699,null,34798,null,1118214,null,21646,null,448793,null,11295,null,270461,null,10115,null,254721,null,9363,null,144239,null,7127,null,1459485,null,19540,null,574222,null,12829,null,353749,null,10235,null,360133,null,10655,null,171381,null,8135,null,20830972,null,35926,null,10343661,null,23644,null,1777994,null,23420,null,2124284,null,28092,null,3035005,null,27436,null,3406378,null,28558,null,10487311,null,20683,null,1674695,null,20705,null,2114521,null,20268,null,3341037,null,26619,null,3357058,null,21503,null,0400000US06,California,06
3240081,null,3935,null,306217,null,11094,null,137525,null,7195,null,43434,null,4577,null,37314,null,4206,null,34483,null,3353,null,22294,null,2576,null,168692,null,6560,null,51965,null,4202,null,43344,null,3777,null,50467,null,4529,null,22916,null,2641,null,2933864,null,12082,null,1462143,null,7789,null,127775,null,6500,null,325750,null,8409,null,440877,null,8595,null,567741,null,9357,null,1471721,null,7146,null,116015,null,6197,null,315698,null,7315,null,477340,null,8961,null,562668,null,9028,null,0400000US08,Colorado,08
2319926,null,2332,null,172254,null,8258,null,65992,null,4381,null,20988,null,2570,null,22385,null,2514,null,13468,null,2214,null,9151,null,1690,null,106262,null,5546,null,36177,null,3192,null,32918,null,3025,null,24429,null,2666,null,12738,null,2124,null,2147672,null,8736,null,1035248,null,5261,null,104914,null,5491,null,287946,null,8120,null,239222,null,5848,null,403166,null,7918,null,1112424,null,5834,null,93519,null,4779,null,303987,null,6995,null,302333,null,6117,null,412585,null,7155,null,0400000US09,Connecticut,09
585544,null,1374,null,47170,null,4214,null,17124,null,2337,null,5454,null,1206,null,6090,null,1649,null,3959,null,1223,null,1621,null,546,null,30046,null,2847,null,9694,null,1564,null,9934,null,1644,null,7155,null,1537,null,3263,null,830,null,538374,null,4607,null,258564,null,3007,null,29898,null,3025,null,78043,null,3411,null,69363,null,4145,null,81260,null,3601,null,279810,null,2973,null,26197,null,2098,null,87837,null,3973,null,81272,null,3920,null,84504,null,3796,null,0400000US10,Delaware,10
406107,null,685,null,55746,null,4545,null,20256,null,2786,null,4524,null,1233,null,7808,null,1945,null,3528,null,951,null,4396,null,1223,null,35490,null,3180,null,9694,null,1646,null,12855,null,2067,null,8293,null,1583,null,4648,null,989,null,350361,null,4683,null,168173,null,2798,null,17455,null,1970,null,31637,null,2898,null,28311,null,2591,null,90770,null,2908,null,182188,null,3562,null,18485,null,2356,null,28878,null,2827,null,35539,null,3268,null,99286,null,3672,null,0400000US11,District of Columbia,11
12558116,null,8600,null,1487618,null,23898,null,631048,null,14509,null,209241,null,10347,null,212615,null,10399,null,138111,null,6392,null,71081,null,5040,null,856570,null,17421,null,256322,null,7363,null,299121,null,10777,null,212268,null,8147,null,88859,null,5340,null,11070498,null,25077,null,5362482,null,15291,null,686828,null,15284,null,1542793,null,20049,null,1581928,null,19219,null,1550933,null,17253,null,5708016,null,18446,null,642803,null,12376,null,1715634,null,21620,null,1842989,null,19949,null,1506590,null,16274,null,0400000US12,Florida,12
6089520,null,11918,null,773306,null,20089,null,305867,null,12624,null,128466,null,7036,null,102177,null,6555,null,47016,null,4669,null,28208,null,2974,null,467439,null,11732,null,167011,null,7560,null,156218,null,7031,null,102959,null,5210,null,41251,null,3554,null,5316214,null,22610,null,2565645,null,15642,null,349804,null,11146,null,724423,null,12252,null,698525,null,12146,null,792893,null,13563,null,2750569,null,12756,null,297774,null,8496,null,766617,null,12850,null,840899,null,11581,null,845279,null,13906,null,0400000US13,Georgia,13
867618,null,2804,null,71912,null,5512,null,29490,null,3220,null,6579,null,1174,null,11612,null,1817,null,8126,null,1598,null,3173,null,911,null,42422,null,3429,null,6611,null,1225,null,13611,null,2224,null,13148,null,1831,null,9052,null,1904,null,795706,null,5974,null,398604,null,3834,null,31319,null,2648,null,116778,null,5303,null,130432,null,5829,null,120075,null,4707,null,397102,null,4185,null,36461,null,2454,null,105881,null,4023,null,127354,null,4936,null,127406,null,4541,null,0400000US15,Hawaii,15
947308,null,2793,null,101402,null,6479,null,45817,null,3880,null,11645,null,1878,null,15524,null,2198,null,13669,null,1843,null,4979,null,1408,null,55585,null,3817,null,12007,null,1652,null,19120,null,2504,null,18983,null,2319,null,5475,null,1288,null,845906,null,7066,null,421062,null,4347,null,44531,null,2989,null,117393,null,4861,null,144506,null,4299,null,114632,null,4084,null,424844,null,4172,null,38874,null,3002,null,119572,null,4814,null,162188,null,5423,null,104210,null,3791,null,0400000US16,Idaho,16
