C23002B_001E,C23002B_001EA,C23002B_001M,C23002B_001MA,C23002B_002E,C23002B_002EA,C23002B_002M,C23002B_002MA,C23002B_003E,C23002B_003EA,C23002B_003M,C23002B_003MA,C23002B_004E,C23002B_004EA,C23002B_004M,C23002B_004MA,C23002B_005E,C23002B_005EA,C23002B_005M,C23002B_005MA,C23002B_006E,C23002B_006EA,C23002B_006M,C23002B_006MA,C23002B_007E,C23002B_007EA,C23002B_007M,C23002B_007MA,C23002B_008E,C23002B_008EA,C23002B_008M,C23002B_008MA,C23002B_009E,C23002B_009EA,C23002B_009M,C23002B_009MA,C23002B_010E,C23002B_010EA,C23002B_010M,C23002B_010MA,C23002B_011E,C23002B_011EA,C23002B_011M,C23002B_011MA,C23002B_012E,C23002B_012EA,C23002B_012M,C23002B_012MA,C23002B_013E,C23002B_013EA,C23002B_013M,C23002B_013MA,C23002B_014E,C23002B_014EA,C23002B_014M,C23002B_014MA,C23002B_015E,C23002B_015EA,C23002B_015M,C23002B_015MA,C23002B_016E,C23002B_016EA,C23002B_016M,C23002B_016MA,C23002B_017E,C23002B_017EA,C23002B_017M,C23002B_017MA,C23002B_018E,C23002B_018EA,C23002B_018M,C23002B_018MA,C23002B_019E,C23002B_019EA,C23002B_019M,C23002B_019MA,C23002B_020E,C23002B_020EA,C23002B_020M,C23002B_020MA,C23002B_021E,C23002B_021EA,C23002B_021M,C23002B_021MA,C23002B_022E,C23002B_022EA,C23002B_022M,C23002B_022MA,C23002B_023E,C23002B_023EA,C23002B_023M,C23002B_023MA,C23002B_024E,C23002B_024EA,C23002B_024M,C23002B_024MA,C23002B_025E,C23002B_025EA,C23002B_025M,C23002B_025MA,C23002B_026E,C23002B_026EA,C23002B_026M,C23002B_026MA,C23002B_027E,C23002B_027EA,C23002B_027M,C23002B_027MA,GEO_ID,NAME,state
929359,null,4073,null,421046,null,3034,null,378575,null,3156,null,253839,null,5969,null,2342,null,818,null,251497,null,5896,null,202523,null,5760,null,48974,null,3780,null,124736,null,6526,null,42471,null,1409,null,6395,null,1163,null,6056,null,1124,null,339,null,291,null,36076,null,1548,null,508313,null,3015,null,436367,null,3137,null,298507,null,5938,null,882,null,588,null,297625,null,5886,null,248355,null,6111,null,49270,null,3760,null,137860,null,6555,null,71946,null,1404,null,7611,null,1133,null,7139,null,1063,null,472,null,283,null,64335,null,1708,null,0400000US01,Alabama,01
19805,null,967,null,10899,null,860,null,10688,null,872,null,7991,null,1172,null,681,null,405,null,7310,null,1232,null,6556,null,1333,null,754,null,564,null,2697,null,965,null,211,null,178,null,123,null,158,null,123,null,158,null,0,null,244,null,88,null,92,null,8906,null,599,null,7870,null,593,null,5586,null,770,null,466,null,413,null,5120,null,700,null,4806,null,772,null,314,null,340,null,2284,null,796,null,1036,null,263,null,382,null,258,null,382,null,258,null,0,null,244,null,654,null,319,null,0400000US02,Alaska,02
181385,null,4044,null,96369,null,2428,null,88819,null,2434,null,59258,null,3265,null,1524,null,551,null,57734,null,3291,null,47879,null,3505,null,9855,null,2003,null,29561,null,3153,null,7550,null,460,null,1487,null,450,null,1314,null,400,null,173,null,164,null,6063,null,550,null,85016,null,2603,null,76169,null,2627,null,52211,null,3144,null,350,null,331,null,51861,null,3198,null,45320,null,3318,null,6541,null,1485,null,23958,null,2916,null,8847,null,456,null,1267,null,373,null,1075,null,327,null,192,null,151,null,7580,null,526,null,0400000US04,Arizona,04
330755,null,3647,null,152163,null,2759,null,137619,null,2759,null,89691,null,3420,null,650,null,474,null,89041,null,3490,null,72290,null,3470,null,16751,null,2274,null,47928,null,3627,null,14544,null,914,null,1942,null,594,null,1627,null,511,null,315,null,333,null,12602,null,905,null,178592,null,2568,null,155631,null,2435,null,105120,null,3897,null,0,null,273,null,105120,null,3897,null,89161,null,3673,null,15959,null,2396,null,50511,null,3737,null,22961,null,1348,null,2060,null,617,null,1989,null,624,null,71,null,77,null,20901,null,1363,null,0400000US05,Arkansas,05
1749336,null,9157,null,853463,null,5846,null,765301,null,6060,null,499720,null,8067,null,14218,null,2325,null,485502,null,8524,null,393762,null,9114,null,91740,null,5183,null,265581,null,8450,null,88162,null,1427,null,17587,null,1799,null,16208,null,1764,null,1379,null,492,null,70575,null,2210,null,895873,null,6254,null,770641,null,6071,null,529861,null,8360,null,2761,null,942,null,527100,null,8183,null,441497,null,7665,null,85603,null,5288,null,240780,null,8085,null,125232,null,1669,null,16512,null,1906,null,15704,null,1807,null,808,null,378,null,108720,null,2693,null,0400000US06,California,06
146596,null,3440,null,76868,null,2569,null,71148,null,2504,null,49982,null,2396,null,2309,null,1057,null,47673,null,2428,null,40308,null,2852,null,7365,null,1721,null,21166,null,2344,null,5720,null,445,null,1052,null,407,null,954,null,390,null,98,null,119,null,4668,null,548,null,69728,null,2015,null,61789,null,2010,null,42449,null,2366,null,299,null,206,null,42150,null,2346,null,37216,null,2415,null,4934,null,1198,null,19340,null,2332,null,7939,null,554,null,739,null,390,null,679,null,390,null,60,null,103,null,7200,null,622,null,0400000US08,Colorado,08
257250,null,3413,null,122047,null,2055,null,110984,null,1999,null,78972,null,2725,null,617,null,342,null,78355,null,2766,null,65071,null,2983,null,13284,null,2110,null,32012,null,2531,null,11063,null,684,null,4275,null,858,null,4015,null,852,null,260,null,299,null,6788,null,865,null,135203,null,2481,null,118077,null,2406,null,90783,null,3171,null,0,null,277,null,90783,null,3171,null,79839,null,3409,null,10944,null,1660,null,27294,null,2318,null,17126,null,562,null,3569,null,762,null,3113,null,685,null,456,null,389,null,13557,null,804,null,0400000US09,Connecticut,09
139974,null,1954,null,64458,null,1272,null,58070,null,1250,null,40750,null,1975,null,807,null,713,null,39943,null,1899,null,34736,null,2270,null,5207,null,1465,null,17320,null,2040,null,6388,null,86,null,1367,null,525,null,1150,null,475,null,217,null,214,null,5021,null,522,null,75516,null,1284,null,66207,null,1210,null,50104,null,1651,null,165,null,204,null,49939,null,1708,null,43786,null,2202,null,6153,null,1342,null,16103,null,1765,null,9309,null,158,null,1290,null,485,null,1290,null,485,null,0,null,263,null,8019,null,503,null,0400000US10,Delaware,10
257169,null,2001,null,111886,null,1346,null,96169,null,1349,null,65999,null,2329,null,120,null,187,null,65879,null,2333,null,52384,null,2341,null,13495,null,1795,null,30170,null,2221,null,15717,null,160,null,2732,null,776,null,2435,null,694,null,297,null,290,null,12985,null,803,null,145283,null,1245,null,117588,null,1149,null,80211,null,2993,null,84,null,101,null,80127,null,3000,null,65945,null,3310,null,14182,null,2641,null,37377,null,2880,null,27695,null,274,null,4369,null,906,null,4130,null,830,null,239,null,247,null,23326,null,988,null,0400000US11,District of Columbia,11
2165580,null,11214,null,1024753,null,7419,null,926250,null,7388,null,621824,null,11166,null,7018,null,1506,null,614806,null,10954,null,488556,null,10420,null,126250,null,5798,null,304426,null,10104,null,98503,null,2031,null,21521,null,1979,null,19139,null,1843,null,2382,null,867,null,76982,null,2541,null,1140827,null,6769,null,995095,null,6361,null,726529,null,10439,null,2886,null,1066,null,723643,null,10429,null,610509,null,10264,null,113134,null,6566,null,268566,null,8820,null,145732,null,2220,null,18194,null,1969,null,16419,null,1887,null,1775,null,706,null,127538,null,2548,null,0400000US12,Florida,12
