B23003_001E,B23003_001EA,B23003_001M,B23003_001MA,B23003_002E,B23003_002EA,B23003_002M,B23003_002MA,B23003_003E,B23003_003EA,B23003_003M,B23003_003MA,B23003_004E,B23003_004EA,B23003_004M,B23003_004MA,B23003_005E,B23003_005EA,B23003_005M,B23003_005MA,B23003_006E,B23003_006EA,B23003_006M,B23003_006MA,B23003_007E,B23003_007EA,B23003_007M,B23003_007MA,B23003_008E,B23003_008EA,B23003_008M,B23003_008MA,B23003_009E,B23003_009EA,B23003_009M,B23003_009MA,B23003_010E,B23003_010EA,B23003_010M,B23003_010MA,B23003_011E,B23003_011EA,B23003_011M,B23003_011MA,B23003_012E,B23003_012EA,B23003_012M,B23003_012MA,B23003_013E,B23003_013EA,B23003_013M,B23003_013MA,B23003_014E,B23003_014EA,B23003_014M,B23003_014MA,B23003_015E,B23003_015EA,B23003_015M,B23003_015MA,B23003_016E,B23003_016EA,B23003_016M,B23003_016MA,B23003_017E,B23003_017EA,B23003_017M,B23003_017MA,B23003_018E,B23003_018EA,B23003_018M,B23003_018MA,B23003_019E,B23003_019EA,B23003_019M,B23003_019MA,B23003_020E,B23003_020EA,B23003_020M,B23003_020MA,B23003_021E,B23003_021EA,B23003_021M,B23003_021MA,B23003_022E,B23003_022EA,B23003_022M,B23003_022MA,B23003_023E,B23003_023EA,B23003_023M,B23003_023MA,B23003_024E,B23003_024EA,B23003_024M,B23003_024MA,B23003_025E,B23003_025EA,B23003_025M,B23003_025MA,B23003_026E,B23003_026EA,B23003_026M,B23003_026MA,B23003_027E,B23003_027EA,B23003_027M,B23003_027MA,B23003_028E,B23003_028EA,B23003_028M,B23003_028MA,B23003_029E,B23003_029EA,B23003_029M,B23003_029MA,B23003_030E,B23003_030EA,B23003_030M,B23003_030MA,GEO_ID,NAME,state
1407971,null,5174,null,541681,null,9382,null,125770,null,5329,null,86997,null,4325,null,472,null,355,null,86525,null,4324,null,75057,null,3824,null,11468,null,1928,null,38773,null,3248,null,111078,null,4373,null,75669,null,3929,null,0,null,273,null,75669,null,3929,null,63786,null,3567,null,11883,null,1838,null,35409,null,2802,null,304833,null,7205,null,234924,null,7233,null,271,null,249,null,234653,null,7216,null,213923,null,7086,null,20730,null,2466,null,69909,null,4147,null,866290,null,9519,null,572527,null,10606,null,1914,null,852,null,570613,null,10666,null,518524,null,10098,null,52089,null,3889,null,293763,null,8354,null,0400000US01,Alabama,01
205699,null,1822,null,80563,null,3068,null,19377,null,2052,null,12693,null,1834,null,341,null,244,null,12352,null,1786,null,11247,null,1709,null,1105,null,500,null,6684,null,1138,null,17752,null,2128,null,10942,null,1571,null,231,null,232,null,10711,null,1592,null,9933,null,1506,null,778,null,375,null,6810,null,1226,null,43434,null,3115,null,33983,null,2709,null,522,null,372,null,33461,null,2630,null,31753,null,2574,null,1708,null,615,null,9451,null,1386,null,125136,null,3101,null,96964,null,3629,null,1419,null,996,null,95545,null,3638,null,89893,null,3435,null,5652,null,1553,null,28172,null,2480,null,0400000US02,Alaska,02
1868350,null,4575,null,702132,null,10619,null,158882,null,6435,null,105538,null,5590,null,501,null,328,null,105037,null,5577,null,93494,null,4781,null,11543,null,2095,null,53344,null,4329,null,158814,null,7087,null,90965,null,5181,null,402,null,378,null,90563,null,5176,null,80526,null,4900,null,10037,null,1663,null,67849,null,4887,null,384436,null,9137,null,288820,null,8875,null,90,null,104,null,288730,null,8881,null,262976,null,8508,null,25754,null,2947,null,95616,null,5544,null,1166218,null,11728,null,817859,null,12718,null,1029,null,577,null,816830,null,12626,null,748584,null,11731,null,68246,null,5833,null,348359,null,10546,null,0400000US04,Arizona,04
843338,null,4547,null,332857,null,6224,null,79030,null,3970,null,55536,null,3408,null,376,null,377,null,55160,null,3366,null,49303,null,3236,null,5857,null,1488,null,23494,null,2532,null,70190,null,4047,null,47753,null,3488,null,44,null,74,null,47709,null,3483,null,41861,null,3054,null,5848,null,1554,null,22437,null,2532,null,183637,null,5609,null,142879,null,5074,null,506,null,351,null,142373,null,5056,null,131682,null,4999,null,10691,null,1832,null,40758,null,3476,null,510481,null,6210,null,344022,null,6136,null,149,null,185,null,343873,null,6167,null,317303,null,6308,null,26570,null,3188,null,166459,null,6241,null,0400000US05,Arkansas,05
10841074,null,10784,null,4112619,null,24254,null,938894,null,15000,null,619715,null,12226,null,3311,null,1052,null,616404,null,12239,null,544559,null,12814,null,71845,null,4918,null,319179,null,8306,null,891618,null,12997,null,539364,null,12106,null,720,null,467,null,538644,null,12010,null,473200,null,11135,null,65444,null,3872,null,352254,null,8611,null,2282107,null,17643,null,1701675,null,15870,null,935,null,520,null,1700740,null,15909,null,1537792,null,16425,null,162948,null,6638,null,580432,null,12011,null,6728455,null,24085,null,4923486,null,30227,null,9659,null,1674,null,4913827,null,30256,null,4436306,null,29932,null,477521,null,11437,null,1804969,null,19833,null,0400000US06,California,06
1518792,null,4159,null,563227,null,8253,null,138314,null,5527,null,94391,null,4757,null,1178,null,520,null,93213,null,4715,null,85689,null,4508,null,7524,null,1566,null,43923,null,3230,null,115598,null,5365,null,70709,null,4519,null,388,null,298,null,70321,null,4541,null,63240,null,4227,null,7081,null,1281,null,44889,null,3845,null,309315,null,6197,null,244205,null,5999,null,458,null,258,null,243747,null,5977,null,229683,null,5920,null,14064,null,1930,null,65110,null,3615,null,955565,null,9039,null,738925,null,10819,null,1706,null,609,null,737219,null,10732,null,688880,null,10251,null,48339,null,3777,null,216640,null,6695,null,0400000US08,Colorado,08
1050215,null,3632,null,411166,null,7256,null,92410,null,4468,null,70095,null,3591,null,49,null,83,null,70046,null,3593,null,62119,null,3600,null,7927,null,1770,null,22315,null,2460,null,75450,null,3908,null,52873,null,3530,null,0,null,277,null,52873,null,3530,null,46370,null,3301,null,6503,null,1408,null,22577,null,2183,null,243306,null,5535,null,197121,null,5123,null,48,null,60,null,197073,null,5123,null,183896,null,5022,null,13177,null,1883,null,46185,null,2973,null,639049,null,7762,null,506313,null,8373,null,676,null,690,null,505637,null,8546,null,468377,null,8169,null,37260,null,3403,null,132736,null,5866,null,0400000US09,Connecticut,09
266759,null,1542,null,96107,null,3743,null,22635,null,2408,null,16858,null,2038,null,0,null,263,null,16858,null,2038,null,15960,null,2016,null,898,null,471,null,5777,null,1173,null,20142,null,2447,null,14444,null,2308,null,180,null,155,null,14264,null,2304,null,12617,null,2168,null,1647,null,703,null,5698,null,1198,null,53330,null,3485,null,44771,null,2966,null,52,null,86,null,44719,null,2972,null,42182,null,2964,null,2537,null,852,null,8559,null,1737,null,170652,null,3791,null,126565,null,4031,null,213,null,243,null,126352,null,4051,null,117642,null,4031,null,8710,null,1636,null,44087,null,2948,null,0400000US10,Delaware,10
197994,null,1854,null,49942,null,3098,null,14825,null,2146,null,10999,null,1866,null,0,null,296,null,10999,null,1866,null,9312,null,1587,null,1687,null,916,null,3826,null,1069,null,9200,null,1795,null,6884,null,1648,null,0,null,296,null,6884,null,1648,null,5547,null,1454,null,1337,null,655,null,2316,null,898,null,25917,null,2323,null,19974,null,2269,null,89,null,108,null,19885,null,2269,null,16271,null,1959,null,3614,null,1175,null,5943,null,1313,null,148052,null,3603,null,117348,null,3732,null,276,null,188,null,117072,null,3725,null,109229,null,3927,null,7843,null,1599,null,30704,null,2679,null,0400000US11,District of Columbia,11
5365690,null,9070,null,1852009,null,15482,null,430371,null,11544,null,304560,null,9851,null,959,null,563,null,303601,null,9778,null,264479,null,9302,null,39122,null,3713,null,125811,null,6806,null,342567,null,11402,null,232540,null,9892,null,1447,null,728,null,231093,null,9865,null,200954,null,8670,null,30139,null,3589,null,110027,null,6363,null,1079071,null,14390,null,853860,null,13652,null,1274,null,639,null,852586,null,13647,null,772238,null,12881,null,80348,null,5222,null,225211,null,8764,null,3513681,null,16332,null,2555093,null,19840,null,4683,null,1435,null,2550410,null,19966,null,2288765,null,20562,null,261645,null,9761,null,958588,null,15047,null,0400000US12,Florida,12
