B15011_001E,B15011_001EA,B15011_001M,B15011_001MA,B15011_002E,B15011_002EA,B15011_002M,B15011_002MA,B15011_003E,B15011_003EA,B15011_003M,B15011_003MA,B15011_004E,B15011_004EA,B15011_004M,B15011_004MA,B15011_005E,B15011_005EA,B15011_005M,B15011_005MA,B15011_006E,B15011_006EA,B15011_006M,B15011_006MA,B15011_007E,B15011_007EA,B15011_007M,B15011_007MA,B15011_008E,B15011_008EA,B15011_008M,B15011_008MA,B15011_009E,B15011_009EA,B15011_009M,B15011_009MA,B15011_010E,B15011_010EA,B15011_010M,B15011_010MA,B15011_011E,B15011_011EA,B15011_011M,B15011_011MA,B15011_012E,B15011_012EA,B15011_012M,B15011_012MA,B15011_013E,B15011_013EA,B15011_013M,B15011_013MA,B15011_014E,B15011_014EA,B15011_014M,B15011_014MA,B15011_015E,B15011_015EA,B15011_015M,B15011_015MA,B15011_016E,B15011_016EA,B15011_016M,B15011_016MA,B15011_017E,B15011_017EA,B15011_017M,B15011_017MA,B15011_018E,B15011_018EA,B15011_018M,B15011_018MA,B15011_019E,B15011_019EA,B15011_019M,B15011_019MA,B15011_020E,B15011_020EA,B15011_020M,B15011_020MA,B15011_021E,B15011_021EA,B15011_021M,B15011_021MA,B15011_022E,B15011_022EA,B15011_022M,B15011_022MA,B15011_023E,B15011_023EA,B15011_023M,B15011_023MA,B15011_024E,B15011_024EA,B15011_024M,B15011_024MA,B15011_025E,B15011_025EA,B15011_025M,B15011_025MA,B15011_026E,B15011_026EA,B15011_026M,B15011_026MA,B15011_027E,B15011_027EA,B15011_027M,B15011_027MA,B15011_028E,B15011_028EA,B15011_028M,B15011_028MA,B15011_029E,B15011_029EA,B15011_029M,B15011_029MA,B15011_030E,B15011_030EA,B15011_030M,B15011_030MA,B15011_031E,B15011_031EA,B15011_031M,B15011_031MA,B15011_032E,B15011_032EA,B15011_032M,B15011_032MA,B15011_033E,B15011_033EA,B15011_033M,B15011_033MA,B15011_034E,B15011_034EA,B15011_034M,B15011_034MA,B15011_035E,B15011_035EA,B15011_035M,B15011_035MA,B15011_036E,B15011_036EA,B15011_036M,B15011_036MA,B15011_037E,B15011_037EA,B15011_037M,B15011_037MA,B15011_038E,B15011_038EA,B15011_038M,B15011_038MA,B15011_039E,B15011_039EA,B15011_039M,B15011_039MA,GEO_ID,NAME,state
686543,null,12245,null,324532,null,7175,null,96636,null,4403,null,39453,null,3491,null,6503,null,1349,null,26802,null,2326,null,6312,null,1443,null,17566,null,2059,null,170949,null,5550,null,67922,null,3707,null,11484,null,1642,null,50785,null,2956,null,14265,null,1682,null,26493,null,2316,null,56947,null,2995,null,25396,null,1993,null,4411,null,916,null,13580,null,1612,null,6224,null,1078,null,7336,null,1173,null,362011,null,7634,null,135233,null,4565,null,35478,null,2984,null,16663,null,2014,null,29597,null,2694,null,24074,null,2468,null,29421,null,2075,null,180879,null,4653,null,32524,null,3050,null,25140,null,2384,null,38497,null,3069,null,51029,null,3414,null,33689,null,2634,null,45899,null,3361,null,5925,null,1094,null,4253,null,775,null,3312,null,815,null,22693,null,2232,null,9716,null,1308,null,0400000US01,Alabama,01
114535,null,5559,null,54122,null,3162,null,15058,null,2008,null,8288,null,1461,null,1255,null,717,null,1851,null,686,null,991,null,507,null,2673,null,867,null,33016,null,2524,null,16340,null,1843,null,2083,null,730,null,4949,null,993,null,3300,null,947,null,6344,null,1190,null,6048,null,830,null,2904,null,684,null,140,null,106,null,1092,null,501,null,1111,null,432,null,801,null,315,null,60413,null,3708,null,18837,null,1899,null,5161,null,1296,null,1751,null,622,null,2983,null,858,null,2848,null,643,null,6094,null,1249,null,35917,null,2637,null,9730,null,1608,null,5074,null,1163,null,3666,null,914,null,8702,null,1291,null,8745,null,1336,null,5659,null,869,null,1129,null,460,null,761,null,347,null,315,null,228,null,2144,null,593,null,1310,null,474,null,0400000US02,Alaska,02
1085753,null,14044,null,553525,null,9106,null,158817,null,6566,null,70331,null,4940,null,9499,null,1886,null,39528,null,3683,null,9067,null,2111,null,30392,null,3293,null,279443,null,7356,null,120409,null,5159,null,16161,null,2192,null,75256,null,4690,null,17791,null,1857,null,49826,null,3858,null,115265,null,3727,null,50989,null,2698,null,5137,null,892,null,27316,null,2191,null,12871,null,1698,null,18952,null,2255,null,532228,null,10120,null,184855,null,7243,null,53158,null,4064,null,19791,null,2421,null,36259,null,3416,null,29052,null,2877,null,46595,null,3594,null,263330,null,6737,null,58698,null,3940,null,34962,null,3184,null,48566,null,3581,null,59247,null,3553,null,61857,null,3685,null,84043,null,3885,null,11983,null,1638,null,13613,null,1870,null,6392,null,1227,null,33998,null,2758,null,18057,null,1954,null,0400000US04,Arizona,04
358933,null,9504,null,169390,null,5066,null,54830,null,4109,null,20453,null,2792,null,4428,null,1215,null,14880,null,2220,null,2270,null,812,null,12799,null,1719,null,82519,null,3564,null,29972,null,2352,null,5817,null,1057,null,24976,null,2383,null,8690,null,1324,null,13064,null,1704,null,32041,null,2177,null,13489,null,1605,null,2053,null,619,null,7102,null,1354,null,4917,null,1110,null,4480,null,905,null,189543,null,6406,null,69538,null,4088,null,16440,null,1811,null,10282,null,1784,null,12973,null,1714,null,14443,null,1696,null,15400,null,2196,null,93293,null,4089,null,17234,null,1774,null,13213,null,1921,null,14706,null,1831,null,31386,null,2903,null,16754,null,1923,null,26712,null,2402,null,2945,null,681,null,2728,null,718,null,1712,null,676,null,14112,null,1732,null,5215,null,1078,null,0400000US05,Arkansas,05
7110449,null,41480,null,3567836,null,28191,null,1170760,null,15470,null,582820,null,13825,null,49469,null,3917,null,227308,null,8709,null,22706,null,2467,null,288457,null,8690,null,1812053,null,16022,null,897889,null,13082,null,96191,null,4502,null,387376,null,10690,null,63579,null,3744,null,367018,null,7018,null,585023,null,10115,null,293617,null,7938,null,29421,null,2403,null,115281,null,5090,null,47323,null,2994,null,99381,null,4446,null,3542613,null,23717,null,1308680,null,14964,null,480518,null,11456,null,107982,null,5943,null,225404,null,7756,null,77382,null,4786,null,417394,null,11624,null,1768911,null,16959,null,546592,null,8509,null,204084,null,7495,null,317053,null,9366,null,184757,null,6522,null,516425,null,11785,null,465022,null,8499,null,95044,null,4203,null,58790,null,3699,null,40184,null,3037,null,137678,null,5346,null,133326,null,4866,null,0400000US06,California,06
1181594,null,15302,null,593709,null,9775,null,184819,null,6397,null,89146,null,4441,null,6837,null,1474,null,41983,null,3610,null,4035,null,872,null,42818,null,3332,null,322916,null,6553,null,157991,null,5234,null,15691,null,1742,null,75102,null,3568,null,18195,null,1977,null,55937,null,3170,null,85974,null,3386,null,43580,null,2549,null,4660,null,848,null,18034,null,1890,null,8350,null,1139,null,11350,null,1345,null,587885,null,9286,null,213575,null,5872,null,75116,null,3924,null,16539,null,2140,null,39888,null,3414,null,18182,null,2021,null,63850,null,3609,null,309440,null,7052,null,82150,null,4175,null,33904,null,2289,null,57882,null,3676,null,58293,null,3497,null,77211,null,4380,null,64870,null,2989,null,10871,null,1294,null,8481,null,1447,null,5691,null,1136,null,23122,null,2122,null,16705,null,1631,null,0400000US08,Colorado,08
843502,null,11640,null,414666,null,7949,null,115623,null,4446,null,51996,null,4092,null,5150,null,1090,null,25600,null,2331,null,4372,null,1068,null,28505,null,2639,null,233236,null,5664,null,108694,null,4266,null,8692,null,1446,null,59511,null,3060,null,11380,null,1783,null,44959,null,2933,null,65807,null,2646,null,29797,null,2306,null,3116,null,776,null,14073,null,1278,null,5564,null,1095,null,13257,null,1697,null,428836,null,6414,null,135191,null,3673,null,49018,null,2997,null,12653,null,1636,null,22243,null,1853,null,14879,null,1734,null,36398,null,3250,null,236201,null,5114,null,63426,null,3619,null,28522,null,2387,null,39894,null,2994,null,43677,null,2835,null,60682,null,3673,null,57444,null,3007,null,12211,null,1332,null,7121,null,1131,null,3263,null,871,null,17890,null,1776,null,16959,null,1868,null,0400000US09,Connecticut,09
171091,null,6009,null,83052,null,3584,null,24218,null,2436,null,11520,null,1700,null,1185,null,469,null,4976,null,995,null,1212,null,512,null,5325,null,1217,null,42675,null,2810,null,18121,null,2063,null,1611,null,583,null,10271,null,1448,null,3889,null,1144,null,8783,null,1199,null,16159,null,1327,null,7637,null,1097,null,1068,null,506,null,2460,null,513,null,1801,null,476,null,3193,null,810,null,88039,null,3891,null,31055,null,2249,null,9124,null,1414,null,3627,null,1042,null,4966,null,1038,null,5080,null,1091,null,8258,null,1486,null,44900,null,2722,null,11780,null,1524,null,6655,null,1354,null,8049,null,1299,null,9521,null,1394,null,8895,null,1468,null,12084,null,1291,null,2354,null,636,null,1279,null,470,null,729,null,323,null,4559,null,917,null,3163,null,660,null,0400000US10,Delaware,10
200382,null,5000,null,95415,null,2812,null,46796,null,2602,null,26180,null,2408,null,1409,null,712,null,5781,null,1131,null,1339,null,740,null,12087,null,1933,null,36592,null,1829,null,17857,null,1785,null,1205,null,496,null,5616,null,1159,null,1193,null,523,null,10721,null,1345,null,12027,null,966,null,5881,null,970,null,850,null,503,null,872,null,409,null,685,null,398,null,3739,null,762,null,104967,null,3679,null,52405,null,2574,null,27122,null,2448,null,1807,null,631,null,4690,null,1166,null,2163,null,822,null,16623,null,2027,null,39424,null,1894,null,15511,null,1672,null,2012,null,736,null,4070,null,959,null,3127,null,824,null,14704,null,1496,null,13138,null,1321,null,3156,null,762,null,1161,null,576,null,1112,null,594,null,3485,null,823,null,4224,null,1087,null,0400000US11,District of Columbia,11
3233714,null,25701,null,1630708,null,18182,null,408641,null,10841,null,166370,null,7396,null,23510,null,2237,null,115493,null,5651,null,18369,null,3189,null,84899,null,5041,null,828506,null,11851,null,327516,null,8002,null,51711,null,3587,null,245380,null,7922,null,50918,null,3393,null,152981,null,6311,null,393561,null,7340,null,164320,null,5060,null,23536,null,2057,null,103088,null,4603,null,45403,null,3061,null,57214,null,3363,null,1603006,null,16725,null,516892,null,8417,null,147032,null,5769,null,61801,null,3735,null,114428,null,6128,null,73143,null,5099,null,120488,null,6224,null,802554,null,13632,null,175087,null,7154,null,109555,null,5717,null,174593,null,6637,null,182022,null,7613,null,161297,null,6070,null,283560,null,6531,null,43486,null,2532,null,38258,null,2673,null,23893,null,2171,null,118011,null,4567,null,59912,null,3141,null,0400000US12,Florida,12
