B15002_001E,B15002_001EA,B15002_001M,B15002_001MA,B15002_002E,B15002_002EA,B15002_002M,B15002_002MA,B15002_003E,B15002_003EA,B15002_003M,B15002_003MA,B15002_004E,B15002_004EA,B15002_004M,B15002_004MA,B15002_005E,B15002_005EA,B15002_005M,B15002_005MA,B15002_006E,B15002_006EA,B15002_006M,B15002_006MA,B15002_007E,B15002_007EA,B15002_007M,B15002_007MA,B15002_008E,B15002_008EA,B15002_008M,B15002_008MA,B15002_009E,B15002_009EA,B15002_009M,B15002_009MA,B15002_010E,B15002_010EA,B15002_010M,B15002_010MA,B15002_011E,B15002_011EA,B15002_011M,B15002_011MA,B15002_012E,B15002_012EA,B15002_012M,B15002_012MA,B15002_013E,B15002_013EA,B15002_013M,B15002_013MA,B15002_014E,B15002_014EA,B15002_014M,B15002_014MA,B15002_015E,B15002_015EA,B15002_015M,B15002_015MA,B15002_016E,B15002_016EA,B15002_016M,B15002_016MA,B15002_017E,B15002_017EA,B15002_017M,B15002_017MA,B15002_018E,B15002_018EA,B15002_018M,B15002_018MA,B15002_019E,B15002_019EA,B15002_019M,B15002_019MA,B15002_020E,B15002_020EA,B15002_020M,B15002_020MA,B15002_021E,B15002_021EA,B15002_021M,B15002_021MA,B15002_022E,B15002_022EA,B15002_022M,B15002_022MA,B15002_023E,B15002_023EA,B15002_023M,B15002_023MA,B15002_024E,B15002_024EA,B15002_024M,B15002_024MA,B15002_025E,B15002_025EA,B15002_025M,B15002_025MA,B15002_026E,B15002_026EA,B15002_026M,B15002_026MA,B15002_027E,B15002_027EA,B15002_027M,B15002_027MA,B15002_028E,B15002_028EA,B15002_028M,B15002_028MA,B15002_029E,B15002_029EA,B15002_029M,B15002_029MA,B15002_030E,B15002_030EA,B15002_030M,B15002_030MA,B15002_031E,B15002_031EA,B15002_031M,B15002_031MA,B15002_032E,B15002_032EA,B15002_032M,B15002_032MA,B15002_033E,B15002_033EA,B15002_033M,B15002_033MA,B15002_034E,B15002_034EA,B15002_034M,B15002_034MA,B15002_035E,B15002_035EA,B15002_035M,B15002_035MA,GEO_ID,NAME,state
3115982,null,5413,null,1470221,null,4231,null,17891,null,2018,null,12750,null,2076,null,23635,null,2658,null,40709,null,3169,null,38554,null,3053,null,52434,null,3322,null,55555,null,4194,null,27958,null,2511,null,464551,null,8701,null,83689,null,3780,null,239622,null,7154,null,88341,null,5127,null,211422,null,6496,null,68352,null,3321,null,26346,null,2044,null,18412,null,2194,null,1645761,null,3473,null,19860,null,2079,null,8009,null,1285,null,18685,null,1854,null,45918,null,3217,null,43823,null,3530,null,58820,null,3758,null,65222,null,3930,null,27742,null,2330,null,502361,null,7791,null,103355,null,4464,null,259745,null,7634,null,130210,null,6353,null,235980,null,6382,null,100430,null,5064,null,16791,null,1814,null,8810,null,1286,null,0400000US01,Alabama,01
431178,null,2628,null,221191,null,2106,null,1292,null,446,null,1002,null,296,null,1115,null,392,null,2671,null,681,null,1606,null,611,null,3228,null,954,null,3886,null,1101,null,4388,null,1142,null,68535,null,3245,null,17764,null,1805,null,45676,null,2795,null,15906,null,1751,null,34369,null,2632,null,13071,null,1530,null,3876,null,928,null,2806,null,823,null,209987,null,1243,null,1830,null,704,null,1302,null,588,null,1161,null,487,null,2721,null,895,null,2075,null,956,null,2869,null,758,null,3530,null,803,null,2396,null,701,null,50960,null,3184,null,19790,null,2318,null,44314,null,3006,null,16626,null,1544,null,41447,null,3059,null,15298,null,2171,null,2452,null,748,null,1216,null,464,null,0400000US02,Alaska,02
4248231,null,3428,null,2095513,null,2649,null,28143,null,3108,null,24754,null,3076,null,54198,null,5035,null,47371,null,5033,null,44328,null,3649,null,50637,null,4753,null,53509,null,4115,null,46247,null,4411,null,513087,null,12230,null,149367,null,6735,null,379868,null,11420,null,150479,null,7230,null,348081,null,9081,null,135252,null,5042,null,41173,null,3081,null,29019,null,3053,null,2152718,null,2286,null,27133,null,2797,null,21017,null,2939,null,50301,null,4077,null,47679,null,4001,null,39000,null,3598,null,42526,null,3541,null,50644,null,3962,null,44833,null,3242,null,544242,null,11125,null,180416,null,6285,null,392635,null,11207,null,180064,null,6628,null,343915,null,7291,null,144446,null,7020,null,26778,null,2166,null,17089,null,2047,null,0400000US04,Arizona,04
1903914,null,5373,null,906422,null,3538,null,14994,null,2772,null,9139,null,1537,null,16820,null,2376,null,30916,null,3132,null,19140,null,2006,null,31501,null,2867,null,31249,null,3092,null,18213,null,2290,null,324262,null,7638,null,58309,null,3837,null,141155,null,6343,null,41334,null,3496,null,114200,null,4865,null,33797,null,3092,null,13430,null,1579,null,7963,null,1495,null,997492,null,3329,null,11341,null,1775,null,7278,null,1439,null,12092,null,1841,null,33020,null,3077,null,20150,null,2151,null,30087,null,2849,null,32907,null,2842,null,16570,null,2117,null,338409,null,8264,null,70200,null,3890,null,162212,null,6976,null,73683,null,4315,null,128189,null,5887,null,49389,null,3267,null,7579,null,1365,null,4386,null,982,null,0400000US05,Arkansas,05
23782109,null,5693,null,11719302,null,5399,null,254077,null,8171,null,228853,null,9000,null,506325,null,15533,null,228577,null,8541,null,260480,null,10270,null,237808,null,9174,null,298997,null,9947,null,308968,null,8957,null,2474351,null,28490,null,648585,null,10709,null,1883455,null,24666,null,820990,null,14759,null,2220258,null,24227,null,830392,null,14104,null,306369,null,8021,null,210817,null,6309,null,12062807,null,5054,null,303566,null,8476,null,244606,null,9591,null,489726,null,12444,null,249936,null,7932,null,242811,null,9740,null,211876,null,8224,null,266313,null,9346,null,276747,null,8573,null,2505225,null,22241,null,759834,null,14215,null,1992781,null,23478,null,976773,null,18446,null,2333711,null,22231,null,855134,null,12307,null,229304,null,7272,null,124464,null,4991,null,0400000US06,California,06
3293368,null,3707,null,1636840,null,3347,null,13491,null,2146,null,11037,null,2163,null,27094,null,3503,null,26133,null,3179,null,21982,null,3112,null,26978,null,2918,null,28235,null,3248,null,25087,null,2618,null,378073,null,9183,null,94268,null,4237,null,270838,null,7940,null,119915,null,5028,null,374099,null,8614,null,149300,null,4525,null,42903,null,3020,null,27407,null,2491,null,1656528,null,2454,null,14689,null,2210,null,9506,null,1976,null,24816,null,2471,null,25831,null,3404,null,18607,null,2038,null,23599,null,2865,null,31910,null,3217,null,22501,null,2276,null,365734,null,7309,null,114738,null,4389,null,274780,null,7280,null,141932,null,5175,null,387939,null,8294,null,156596,null,5656,null,28143,null,2526,null,15207,null,1874,null,0400000US08,Colorado,08
2370028,null,1849,null,1127786,null,1559,null,9887,null,1545,null,7159,null,1481,null,14423,null,2327,null,22043,null,2487,null,16958,null,2036,null,24673,null,2518,null,20642,null,2076,null,18619,null,2247,null,321122,null,8504,null,57872,null,2886,null,132388,null,5735,null,67334,null,3757,null,233888,null,6852,null,119165,null,4890,null,39157,null,3263,null,22456,null,2307,null,1242242,null,1431,null,11092,null,1760,null,9789,null,1772,null,12980,null,1901,null,23176,null,2423,null,16831,null,1849,null,23641,null,2699,null,20757,null,2483,null,18427,null,1896,null,346653,null,7202,null,67689,null,3623,null,154896,null,4903,null,107475,null,5081,null,241291,null,6410,null,148253,null,5234,null,27160,null,2236,null,12132,null,1613,null,0400000US09,Connecticut,09
595133,null,1337,null,280845,null,1224,null,2153,null,643,null,966,null,626,null,2965,null,1255,null,5672,null,1288,null,6781,null,1392,null,8167,null,1461,null,7255,null,1427,null,3626,null,845,null,86011,null,3719,null,16066,null,1967,null,40756,null,3301,null,17375,null,2021,null,49359,null,3305,null,20396,null,2163,null,6293,null,1054,null,7004,null,1296,null,314288,null,871,null,2983,null,990,null,1696,null,476,null,1327,null,492,null,5326,null,1289,null,5972,null,1118,null,6253,null,1343,null,8714,null,1508,null,5212,null,1098,null,99583,null,3858,null,21308,null,2184,null,41104,null,2871,null,26771,null,2785,null,53976,null,3375,null,25976,null,2150,null,5548,null,1073,null,2539,null,730,null,0400000US10,Delaware,10
413396,null,601,null,191593,null,550,null,1805,null,723,null,1614,null,958,null,2480,null,973,null,3291,null,1132,null,3736,null,1192,null,3924,null,1195,null,3679,null,899,null,2802,null,791,null,40260,null,2625,null,6883,null,1266,null,21489,null,2121,null,4215,null,1073,null,40803,null,2916,null,25953,null,2435,null,18716,null,2001,null,9943,null,1495,null,221803,null,464,null,2754,null,900,null,1853,null,769,null,2192,null,715,null,3675,null,931,null,4183,null,1132,null,4759,null,1195,null,7040,null,1476,null,3530,null,899,null,42574,null,3441,null,9785,null,1419,null,27978,null,2732,null,6513,null,1625,null,43843,null,3195,null,39029,null,2591,null,15495,null,1547,null,6600,null,1169,null,0400000US11,District of Columbia,11
12800944,null,8517,null,6159578,null,6374,null,82584,null,5801,null,53815,null,5096,null,112582,null,7228,null,129936,null,6785,null,122373,null,6959,null,154527,null,6646,null,156463,null,7882,null,149699,null,7196,null,1815541,null,20522,null,372179,null,10674,null,900777,null,15181,null,478394,null,12036,null,1023739,null,13223,null,365217,null,10125,null,163599,null,7143,null,78153,null,3857,null,6641366,null,5405,null,87752,null,4485,null,57919,null,5307,null,113897,null,6285,null,122951,null,6149,null,98398,null,5479,null,144698,null,6444,null,153693,null,6722,null,142714,null,7355,null,2047853,null,21792,null,462013,null,10319,null,1001321,null,17398,null,605151,null,14156,null,1058109,null,13658,null,409031,null,9822,null,87790,null,4692,null,48076,null,3020,null,0400000US12,Florida,12
