C08012_001E,C08012_001EA,C08012_001M,C08012_001MA,C08012_002E,C08012_002EA,C08012_002M,C08012_002MA,C08012_003E,C08012_003EA,C08012_003M,C08012_003MA,C08012_004E,C08012_004EA,C08012_004M,C08012_004MA,C08012_005E,C08012_005EA,C08012_005M,C08012_005MA,C08012_006E,C08012_006EA,C08012_006M,C08012_006MA,C08012_007E,C08012_007EA,C08012_007M,C08012_007MA,C08012_008E,C08012_008EA,C08012_008M,C08012_008MA,C08012_009E,C08012_009EA,C08012_009M,C08012_009MA,C08012_010E,C08012_010EA,C08012_010M,C08012_010MA,C08012_011E,C08012_011EA,C08012_011M,C08012_011MA,C08012_012E,C08012_012EA,C08012_012M,C08012_012MA,C08012_013E,C08012_013EA,C08012_013M,C08012_013MA,C08012_014E,C08012_014EA,C08012_014M,C08012_014MA,C08012_015E,C08012_015EA,C08012_015M,C08012_015MA,C08012_016E,C08012_016EA,C08012_016M,C08012_016MA,C08012_017E,C08012_017EA,C08012_017M,C08012_017MA,C08012_018E,C08012_018EA,C08012_018M,C08012_018MA,C08012_019E,C08012_019EA,C08012_019M,C08012_019MA,C08012_020E,C08012_020EA,C08012_020M,C08012_020MA,C08012_021E,C08012_021EA,C08012_021M,C08012_021MA,C08012_022E,C08012_022EA,C08012_022M,C08012_022MA,C08012_023E,C08012_023EA,C08012_023M,C08012_023MA,C08012_024E,C08012_024EA,C08012_024M,C08012_024MA,C08012_025E,C08012_025EA,C08012_025M,C08012_025MA,C08012_026E,C08012_026EA,C08012_026M,C08012_026MA,C08012_027E,C08012_027EA,C08012_027M,C08012_027MA,C08012_028E,C08012_028EA,C08012_028M,C08012_028MA,C08012_029E,C08012_029EA,C08012_029M,C08012_029MA,C08012_030E,C08012_030EA,C08012_030M,C08012_030MA,GEO_ID,NAME,state
1911457,null,13974,null,257416,null,8366,null,298482,null,8008,null,319896,null,8829,null,307831,null,11070,null,123205,null,5656,null,252034,null,7888,null,109208,null,5042,null,135344,null,6334,null,108041,null,5555,null,1014193,null,11513,null,126358,null,6526,null,144579,null,5864,null,159548,null,5971,null,161153,null,7098,null,62488,null,4331,null,145920,null,6681,null,60924,null,3947,null,79484,null,4525,null,73739,null,4803,null,897264,null,10946,null,131058,null,5462,null,153903,null,5821,null,160348,null,5881,null,146678,null,6907,null,60717,null,3765,null,106114,null,4867,null,48284,null,3360,null,55860,null,4079,null,34302,null,2919,null,0400000US01,Alabama,01
319158,null,6709,null,89653,null,3805,null,61705,null,3856,null,57392,null,4543,null,41767,null,3987,null,13701,null,2049,null,25264,null,2688,null,7453,null,1479,null,9637,null,1614,null,12586,null,1521,null,171464,null,4221,null,48030,null,2642,null,30740,null,2493,null,28084,null,2670,null,23338,null,2686,null,6093,null,1405,null,14968,null,2075,null,4822,null,1152,null,5983,null,1084,null,9406,null,1318,null,147694,null,4220,null,41623,null,2780,null,30965,null,3309,null,29308,null,3013,null,18429,null,2640,null,7608,null,1452,null,10296,null,1574,null,2631,null,855,null,3654,null,931,null,3180,null,742,null,0400000US02,Alaska,02
2610143,null,20023,null,357138,null,11804,null,367933,null,12682,null,409857,null,10695,null,382253,null,11510,null,167101,null,7343,null,404250,null,11868,null,176919,null,7986,null,191835,null,8249,null,152857,null,7355,null,1423767,null,14302,null,179693,null,9113,null,182915,null,8025,null,215791,null,8249,null,203118,null,8002,null,90491,null,4959,null,242177,null,9364,null,98667,null,5579,null,114515,null,7099,null,96400,null,5968,null,1186376,null,13073,null,177445,null,6742,null,185018,null,8377,null,194066,null,7707,null,179135,null,7680,null,76610,null,4933,null,162073,null,7555,null,78252,null,5004,null,77320,null,4342,null,56457,null,4187,null,0400000US04,Arizona,04
1180381,null,15272,null,231833,null,8237,null,211965,null,8262,null,203777,null,6985,null,161709,null,6017,null,64949,null,4922,null,139904,null,6270,null,49273,null,3743,null,60450,null,3680,null,56521,null,4217,null,626483,null,9811,null,116450,null,5468,null,108951,null,5490,null,104621,null,5143,null,83482,null,4556,null,35989,null,3339,null,76402,null,4219,null,26527,null,2753,null,34113,null,2559,null,39948,null,3348,null,553898,null,9256,null,115383,null,5641,null,103014,null,5732,null,99156,null,4768,null,78227,null,4385,null,28960,null,3173,null,63502,null,4232,null,22746,null,2409,null,26337,null,2452,null,16573,null,2178,null,0400000US05,Arkansas,05
15313455,null,42582,null,1737289,null,21972,null,2118802,null,25242,null,2413164,null,29811,null,2262030,null,28426,null,891044,null,16010,null,2267624,null,25799,null,980676,null,18815,null,1198749,null,22556,null,1444077,null,20297,null,8445929,null,32635,null,852417,null,13932,null,1079315,null,16614,null,1272458,null,21029,null,1246187,null,20207,null,492908,null,11233,null,1297271,null,20520,null,570522,null,14685,null,711617,null,14981,null,923234,null,17461,null,6867526,null,27453,null,884872,null,15820,null,1039487,null,17184,null,1140706,null,17596,null,1015843,null,15287,null,398136,null,10782,null,970353,null,14979,null,410154,null,8591,null,487132,null,13027,null,520843,null,10263,null,0400000US06,California,06
2299264,null,15920,null,326973,null,8063,null,337783,null,9036,null,349173,null,10661,null,354663,null,8466,null,165268,null,8016,null,301889,null,8430,null,138118,null,5559,null,180388,null,7367,null,145009,null,6972,null,1249306,null,11995,null,163667,null,5869,null,168982,null,6204,null,180251,null,6825,null,186802,null,7096,null,93108,null,5824,null,171628,null,6130,null,77474,null,3779,null,110000,null,5934,null,97394,null,5271,null,1049958,null,10383,null,163306,null,6052,null,168801,null,6118,null,168922,null,7391,null,167861,null,5552,null,72160,null,4314,null,130261,null,5694,null,60644,null,3971,null,70388,null,4352,null,47615,null,3967,null,0400000US08,Colorado,08
1638117,null,11954,null,232674,null,7815,null,261242,null,6723,null,269830,null,9447,null,253018,null,8028,null,106159,null,5740,null,195942,null,6702,null,99436,null,4652,null,99181,null,4894,null,120635,null,5415,null,847849,null,8410,null,106898,null,5626,null,125538,null,5131,null,131208,null,6228,null,129053,null,6131,null,55279,null,3479,null,107836,null,5103,null,54408,null,3671,null,56889,null,3880,null,80740,null,4576,null,790268,null,8391,null,125776,null,4787,null,135704,null,4951,null,138622,null,6581,null,123965,null,5006,null,50880,null,3982,null,88106,null,4173,null,45028,null,2737,null,42292,null,3017,null,39895,null,2974,null,0400000US09,Connecticut,09
399458,null,5967,null,52373,null,4790,null,58385,null,3470,null,72200,null,4478,null,70660,null,4278,null,26335,null,2800,null,48779,null,3373,null,21444,null,2296,null,24026,null,2607,null,25256,null,2744,null,204181,null,4222,null,23267,null,2780,null,26671,null,2448,null,38288,null,3183,null,35486,null,3071,null,12193,null,1896,null,27777,null,2612,null,11715,null,1488,null,13826,null,1758,null,14958,null,1997,null,195277,null,4112,null,29106,null,2902,null,31714,null,2748,null,33912,null,3175,null,35174,null,2613,null,14142,null,1898,null,21002,null,2125,null,9729,null,1651,null,10200,null,1614,null,10298,null,1601,null,0400000US10,Delaware,10
276042,null,5251,null,16635,null,2312,null,24805,null,2922,null,35345,null,3186,null,46317,null,3409,null,19807,null,2279,null,52888,null,3642,null,25488,null,2960,null,27852,null,3177,null,26905,null,2789,null,134290,null,3297,null,9785,null,1828,null,13770,null,2305,null,17646,null,2373,null,21578,null,2149,null,8653,null,1343,null,24805,null,2577,null,13145,null,2058,null,11779,null,1904,null,13129,null,1714,null,141752,null,4008,null,6850,null,1540,null,11035,null,1920,null,17699,null,2171,null,24739,null,2445,null,11154,null,1836,null,28083,null,2563,null,12343,null,1960,null,16073,null,2292,null,13776,null,1962,null,0400000US11,District of Columbia,11
7517421,null,35982,null,805768,null,17769,null,1003189,null,15964,null,1184548,null,18551,null,1236530,null,19128,null,485445,null,13447,null,1219346,null,20881,null,508399,null,13377,null,590607,null,16577,null,483589,null,14531,null,3944879,null,23433,null,393192,null,11164,null,487672,null,12720,null,600616,null,13817,null,639802,null,13642,null,255411,null,9196,null,664547,null,13675,null,276629,null,10630,null,329597,null,11946,null,297413,null,10127,null,3572542,null,23629,null,412576,null,11595,null,515517,null,12933,null,583932,null,11294,null,596728,null,10855,null,230034,null,9061,null,554799,null,13871,null,231770,null,8933,null,261010,null,10147,null,186176,null,8492,null,0400000US12,Florida,12
