C21001H_001E,C21001H_001EA,C21001H_001M,C21001H_001MA,C21001H_002E,C21001H_002EA,C21001H_002M,C21001H_002MA,C21001H_003E,C21001H_003EA,C21001H_003M,C21001H_003MA,C21001H_004E,C21001H_004EA,C21001H_004M,C21001H_004MA,C21001H_005E,C21001H_005EA,C21001H_005M,C21001H_005MA,C21001H_006E,C21001H_006EA,C21001H_006M,C21001H_006MA,C21001H_007E,C21001H_007EA,C21001H_007M,C21001H_007MA,C21001H_008E,C21001H_008EA,C21001H_008M,C21001H_008MA,C21001H_009E,C21001H_009EA,C21001H_009M,C21001H_009MA,C21001H_010E,C21001H_010EA,C21001H_010M,C21001H_010MA,C21001H_011E,C21001H_011EA,C21001H_011M,C21001H_011MA,C21001H_012E,C21001H_012EA,C21001H_012M,C21001H_012MA,C21001H_013E,C21001H_013EA,C21001H_013M,C21001H_013MA,C21001H_014E,C21001H_014EA,C21001H_014M,C21001H_014MA,C21001H_015E,C21001H_015EA,C21001H_015M,C21001H_015MA,GEO_ID,NAME,state
3500332,null,2318,null,1712796,null,1456,null,1437257,null,1467,null,189444,null,5223,null,1247813,null,5416,null,275539,null,142,null,157566,null,3065,null,117973,null,3079,null,1787536,null,1287,null,1422708,null,1288,null,13924,null,1333,null,1408784,null,1924,null,364828,null,203,null,3508,null,729,null,361320,null,776,null,0400000US27,Minnesota,27
1325156,null,2195,null,636535,null,1743,null,520154,null,1812,null,70753,null,4171,null,449401,null,4572,null,116381,null,369,null,69944,null,1947,null,46437,null,1885,null,688621,null,876,null,527024,null,875,null,6189,null,1379,null,520835,null,1643,null,161597,null,13,null,1721,null,529,null,159876,null,528,null,0400000US28,Mississippi,28
3800728,null,2344,null,1831595,null,2090,null,1518499,null,2080,null,237171,null,6674,null,1281328,null,6902,null,313096,null,391,null,180341,null,3703,null,132755,null,3629,null,1969133,null,1078,null,1543865,null,1000,null,18802,null,1795,null,1525063,null,2164,null,425268,null,425,null,3050,null,741,null,422218,null,872,null,0400000US29,Missouri,29
675309,null,1170,null,334269,null,909,null,273033,null,911,null,48478,null,3257,null,224555,null,3353,null,61236,null,11,null,36203,null,1522,null,25033,null,1522,null,341040,null,475,null,267813,null,472,null,4569,null,955,null,263244,null,1138,null,73227,null,35,null,624,null,360,null,72603,null,363,null,0400000US30,Montana,30
1156517,null,1923,null,559812,null,1843,null,463834,null,1828,null,68790,null,3523,null,395044,null,4169,null,95978,null,319,null,56258,null,1649,null,39720,null,1629,null,596705,null,1050,null,465467,null,1114,null,7586,null,1319,null,457881,null,1679,null,131238,null,404,null,1406,null,433,null,129832,null,601,null,0400000US31,Nebraska,31
1175121,null,1868,null,591985,null,1432,null,481181,null,1420,null,90092,null,4757,null,391089,null,4767,null,110804,null,69,null,72370,null,2284,null,38434,null,2287,null,583136,null,904,null,459198,null,1103,null,9698,null,1656,null,449500,null,1797,null,123938,null,718,null,2165,null,610,null,121773,null,974,null,0400000US32,Nevada,32
971678,null,716,null,471638,null,626,null,396022,null,625,null,58844,null,3293,null,337178,null,3280,null,75616,null,25,null,45402,null,1850,null,30214,null,1852,null,500040,null,274,null,401431,null,274,null,6169,null,980,null,395262,null,1027,null,98609,null,255,null,1610,null,546,null,96999,null,546,null,0400000US33,New Hampshire,33
4210764,null,3701,null,2020616,null,1934,null,1647708,null,1869,null,153033,null,5080,null,1494675,null,5394,null,372908,null,492,null,208865,null,3684,null,164043,null,3825,null,2190148,null,2525,null,1662908,null,2237,null,8410,null,1340,null,1654498,null,2642,null,527240,null,730,null,4895,null,834,null,522345,null,1224,null,0400000US34,New Jersey,34
668164,null,2859,null,319897,null,2205,null,248409,null,2368,null,51206,null,3088,null,197203,null,3378,null,71488,null,742,null,45380,null,1885,null,26108,null,1825,null,348267,null,1726,null,260591,null,1846,null,5044,null,947,null,255547,null,1936,null,87676,null,916,null,1286,null,497,null,86390,null,1099,null,0400000US35,New Mexico,35
9367594,null,4722,null,4497825,null,3085,null,3692678,null,2902,null,365438,null,8861,null,3327240,null,9470,null,805147,null,797,null,408016,null,5959,null,397131,null,6021,null,4869769,null,2517,null,3749862,null,2452,null,25280,null,2611,null,3724582,null,3999,null,1119907,null,857,null,9323,null,1259,null,1110584,null,1458,null,0400000US36,New York,36
4870070,null,4179,null,2310532,null,3629,null,1901785,null,3741,null,294303,null,6960,null,1607482,null,7841,null,408747,null,414,null,229053,null,4385,null,179694,null,4446,null,2559538,null,2923,null,2005570,null,2930,null,31891,null,3455,null,1973679,null,4416,null,553968,null,521,null,6249,null,967,null,547719,null,1112,null,0400000US37,North Carolina,37
453786,null,1090,null,224691,null,969,null,185354,null,968,null,26710,null,1861,null,158644,null,1835,null,39337,null,8,null,19125,null,931,null,20212,null,932,null,229095,null,503,null,176584,null,503,null,2799,null,706,null,173785,null,843,null,52511,null,16,null,588,null,238,null,51923,null,239,null,0400000US38,North Dakota,38
7400071,null,2964,null,3563444,null,2170,null,2966364,null,2179,null,412586,null,9101,null,2553778,null,9620,null,597080,null,172,null,333033,null,4928,null,264047,null,4930,null,3836627,null,1706,null,3003811,null,1666,null,34285,null,2665,null,2969526,null,2881,null,832816,null,232,null,9293,null,1437,null,823523,null,1404,null,0400000US39,Ohio,39
2033461,null,1862,null,975809,null,1548,null,795917,null,1544,null,139190,null,4738,null,656727,null,4713,null,179892,null,74,null,104267,null,2657,null,75625,null,2650,null,1057652,null,786,null,816239,null,771,null,14046,null,1686,null,802193,null,1863,null,241413,null,172,null,3003,null,874,null,238410,null,882,null,0400000US40,Oklahoma,40
2443673,null,1948,null,1185835,null,1335,null,974928,null,1338,null,164805,null,6527,null,810123,null,6862,null,210907,null,196,null,133158,null,2946,null,77749,null,2955,null,1257838,null,1197,null,991992,null,1133,null,14526,null,2006,null,977466,null,2311,null,265846,null,408,null,5972,null,1083,null,259874,null,1148,null,0400000US41,Oregon,41
8153810,null,3459,null,3908759,null,2441,null,3182198,null,2358,null,416797,null,7855,null,2765401,null,8610,null,726561,null,406,null,421415,null,5279,null,305146,null,5283,null,4245051,null,1994,null,3214595,null,1970,null,30775,null,2537,null,3183820,null,3270,null,1030456,null,273,null,11266,null,1500,null,1019190,null,1523,null,0400000US42,Pennsylvania,42
666317,null,2181,null,315199,null,1538,null,259399,null,1445,null,33630,null,2596,null,225769,null,2971,null,55800,null,363,null,31554,null,1669,null,24246,null,1674,null,351118,null,1024,null,269372,null,955,null,3200,null,1046,null,266172,null,1524,null,81746,null,233,null,1237,null,528,null,80509,null,553,null,0400000US44,Rhode Island,44
2316929,null,3099,null,1109709,null,2669,null,899376,null,2671,null,149356,null,5525,null,750020,null,5875,null,210333,null,74,null,128417,null,2926,null,81916,null,2907,null,1207220,null,1447,null,934178,null,1410,null,13041,null,1945,null,921137,null,2205,null,273042,null,204,null,2739,null,775,null,270303,null,822,null,0400000US45,South Carolina,45
539213,null,1405,null,265289,null,1170,null,216403,null,1164,null,31654,null,2411,null,184749,null,2294,null,48886,null,53,null,27492,null,1616,null,21394,null,1608,null,273924,null,594,null,210559,null,598,null,2823,null,849,null,207736,null,961,null,63365,null,25,null,1065,null,453,null,62300,null,452,null,0400000US46,South Dakota,46
3772336,null,1607,null,1807761,null,1565,null,1494352,null,1533,null,223642,null,7268,null,1270710,null,7153,null,313409,null,197,null,172693,null,3499,null,140716,null,3513,null,1964575,null,740,null,1542830,null,740,null,19171,null,2024,null,1523659,null,2104,null,421745,null,134,null,4347,null,1051,null,417398,null,1064,null,0400000US47,Tennessee,47
9018821,null,5745,null,4374340,null,6261,null,3630237,null,6167,null,585316,null,10348,null,3044921,null,11495,null,744103,null,986,null,445624,null,5959,null,298479,null,5966,null,4644481,null,5455,null,3668738,null,5433,null,62263,null,4371,null,3606475,null,7190,null,975743,null,1077,null,14484,null,1733,null,961259,null,2032,null,0400000US48,Texas,48
1594715,null,1796,null,782922,null,1643,null,679095,null,1643,null,69388,null,3490,null,609707,null,3538,null,103827,null,6,null,59420,null,2234,null,44407,null,2234,null,811793,null,541,null,685227,null,541,null,5887,null,1147,null,679340,null,1222,null,126566,null,6,null,1476,null,555,null,125090,null,555,null,0400000US49,Utah,49
472975,null,626,null,229862,null,420,null,191667,null,391,null,25825,null,1765,null,165842,null,1837,null,38195,null,109,null,21329,null,1163,null,16866,null,1157,null,243113,null,269,null,193693,null,269,null,2124,null,498,null,191569,null,551,null,49420,null,25,null,809,null,340,null,48611,null,341,null,0400000US50,Vermont,50
4055143,null,7238,null,1945648,null,5603,null,1621122,null,5544,null,296080,null,7312,null,1325042,null,8877,null,324526,null,491,null,197582,null,4505,null,126944,null,4462,null,2109495,null,2743,null,1679270,null,2600,null,42573,null,2708,null,1636697,null,3776,null,430225,null,405,null,7585,null,1318,null,422640,null,1355,null,0400000US51,Virginia,51
3919109,null,4431,null,1912359,null,3947,null,1597913,null,3915,null,282228,null,7775,null,1315685,null,7658,null,314446,null,468,null,191842,null,3505,null,122604,null,3530,null,2006750,null,1723,null,1613675,null,1559,null,31333,null,3306,null,1582342,null,3758,null,393075,null,374,null,7494,null,1098,null,385581,null,1185,null,0400000US53,Washington,53
1347801,null,1449,null,650193,null,813,null,531753,null,790,null,77219,null,3021,null,454534,null,3145,null,118440,null,158,null,63306,null,2128,null,55134,null,2124,null,697608,null,1093,null,540191,null,850,null,5577,null,1154,null,534614,null,1596,null,157417,null,429,null,1405,null,567,null,156012,null,716,null,0400000US54,West Virginia,54
3786224,null,1368,null,1856548,null,1086,null,1547392,null,1087,null,206636,null,5443,null,1340756,null,5575,null,309156,null,50,null,170829,null,3172,null,138327,null,3174,null,1929676,null,761,null,1520031,null,730,null,18332,null,1809,null,1501699,null,1946,null,409645,null,175,null,5123,null,872,null,404522,null,941,null,0400000US55,Wisconsin,55
361470,null,1057,null,181772,null,856,null,153287,null,855,null,26887,null,2074,null,126400,null,2148,null,28485,null,12,null,16223,null,953,null,12262,null,953,null,179698,null,774,null,145889,null,747,null,3123,null,874,null,142766,null,1095,null,33809,null,73,null,277,null,182,null,33532,null,195,null,0400000US56,Wyoming,56
28015,null,2795,null,14293,null,1786,null,11921,null,1758,null,1408,null,761,null,10513,null,1650,null,2372,null,652,null,1069,null,451,null,1303,null,509,null,13722,null,1906,null,11683,null,1901,null,171,null,221,null,11512,null,1880,null,2039,null,439,null,0,null,289,null,2039,null,439,null,0400000US72,Puerto Rico,72
