B17023_001E,B17023_001EA,B17023_001M,B17023_001MA,B17023_002E,B17023_002EA,B17023_002M,B17023_002MA,B17023_003E,B17023_003EA,B17023_003M,B17023_003MA,B17023_004E,B17023_004EA,B17023_004M,B17023_004MA,B17023_005E,B17023_005EA,B17023_005M,B17023_005MA,B17023_006E,B17023_006EA,B17023_006M,B17023_006MA,B17023_007E,B17023_007EA,B17023_007M,B17023_007MA,B17023_008E,B17023_008EA,B17023_008M,B17023_008MA,B17023_009E,B17023_009EA,B17023_009M,B17023_009MA,B17023_010E,B17023_010EA,B17023_010M,B17023_010MA,B17023_011E,B17023_011EA,B17023_011M,B17023_011MA,B17023_012E,B17023_012EA,B17023_012M,B17023_012MA,B17023_013E,B17023_013EA,B17023_013M,B17023_013MA,B17023_014E,B17023_014EA,B17023_014M,B17023_014MA,B17023_015E,B17023_015EA,B17023_015M,B17023_015MA,B17023_016E,B17023_016EA,B17023_016M,B17023_016MA,B17023_017E,B17023_017EA,B17023_017M,B17023_017MA,B17023_018E,B17023_018EA,B17023_018M,B17023_018MA,B17023_019E,B17023_019EA,B17023_019M,B17023_019MA,B17023_020E,B17023_020EA,B17023_020M,B17023_020MA,B17023_021E,B17023_021EA,B17023_021M,B17023_021MA,B17023_022E,B17023_022EA,B17023_022M,B17023_022MA,B17023_023E,B17023_023EA,B17023_023M,B17023_023MA,B17023_024E,B17023_024EA,B17023_024M,B17023_024MA,B17023_025E,B17023_025EA,B17023_025M,B17023_025MA,B17023_026E,B17023_026EA,B17023_026M,B17023_026MA,B17023_027E,B17023_027EA,B17023_027M,B17023_027MA,B17023_028E,B17023_028EA,B17023_028M,B17023_028MA,B17023_029E,B17023_029EA,B17023_029M,B17023_029MA,B17023_030E,B17023_030EA,B17023_030M,B17023_030MA,B17023_031E,B17023_031EA,B17023_031M,B17023_031MA,B17023_032E,B17023_032EA,B17023_032M,B17023_032MA,B17023_033E,B17023_033EA,B17023_033M,B17023_033MA,B17023_034E,B17023_034EA,B17023_034M,B17023_034MA,B17023_035E,B17023_035EA,B17023_035M,B17023_035MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,51081,null,3470,null,22902,null,1978,null,18488,null,2478,null,7918,null,1757,null,1773,null,802,null,115622,null,4531,null,13304,null,2007,null,5280,null,1180,null,6450,null,1409,null,1337,null,698,null,237,null,268,null,102318,null,4068,null,27025,null,2386,null,54985,null,3192,null,17806,null,2265,null,2502,null,886,null,1079353,null,12047,null,833452,null,11027,null,522652,null,9005,null,255035,null,6296,null,53108,null,3571,null,2657,null,910,null,245901,null,7893,null,63729,null,4207,null,37144,null,3133,null,23124,null,2950,null,3461,null,1223,null,0,null,273,null,182172,null,7676,null,98320,null,4943,null,75308,null,4907,null,8272,null,1752,null,272,null,302,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2625,null,686,null,456,null,254,null,730,null,337,null,1159,null,521,null,280,null,182,null,7225,null,1361,null,1319,null,615,null,243,null,140,null,628,null,441,null,448,null,373,null,0,null,244,null,5906,null,1216,null,418,null,176,null,3787,null,1028,null,1645,null,648,null,56,null,56,null,150090,null,3688,null,116518,null,3220,null,63527,null,2797,null,39331,null,2462,null,12157,null,1631,null,1503,null,608,null,33572,null,2634,null,12461,null,1669,null,6415,null,1459,null,5239,null,1030,null,800,null,395,null,7,null,15,null,21111,null,2081,null,8908,null,1288,null,10327,null,1471,null,1550,null,592,null,326,null,261,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,79652,null,4954,null,29655,null,3007,null,28001,null,3528,null,18490,null,2877,null,3506,null,1001,null,95846,null,5146,null,20151,null,2636,null,5503,null,1311,null,9359,null,1917,null,4777,null,1174,null,512,null,402,null,75695,null,5147,null,15949,null,2117,null,39035,null,3966,null,18369,null,2400,null,2342,null,807,null,1338737,null,13081,null,1046173,null,12194,null,636659,null,10026,null,315596,null,7135,null,84631,null,5454,null,9287,null,1642,null,292564,null,8661,null,96639,null,6054,null,47374,null,4170,null,40332,null,4035,null,8861,null,1828,null,72,null,122,null,195925,null,6956,null,92879,null,5507,null,88465,null,4887,null,13343,null,2185,null,1238,null,657,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42448,null,2721,null,18374,null,1981,null,15111,null,2209,null,7305,null,1486,null,1658,null,782,null,70962,null,4404,null,9088,null,1766,null,3827,null,1200,null,4169,null,1077,null,1092,null,796,null,0,null,273,null,61874,null,4077,null,12145,null,1831,null,33829,null,3389,null,14262,null,2007,null,1638,null,867,null,655082,null,7950,null,523949,null,8443,null,330514,null,6578,null,156845,null,5239,null,33754,null,2963,null,2836,null,1111,null,131133,null,5330,null,40414,null,3461,null,23191,null,2266,null,14921,null,2262,null,2302,null,955,null,0,null,273,null,90719,null,4490,null,43662,null,2850,null,41694,null,3234,null,5283,null,1399,null,80,null,113,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,383236,null,10824,null,114691,null,5469,null,146959,null,7315,null,107134,null,5324,null,14452,null,1997,null,504175,null,12303,null,106471,null,6044,null,29516,null,3345,null,53207,null,4215,null,21210,null,2671,null,2538,null,860,null,397704,null,10265,null,84602,null,4144,null,211374,null,8929,null,88365,null,4898,null,13363,null,2066,null,7478842,null,27770,null,5657974,null,30044,null,3051518,null,20468,null,2083493,null,23146,null,494654,null,11067,null,28309,null,2997,null,1820868,null,24083,null,625098,null,14682,null,360827,null,10568,null,228249,null,8298,null,34233,null,3047,null,1789,null,754,null,1195770,null,16812,null,645384,null,13809,null,482561,null,10586,null,64120,null,4514,null,3705,null,983,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,47715,null,3972,null,17481,null,2223,null,16173,null,2294,null,12867,null,2220,null,1194,null,455,null,61911,null,4325,null,10894,null,1902,null,4222,null,1389,null,5857,null,1277,null,742,null,410,null,73,null,121,null,51017,null,3855,null,8681,null,1720,null,28899,null,3000,null,11405,null,2212,null,2032,null,811,null,1123513,null,10157,null,922053,null,10702,null,531711,null,7950,null,309253,null,6894,null,77226,null,4667,null,3863,null,873,null,201460,null,6908,null,65210,null,4379,null,33443,null,3237,null,28311,null,2900,null,3408,null,1106,null,48,null,80,null,136250,null,5728,null,61512,null,3402,null,68690,null,4598,null,5716,null,1294,null,332,null,323,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,14009,null,1938,null,5535,null,1110,null,5324,null,1359,null,2932,null,942,null,218,null,280,null,45475,null,3661,null,5119,null,1217,null,1676,null,645,null,3050,null,1078,null,276,null,341,null,117,null,190,null,40356,null,3452,null,9318,null,1603,null,22491,null,2567,null,8225,null,1578,null,322,null,293,null,831046,null,9223,null,653939,null,8630,null,369661,null,7432,null,230383,null,5189,null,51092,null,3015,null,2803,null,864,null,177107,null,5856,null,50346,null,3797,null,29265,null,2679,null,18955,null,2447,null,2059,null,820,null,67,null,111,null,126761,null,4600,null,60116,null,3270,null,58498,null,3574,null,7849,null,1377,null,298,null,305,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,4115,null,1091,null,1142,null,389,null,1770,null,721,null,862,null,428,null,341,null,452,null,11512,null,2117,null,1917,null,802,null,866,null,512,null,881,null,612,null,170,null,173,null,0,null,263,null,9595,null,1794,null,1754,null,694,null,4624,null,1112,null,2698,null,1189,null,519,null,426,null,205028,null,4752,null,155747,null,4527,null,97308,null,3420,null,47713,null,3408,null,9691,null,1506,null,1035,null,631,null,49281,null,3041,null,13338,null,1956,null,7250,null,1396,null,5511,null,1188,null,530,null,391,null,47,null,80,null,35943,null,2283,null,17154,null,1882,null,16825,null,2108,null,1922,null,721,null,42,null,66,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,1175,null,453,null,670,null,305,null,422,null,318,null,0,null,296,null,83,null,140,null,14790,null,2107,null,1994,null,721,null,798,null,460,null,971,null,596,null,225,null,264,null,0,null,296,null,12796,null,2031,null,3391,null,946,null,6415,null,1576,null,2584,null,882,null,406,null,318,null,93065,null,4537,null,55520,null,3162,null,37623,null,2411,null,16170,null,1958,null,1588,null,552,null,139,null,168,null,37545,null,3087,null,6799,null,1289,null,3961,null,989,null,2360,null,745,null,478,null,370,null,0,null,296,null,30746,null,2857,null,18463,null,2293,null,10662,null,1806,null,1540,null,773,null,81,null,137,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,192017,null,7854,null,93098,null,5450,null,62345,null,4909,null,31710,null,3300,null,4864,null,1493,null,296240,null,10087,null,55004,null,4318,null,18767,null,2635,null,26651,null,3361,null,7721,null,1634,null,1865,null,906,null,241236,null,9765,null,55473,null,4172,null,134134,null,7348,null,44929,null,4007,null,6700,null,1434,null,4054209,null,24841,null,3143382,null,23398,null,2058681,null,16865,null,900645,null,15059,null,174452,null,7910,null,9604,null,1496,null,910827,null,17910,null,254755,null,8633,null,143413,null,6350,null,101731,null,6861,null,9458,null,1646,null,153,null,181,null,656072,null,14252,null,342479,null,11132,null,282959,null,7765,null,29683,null,3289,null,951,null,610,null,0400000US12,Florida,12
