C01001G_001E,C01001G_001EA,C01001G_001M,C01001G_001MA,C01001G_002E,C01001G_002EA,C01001G_002M,C01001G_002MA,C01001G_003E,C01001G_003EA,C01001G_003M,C01001G_003MA,C01001G_004E,C01001G_004EA,C01001G_004M,C01001G_004MA,C01001G_005E,C01001G_005EA,C01001G_005M,C01001G_005MA,C01001G_006E,C01001G_006EA,C01001G_006M,C01001G_006MA,C01001G_007E,C01001G_007EA,C01001G_007M,C01001G_007MA,C01001G_008E,C01001G_008EA,C01001G_008M,C01001G_008MA,C01001G_009E,C01001G_009EA,C01001G_009M,C01001G_009MA,GEO_ID,NAME,state
39068,null,3805,null,19473,null,2375,null,10238,null,1773,null,8282,null,1309,null,953,null,450,null,19595,null,2311,null,9709,null,1707,null,9394,null,1566,null,492,null,286,null,0400000US16,Idaho,16
231440,null,12445,null,117952,null,7227,null,68280,null,5850,null,46132,null,3751,null,3540,null,876,null,113488,null,7094,null,60315,null,5142,null,48509,null,3389,null,4664,null,1186,null,0400000US17,Illinois,17
117672,null,6879,null,57756,null,4409,null,30632,null,3181,null,25209,null,2475,null,1915,null,605,null,59916,null,4145,null,32943,null,3134,null,24237,null,2668,null,2736,null,684,null,0400000US18,Indiana,18
54253,null,4619,null,27674,null,2689,null,16301,null,1837,null,10836,null,1658,null,537,null,362,null,26579,null,3001,null,15463,null,2370,null,10136,null,1636,null,980,null,508,null,0400000US19,Iowa,19
81903,null,6204,null,41123,null,3887,null,21242,null,2701,null,18005,null,2264,null,1876,null,626,null,40780,null,3473,null,21778,null,2248,null,17661,null,1907,null,1341,null,504,null,0400000US20,Kansas,20
70631,null,5616,null,33583,null,3202,null,19811,null,2608,null,11589,null,1810,null,2183,null,719,null,37048,null,3464,null,20268,null,2330,null,14010,null,2036,null,2770,null,1058,null,0400000US21,Kentucky,21
62322,null,5954,null,31869,null,3027,null,16883,null,2168,null,13653,null,1801,null,1333,null,535,null,30453,null,4013,null,14797,null,2885,null,13590,null,2022,null,2066,null,690,null,0400000US22,Louisiana,22
26149,null,2933,null,14419,null,2090,null,6058,null,1282,null,7847,null,1437,null,514,null,289,null,11730,null,1539,null,4531,null,980,null,6652,null,1288,null,547,null,259,null,0400000US23,Maine,23
129206,null,8900,null,64107,null,5528,null,32388,null,3615,null,29764,null,2832,null,1955,null,761,null,65099,null,5259,null,30903,null,3410,null,31511,null,3106,null,2685,null,821,null,0400000US24,Maryland,24
153545,null,9306,null,77329,null,5959,null,36309,null,3411,null,38528,null,3996,null,2492,null,774,null,76216,null,5513,null,36335,null,3510,null,36831,null,3197,null,3050,null,879,null,0400000US25,Massachusetts,25
197515,null,9872,null,98708,null,5798,null,49003,null,3648,null,46480,null,3701,null,3225,null,817,null,98807,null,5777,null,49583,null,4158,null,44801,null,3270,null,4423,null,929,null,0400000US26,Michigan,26
104274,null,5376,null,53088,null,3466,null,32139,null,2476,null,19980,null,2093,null,969,null,338,null,51186,null,3531,null,27782,null,2364,null,21918,null,2277,null,1486,null,535,null,0400000US27,Minnesota,27
36652,null,4414,null,17633,null,2390,null,8810,null,1920,null,8067,null,1251,null,756,null,482,null,19019,null,3033,null,8561,null,1974,null,8455,null,1741,null,2003,null,737,null,0400000US28,Mississippi,28
126878,null,7738,null,63538,null,4973,null,31193,null,3272,null,29123,null,3110,null,3222,null,763,null,63340,null,4527,null,31056,null,3068,null,28252,null,2596,null,4032,null,986,null,0400000US29,Missouri,29
21736,null,2457,null,10904,null,1815,null,6293,null,1317,null,4160,null,952,null,451,null,274,null,10832,null,1640,null,5844,null,1010,null,4554,null,1212,null,434,null,315,null,0400000US30,Montana,30
37594,null,3291,null,18469,null,2027,null,6967,null,1368,null,10703,null,1589,null,799,null,466,null,19125,null,2111,null,9889,null,1568,null,8662,null,1252,null,574,null,293,null,0400000US31,Nebraska,31
88095,null,7261,null,44827,null,4061,null,21788,null,2829,null,21088,null,2192,null,1951,null,719,null,43268,null,4551,null,20064,null,2931,null,20622,null,2554,null,2582,null,897,null,0400000US32,Nevada,32
16889,null,2228,null,8493,null,1493,null,4591,null,1040,null,3784,null,899,null,118,null,132,null,8396,null,1300,null,3555,null,801,null,4595,null,788,null,246,null,213,null,0400000US33,New Hampshire,33
187057,null,11751,null,92894,null,6807,null,41342,null,3935,null,49158,null,4654,null,2394,null,695,null,94163,null,7360,null,39904,null,4357,null,49395,null,4639,null,4864,null,1093,null,0400000US34,New Jersey,34
61009,null,6380,null,30254,null,3479,null,12872,null,2250,null,15271,null,2293,null,2111,null,583,null,30755,null,3916,null,13656,null,2511,null,14675,null,2337,null,2424,null,864,null,0400000US35,New Mexico,35
391649,null,15945,null,192148,null,8373,null,86015,null,5352,null,97181,null,5921,null,8952,null,1412,null,199501,null,10082,null,85099,null,6297,null,100535,null,6051,null,13867,null,2119,null,0400000US36,New York,36
192865,null,11190,null,92175,null,6969,null,47732,null,4070,null,41944,null,4864,null,2499,null,877,null,100690,null,6528,null,50426,null,4224,null,46945,null,3562,null,3319,null,930,null,0400000US37,North Carolina,37
10379,null,1656,null,4687,null,1082,null,2873,null,841,null,1814,null,754,null,0,null,208,null,5692,null,1185,null,2822,null,807,null,2483,null,786,null,387,null,246,null,0400000US38,North Dakota,38
204522,null,9116,null,99773,null,5044,null,53948,null,3861,null,42642,null,3188,null,3183,null,816,null,104749,null,5692,null,56455,null,4045,null,43688,null,3533,null,4606,null,915,null,0400000US39,Ohio,39
263307,null,8630,null,132351,null,5827,null,55004,null,4044,null,70128,null,3701,null,7219,null,1016,null,130956,null,5741,null,51899,null,3374,null,69065,null,3622,null,9992,null,1050,null,0400000US40,Oklahoma,40
133227,null,7826,null,66212,null,4517,null,31326,null,2971,null,31908,null,3027,null,2978,null,758,null,67015,null,4929,null,29417,null,2996,null,34420,null,3123,null,3178,null,670,null,0400000US41,Oregon,41
193482,null,9500,null,95391,null,6110,null,50508,null,4361,null,42214,null,3465,null,2669,null,794,null,98091,null,6370,null,50866,null,4011,null,42455,null,3595,null,4770,null,995,null,0400000US42,Pennsylvania,42
19108,null,3080,null,8996,null,1926,null,4326,null,1362,null,4130,null,1298,null,540,null,394,null,10112,null,1724,null,4455,null,1115,null,4967,null,1213,null,690,null,437,null,0400000US44,Rhode Island,44
67629,null,5702,null,33400,null,3238,null,18897,null,2694,null,13236,null,2072,null,1267,null,496,null,34229,null,3778,null,18425,null,2819,null,14080,null,2013,null,1724,null,628,null,0400000US45,South Carolina,45
16838,null,2526,null,9250,null,1533,null,4715,null,993,null,4365,null,1030,null,170,null,222,null,7588,null,1703,null,3653,null,1016,null,3317,null,986,null,618,null,456,null,0400000US46,South Dakota,46
101778,null,7096,null,50273,null,4313,null,24827,null,3064,null,22707,null,2975,null,2739,null,800,null,51505,null,4190,null,25448,null,2823,null,23140,null,2552,null,2917,null,870,null,0400000US47,Tennessee,47
531152,null,17047,null,270165,null,10281,null,128354,null,6563,null,129553,null,6642,null,12258,null,1619,null,260987,null,10608,null,123948,null,6948,null,123363,null,6399,null,13676,null,1796,null,0400000US48,Texas,48
60873,null,5523,null,32391,null,3811,null,19574,null,3019,null,12224,null,1899,null,593,null,390,null,28482,null,2665,null,16114,null,2018,null,11504,null,1540,null,864,null,548,null,0400000US49,Utah,49
11186,null,1390,null,5683,null,1088,null,2346,null,656,null,3078,null,813,null,259,null,149,null,5503,null,1068,null,2060,null,641,null,3317,null,702,null,126,null,113,null,0400000US50,Vermont,50
190421,null,12486,null,96138,null,7409,null,51589,null,4864,null,42866,null,4136,null,1683,null,522,null,94283,null,6506,null,47888,null,4440,null,42582,null,3688,null,3813,null,1079,null,0400000US51,Virginia,51
283433,null,11425,null,143236,null,6210,null,72559,null,4591,null,67235,null,3911,null,3442,null,877,null,140197,null,7484,null,66412,null,4940,null,68035,null,4792,null,5750,null,982,null,0400000US53,Washington,53
30111,null,3366,null,14075,null,1979,null,5861,null,1266,null,7291,null,1212,null,923,null,425,null,16036,null,2313,null,6756,null,1343,null,8238,null,1303,null,1042,null,396,null,0400000US54,West Virginia,54
88355,null,6139,null,43665,null,3421,null,24192,null,2408,null,18370,null,2207,null,1103,null,351,null,44690,null,3796,null,25736,null,3020,null,17893,null,2154,null,1061,null,479,null,0400000US55,Wisconsin,55
13932,null,1876,null,7520,null,1522,null,4187,null,1073,null,3255,null,1020,null,78,null,86,null,6412,null,1356,null,2680,null,945,null,3407,null,1081,null,325,null,245,null,0400000US56,Wyoming,56
437740,null,14852,null,218978,null,9023,null,60414,null,4071,null,138897,null,6314,null,19667,null,1820,null,218762,null,9112,null,61007,null,4288,null,134272,null,6610,null,23483,null,1805,null,0400000US72,Puerto Rico,72
