C01001G_001E,C01001G_001EA,C01001G_001M,C01001G_001MA,C01001G_002E,C01001G_002EA,C01001G_002M,C01001G_002MA,C01001G_003E,C01001G_003EA,C01001G_003M,C01001G_003MA,C01001G_004E,C01001G_004EA,C01001G_004M,C01001G_004MA,C01001G_005E,C01001G_005EA,C01001G_005M,C01001G_005MA,C01001G_006E,C01001G_006EA,C01001G_006M,C01001G_006MA,C01001G_007E,C01001G_007EA,C01001G_007M,C01001G_007MA,C01001G_008E,C01001G_008EA,C01001G_008M,C01001G_008MA,C01001G_009E,C01001G_009EA,C01001G_009M,C01001G_009MA,GEO_ID,NAME,state
64085,null,5544,null,32583,null,3514,null,14493,null,2390,null,14955,null,2054,null,3135,null,864,null,31502,null,3150,null,13537,null,1981,null,15271,null,1840,null,2694,null,634,null,0400000US01,Alabama,01
51339,null,3796,null,25030,null,2105,null,12841,null,1420,null,11430,null,1534,null,759,null,380,null,26309,null,2606,null,12689,null,1596,null,12974,null,1685,null,646,null,327,null,0400000US02,Alaska,02
183364,null,10417,null,89262,null,5715,null,48459,null,4211,null,37567,null,3661,null,3236,null,799,null,94102,null,6737,null,46137,null,4041,null,43826,null,4186,null,4139,null,924,null,0400000US04,Arizona,04
57052,null,4396,null,29754,null,2529,null,14133,null,1892,null,14048,null,1656,null,1573,null,561,null,27298,null,3022,null,10952,null,1835,null,13778,null,2070,null,2568,null,665,null,0400000US05,Arkansas,05
1406584,null,28150,null,705381,null,17376,null,338669,null,11472,null,339664,null,10693,null,27048,null,2283,null,701203,null,14700,null,316311,null,9233,null,346751,null,9881,null,38141,null,2863,null,0400000US06,California,06
162136,null,8765,null,79896,null,5078,null,40300,null,3479,null,36869,null,3318,null,2727,null,749,null,82240,null,5283,null,41238,null,3932,null,37476,null,3118,null,3526,null,895,null,0400000US08,Colorado,08
78523,null,5538,null,39323,null,3570,null,23056,null,2727,null,14996,null,1721,null,1271,null,636,null,39200,null,3234,null,19255,null,2090,null,18785,null,2108,null,1160,null,433,null,0400000US09,Connecticut,09
18894,null,2871,null,8223,null,1563,null,4372,null,1244,null,3755,null,905,null,96,null,120,null,10671,null,1884,null,5456,null,1407,null,4302,null,1026,null,913,null,643,null,0400000US10,Delaware,10
11049,null,1940,null,5145,null,1125,null,2375,null,908,null,2719,null,830,null,51,null,87,null,5904,null,1386,null,1681,null,754,null,3809,null,987,null,414,null,271,null,0400000US11,District of Columbia,11
357839,null,15399,null,175401,null,9509,null,81761,null,6369,null,83442,null,5474,null,10198,null,1683,null,182438,null,9035,null,77853,null,6311,null,90683,null,5280,null,13902,null,1927,null,0400000US12,Florida,12
159867,null,10645,null,78682,null,6698,null,42556,null,4415,null,34193,null,3763,null,1933,null,606,null,81185,null,6785,null,39295,null,3881,null,39198,null,4222,null,2692,null,817,null,0400000US13,Georgia,13
306306,null,12667,null,155140,null,7343,null,60326,null,3637,null,86811,null,5387,null,8003,null,1030,null,151166,null,7290,null,59480,null,3683,null,82600,null,4912,null,9086,null,1065,null,0400000US15,Hawaii,15
