B19001H_001E,B19001H_001EA,B19001H_001M,B19001H_001MA,B19001H_002E,B19001H_002EA,B19001H_002M,B19001H_002MA,B19001H_003E,B19001H_003EA,B19001H_003M,B19001H_003MA,B19001H_004E,B19001H_004EA,B19001H_004M,B19001H_004MA,B19001H_005E,B19001H_005EA,B19001H_005M,B19001H_005MA,B19001H_006E,B19001H_006EA,B19001H_006M,B19001H_006MA,B19001H_007E,B19001H_007EA,B19001H_007M,B19001H_007MA,B19001H_008E,B19001H_008EA,B19001H_008M,B19001H_008MA,B19001H_009E,B19001H_009EA,B19001H_009M,B19001H_009MA,B19001H_010E,B19001H_010EA,B19001H_010M,B19001H_010MA,B19001H_011E,B19001H_011EA,B19001H_011M,B19001H_011MA,B19001H_012E,B19001H_012EA,B19001H_012M,B19001H_012MA,B19001H_013E,B19001H_013EA,B19001H_013M,B19001H_013MA,B19001H_014E,B19001H_014EA,B19001H_014M,B19001H_014MA,B19001H_015E,B19001H_015EA,B19001H_015M,B19001H_015MA,B19001H_016E,B19001H_016EA,B19001H_016M,B19001H_016MA,B19001H_017E,B19001H_017EA,B19001H_017M,B19001H_017MA,GEO_ID,NAME,state
1102401,null,7080,null,77252,null,4663,null,60572,null,4100,null,61915,null,3667,null,57997,null,3541,null,58122,null,3698,null,57661,null,3781,null,54379,null,3894,null,56114,null,3557,null,51149,null,3659,null,85989,null,4885,null,116362,null,5227,null,144712,null,6353,null,88411,null,4392,null,50911,null,3562,null,43044,null,3163,null,37811,null,2794,null,0400000US22,Louisiana,22
523502,null,4505,null,36767,null,2635,null,33152,null,2583,null,32679,null,2334,null,34690,null,2929,null,29653,null,2165,null,31477,null,2559,null,30071,null,2369,null,26063,null,2154,null,26922,null,2176,null,48340,null,2361,null,58555,null,3546,null,62012,null,2965,null,32111,null,2408,null,16173,null,1576,null,14088,null,1418,null,10749,null,1548,null,0400000US23,Maine,23
1283083,null,7398,null,53867,null,3547,null,38242,null,3042,null,41136,null,2880,null,38564,null,3329,null,45712,null,2955,null,44742,null,2796,null,46867,null,3359,null,46132,null,3005,null,48695,null,3592,null,88393,null,4754,null,132899,null,5219,null,183411,null,7031,null,143938,null,5586,null,100512,null,4463,null,114679,null,3848,null,115294,null,3441,null,0400000US24,Maryland,24
2048445,null,8725,null,111941,null,4895,null,97936,null,4696,null,79742,null,4887,null,82010,null,3969,null,73730,null,4144,null,82517,null,4843,null,79296,null,4675,null,80136,null,4482,null,77320,null,4592,null,143925,null,5757,null,208057,null,6147,null,280172,null,7693,null,212723,null,7338,null,148217,null,6330,null,144447,null,4637,null,146276,null,5275,null,0400000US25,Massachusetts,25
3081886,null,12498,null,215331,null,7311,null,169333,null,5742,null,175755,null,6148,null,183746,null,5980,null,183482,null,5760,null,171697,null,5595,null,174169,null,4817,null,159276,null,5373,null,150067,null,5526,null,277245,null,7289,null,325923,null,6681,null,376203,null,8112,null,218767,null,5377,null,120781,null,4784,null,97161,null,4677,null,82950,null,4189,null,0400000US26,Michigan,26
1859239,null,7460,null,98587,null,4093,null,85736,null,3872,null,84923,null,3790,null,87880,null,3658,null,88604,null,3284,null,94419,null,3670,null,90386,null,3936,null,86117,null,3787,null,84120,null,3941,null,162815,null,5111,null,216941,null,5785,null,273852,null,5593,null,162557,null,5549,null,87852,null,3636,null,80374,null,3165,null,74076,null,3645,null,0400000US27,Minnesota,27
679379,null,6793,null,54035,null,4659,null,46622,null,2870,null,43091,null,3246,null,42392,null,3277,null,41299,null,3118,null,38223,null,2801,null,36680,null,2787,null,33837,null,2965,null,32650,null,3026,null,55840,null,3229,null,71151,null,3923,null,83336,null,4076,null,43725,null,3006,null,23688,null,2166,null,18378,null,1721,null,14432,null,1906,null,0400000US28,Mississippi,28
1971161,null,8090,null,143469,null,6062,null,114213,null,4737,null,111150,null,4611,null,117962,null,4021,null,117600,null,4795,null,110594,null,4861,null,117598,null,4657,null,99252,null,4709,null,94970,null,3890,null,177215,null,5957,null,211674,null,7659,null,242775,null,6173,null,135599,null,6121,null,67782,null,3607,null,59503,null,3571,null,49805,null,3231,null,0400000US29,Missouri,29
343467,null,3659,null,26207,null,2571,null,21070,null,1965,null,25128,null,2289,null,22423,null,1827,null,20907,null,1786,null,19493,null,2180,null,20463,null,1762,null,20303,null,1829,null,17442,null,1581,null,30832,null,2695,null,35480,null,2493,null,41264,null,2839,null,20961,null,2069,null,8110,null,1223,null,7237,null,1242,null,6147,null,845,null,0400000US30,Montana,30
621888,null,4595,null,36687,null,3095,null,35671,null,2437,null,33717,null,3040,null,34600,null,2674,null,36032,null,2615,null,37407,null,2990,null,34695,null,2381,null,32772,null,2401,null,30910,null,2512,null,58081,null,3039,null,72463,null,3604,null,80513,null,3180,null,42294,null,2354,null,23032,null,1729,null,17310,null,1571,null,15704,null,1331,null,0400000US31,Nebraska,31
621590,null,5803,null,32671,null,3267,null,24166,null,2304,null,32065,null,3281,null,27526,null,2610,null,30627,null,2368,null,28856,null,3116,null,30166,null,2762,null,30262,null,2488,null,27407,null,2644,null,55184,null,3596,null,74747,null,4134,null,88300,null,4423,null,54870,null,3660,null,34359,null,3190,null,27940,null,2455,null,22444,null,2320,null,0400000US32,Nevada,32
479999,null,4048,null,23495,null,2377,null,20614,null,2432,null,18216,null,1919,null,24287,null,2378,null,22046,null,2417,null,19755,null,2042,null,23268,null,2365,null,23472,null,2236,null,21320,null,2277,null,39630,null,2749,null,53591,null,3314,null,68495,null,3996,null,48296,null,2817,null,26982,null,2507,null,27019,null,2258,null,19513,null,2010,null,0400000US33,New Hampshire,33
2088430,null,10535,null,79821,null,4719,null,74468,null,3876,null,74515,null,4467,null,79492,null,3889,null,77265,null,3921,null,72334,null,3908,null,74734,null,4273,null,73482,null,3571,null,75282,null,4173,null,145553,null,5394,null,201034,null,6727,null,294769,null,7615,null,234948,null,6809,null,154746,null,5459,null,178377,null,4737,null,197610,null,5373,null,0400000US34,New Jersey,34
368470,null,4356,null,25766,null,2844,null,19608,null,2239,null,18977,null,2126,null,23532,null,2444,null,18312,null,2209,null,19479,null,2250,null,20390,null,2419,null,16204,null,2008,null,16915,null,1926,null,31419,null,2750,null,38517,null,2533,null,45828,null,2624,null,28015,null,2572,null,16299,null,1762,null,15238,null,1598,null,13971,null,1546,null,0400000US35,New Mexico,35
4733249,null,14570,null,270685,null,8636,null,225663,null,7390,null,218044,null,6959,null,219609,null,6941,null,216727,null,5529,null,198121,null,6778,null,196572,null,6734,null,191084,null,6092,null,193247,null,7245,null,358910,null,9888,null,476349,null,9879,null,606471,null,10699,null,427017,null,9394,null,274162,null,8172,null,296439,null,7883,null,364149,null,8291,null,0400000US36,New York,36
2582989,null,12260,null,181133,null,6646,null,145305,null,6278,null,146865,null,5965,null,146847,null,5448,null,143417,null,5889,null,149120,null,5648,null,132778,null,5228,null,132452,null,5811,null,119108,null,5519,null,220725,null,7414,null,275359,null,7865,null,325256,null,9190,null,185699,null,6810,null,100100,null,4837,null,91530,null,4687,null,87295,null,4393,null,0400000US37,North Carolina,37
256070,null,2709,null,19246,null,1927,null,13713,null,1346,null,13715,null,1420,null,14483,null,1759,null,14938,null,1692,null,15467,null,1538,null,12394,null,1339,null,13282,null,1419,null,12877,null,1282,null,22025,null,2014,null,29214,null,2148,null,34271,null,2451,null,17143,null,1623,null,10043,null,1349,null,6728,null,984,null,6531,null,1065,null,0400000US38,North Dakota,38
3795792,null,13949,null,267382,null,7555,null,203899,null,8113,null,213155,null,6380,null,228981,null,6305,null,226052,null,6953,null,214114,null,6556,null,206739,null,7178,null,200047,null,6886,null,194597,null,7279,null,329990,null,7192,null,421044,null,11187,null,467887,null,8488,null,269779,null,7174,null,137098,null,4736,null,120520,null,4221,null,94508,null,3521,null,0400000US39,Ohio,39
1083717,null,7675,null,86469,null,4375,null,65370,null,3824,null,67009,null,3750,null,69747,null,4159,null,65232,null,4026,null,63507,null,3700,null,62385,null,3409,null,55765,null,3812,null,52949,null,3730,null,93742,null,4427,null,116356,null,4664,null,127296,null,4728,null,66751,null,3883,null,33645,null,2341,null,29291,null,2295,null,28203,null,1805,null,0400000US40,Oklahoma,40
1273088,null,6955,null,88053,null,4467,null,73134,null,4085,null,70106,null,3510,null,74781,null,4111,null,71162,null,4561,null,70985,null,4909,null,68848,null,3930,null,62990,null,3582,null,58761,null,3341,null,110667,null,5538,null,141904,null,5279,null,160740,null,6048,null,93561,null,3821,null,48268,null,3211,null,41316,null,3438,null,37812,null,2925,null,0400000US41,Oregon,41
4153385,null,12897,null,246692,null,6556,null,223780,null,6731,null,225818,null,7100,null,231972,null,5925,null,225117,null,6508,null,224858,null,6229,null,206199,null,5556,null,206947,null,6754,null,194573,null,6693,null,369227,null,8656,null,450968,null,9505,null,541625,null,8833,null,313016,null,8374,null,170504,null,5788,null,165680,null,5507,null,156409,null,4634,null,0400000US42,Pennsylvania,42
337816,null,3902,null,21143,null,2234,null,17441,null,2076,null,15933,null,2026,null,15709,null,2009,null,15619,null,2203,null,13782,null,1862,null,13197,null,1732,null,15607,null,2042,null,14997,null,2099,null,28064,null,2653,null,35487,null,2634,null,47760,null,3063,null,31982,null,2589,null,18778,null,1836,null,17193,null,1755,null,15124,null,1830,null,0400000US44,Rhode Island,44
1186439,null,6657,null,83124,null,4717,null,66256,null,4277,null,64157,null,4262,null,67334,null,3894,null,66079,null,4448,null,66811,null,4232,null,61501,null,4075,null,61016,null,3432,null,60862,null,3936,null,105783,null,4942,null,129178,null,5726,null,149818,null,5482,null,86729,null,4186,null,45277,null,3251,null,37653,null,2555,null,34861,null,2679,null,0400000US45,South Carolina,45
285552,null,3411,null,18932,null,1797,null,17551,null,2085,null,16327,null,1814,null,19708,null,2084,null,16837,null,1685,null,15541,null,1647,null,17472,null,1721,null,14493,null,1667,null,15138,null,1627,null,27063,null,2193,null,33731,null,2305,null,35380,null,2255,null,16443,null,1727,null,7639,null,1054,null,6199,null,1044,null,7098,null,1009,null,0400000US46,South Dakota,46
1953521,null,11190,null,166007,null,6618,null,131333,null,5559,null,121566,null,5917,null,119965,null,5549,null,117764,null,5666,null,112677,null,5239,null,109031,null,5241,null,98829,null,5038,null,99135,null,5302,null,173419,null,6809,null,201301,null,6748,null,223843,null,6849,null,112721,null,4622,null,57368,null,3559,null,55773,null,3688,null,52789,null,3443,null,0400000US47,Tennessee,47
4617130,null,16720,null,268388,null,8309,null,208075,null,6056,null,200491,null,6745,null,215839,null,7050,null,211020,null,7958,null,211111,null,7002,null,211730,null,7416,null,201620,null,6969,null,204340,null,7930,null,381996,null,10190,null,484337,null,11127,null,617223,null,12455,null,415080,null,9845,null,252360,null,7725,null,260133,null,7901,null,273387,null,6872,null,0400000US48,Texas,48
740990,null,4630,null,35442,null,3125,null,29476,null,2906,null,29412,null,2859,null,29283,null,2606,null,38752,null,2808,null,36470,null,3209,null,36421,null,3041,null,38080,null,3279,null,38113,null,2935,null,71863,null,4314,null,93936,null,3858,null,110245,null,3902,null,63431,null,3651,null,34861,null,2327,null,31431,null,2500,null,23774,null,2163,null,0400000US49,Utah,49
241601,null,2881,null,14865,null,1660,null,13722,null,1388,null,12621,null,1678,null,13795,null,1582,null,11752,null,1397,null,12861,null,1405,null,11757,null,1343,null,11931,null,1416,null,11872,null,1461,null,23785,null,2012,null,28516,null,2034,null,32154,null,2006,null,16568,null,1485,null,10109,null,1040,null,9242,null,1450,null,6051,null,1051,null,0400000US50,Vermont,50
2098081,null,11515,null,104366,null,5771,null,82617,null,4673,null,81888,null,3969,null,87321,null,4107,null,86000,null,4927,null,85860,null,4395,null,93894,null,4625,null,93943,null,4979,null,90960,null,5207,null,170617,null,6246,null,218070,null,6822,null,286003,null,7191,null,194619,null,6128,null,123567,null,4969,null,147734,null,4798,null,150622,null,5720,null,0400000US51,Virginia,51
2064786,null,9867,null,119037,null,5323,null,85361,null,4344,null,92557,null,4730,null,100172,null,4949,null,98414,null,5093,null,99351,null,4031,null,98167,null,4674,null,95888,null,4895,null,89132,null,4748,null,184829,null,6418,null,223376,null,7582,null,290471,null,6609,null,189117,null,6101,null,110041,null,4696,null,104605,null,3921,null,84268,null,4468,null,0400000US53,Washington,53
706235,null,5644,null,74350,null,3697,null,59141,null,3430,null,61160,null,3747,null,47473,null,2969,null,46097,null,2747,null,43138,null,3134,null,39874,null,2820,null,35330,null,2702,null,34832,null,2945,null,58719,null,3213,null,63841,null,3790,null,67832,null,4237,null,35252,null,2890,null,14235,null,1800,null,13427,null,1701,null,11534,null,1597,null,0400000US54,West Virginia,54
2015420,null,9010,null,113341,null,5163,null,102124,null,5057,null,109953,null,4221,null,108609,null,4137,null,108037,null,4138,null,108436,null,4033,null,109665,null,4287,null,104116,null,3906,null,100570,null,3976,null,186759,null,5368,null,236985,null,5763,null,281760,null,6346,null,155350,null,5140,null,77658,null,3190,null,60439,null,2896,null,51618,null,2576,null,0400000US55,Wisconsin,55
189069,null,2706,null,9669,null,1425,null,8407,null,1304,null,9780,null,1572,null,10164,null,1444,null,10462,null,1450,null,7924,null,1362,null,10640,null,1850,null,9274,null,1559,null,10295,null,1716,null,16347,null,1796,null,22438,null,2217,null,27906,null,2265,null,16226,null,1695,null,8837,null,1334,null,5755,null,932,null,4945,null,869,null,0400000US56,Wyoming,56
9891,null,1162,null,2032,null,583,null,1062,null,424,null,1140,null,500,null,689,null,381,null,370,null,232,null,588,null,380,null,318,null,245,null,283,null,240,null,109,null,138,null,612,null,313,null,630,null,318,null,1082,null,495,null,411,null,318,null,106,null,92,null,303,null,240,null,156,null,134,null,0400000US72,Puerto Rico,72
