B08008_001E,B08008_001EA,B08008_001M,B08008_001MA,B08008_002E,B08008_002EA,B08008_002M,B08008_002MA,B08008_003E,B08008_003EA,B08008_003M,B08008_003MA,B08008_004E,B08008_004EA,B08008_004M,B08008_004MA,B08008_005E,B08008_005EA,B08008_005M,B08008_005MA,B08008_006E,B08008_006EA,B08008_006M,B08008_006MA,B08008_007E,B08008_007EA,B08008_007M,B08008_007MA,B08008_008E,B08008_008EA,B08008_008M,B08008_008MA,B08008_009E,B08008_009EA,B08008_009M,B08008_009MA,B08008_010E,B08008_010EA,B08008_010M,B08008_010MA,B08008_011E,B08008_011EA,B08008_011M,B08008_011MA,B08008_012E,B08008_012EA,B08008_012M,B08008_012MA,B08008_013E,B08008_013EA,B08008_013M,B08008_013MA,B08008_014E,B08008_014EA,B08008_014M,B08008_014MA,B08008_015E,B08008_015EA,B08008_015M,B08008_015MA,GEO_ID,NAME,state
1959883,null,14222,null,1269258,null,13936,null,580160,null,8317,null,689098,null,12058,null,690625,null,13327,null,1038860,null,11128,null,660431,null,10197,null,278953,null,6537,null,381478,null,8675,null,378429,null,8605,null,921023,null,11315,null,608827,null,9691,null,301207,null,7325,null,307620,null,7220,null,312196,null,8154,null,0400000US01,Alabama,01
334556,null,6259,null,306424,null,6086,null,236435,null,5171,null,69989,null,4690,null,28132,null,2805,null,179985,null,4106,null,164139,null,4209,null,124243,null,4080,null,39896,null,3469,null,15846,null,1821,null,154571,null,4061,null,142285,null,3882,null,112192,null,3568,null,30093,null,2693,null,12286,null,1638,null,0400000US02,Alaska,02
2752205,null,20509,null,2523185,null,20628,null,1209521,null,18542,null,1313664,null,19356,null,229020,null,9099,null,1495064,null,14694,null,1373649,null,14778,null,629048,null,15225,null,744601,null,14012,null,121415,null,5880,null,1257141,null,13474,null,1149536,null,13193,null,580473,null,11079,null,569063,null,12024,null,107605,null,5226,null,0400000US04,Arizona,04
1222789,null,14751,null,817497,null,14727,null,438563,null,9931,null,378934,null,11154,null,405292,null,8375,null,647576,null,9049,null,425953,null,8877,null,217315,null,7332,null,208638,null,7660,null,221623,null,6496,null,575213,null,9182,null,391544,null,9171,null,221248,null,7281,null,170296,null,6215,null,183669,null,5182,null,0400000US05,Arkansas,05
16145601,null,40942,null,14944437,null,43496,null,5766638,null,34872,null,9177799,null,35376,null,1201164,null,18864,null,8863006,null,31229,null,8182416,null,31153,null,2974103,null,26256,null,5208313,null,29445,null,680590,null,14373,null,7282595,null,27594,null,6762021,null,27801,null,2792535,null,24412,null,3969486,null,21823,null,520574,null,10011,null,0400000US06,California,06
2465357,null,14253,null,2068984,null,14641,null,911783,null,14377,null,1157201,null,14283,null,396373,null,9326,null,1336045,null,10689,null,1116596,null,10409,null,457285,null,11054,null,659311,null,10387,null,219449,null,6098,null,1129312,null,9931,null,952388,null,10899,null,454498,null,9797,null,497890,null,9627,null,176924,null,5502,null,0400000US08,Colorado,08
1708011,null,11768,null,987292,null,11010,null,319420,null,8623,null,667872,null,10396,null,720719,null,9893,null,883865,null,8021,null,503505,null,6823,null,153794,null,6154,null,349711,null,7129,null,380360,null,7396,null,824146,null,8417,null,483787,null,7556,null,165626,null,5714,null,318161,null,7083,null,340359,null,6795,null,0400000US09,Connecticut,09
412892,null,5760,null,173465,null,5349,null,47998,null,3443,null,125467,null,5430,null,239427,null,6407,null,210448,null,4015,null,86512,null,3747,null,21919,null,2465,null,64593,null,3748,null,123936,null,3893,null,202444,null,4165,null,86953,null,3789,null,26079,null,2289,null,60874,null,3703,null,115491,null,4019,null,0400000US10,Delaware,10
291083,null,5263,null,291083,null,5263,null,216290,null,6076,null,74793,null,4753,null,0,null,296,null,142105,null,3062,null,142105,null,3062,null,102872,null,3870,null,39233,null,3021,null,0,null,296,null,148978,null,4139,null,148978,null,4139,null,113418,null,4502,null,35560,null,3229,null,0,null,296,null,0400000US11,District of Columbia,11
7892572,null,35030,null,5840296,null,34899,null,1960932,null,23528,null,3879364,null,32243,null,2052276,null,23552,null,4155976,null,20743,null,3054709,null,19480,null,998508,null,15841,null,2056201,null,19502,null,1101267,null,17302,null,3736596,null,23207,null,2785587,null,24141,null,962424,null,15916,null,1823163,null,20843,null,951009,null,13359,null,0400000US12,Florida,12
4289657,null,27610,null,1965432,null,21899,null,816312,null,16292,null,1149120,null,20519,null,2324225,null,23855,null,2257756,null,19455,null,1020186,null,15658,null,410230,null,10434,null,609956,null,14877,null,1237570,null,16067,null,2031901,null,19430,null,945246,null,14267,null,406082,null,10827,null,539164,null,11671,null,1086655,null,14015,null,0400000US13,Georgia,13
638154,null,6055,null,561919,null,7447,null,262935,null,7553,null,298984,null,8613,null,76235,null,4772,null,347512,null,4459,null,304443,null,5225,null,137853,null,5793,null,166590,null,5899,null,43069,null,3472,null,290642,null,5182,null,257476,null,5408,null,125082,null,4843,null,132394,null,5229,null,33166,null,2868,null,0400000US15,Hawaii,15
674773,null,7681,null,472442,null,7242,null,254967,null,6616,null,217475,null,6292,null,202331,null,6269,null,361253,null,5040,null,248540,null,4766,null,123009,null,4768,null,125531,null,4177,null,112713,null,4036,null,313520,null,5501,null,223902,null,5150,null,131958,null,5029,null,91944,null,4494,null,89618,null,4119,null,0400000US16,Idaho,16
