B06002_001E,B06002_001EA,B06002_001M,B06002_001MA,B06002_002E,B06002_002EA,B06002_002M,B06002_002MA,B06002_003E,B06002_003EA,B06002_003M,B06002_003MA,B06002_004E,B06002_004EA,B06002_004M,B06002_004MA,B06002_005E,B06002_005EA,B06002_005M,B06002_005MA,GEO_ID,NAME,state
37.4,null,0.1,null,35.5,null,0.3,null,41.5,null,0.5,null,36.8,null,2.9,null,34.6,null,1.1,null,0400000US01,Alabama,01
32.6,null,0.3,null,19.1,null,0.4,null,44.1,null,0.6,null,31.2,null,5.4,null,41.8,null,1.5,null,0400000US02,Alaska,02
34.9,null,0.2,null,17.0,null,0.3,null,47.8,null,0.3,null,35.9,null,2.0,null,39.0,null,0.4,null,0400000US04,Arizona,04
37.1,null,0.2,null,32.4,null,0.5,null,43.4,null,0.6,null,37.1,null,4.1,null,36.6,null,1.0,null,0400000US05,Arkansas,05
34.9,null,0.1,null,21.9,null,0.1,null,52.5,null,0.2,null,39.1,null,0.7,null,42.5,null,0.1,null,0400000US06,California,06
35.7,null,0.1,null,22.0,null,0.2,null,44.6,null,0.3,null,37.5,null,1.7,null,37.3,null,0.6,null,0400000US08,Colorado,08
39.5,null,0.1,null,31.7,null,0.5,null,47.3,null,0.4,null,42.1,null,1.2,null,41.7,null,0.6,null,0400000US09,Connecticut,09
38.2,null,0.3,null,27.6,null,0.7,null,47.0,null,0.6,null,43.8,null,5.6,null,36.9,null,1.5,null,0400000US10,Delaware,10
35.1,null,0.1,null,27.1,null,1.0,null,38.6,null,0.8,null,38.5,null,6.1,null,39.0,null,1.3,null,0400000US11,District of Columbia,11
40.1,null,0.1,null,19.5,null,0.2,null,51.6,null,0.3,null,40.8,null,0.8,null,45.0,null,0.2,null,0400000US12,Florida,12
34.6,null,0.1,null,27.7,null,0.3,null,40.9,null,0.3,null,33.0,null,1.6,null,37.0,null,0.4,null,0400000US13,Georgia,13
37.9,null,0.2,null,32.4,null,0.6,null,37.9,null,0.6,null,37.3,null,3.8,null,47.0,null,1.1,null,0400000US15,Hawaii,15
34.2,null,0.2,null,24.3,null,0.4,null,42.2,null,0.5,null,31.9,null,5.3,null,37.8,null,1.1,null,0400000US16,Idaho,16
36.2,null,0.1,null,30.6,null,0.2,null,45.3,null,0.4,null,43.0,null,1.3,null,40.9,null,0.3,null,0400000US17,Illinois,17
36.8,null,0.1,null,33.3,null,0.2,null,44.4,null,0.4,null,36.6,null,2.6,null,35.7,null,0.6,null,0400000US18,Indiana,18
38.0,null,0.2,null,37.8,null,0.3,null,39.6,null,0.5,null,36.8,null,5.2,null,34.5,null,0.9,null,0400000US19,Iowa,19
35.9,null,0.2,null,30.3,null,0.4,null,42.1,null,0.4,null,30.7,null,4.8,null,36.6,null,0.9,null,0400000US20,Kansas,20
37.7,null,0.1,null,36.6,null,0.3,null,40.1,null,0.4,null,34.1,null,2.2,null,34.6,null,0.6,null,0400000US21,Kentucky,21
35.6,null,0.1,null,32.9,null,0.2,null,43.2,null,0.6,null,37.1,null,2.1,null,40.5,null,0.9,null,0400000US22,Louisiana,22
42.2,null,0.2,null,37.9,null,0.4,null,47.0,null,0.5,null,39.1,null,5.1,null,45.6,null,2.5,null,0400000US23,Maine,23
37.7,null,0.2,null,27.6,null,0.3,null,44.7,null,0.3,null,36.2,null,1.5,null,40.4,null,0.4,null,0400000US24,Maryland,24
39.0,null,0.2,null,35.8,null,0.3,null,43.2,null,0.4,null,39.9,null,1.2,null,41.8,null,0.5,null,0400000US25,Massachusetts,25
38.5,null,0.1,null,35.3,null,0.2,null,48.9,null,0.4,null,35.1,null,1.5,null,41.0,null,0.6,null,0400000US26,Michigan,26
37.5,null,0.2,null,34.5,null,0.2,null,43.5,null,0.4,null,34.6,null,1.5,null,36.1,null,0.5,null,0400000US27,Minnesota,27
35.1,null,0.2,null,32.8,null,0.3,null,39.8,null,0.6,null,31.5,null,4.0,null,34.9,null,2.2,null,0400000US28,Mississippi,28
37.6,null,0.2,null,33.3,null,0.3,null,44.7,null,0.3,null,34.8,null,1.8,null,37.5,null,0.8,null,0400000US29,Missouri,29
39.3,null,0.2,null,31.3,null,1.0,null,45.0,null,0.8,null,39.7,null,9.6,null,43.8,null,3.0,null,0400000US30,Montana,30
35.8,null,0.2,null,32.7,null,0.4,null,42.5,null,0.8,null,31.4,null,2.5,null,33.3,null,1.1,null,0400000US31,Nebraska,31
35.5,null,0.1,null,11.7,null,0.4,null,43.2,null,0.5,null,34.6,null,2.0,null,40.4,null,0.5,null,0400000US32,Nevada,32
