B25006_001E,B25006_001EA,B25006_001M,B25006_001MA,B25006_002E,B25006_002EA,B25006_002M,B25006_002MA,B25006_003E,B25006_003EA,B25006_003M,B25006_003MA,B25006_004E,B25006_004EA,B25006_004M,B25006_004MA,B25006_005E,B25006_005EA,B25006_005M,B25006_005MA,B25006_006E,B25006_006EA,B25006_006M,B25006_006MA,B25006_007E,B25006_007EA,B25006_007M,B25006_007MA,B25006_008E,B25006_008EA,B25006_008M,B25006_008MA,B25006_009E,B25006_009EA,B25006_009M,B25006_009MA,B25006_010E,B25006_010EA,B25006_010M,B25006_010MA,GEO_ID,NAME,state
446136,null,4850,null,150600,null,3735,null,12566,null,1815,null,1330,null,535,null,171144,null,4966,null,33789,null,2010,null,3810,null,886,null,72897,null,3871,null,2100,null,766,null,70797,null,3958,null,0400000US15,Hawaii,15
558466,null,5299,null,527957,null,4655,null,2444,null,830,null,6405,null,1119,null,5735,null,1116,null,114,null,180,null,7651,null,1029,null,8160,null,1480,null,876,null,398,null,7284,null,1387,null,0400000US16,Idaho,16
4757452,null,13703,null,3654727,null,14604,null,657696,null,8381,null,9560,null,1475,null,180919,null,3809,null,799,null,399,null,207272,null,6269,null,46479,null,3701,null,8988,null,1552,null,37491,null,3173,null,0400000US17,Illinois,17
2477548,null,11798,null,2169293,null,11383,null,211222,null,4830,null,5240,null,1034,null,28738,null,1814,null,431,null,312,null,35911,null,2836,null,26713,null,2234,null,2957,null,861,null,23756,null,2242,null,0400000US18,Indiana,18
1226804,null,6707,null,1153637,null,6570,null,29198,null,1680,null,4207,null,998,null,15874,null,1299,null,122,null,120,null,12588,null,1422,null,11178,null,1914,null,1470,null,564,null,9708,null,1801,null,0400000US19,Iowa,19
1104976,null,6395,null,978494,null,6163,null,61373,null,2722,null,7988,null,1299,null,19706,null,1299,null,396,null,431,null,17925,null,2070,null,19094,null,1692,null,1736,null,640,null,17358,null,1490,null,0400000US20,Kansas,20
1694197,null,9986,null,1526559,null,10168,null,125619,null,3940,null,2856,null,779,null,13852,null,1226,null,271,null,292,null,8813,null,1576,null,16227,null,2134,null,904,null,527,null,15323,null,1997,null,0400000US21,Kentucky,21
1688027,null,9265,null,1132878,null,7321,null,498065,null,6833,null,8143,null,1224,null,19807,null,1743,null,569,null,320,null,13440,null,1955,null,15125,null,2182,null,1424,null,540,null,13701,null,2057,null,0400000US22,Louisiana,22
544855,null,4187,null,526250,null,4604,null,4277,null,930,null,2955,null,604,null,2725,null,564,null,70,null,115,null,537,null,238,null,8041,null,1248,null,291,null,234,null,7750,null,1257,null,0400000US23,Maine,23
2095122,null,8485,null,1335804,null,8369,null,595452,null,6056,null,5504,null,1061,null,90269,null,2573,null,679,null,401,null,40466,null,3238,null,26948,null,2604,null,3880,null,964,null,23068,null,2422,null,0400000US24,Maryland,24
2475492,null,10003,null,2129147,null,8930,null,132766,null,4314,null,3336,null,659,null,100125,null,3239,null,463,null,349,null,75054,null,4313,null,34601,null,3010,null,6470,null,1174,null,28131,null,2762,null,0400000US25,Massachusetts,25
3819736,null,15353,null,3154095,null,13067,null,489664,null,6374,null,18536,null,1951,null,75899,null,2400,null,542,null,344,null,34289,null,2980,null,46711,null,3293,null,4497,null,1124,null,42214,null,3047,null,0400000US26,Michigan,26
2085767,null,8065,null,1895277,null,7875,null,77050,null,3187,null,20653,null,1508,null,53121,null,2101,null,1151,null,640,null,18723,null,2020,null,19792,null,1971,null,1778,null,512,null,18014,null,1874,null,0400000US27,Minnesota,27
1095026,null,8003,null,690585,null,6709,null,377420,null,5710,null,4130,null,972,null,7454,null,1064,null,79,null,136,null,5805,null,1295,null,9553,null,1721,null,459,null,402,null,9094,null,1698,null,0400000US28,Mississippi,28
2339684,null,9753,null,2004411,null,8583,null,248442,null,4505,null,8008,null,1369,null,29487,null,1737,null,1035,null,359,null,16942,null,2303,null,31359,null,3002,null,1436,null,522,null,29923,null,2892,null,0400000US29,Missouri,29
375287,null,3537,null,348936,null,3433,null,717,null,410,null,17926,null,1712,null,1678,null,716,null,13,null,25,null,1722,null,606,null,4295,null,1040,null,407,null,283,null,3888,null,930,null,0400000US30,Montana,30
711223,null,4845,null,645154,null,5098,null,28627,null,1925,null,5699,null,991,null,8341,null,931,null,300,null,262,null,12789,null,1690,null,10313,null,1250,null,2216,null,748,null,8097,null,1262,null,0400000US31,Nebraska,31
965715,null,7365,null,762629,null,7197,null,75708,null,3065,null,11758,null,1424,null,57578,null,2335,null,3622,null,639,null,31522,null,2838,null,22898,null,2462,null,4341,null,1055,null,18557,null,2195,null,0400000US32,Nevada,32
506342,null,4336,null,486261,null,4340,null,5201,null,868,null,883,null,287,null,6437,null,1015,null,49,null,85,null,3446,null,1093,null,4065,null,995,null,367,null,322,null,3698,null,891,null,0400000US33,New Hampshire,33
3154926,null,9910,null,2337970,null,11536,null,420892,null,6998,null,7158,null,1199,null,211750,null,4143,null,884,null,492,null,133643,null,5647,null,42629,null,3468,null,10317,null,1444,null,32312,null,3229,null,0400000US34,New Jersey,34
742104,null,4973,null,572287,null,5827,null,15083,null,1497,null,49050,null,2718,null,9545,null,1352,null,732,null,326,null,79745,null,4110,null,15662,null,1964,null,5323,null,886,null,10339,null,1672,null,0400000US35,New Mexico,35
7187555,null,16275,null,5179810,null,16911,null,1040661,null,9411,null,23453,null,2227,null,418249,null,5738,null,1686,null,632,null,420617,null,8347,null,103079,null,5477,null,26027,null,2279,null,77052,null,5221,null,0400000US36,New York,36
3646095,null,15663,null,2674923,null,12820,null,760434,null,7567,null,34333,null,2322,null,53249,null,3088,null,1008,null,455,null,78413,null,3547,null,43735,null,3704,null,4554,null,1158,null,39181,null,3496,null,0400000US37,North Carolina,37
279014,null,2769,null,258508,null,2796,null,2351,null,536,null,12588,null,1169,null,1762,null,549,null,0,null,208,null,1504,null,765,null,2301,null,722,null,189,null,201,null,2112,null,727,null,0400000US38,North Dakota,38
4526404,null,14127,null,3859347,null,14055,null,533266,null,8461,null,7598,null,1263,null,59288,null,2543,null,1395,null,679,null,20604,null,1884,null,44906,null,3221,null,3551,null,828,null,41355,null,3162,null,0400000US39,Ohio,39
1430019,null,8950,null,1129679,null,7967,null,101075,null,3488,null,78100,null,2928,null,18532,null,1313,null,780,null,427,null,24969,null,2566,null,76884,null,3450,null,1528,null,610,null,75356,null,3351,null,0400000US40,Oklahoma,40
1485919,null,6587,null,1331773,null,7784,null,23858,null,1970,null,15340,null,2000,null,43509,null,2157,null,3687,null,783,null,36234,null,3327,null,31518,null,3141,null,3226,null,901,null,28292,null,2950,null,0400000US41,Oregon,41
4916869,null,14704,null,4250392,null,13863,null,459506,null,7619,null,6614,null,1345,null,95174,null,3234,null,802,null,444,null,63068,null,4064,null,41313,null,3073,null,5305,null,939,null,36008,null,2831,null,0400000US42,Pennsylvania,42
406343,null,4227,null,351839,null,4387,null,19198,null,1686,null,1493,null,467,null,9451,null,1189,null,0,null,287,null,19012,null,1807,null,5350,null,1448,null,1548,null,711,null,3802,null,1181,null,0400000US44,Rhode Island,44
1730232,null,10605,null,1218959,null,7043,null,460497,null,7122,null,4634,null,1011,null,19545,null,1505,null,818,null,553,null,14022,null,1829,null,11757,null,1751,null,1455,null,624,null,10302,null,1602,null,0400000US45,South Carolina,45
316638,null,3769,null,287715,null,3601,null,2162,null,609,null,18832,null,1639,null,2456,null,724,null,48,null,98,null,1833,null,559,null,3592,null,1046,null,223,null,252,null,3369,null,1017,null,0400000US46,South Dakota,46
2447066,null,12952,null,1995682,null,11448,null,376465,null,6683,null,6028,null,1284,null,25152,null,1771,null,433,null,278,null,17872,null,2410,null,25434,null,2154,null,2417,null,774,null,23017,null,2119,null,0400000US47,Tennessee,47
8527938,null,23685,null,6471197,null,23809,null,1018302,null,10040,null,46352,null,3666,null,275875,null,4515,null,4715,null,1022,null,580441,null,12289,null,131056,null,6188,null,35531,null,3030,null,95525,null,5979,null,0400000US48,Texas,48
863122,null,4563,null,794913,null,4996,null,8297,null,1165,null,8589,null,1030,null,15581,null,1563,null,4968,null,904,null,21539,null,2396,null,9235,null,1524,null,1435,null,453,null,7800,null,1479,null,0400000US49,Utah,49
251736,null,2982,null,243511,null,2952,null,1311,null,515,null,881,null,420,null,1645,null,274,null,0,null,211,null,511,null,347,null,3877,null,791,null,262,null,195,null,3615,null,794,null,0400000US50,Vermont,50
2971489,null,12961,null,2187713,null,12149,null,562967,null,7851,null,8892,null,1651,null,126279,null,3060,null,1775,null,699,null,44411,null,3511,null,39452,null,3701,null,5035,null,1241,null,34417,null,3318,null,0400000US51,Virginia,51
2559288,null,9514,null,2165901,null,10193,null,83515,null,3315,null,28409,null,2212,null,148957,null,3286,null,8640,null,1032,null,60460,null,4026,null,63406,null,3915,null,5423,null,1119,null,57983,null,3595,null,0400000US53,Washington,53
748517,null,6008,null,711479,null,5803,null,20864,null,1608,null,1885,null,653,null,4465,null,706,null,60,null,108,null,774,null,373,null,8990,null,1379,null,85,null,120,null,8905,null,1375,null,0400000US54,West Virginia,54
2272274,null,8949,null,2072148,null,8930,null,115204,null,3352,null,17004,null,1460,null,33032,null,2095,null,195,null,163,null,16203,null,1984,null,18488,null,2074,null,1517,null,479,null,16971,null,1965,null,0400000US55,Wisconsin,55
213571,null,2941,null,198858,null,2870,null,1856,null,634,null,4144,null,768,null,844,null,725,null,91,null,128,null,3685,null,1188,null,4093,null,1032,null,617,null,340,null,3476,null,971,null,0400000US56,Wyoming,56
1181112,null,8338,null,856895,null,8601,null,90924,null,3817,null,2441,null,512,null,4513,null,1004,null,0,null,289,null,99740,null,4128,null,126599,null,4483,null,5369,null,832,null,121230,null,4392,null,0400000US72,Puerto Rico,72
